cat_0,cat_1,cat_2,cat_3,num_0,num_1,num_2,num_3,num_4,num_5,num_6,num_7,num_8,num_9,num_10,num_11,num_12,num_13,target
2.0,1.0,1.0,1.0,49.15,13.01,-180.8,3.27,-33.02,-47.8,144.28,-85.82,117.73,-27.54,-28.94,16.19,1.44,2.1,1.0
0.0,1.0,1.0,1.0,-15.48,-25.73,82.5,-4.32,9.34,56.29,-70.23,-151.13,232.76,12.73,35.09,-11.84,39.29,-6.41,1.0
1.0,0.0,1.0,1.0,-142.05,9.74,105.04,1.51,-35.91,16.08,-209.99,-129.11,180.0,9.91,15.3,-13.64,70.54,2.65,1.0
1.0,2.0,1.0,1.0,12.44,1.17,-116.61,-6.5,29.81,-54.14,-72.49,-127.66,130.22,20.02,-14.24,-24.7,-1.7,-21.62,0.0
1.0,1.0,0.0,1.0,47.33,-25.31,82.57,-4.42,22.04,-69.48,-16.4,-244.24,290.09,25.7,20.57,23.72,11.27,8.76,0.0
1.0,0.0,1.0,0.0,20.52,16.4,108.56,-5.27,87.25,-4.24,128.08,78.61,233.42,-0.8,16.88,5.23,88.56,5.66,0.0
1.0,0.0,1.0,1.0,-83.11,-16.2,33.61,0.32,-72.82,38.51,-102.35,43.7,224.31,-5.02,-29.74,-20.74,-30.69,12.75,1.0
1.0,1.0,1.0,0.0,17.04,1.73,51.39,-4.34,75.8,8.3,-188.01,-25.01,185.01,3.61,-7.53,-19.56,38.75,1.72,0.0
2.0,1.0,0.0,1.0,87.25,-9.32,63.73,3.17,50.96,-5.89,20.64,-10.14,-48.94,-0.24,-41.09,4.49,-26.93,10.97,0.0
1.0,1.0,1.0,2.0,111.0,22.18,-76.98,-7.6,-22.29,-154.12,-51.71,104.45,331.22,-26.17,10.19,-22.62,-121.8,-6.69,0.0
1.0,0.0,1.0,1.0,11.4,36.15,18.28,3.41,-85.69,-2.54,100.61,-4.66,68.92,-32.74,-33.45,5.02,29.85,-10.32,1.0
2.0,1.0,0.0,1.0,94.02,5.45,17.16,5.52,-15.9,-106.3,-42.41,-91.8,170.62,21.88,-72.24,-7.38,80.27,10.55,1.0
1.0,1.0,1.0,0.0,-49.27,13.17,39.15,4.83,-37.37,-78.21,37.27,51.45,284.07,-3.57,-9.17,-5.09,45.92,10.62,1.0
2.0,2.0,1.0,1.0,16.84,27.15,-85.41,0.62,70.32,-5.29,69.66,40.98,-254.47,11.41,-14.57,21.03,-85.85,-10.96,0.0
1.0,2.0,2.0,2.0,163.46,8.96,103.44,-7.3,-30.64,-107.27,-5.79,60.68,176.7,-43.88,-16.08,-28.04,29.41,-5.18,0.0
1.0,2.0,1.0,1.0,-18.76,8.78,103.34,-8.75,51.79,-8.58,-36.92,-66.86,98.86,6.2,-44.11,16.98,-8.55,-27.63,0.0
2.0,1.0,1.0,1.0,111.6,-11.78,-8.34,3.23,66.55,-172.23,90.62,83.36,145.18,11.77,30.69,2.65,-46.86,21.88,1.0
1.0,1.0,0.0,0.0,43.81,-13.54,75.06,6.54,14.73,-152.89,-61.16,4.43,334.7,-4.6,-53.9,-7.75,-25.85,26.36,1.0
1.0,2.0,1.0,2.0,30.92,-11.58,-37.16,-9.72,-2.21,-32.76,212.56,68.17,166.43,9.86,-6.85,-6.82,-28.31,-11.73,0.0
1.0,1.0,1.0,1.0,-51.17,-15.26,16.18,-6.08,16.23,-29.36,-173.11,1.34,129.52,1.76,6.46,7.87,15.39,-23.0,0.0
1.0,1.0,1.0,1.0,22.13,-33.31,-57.17,-3.48,57.67,-15.63,-140.24,-27.08,-9.56,34.61,-2.51,4.15,37.69,-13.44,0.0
1.0,1.0,0.0,1.0,66.56,5.0,14.45,-2.49,4.76,17.76,-53.61,40.14,160.62,-9.1,18.65,-9.34,40.43,-0.86,1.0
2.0,1.0,1.0,1.0,-99.06,12.72,51.53,1.0,-0.53,-98.97,69.86,-214.05,27.93,21.16,20.66,13.48,-62.05,4.73,0.0
0.0,1.0,1.0,1.0,-90.86,-35.66,11.66,1.49,-101.79,59.05,32.53,122.86,285.41,26.22,-10.52,-19.79,108.73,-10.03,1.0
2.0,0.0,1.0,1.0,6.35,25.11,2.05,2.41,14.12,-73.79,163.66,-44.33,3.95,12.03,-42.26,-9.8,-29.8,-2.77,1.0
1.0,1.0,2.0,2.0,162.29,-10.15,-1.08,-9.88,13.16,-39.26,-7.11,76.82,139.15,11.18,8.49,33.95,65.96,5.94,0.0
1.0,1.0,0.0,1.0,38.87,12.25,53.07,2.18,-78.45,53.75,-23.65,-137.47,258.92,-37.91,22.75,14.03,-54.67,12.83,1.0
1.0,1.0,0.0,0.0,-3.72,12.42,-56.3,3.04,-5.2,-66.86,-35.84,4.15,324.92,25.42,-21.84,31.72,-23.26,24.92,1.0
1.0,2.0,0.0,1.0,-134.71,32.37,-4.65,3.51,12.5,35.26,-202.33,-34.46,-63.29,-59.95,52.72,-7.94,-66.94,-18.15,1.0
1.0,2.0,1.0,1.0,97.7,-34.17,49.73,0.04,35.61,80.8,1.15,-57.14,-177.13,12.63,-36.6,-11.29,88.76,-17.72,1.0
1.0,1.0,1.0,1.0,191.46,4.96,58.91,-7.06,62.92,-31.66,148.75,-190.93,138.83,-7.8,-4.85,9.33,-0.73,-10.68,1.0
1.0,0.0,1.0,1.0,124.19,9.83,-93.76,4.33,-106.34,32.37,112.38,52.27,93.11,-14.47,60.42,-2.7,-79.18,2.43,1.0
1.0,0.0,0.0,1.0,126.71,-15.41,-28.3,-6.55,41.76,-76.38,94.59,-6.53,301.07,4.35,84.33,-21.76,9.08,9.76,0.0
1.0,0.0,1.0,1.0,120.5,7.94,-91.97,0.16,-95.53,93.96,-28.66,-218.45,62.35,18.53,-7.2,-18.46,6.09,-18.4,1.0
1.0,2.0,1.0,1.0,-95.44,18.08,-56.12,-0.58,26.32,77.87,2.86,-13.18,28.47,10.13,-41.32,0.84,-24.08,-6.06,1.0
1.0,0.0,1.0,1.0,-190.4,20.87,-86.2,-8.63,26.19,-83.07,-83.0,69.31,419.26,11.4,8.59,-8.13,-143.55,7.61,0.0
1.0,2.0,1.0,1.0,78.18,-0.71,25.93,0.43,-27.82,24.64,-28.35,2.15,120.39,18.33,-57.55,14.34,-85.55,-9.17,1.0
1.0,1.0,2.0,2.0,-24.72,-19.64,-20.9,-9.85,-7.69,-74.82,73.41,80.01,191.56,1.47,-23.92,-33.36,-36.04,-5.77,0.0
1.0,1.0,1.0,2.0,61.14,-21.48,-82.62,-9.63,7.05,-85.29,118.33,139.75,281.34,5.2,-5.36,3.88,-20.16,-1.1,0.0
1.0,1.0,1.0,1.0,-102.44,10.33,72.52,-2.54,15.05,38.38,-4.11,-72.53,54.37,16.46,30.91,-0.03,-117.77,-3.41,1.0
1.0,1.0,1.0,1.0,-77.58,-11.89,-57.16,-2.4,90.45,-20.75,-99.58,-115.16,-83.57,14.07,-22.59,-0.15,13.67,-13.47,0.0
1.0,1.0,2.0,1.0,117.56,-16.53,-56.3,5.0,76.05,-53.06,-23.56,-134.34,-197.67,-17.03,-34.25,9.26,77.62,-9.66,0.0
1.0,1.0,2.0,1.0,25.15,-4.35,110.04,-0.82,55.09,-40.09,-11.36,26.66,-93.24,-9.31,3.67,2.37,-58.19,-6.97,0.0
1.0,1.0,2.0,2.0,115.14,-19.47,-62.6,-5.68,-58.97,-180.96,-139.45,14.33,301.85,17.58,-6.37,-5.52,84.7,14.47,0.0
1.0,1.0,0.0,1.0,60.71,-4.57,-118.04,-0.02,-3.79,14.2,-107.81,263.69,-17.73,-12.55,26.9,14.07,17.55,-16.61,1.0
2.0,0.0,1.0,1.0,-202.27,-28.34,42.14,4.33,-55.2,-31.0,-186.92,-17.11,23.69,-3.54,1.07,16.0,9.75,-2.36,1.0
1.0,0.0,1.0,0.0,6.6,-17.26,-80.86,4.11,57.88,-142.24,111.98,-24.94,110.82,12.79,-35.87,-4.09,78.03,16.05,1.0
1.0,1.0,1.0,1.0,36.85,5.61,13.89,0.87,23.46,-19.21,-118.38,-82.75,53.34,-36.49,-20.13,-9.6,-24.42,7.12,0.0
2.0,1.0,1.0,1.0,-101.56,-5.54,-49.42,-0.28,9.76,-74.84,-59.93,33.5,142.89,-7.36,21.19,-1.01,-69.71,14.24,0.0
1.0,0.0,1.0,1.0,-144.09,0.44,-20.48,-4.93,29.1,-36.64,100.56,48.01,241.87,15.44,-33.63,26.22,-15.69,7.21,0.0
2.0,0.0,0.0,1.0,107.5,1.51,-85.7,-2.96,15.51,-82.46,-126.28,24.75,243.61,-40.65,-17.81,2.74,6.88,11.08,0.0
2.0,0.0,1.0,1.0,10.24,28.47,78.99,2.76,-13.43,-89.62,123.6,39.03,16.39,-24.89,-0.69,-12.45,-25.43,-4.73,1.0
1.0,1.0,1.0,1.0,53.15,-8.5,-51.54,-0.98,53.66,-49.9,-28.11,131.78,152.09,-4.9,-41.18,8.17,16.41,16.22,0.0
1.0,1.0,1.0,0.0,-94.7,0.41,-69.32,3.56,-26.63,-96.08,33.58,-73.51,330.36,6.79,-8.19,-10.26,1.13,25.55,1.0
1.0,1.0,1.0,1.0,-47.3,-15.59,56.25,-0.98,22.27,-7.23,58.39,-127.25,118.34,15.62,-47.61,0.61,-37.82,1.65,0.0
1.0,1.0,1.0,1.0,-40.1,-0.88,-29.35,-0.14,104.12,60.66,-59.56,5.88,-231.48,-1.77,-34.46,-16.51,119.75,-11.22,0.0
1.0,1.0,2.0,1.0,-77.08,6.61,50.21,-3.52,71.77,16.91,16.62,58.52,-145.45,-12.73,-43.24,-6.43,49.03,-1.08,0.0
1.0,0.0,1.0,0.0,-54.79,9.65,192.11,5.64,-2.29,-108.78,-106.02,135.64,233.26,26.84,17.75,2.16,-5.18,14.74,1.0
1.0,1.0,1.0,2.0,70.4,-21.01,62.09,-4.38,-36.52,55.77,-49.32,107.34,38.46,8.65,-15.05,5.23,22.43,-17.55,0.0
1.0,2.0,1.0,2.0,-40.49,3.97,-162.01,-5.66,-2.09,-29.05,14.39,-64.0,126.21,21.53,9.92,-17.0,-18.45,-15.52,0.0
1.0,1.0,1.0,1.0,9.2,-15.34,-129.21,-7.64,-27.76,-72.03,54.08,-48.69,342.8,3.66,-18.04,-12.87,95.06,-12.39,0.0
1.0,1.0,1.0,1.0,1.28,15.15,-18.7,-0.46,-15.76,77.23,33.59,-83.74,95.1,30.3,-34.78,-3.1,-58.5,-10.46,1.0
2.0,2.0,1.0,1.0,-104.77,0.85,-52.07,-3.19,31.72,57.25,-83.18,23.48,-40.98,22.94,-4.25,-16.89,19.49,0.22,1.0
0.0,1.0,1.0,1.0,112.47,-2.98,-29.71,4.41,-14.48,-84.41,3.19,-19.99,200.19,-3.76,22.94,-10.18,3.49,-17.03,1.0
1.0,1.0,2.0,2.0,68.11,-44.25,-105.73,-6.03,11.15,-86.51,167.77,-73.86,118.5,13.48,23.1,-10.26,-68.15,-5.91,0.0
1.0,0.0,1.0,1.0,104.44,0.62,-90.89,-6.73,49.67,-9.16,-111.27,-13.5,234.19,4.14,5.19,-0.05,82.2,-4.18,0.0
1.0,1.0,1.0,1.0,149.89,-3.71,9.31,-5.24,39.78,-74.91,99.02,75.4,288.42,-21.03,17.95,4.17,28.45,12.11,0.0
1.0,2.0,2.0,1.0,-119.35,16.48,-40.14,0.91,25.27,-48.67,53.25,-88.82,-95.2,39.08,5.24,31.99,25.57,-8.65,0.0
2.0,0.0,1.0,1.0,-45.01,-4.01,57.72,5.98,-102.21,-9.35,69.11,82.98,174.61,24.19,29.97,6.49,-94.83,12.14,1.0
1.0,1.0,1.0,0.0,47.43,9.69,63.45,4.19,-36.99,-78.02,-186.38,58.98,287.58,11.01,29.39,-19.31,9.64,6.31,1.0
1.0,1.0,1.0,1.0,-103.19,-13.18,-67.16,3.5,-28.61,-62.83,83.75,138.93,170.77,-11.16,16.39,-14.78,-8.87,2.02,1.0
1.0,1.0,1.0,1.0,38.14,30.78,-79.81,-7.87,72.2,108.57,-13.93,-19.45,-44.75,26.07,-23.72,17.24,-33.74,-13.48,1.0
1.0,1.0,1.0,1.0,30.8,17.28,12.99,-1.95,45.89,74.68,-26.52,-53.43,-105.61,15.56,32.5,-17.71,31.43,-23.91,1.0
2.0,2.0,1.0,2.0,-146.01,20.72,-122.31,-2.66,11.1,129.44,-74.1,-57.41,-191.45,26.8,-19.21,-24.66,27.94,-5.99,1.0
1.0,1.0,1.0,1.0,-105.52,-18.17,119.87,1.69,-3.42,-103.35,-58.34,29.71,82.08,-7.08,12.51,8.44,23.22,-16.19,0.0
1.0,1.0,1.0,1.0,-80.96,-0.76,-49.8,-4.43,12.09,14.52,-22.55,-0.87,183.63,15.23,-48.91,17.91,-23.52,-5.09,0.0
1.0,1.0,1.0,1.0,-146.86,-5.25,-18.54,-5.28,-24.16,-15.56,45.82,-1.49,245.44,4.42,-17.0,10.62,18.6,-10.97,1.0
2.0,0.0,1.0,1.0,-196.28,-15.48,-10.11,0.13,-3.93,-139.16,151.26,-35.22,263.73,17.28,-15.17,6.18,-23.68,25.2,0.0
2.0,1.0,0.0,1.0,47.47,-36.3,16.7,-1.22,6.71,-15.53,53.43,49.18,63.83,6.02,0.64,-6.35,2.71,-0.41,0.0
1.0,1.0,1.0,2.0,-106.91,-3.5,-33.96,-10.3,-43.24,-112.17,50.3,-73.83,350.76,-12.28,2.47,18.42,-18.84,-12.78,0.0
1.0,1.0,1.0,2.0,2.9,-18.12,-3.18,-6.22,-8.95,-54.62,10.79,-132.24,209.8,7.4,-1.53,-13.54,-23.24,-8.23,0.0
1.0,1.0,1.0,1.0,41.53,-9.5,175.53,0.02,35.86,-65.59,48.49,-42.56,184.93,-10.07,4.17,22.14,-5.3,22.96,0.0
1.0,1.0,2.0,2.0,74.02,8.01,-58.09,-6.77,-30.09,-109.42,-106.49,-83.77,218.46,8.79,73.62,-20.7,-21.38,3.44,0.0
1.0,0.0,1.0,1.0,96.63,26.6,93.51,3.83,-52.36,-34.34,-8.04,28.67,196.28,52.47,-6.14,-22.71,49.06,7.19,1.0
1.0,0.0,1.0,1.0,-73.6,6.43,-175.12,3.7,-48.0,-54.31,-20.14,-39.95,161.55,30.84,43.58,-17.7,1.68,-0.31,1.0
1.0,1.0,1.0,1.0,115.28,13.68,-110.18,-2.68,86.03,86.72,-125.76,-42.71,-187.48,15.33,-78.29,4.19,-41.47,-18.13,1.0
1.0,1.0,0.0,1.0,-106.6,-28.7,53.68,2.75,-98.87,43.52,-332.32,53.38,268.94,2.12,13.36,1.05,56.85,-5.76,1.0
1.0,1.0,1.0,1.0,-152.8,-4.58,-30.19,-2.76,50.19,75.93,-9.48,-55.88,-87.98,10.32,36.71,13.89,6.42,-12.33,1.0
1.0,1.0,1.0,1.0,-18.21,-22.55,-12.14,-4.88,41.63,-38.27,34.45,123.52,253.58,20.92,-7.61,0.84,-117.48,6.8,0.0
0.0,0.0,1.0,0.0,-72.73,1.91,-85.8,-4.15,93.83,-80.46,9.85,43.55,359.32,-23.25,-8.87,17.54,24.14,19.51,0.0
0.0,1.0,1.0,1.0,71.23,-8.23,11.9,-9.25,29.49,-1.19,105.13,70.94,293.85,-13.13,3.15,3.59,1.19,-6.56,1.0
2.0,1.0,1.0,1.0,118.72,1.88,-44.51,0.94,1.52,-120.73,8.43,77.63,259.72,40.46,50.79,7.03,-146.11,21.15,0.0
1.0,2.0,1.0,1.0,-85.35,10.47,-53.29,0.76,55.85,139.41,79.92,-13.19,-223.71,-14.33,12.34,-15.19,73.32,-19.72,1.0
0.0,1.0,1.0,0.0,64.04,-9.67,-49.92,3.47,-106.46,78.79,124.16,-52.78,316.78,10.65,-56.85,-6.07,-10.64,7.57,1.0
1.0,0.0,1.0,1.0,-3.07,11.0,-24.42,3.07,-50.3,-33.97,9.83,5.69,197.68,18.8,34.45,12.73,57.58,4.18,1.0
2.0,1.0,1.0,2.0,16.24,10.87,60.21,-2.98,42.64,2.21,-31.65,-72.09,-106.95,14.41,17.44,9.39,-25.68,-18.96,1.0
1.0,1.0,1.0,1.0,-6.53,6.77,49.74,3.53,-53.33,-32.36,-149.99,87.69,136.22,20.89,22.3,-21.38,82.0,0.47,1.0
1.0,1.0,2.0,1.0,-81.31,-23.49,-33.48,2.25,49.73,-109.73,13.17,131.95,-83.52,21.83,1.09,3.99,60.41,-15.56,0.0
1.0,2.0,0.0,1.0,99.2,7.17,-48.68,4.72,28.29,34.15,45.43,-69.75,-91.02,6.85,32.68,14.65,82.95,-17.34,1.0
1.0,2.0,0.0,1.0,-89.82,23.37,64.97,2.31,8.67,96.57,-28.63,-86.14,-57.52,22.58,-4.25,-27.52,-45.36,-5.74,1.0
1.0,1.0,0.0,1.0,-171.26,3.56,20.26,6.31,-138.09,22.54,60.18,-64.73,168.61,1.97,-2.55,-2.15,14.46,-9.44,1.0
1.0,1.0,2.0,1.0,-171.46,0.57,-75.04,-5.98,45.93,11.18,181.69,108.59,6.39,3.91,31.19,-2.45,-32.8,4.59,0.0
1.0,2.0,1.0,2.0,-180.14,-5.85,24.32,-8.2,30.6,-0.36,-91.14,52.53,-15.73,-16.75,-23.7,1.67,-33.12,-8.87,0.0
1.0,1.0,1.0,1.0,-126.65,-17.47,-3.73,-5.39,98.89,86.22,73.31,-46.47,4.95,20.09,-22.93,16.95,54.73,-7.41,1.0
1.0,1.0,1.0,1.0,31.25,2.22,-99.29,-6.17,16.79,-26.5,-136.48,-50.53,301.95,4.02,-38.54,-9.72,19.0,0.89,0.0
1.0,1.0,1.0,1.0,-157.49,-4.54,56.1,-4.46,65.79,-52.66,74.02,-82.85,264.26,9.67,-26.42,1.25,2.61,7.86,0.0
1.0,1.0,1.0,1.0,53.67,2.56,53.01,-4.55,6.87,-120.95,-23.81,101.21,205.11,-4.28,31.13,-17.11,5.25,-16.77,0.0
1.0,0.0,1.0,1.0,-99.72,6.06,-26.99,0.79,-21.32,-4.22,216.03,-9.27,189.8,0.64,-13.66,1.29,-61.67,6.09,1.0
2.0,1.0,1.0,1.0,-106.08,-24.92,-17.95,-2.97,1.37,-57.75,64.25,48.11,184.05,-49.26,17.24,-3.87,-48.37,7.08,0.0
2.0,1.0,2.0,2.0,-85.55,-30.28,-207.51,-16.0,81.61,90.78,13.86,-189.26,-27.38,-19.3,3.29,8.21,35.42,2.17,1.0
1.0,1.0,0.0,0.0,-53.69,28.05,67.89,5.63,-13.43,-87.71,39.75,50.28,305.27,-18.4,-2.26,1.34,-41.85,14.97,1.0
1.0,1.0,1.0,1.0,36.41,14.86,159.27,-2.83,30.94,63.9,-68.3,93.15,36.05,-24.27,19.15,-12.7,54.99,-11.25,0.0
2.0,0.0,1.0,1.0,77.34,32.45,-120.62,3.93,-46.27,-74.02,51.34,97.19,179.27,-3.48,-11.65,-0.98,-112.16,9.78,1.0
1.0,1.0,1.0,2.0,51.18,-19.14,-72.69,-5.88,-0.65,3.05,-53.05,43.59,117.29,3.33,11.69,27.14,-64.89,-14.4,0.0
1.0,1.0,1.0,1.0,146.55,-1.95,-29.26,5.01,-93.78,24.9,-115.88,72.55,234.67,5.63,-52.1,-12.16,-81.05,-6.05,1.0
1.0,1.0,2.0,1.0,-306.43,-10.71,11.11,-2.27,3.26,-88.78,-26.7,27.85,96.61,31.45,6.55,1.15,52.38,13.41,0.0
1.0,1.0,1.0,1.0,41.24,3.26,-70.65,-4.25,31.1,29.54,-1.93,-144.92,132.88,-26.2,-8.68,8.98,-93.62,2.91,1.0
1.0,1.0,1.0,2.0,8.15,-13.8,-75.55,-10.82,-1.23,-39.16,71.06,21.65,253.7,6.63,-4.98,16.49,27.04,-5.33,0.0
1.0,1.0,2.0,0.0,64.39,31.24,-50.08,-1.94,64.07,-22.65,77.91,-66.35,185.09,23.0,-11.81,-11.18,25.94,19.37,0.0
1.0,2.0,1.0,1.0,-91.47,-19.4,32.29,1.45,29.4,-54.54,-169.27,-27.24,-43.92,-9.13,25.78,-14.3,52.74,-16.74,0.0
1.0,1.0,1.0,2.0,-16.32,-15.69,27.27,-6.45,2.78,-8.31,-50.64,26.67,76.04,15.05,15.21,-3.47,-64.42,-14.08,1.0
1.0,1.0,1.0,1.0,11.71,-14.99,85.13,-5.08,29.14,-6.1,76.53,182.71,60.16,24.38,-21.86,19.52,53.05,-16.34,0.0
1.0,1.0,1.0,1.0,32.9,12.28,-80.27,5.69,-56.74,-42.91,-161.42,36.0,170.91,25.51,-11.37,-5.4,-53.65,7.53,1.0
1.0,1.0,1.0,2.0,6.8,-24.23,-95.79,-6.27,11.7,-51.59,51.17,-122.8,127.33,18.53,6.16,3.26,-93.22,-10.49,0.0
2.0,1.0,0.0,1.0,-58.77,-2.52,6.85,-1.25,24.51,-62.52,-137.42,141.9,149.1,-22.71,70.0,0.12,19.23,10.08,0.0
1.0,1.0,1.0,1.0,175.55,9.61,-139.66,-4.86,29.88,-67.88,-20.5,-63.74,184.55,13.21,-23.46,17.84,38.59,-19.02,0.0
1.0,0.0,1.0,1.0,95.2,8.31,-0.17,1.87,-94.89,57.35,122.12,116.05,144.48,-18.61,53.54,2.78,20.52,0.52,1.0
1.0,1.0,1.0,1.0,117.71,-17.8,-3.64,-6.44,63.27,19.76,111.46,-5.84,36.18,-9.63,46.06,-14.55,-14.52,-10.24,1.0
1.0,1.0,1.0,1.0,125.31,-1.53,13.74,5.01,-30.11,-109.91,-137.64,64.91,162.29,-15.62,3.41,17.75,179.22,3.63,1.0
1.0,0.0,1.0,1.0,46.95,-26.3,-41.31,-9.31,26.01,-85.09,-101.89,-43.12,382.28,-13.07,-30.63,0.72,-17.06,17.11,0.0
1.0,0.0,1.0,1.0,21.06,0.26,-133.39,1.99,-26.2,-46.28,66.06,100.45,168.19,-37.16,10.14,20.98,-36.7,11.17,1.0
1.0,1.0,1.0,0.0,147.77,4.18,13.25,2.89,-41.09,-37.25,-64.93,-113.13,364.42,4.67,27.41,-12.81,-37.17,21.87,1.0
1.0,2.0,0.0,0.0,119.22,19.02,-27.7,4.05,-24.75,-44.89,-123.74,112.23,410.6,41.53,-4.2,17.36,-36.22,21.98,1.0
2.0,1.0,1.0,2.0,-174.8,-31.88,121.72,-7.56,60.04,62.64,116.87,67.14,-184.9,31.5,-43.97,17.45,107.58,-14.58,1.0
1.0,1.0,1.0,1.0,-13.51,-9.9,36.08,-6.62,5.5,-56.93,-184.66,40.64,234.94,-21.71,9.81,6.85,146.17,-3.48,0.0
1.0,0.0,1.0,1.0,-23.17,-12.35,-15.28,0.44,-63.98,7.91,162.22,121.79,200.26,10.23,42.99,-16.62,-55.71,3.05,1.0
1.0,0.0,0.0,1.0,-67.68,7.71,19.66,-9.37,43.0,-56.39,-71.41,-49.82,380.02,8.11,-33.59,-15.41,-77.11,7.81,0.0
1.0,1.0,1.0,1.0,52.76,-1.44,151.12,-3.51,-12.35,75.48,28.97,74.2,83.57,14.83,12.8,-19.8,-93.25,-3.46,1.0
1.0,1.0,2.0,2.0,151.51,25.82,-48.45,-8.0,38.61,2.55,-24.5,103.28,22.88,-8.38,-48.25,-4.79,104.35,2.33,0.0
1.0,1.0,1.0,1.0,-203.45,-9.88,-38.39,2.82,-96.73,-8.82,-23.53,147.95,228.83,-4.04,-11.07,7.04,-6.75,4.04,1.0
1.0,0.0,0.0,0.0,32.66,-16.6,-10.51,-7.16,84.51,-14.92,-40.25,-77.98,274.38,25.9,6.79,-31.44,-28.97,0.3,0.0
1.0,0.0,0.0,0.0,185.62,-17.39,-32.68,-3.06,66.2,-110.04,107.22,156.17,353.93,7.24,-54.62,3.26,-1.58,24.08,0.0
1.0,1.0,2.0,1.0,115.12,14.45,94.82,-0.2,66.28,-66.93,-43.19,95.14,-67.29,-63.77,21.37,-21.57,49.95,7.63,0.0
1.0,2.0,2.0,1.0,186.42,-8.56,208.53,-2.19,59.1,-1.58,304.15,87.81,-168.75,-14.0,-10.65,-3.73,47.2,-14.34,0.0
