cat_0,cat_1,cat_2,num_0,num_1,num_2,num_3,num_4,num_5,num_6,num_7,num_8,num_9,num_10,num_11,num_12,num_13,num_14,num_15,num_16,num_17,num_18,target
2.0,1.0,2.0,125.72,-274.91,-0.32,-41.8,86.0,-9.57,127.07,-19.36,112.84,-38.63,-3.73,-35.5,-76.47,-8.24,85.19,-37.42,-1.8,3.81,-108.9,1.0
1.0,1.0,1.0,13.42,43.55,-106.16,-60.39,-39.09,-5.78,28.7,-21.52,-65.62,114.27,4.01,19.47,139.05,-43.81,-45.25,-23.46,52.66,-4.4,92.43,0.0
2.0,2.0,3.0,-68.36,-91.32,-41.76,-15.9,-24.41,20.78,97.98,-0.89,-191.35,-501.88,5.4,72.06,21.73,-30.57,-143.16,-14.82,11.64,-8.14,-222.09,0.0
1.0,1.0,2.0,-127.14,-153.8,-86.6,-16.77,-6.76,0.55,127.06,54.71,116.83,-54.03,172.75,18.24,11.02,-179.24,116.68,6.86,-9.07,-18.8,-265.96,0.0
2.0,2.0,2.0,-150.28,-39.49,158.1,38.06,-45.08,-2.2,67.63,-89.69,-189.96,-330.03,10.06,152.51,455.64,-51.29,-289.76,-11.49,7.31,-3.67,-128.89,0.0
2.0,1.0,1.0,-69.45,-2.51,41.04,28.99,-58.67,30.91,-16.08,13.98,117.47,50.79,-64.84,-36.19,-190.63,-85.34,23.21,-14.08,-9.2,-14.86,108.89,1.0
3.0,1.0,1.0,96.59,31.23,-16.37,108.47,87.65,1.74,-9.42,77.46,-130.74,-93.04,-81.93,-22.85,-101.28,-51.59,46.95,-29.19,33.64,-0.35,-162.0,1.0
1.0,0.0,2.0,-15.76,130.73,-141.03,6.9,57.7,18.03,11.17,17.23,-53.91,278.19,25.52,-44.39,105.25,-13.18,36.82,-3.02,110.6,-1.45,196.93,0.0
2.0,1.0,1.0,1.09,-79.09,47.6,-18.63,129.56,11.07,172.01,17.55,-149.03,185.73,-131.04,0.86,238.25,-4.52,-141.11,8.23,-28.31,1.44,274.19,0.0
2.0,1.0,0.0,-40.57,13.9,-32.39,-60.43,13.81,6.14,-15.78,-18.04,-270.07,-276.7,-90.96,74.69,260.28,85.03,-204.84,-2.62,-118.62,2.03,-99.21,0.0
2.0,1.0,1.0,124.34,-154.65,-23.83,78.73,53.44,-17.88,72.03,-41.1,-186.79,107.75,-65.66,50.32,-48.28,0.01,-44.73,-18.67,86.47,3.13,47.54,1.0
2.0,2.0,1.0,-63.97,4.91,82.54,82.25,-220.89,-5.84,-43.5,110.58,-101.66,-67.92,51.75,31.98,256.61,-92.52,-84.46,-30.21,21.71,-6.61,-8.53,0.0
2.0,0.0,1.0,73.77,54.93,-45.67,-57.39,126.86,11.38,-2.17,41.07,-199.35,91.72,-139.38,43.34,355.3,48.61,-225.58,-13.29,79.62,12.61,259.26,0.0
1.0,2.0,2.0,123.38,-131.28,71.13,1.05,-87.12,-1.39,148.56,-60.9,151.09,-172.9,37.1,1.09,-74.65,-99.85,-42.15,-13.71,77.76,10.8,81.02,1.0
2.0,2.0,1.0,-23.29,-55.22,-28.5,58.21,2.32,0.33,-120.34,-22.13,7.75,-171.02,30.51,41.19,-22.05,-103.44,-62.09,-11.15,87.49,-7.46,-33.91,0.0
3.0,1.0,1.0,-23.91,-1.38,-35.41,-12.28,104.1,8.89,32.39,50.61,-65.32,-16.29,-116.07,-20.52,39.75,-7.95,-12.68,18.58,-10.93,1.48,-63.55,1.0
1.0,2.0,2.0,75.65,195.99,35.1,19.88,232.19,12.94,-30.04,65.89,-35.56,4.43,-137.1,-63.97,-41.28,198.76,-50.98,5.73,-67.03,-0.59,211.77,1.0
2.0,1.0,2.0,70.23,4.85,-60.76,-22.9,-84.64,9.31,-101.25,61.31,10.68,278.56,-29.02,133.72,-55.23,-99.03,-106.75,21.37,-26.29,-7.03,182.1,1.0
1.0,1.0,1.0,148.33,153.11,-39.72,59.07,-72.82,11.95,1.23,-82.04,-107.68,341.0,27.89,123.86,158.47,-74.96,-115.44,6.43,-34.36,-9.26,224.79,1.0
2.0,2.0,2.0,15.01,76.42,217.77,-11.54,-84.98,2.92,199.08,-0.29,-274.02,-227.03,0.2,-82.25,236.06,-119.22,-96.42,-0.86,-22.57,-8.33,157.43,1.0
2.0,2.0,1.0,70.64,-151.66,141.81,-1.14,11.17,-14.51,-41.28,42.81,18.4,269.13,-93.59,-59.11,366.57,31.63,30.57,15.4,-57.42,-7.02,12.19,0.0
2.0,2.0,1.0,-82.4,119.21,88.02,7.89,-0.05,-31.66,-11.01,-50.98,71.45,171.39,-30.3,3.11,128.24,-18.82,-49.67,10.2,-15.12,0.8,161.12,1.0
1.0,1.0,1.0,42.37,-13.19,-76.41,-4.29,94.37,-13.67,-80.69,7.05,-158.53,33.48,18.55,30.27,249.8,6.43,-97.36,29.47,-38.92,-1.36,96.33,1.0
1.0,1.0,2.0,-73.17,45.32,30.45,16.26,58.0,-14.45,67.33,-6.47,118.79,43.92,44.09,17.75,202.88,-67.22,-57.37,-14.11,-85.34,1.99,78.41,1.0
1.0,1.0,1.0,-110.57,52.4,-137.82,23.97,142.37,-20.93,40.05,-17.03,-33.76,57.11,126.56,23.82,-184.34,-148.64,56.45,-0.58,-22.39,0.09,26.18,0.0
2.0,2.0,1.0,-27.96,80.45,66.63,81.05,-8.19,-5.76,66.84,113.6,-200.17,-40.04,5.38,6.64,-55.8,-41.21,-41.42,14.17,23.49,-6.67,81.42,0.0
1.0,2.0,2.0,161.05,0.28,116.14,-49.0,16.49,9.63,43.73,-26.99,-68.94,33.47,-38.22,-53.55,-68.75,90.15,57.01,12.79,-13.04,-3.7,28.52,0.0
1.0,1.0,2.0,58.84,-146.67,25.19,92.44,-33.7,9.21,79.6,7.07,396.19,-184.98,8.3,65.23,-70.58,3.98,-110.42,-35.15,21.29,-1.77,70.99,1.0
1.0,2.0,1.0,-237.84,-38.86,105.59,-33.12,-41.37,5.29,-23.01,-33.74,-109.75,-169.37,178.56,74.88,-318.18,-151.65,52.94,-6.64,-32.37,-1.11,-181.92,0.0
2.0,1.0,2.0,-16.69,102.07,69.11,27.89,-66.32,-11.59,-57.94,-29.17,54.26,304.78,-32.94,-76.3,339.07,54.73,127.75,-32.71,-61.28,-14.8,-122.14,0.0
2.0,1.0,2.0,-25.31,-40.14,100.28,-27.48,50.82,-24.96,-19.3,85.63,34.13,-107.65,54.04,14.73,25.43,-72.91,21.11,-0.9,-49.09,1.35,-145.96,0.0
2.0,1.0,1.0,162.07,-51.2,3.66,111.9,42.08,-4.16,46.03,-8.36,73.83,-5.98,16.86,-81.91,102.05,-80.06,98.41,33.43,-80.87,6.32,-71.15,1.0
1.0,1.0,2.0,-46.57,41.59,-52.69,-58.76,64.16,-0.34,100.46,-103.41,47.79,25.53,72.43,9.74,343.23,-154.66,-97.69,5.96,25.68,2.5,147.34,1.0
2.0,1.0,1.0,73.15,28.07,-122.43,6.18,-77.39,-7.52,-186.69,-27.38,-165.47,-182.33,-159.27,32.32,-74.66,88.29,-153.87,-24.67,-46.73,-4.42,84.18,0.0
