cat_0,cat_1,cat_2,cat_3,num_0,num_1,num_2,num_3,num_4,num_5,num_6,num_7,num_8,num_9,num_10,target
1.0,2.0,2.0,1.0,46.44,-41.98,-217.18,51.73,-42.51,-21.24,168.92,-2.25,-159.97,56.24,-41.49,0.0
1.0,1.0,1.0,2.0,2.76,54.48,-147.45,32.5,7.01,26.99,-88.82,-3.57,232.12,-101.99,22.54,1.0
1.0,1.0,3.0,2.0,-29.65,58.62,-47.98,-22.94,-49.95,23.85,-18.37,2.24,-44.9,-255.85,45.34,0.0
1.0,2.0,3.0,1.0,41.82,-55.48,-58.15,55.15,-26.27,-14.38,-119.91,-1.75,-68.36,23.53,-17.64,0.0
1.0,1.0,1.0,2.0,-22.04,5.84,-170.11,-18.64,-7.89,50.78,34.65,2.88,-8.55,-195.33,15.0,0.0
1.0,2.0,1.0,1.0,52.64,24.77,50.34,117.77,-128.08,45.3,123.86,1.82,-146.67,-103.62,-21.57,1.0
1.0,3.0,1.0,1.0,10.22,-29.1,-31.1,-29.37,-72.93,-37.5,20.12,0.0,-228.2,-94.03,18.4,0.0
1.0,1.0,3.0,1.0,6.9,-27.72,16.62,48.48,42.37,9.17,-104.55,-3.65,147.86,-73.87,10.23,1.0
1.0,1.0,2.0,1.0,58.14,51.2,7.08,-16.17,-135.66,9.88,-60.55,-5.06,-63.33,71.98,-28.58,1.0
2.0,2.0,1.0,1.0,-8.24,57.05,51.54,58.09,25.4,-29.58,-124.81,0.37,20.3,-355.74,8.43,0.0
1.0,2.0,1.0,1.0,11.6,-1.51,-50.71,-71.45,-10.37,7.52,-83.2,2.66,-288.79,-58.4,-38.78,0.0
1.0,2.0,1.0,2.0,13.37,-7.55,158.36,12.88,-19.36,114.11,87.93,3.12,68.67,-155.44,-7.66,0.0
1.0,2.0,2.0,1.0,3.52,34.14,64.0,17.96,-52.58,28.62,-35.56,4.09,-203.84,-235.18,-1.77,0.0
1.0,2.0,2.0,1.0,60.94,-7.77,-0.87,-29.57,-88.43,6.12,-91.22,-0.29,-100.54,-90.82,-16.48,0.0
3.0,2.0,2.0,1.0,4.75,42.02,32.61,-14.84,60.92,4.98,-57.49,-3.61,399.27,-229.75,-2.71,1.0
1.0,1.0,2.0,3.0,-20.13,-12.96,-2.81,108.14,-118.89,-9.56,-14.31,-5.71,65.6,-14.63,21.98,1.0
1.0,2.0,1.0,1.0,-7.84,-48.71,6.13,29.31,-70.42,-60.27,-84.79,0.43,-363.9,-75.73,14.07,0.0
1.0,1.0,3.0,2.0,52.65,-32.36,27.28,50.91,-88.73,23.07,70.86,-2.42,2.35,311.8,-8.05,1.0
2.0,2.0,2.0,1.0,70.55,5.85,51.2,-77.6,-67.02,17.37,109.91,-2.01,74.3,32.86,-22.0,0.0
1.0,1.0,2.0,2.0,55.98,46.66,-136.33,-21.45,-143.78,30.53,92.89,-6.57,83.01,21.3,-41.74,1.0
1.0,1.0,1.0,2.0,-4.78,107.33,-131.27,-34.62,-122.65,13.36,-128.29,-3.83,105.65,-109.74,32.6,1.0
1.0,1.0,2.0,1.0,26.13,-84.9,-22.34,-34.01,3.08,12.18,16.78,0.41,-108.18,214.77,-28.28,1.0
1.0,1.0,2.0,2.0,-18.22,22.2,19.2,18.74,20.16,-1.36,45.39,1.48,-123.27,117.63,-23.96,1.0
2.0,2.0,1.0,1.0,5.0,-19.95,-147.58,-4.47,-8.15,0.33,-45.94,-1.19,108.32,-204.82,14.66,0.0
2.0,1.0,2.0,0.0,47.16,99.79,21.65,37.46,153.8,24.18,-67.93,-3.72,272.63,-85.93,-44.43,1.0
1.0,0.0,1.0,3.0,-54.82,-16.15,16.63,-4.99,-78.94,2.14,-21.39,-4.97,127.83,101.11,26.2,1.0
1.0,1.0,1.0,1.0,-17.97,-13.97,68.14,-20.87,-47.61,-37.5,18.07,-1.46,-118.56,-104.64,40.83,0.0
1.0,2.0,1.0,1.0,19.59,-52.14,-2.55,23.8,-58.73,-33.23,-136.26,-4.83,-63.13,-173.24,18.0,0.0
1.0,1.0,1.0,2.0,29.15,1.36,18.34,45.87,-37.62,60.6,-68.19,-2.89,175.96,98.66,-28.04,1.0
2.0,1.0,2.0,2.0,-25.36,25.11,24.75,-123.2,-26.65,21.3,71.72,0.41,275.69,-148.98,42.16,1.0
1.0,1.0,2.0,2.0,13.73,-89.07,-114.5,-22.23,-36.19,6.52,-85.11,-2.15,-100.09,81.75,-44.98,1.0
1.0,1.0,1.0,1.0,78.68,1.93,164.46,-59.97,-21.47,93.83,-67.79,-0.81,245.8,279.79,-23.85,1.0
2.0,0.0,1.0,1.0,12.38,24.6,-39.4,-9.25,-11.66,23.45,-15.55,-2.46,217.1,-3.92,-2.37,1.0
1.0,2.0,2.0,1.0,9.8,21.83,-71.59,-63.74,6.17,38.83,-49.21,4.04,-113.83,-140.92,-18.47,0.0
1.0,2.0,1.0,1.0,65.6,-60.65,81.26,-54.94,-78.91,18.25,-121.58,-3.23,29.55,-34.29,-6.73,0.0
2.0,0.0,3.0,0.0,16.76,-66.8,-108.3,-67.03,118.83,15.17,-67.3,0.2,310.59,-8.7,34.9,1.0
1.0,2.0,2.0,1.0,47.11,72.41,56.19,46.61,-52.11,-33.0,-41.42,-3.81,-80.82,-138.3,-11.46,0.0
2.0,2.0,2.0,1.0,18.32,56.93,-28.08,51.44,-28.57,-41.17,64.97,-2.29,-60.97,-157.86,-6.81,0.0
1.0,1.0,2.0,2.0,10.1,-44.57,8.17,33.75,19.91,88.46,122.5,2.46,77.01,-45.03,-35.9,1.0
1.0,1.0,2.0,2.0,12.99,47.91,-51.94,90.48,-87.83,38.04,80.98,-3.22,107.33,-90.72,-9.44,1.0
1.0,0.0,3.0,3.0,-20.61,53.17,23.1,13.22,-105.84,17.41,2.74,-5.55,155.56,30.47,35.26,1.0
1.0,1.0,2.0,1.0,-11.77,66.27,132.71,78.27,4.61,-39.38,-88.58,-3.45,-79.12,-222.89,28.67,0.0
1.0,1.0,2.0,1.0,5.82,87.19,36.11,37.86,-66.7,-49.11,-93.53,-3.5,-178.59,-33.28,24.79,0.0
2.0,1.0,2.0,1.0,36.73,81.77,-142.92,40.55,-68.67,31.7,-5.39,0.9,-23.3,-131.99,-27.16,0.0
2.0,2.0,1.0,1.0,56.75,21.73,-79.2,37.85,-99.96,-5.81,-128.6,-0.01,-146.15,-96.99,-22.03,0.0
1.0,1.0,1.0,1.0,-13.58,2.7,184.51,-11.2,21.51,18.98,-38.16,-2.18,155.59,-90.59,33.56,1.0
2.0,0.0,1.0,1.0,-51.3,-45.15,-86.82,-42.37,4.69,-25.09,-65.13,-1.03,97.0,-326.43,46.45,0.0
1.0,1.0,2.0,2.0,-4.42,-32.0,-143.54,-26.92,-5.95,17.93,-3.63,0.73,-56.09,-65.35,-10.81,0.0
1.0,2.0,1.0,1.0,83.22,10.19,-67.44,-141.37,-40.81,79.0,71.37,-0.93,102.98,157.25,-35.03,1.0
1.0,0.0,1.0,1.0,-24.46,-107.19,-4.09,-53.89,12.51,6.22,-17.94,-1.57,146.16,-128.91,48.02,1.0
1.0,1.0,2.0,2.0,-9.95,42.96,119.51,-85.6,-20.82,7.75,4.85,-6.03,98.83,-154.46,-1.46,1.0
1.0,2.0,1.0,2.0,-9.54,-17.65,-101.84,-69.55,-23.93,24.82,8.2,2.64,-27.49,-226.55,17.61,0.0
3.0,1.0,1.0,0.0,46.52,32.37,320.28,-61.6,128.08,53.07,-76.92,-1.4,432.0,-80.16,-15.94,1.0
1.0,1.0,2.0,1.0,12.8,-25.81,-58.0,90.33,32.84,-18.19,-11.98,2.42,-434.13,54.93,-54.93,0.0
1.0,2.0,2.0,1.0,40.88,-22.43,33.06,28.85,-33.19,12.83,163.72,3.72,-339.57,-67.55,-46.2,0.0
1.0,1.0,3.0,2.0,-1.42,-3.69,8.49,31.66,-21.9,8.63,7.51,-1.29,-15.97,132.83,-6.02,1.0
1.0,1.0,2.0,1.0,-42.12,-27.28,49.71,-36.56,72.76,29.37,82.32,7.02,-289.63,-220.25,-18.9,0.0
2.0,0.0,1.0,2.0,15.25,18.47,70.01,70.58,-30.36,47.54,23.09,-2.04,299.19,11.5,26.83,1.0
2.0,0.0,1.0,1.0,0.51,14.68,-42.91,49.68,18.96,20.16,17.41,-2.38,259.79,-99.39,12.12,1.0
1.0,2.0,1.0,1.0,24.91,-56.61,0.85,-75.77,-53.43,-20.38,-13.61,-3.19,-114.67,-80.83,9.26,0.0
1.0,0.0,3.0,1.0,-6.98,-17.93,153.67,77.19,61.19,25.21,16.57,-1.38,200.45,-136.06,57.95,1.0
1.0,1.0,2.0,1.0,-9.15,35.58,11.42,4.59,19.83,36.21,-80.09,-1.71,253.34,-144.34,43.36,1.0
2.0,1.0,3.0,1.0,-28.41,20.1,162.2,-60.87,-21.97,-22.79,26.24,-0.45,2.7,-255.12,35.73,0.0
1.0,1.0,1.0,2.0,-23.78,26.62,-9.1,-75.06,36.41,32.31,-44.86,3.81,-167.11,-119.94,-10.5,0.0
1.0,1.0,1.0,2.0,-1.3,99.97,22.87,-44.21,-50.63,50.87,31.19,-5.24,190.66,-77.93,-17.5,1.0
2.0,0.0,1.0,2.0,26.29,-68.35,52.51,42.91,-9.46,45.95,-94.92,-1.55,170.64,301.28,-22.91,1.0
2.0,1.0,2.0,0.0,35.77,49.17,-93.77,-16.88,118.27,15.63,-117.03,-3.57,363.03,-128.38,-4.19,1.0
1.0,2.0,2.0,1.0,3.74,-35.04,77.59,53.25,-77.88,-50.07,96.49,-1.37,-196.37,-45.68,19.79,0.0
1.0,2.0,1.0,1.0,24.67,91.0,-87.5,24.27,-49.24,14.81,-23.07,1.49,-234.26,-84.41,-38.28,0.0
2.0,2.0,2.0,1.0,-19.78,-4.37,-43.12,-32.39,-59.75,-45.79,49.01,-0.15,-121.32,-304.6,24.32,0.0
1.0,2.0,1.0,1.0,18.07,26.03,-75.26,39.78,-46.32,-31.3,80.5,-3.5,3.62,-114.68,14.75,0.0
3.0,1.0,2.0,1.0,13.29,-130.38,-18.95,34.97,49.66,14.52,152.6,-1.55,392.55,-81.05,11.17,1.0
1.0,1.0,2.0,2.0,-19.68,-11.52,-202.22,23.85,-48.43,-1.72,20.86,-4.12,190.21,-82.71,40.51,1.0
2.0,1.0,0.0,1.0,2.66,63.47,79.29,57.69,110.94,19.21,60.53,-2.41,229.47,-198.2,10.78,1.0
1.0,3.0,2.0,1.0,69.02,1.98,-116.25,90.89,-75.73,34.68,-13.47,1.93,-282.47,-54.43,-51.01,0.0
2.0,1.0,2.0,2.0,-35.2,-35.07,27.15,30.86,-40.5,-9.66,-4.37,0.71,-6.24,-262.6,33.04,0.0
2.0,1.0,1.0,1.0,13.34,-71.69,-4.11,37.21,-21.02,27.98,-115.44,2.75,-107.53,-81.82,-23.97,0.0
1.0,3.0,2.0,1.0,11.1,-71.09,-141.45,56.9,-76.7,18.99,49.7,3.09,-139.94,-264.71,27.39,0.0
1.0,1.0,3.0,2.0,30.22,-7.02,-64.28,18.54,-99.5,52.13,-84.59,-3.25,174.73,-13.25,8.77,1.0
2.0,2.0,2.0,1.0,19.29,-50.28,165.11,69.08,-24.07,4.86,55.48,-2.81,142.11,-221.51,12.96,0.0
2.0,2.0,2.0,1.0,27.54,1.57,94.5,-4.32,-50.49,-26.44,-15.87,0.1,-63.16,-138.15,-13.5,0.0
1.0,0.0,2.0,2.0,-10.3,3.74,4.45,4.27,-4.56,-0.69,-34.52,-1.07,-121.96,106.8,-39.8,1.0
2.0,2.0,1.0,1.0,10.08,-45.49,-46.77,-34.89,-56.49,-23.94,-24.27,-0.93,-68.21,-209.11,2.43,0.0
1.0,0.0,2.0,2.0,-10.7,45.83,25.85,64.52,-106.96,17.05,49.19,-4.21,52.29,50.58,1.03,1.0
1.0,2.0,0.0,1.0,7.16,36.21,-105.69,-23.67,-44.8,-6.46,82.29,2.03,-246.33,-135.1,1.32,0.0
2.0,1.0,2.0,0.0,22.73,39.67,-192.75,-11.11,104.71,17.05,13.55,-2.8,291.67,-62.88,22.54,1.0
1.0,1.0,2.0,2.0,-47.64,-19.74,87.1,51.57,42.46,1.39,-27.29,-1.3,-110.64,-15.57,-43.76,1.0
3.0,1.0,2.0,1.0,12.64,62.71,-75.69,25.59,86.65,37.71,106.42,-0.51,404.38,-196.29,-13.46,1.0
2.0,2.0,1.0,2.0,12.81,-19.34,-129.5,-166.76,17.43,47.77,43.02,-4.73,331.04,-236.54,-8.27,1.0
1.0,2.0,1.0,1.0,37.23,49.34,48.81,89.88,-74.17,-60.0,116.91,-3.82,-260.58,183.58,8.85,0.0
1.0,1.0,1.0,3.0,-42.24,37.04,4.22,52.81,73.35,33.36,52.53,-0.59,27.48,38.39,-27.78,1.0
1.0,0.0,2.0,2.0,10.26,23.24,188.25,97.76,-14.99,30.43,-161.78,0.17,91.6,384.51,14.32,1.0
1.0,1.0,1.0,1.0,3.11,-33.73,230.82,-96.52,-40.44,-59.46,-23.14,-3.1,-116.88,-34.92,15.57,0.0
1.0,1.0,2.0,2.0,-1.41,-80.11,-160.47,-25.09,-18.95,16.65,24.41,-3.66,143.81,-47.48,25.59,1.0
1.0,2.0,1.0,2.0,18.22,58.55,21.0,9.83,-51.59,34.51,8.75,-1.64,-36.92,3.31,-3.84,1.0
2.0,2.0,2.0,1.0,-1.2,-3.89,-132.6,-24.99,-8.72,-32.93,-54.5,-2.26,20.24,-246.67,12.14,0.0
2.0,1.0,3.0,2.0,-7.07,31.4,1.85,-66.0,0.77,-12.94,39.73,-2.57,221.66,-14.22,26.69,1.0
1.0,1.0,1.0,2.0,4.73,0.22,-56.79,82.43,-117.79,13.38,-37.74,-6.15,45.53,-192.66,-8.93,1.0
1.0,2.0,2.0,1.0,52.9,-42.35,54.67,-39.96,-89.73,-28.56,56.93,-2.24,-161.9,-21.42,-32.02,0.0
3.0,1.0,2.0,0.0,32.38,-38.82,-1.1,-106.94,182.91,36.73,-10.93,1.2,404.95,-26.79,0.74,1.0
2.0,2.0,2.0,1.0,-16.2,2.31,-85.56,39.83,70.92,-5.62,24.89,-2.38,213.91,-180.14,45.75,1.0
3.0,1.0,2.0,1.0,7.09,-62.84,-8.29,-82.07,72.26,1.43,18.38,-0.81,280.32,-62.02,3.88,1.0
3.0,1.0,1.0,1.0,-3.75,-6.93,-148.86,-34.62,71.26,-8.56,75.71,-1.24,325.12,-100.67,20.18,1.0
2.0,2.0,1.0,1.0,29.0,17.02,42.2,13.99,-49.01,-23.38,74.91,-1.5,-108.24,-39.24,-37.09,0.0
1.0,2.0,2.0,1.0,81.32,-49.1,30.05,-59.03,-81.35,24.96,53.55,-2.63,-12.46,141.05,-51.61,0.0
0.0,2.0,2.0,1.0,25.54,-44.0,14.66,57.36,-91.1,-39.93,3.52,-4.2,-206.58,-89.38,29.01,0.0
2.0,1.0,2.0,1.0,20.54,67.84,33.3,-32.0,81.09,17.21,-21.52,-3.0,296.19,-104.33,-4.03,1.0
2.0,1.0,2.0,1.0,-14.5,15.39,14.37,144.41,-31.4,36.8,52.15,4.81,-46.77,-260.99,11.4,0.0
1.0,1.0,1.0,1.0,17.21,134.97,4.97,55.82,6.48,-7.1,35.03,-0.66,-152.53,46.58,-15.65,0.0
1.0,1.0,0.0,2.0,24.65,50.51,-30.0,12.32,-97.94,20.57,-151.26,-2.09,-38.09,90.93,1.8,1.0
1.0,2.0,2.0,2.0,-1.6,-67.91,-94.03,78.16,-32.04,31.08,24.61,2.05,-56.68,-116.45,-5.39,0.0
2.0,2.0,1.0,1.0,74.87,1.79,161.32,-63.27,-162.46,30.91,-13.36,0.06,125.7,-247.26,4.33,0.0
2.0,1.0,2.0,2.0,-16.99,-103.57,9.07,124.35,-10.82,5.38,-81.26,-1.99,170.56,-93.77,40.84,1.0
1.0,1.0,2.0,1.0,11.5,-1.02,-204.47,105.21,82.5,7.45,-17.14,-5.37,169.3,-115.79,6.33,1.0
2.0,1.0,1.0,1.0,-9.34,55.44,243.09,73.78,47.52,10.9,-128.76,-0.4,217.04,-25.87,43.64,1.0
1.0,2.0,2.0,1.0,30.69,-11.13,-127.23,-15.03,-81.01,-44.23,-21.11,-3.04,-182.04,104.94,6.97,1.0
1.0,1.0,1.0,2.0,0.52,-34.37,7.19,-63.9,-52.9,28.46,92.81,-5.27,12.38,-92.85,-28.53,1.0
1.0,2.0,1.0,1.0,29.07,-4.57,128.55,124.5,-21.03,-17.1,-26.78,0.84,-340.26,8.77,-44.78,0.0
1.0,2.0,1.0,1.0,3.93,-112.32,3.95,-138.5,-56.93,-16.79,-77.46,1.94,-209.01,-1.34,14.28,0.0
2.0,1.0,1.0,1.0,-35.13,11.08,31.7,85.84,45.96,-64.77,-53.65,-1.57,-41.09,-205.52,29.63,0.0
1.0,2.0,2.0,1.0,32.63,31.41,119.71,-38.98,-60.06,4.66,3.32,1.66,-159.94,-122.0,-15.12,0.0
1.0,2.0,2.0,1.0,36.68,59.94,12.33,-32.28,-108.24,-45.82,-29.51,-3.38,-213.48,4.01,-4.32,0.0
0.0,3.0,2.0,1.0,30.64,26.85,251.31,66.88,-70.04,-16.74,44.76,-0.59,-297.96,129.88,24.94,0.0
2.0,1.0,1.0,0.0,36.08,80.96,12.52,5.89,119.98,34.3,83.42,-4.51,257.24,-140.62,-26.91,1.0
1.0,1.0,2.0,1.0,32.45,94.49,-146.53,-88.64,7.48,16.65,-32.28,-1.97,-180.9,96.52,-69.66,1.0
1.0,0.0,1.0,2.0,49.38,-28.71,29.33,25.22,-59.6,30.53,-102.57,-3.03,11.18,253.04,-44.87,1.0
3.0,1.0,1.0,0.0,22.09,38.06,-6.5,6.62,134.34,5.52,4.74,-0.7,337.28,-4.6,5.05,1.0
1.0,2.0,2.0,1.0,6.57,90.97,-116.71,2.22,2.25,-43.89,-14.34,-1.49,-70.96,-141.96,23.82,0.0
1.0,1.0,1.0,1.0,57.64,19.39,29.85,-34.66,-54.12,42.7,-116.86,-1.87,-7.67,40.99,-42.32,0.0
1.0,1.0,1.0,1.0,18.59,-79.55,37.32,-135.17,-71.19,13.53,-64.31,-2.66,64.73,-175.95,17.4,0.0
1.0,1.0,2.0,2.0,30.81,23.67,-44.31,86.1,-43.57,45.45,69.34,-1.04,9.9,40.82,-30.43,1.0
2.0,2.0,1.0,2.0,66.45,8.71,-109.65,106.1,-200.99,54.98,196.52,-2.35,196.59,-223.15,24.47,0.0
1.0,2.0,1.0,1.0,2.36,29.49,-97.1,91.05,-37.48,-22.13,91.96,-0.58,-90.66,-215.31,23.05,0.0
1.0,2.0,1.0,2.0,4.37,-60.24,-85.34,35.87,-117.74,-14.63,-48.4,0.54,-239.73,38.62,31.17,0.0
2.0,0.0,3.0,1.0,10.29,-35.53,152.39,42.49,24.78,51.61,128.96,2.14,399.49,41.2,57.83,1.0
2.0,1.0,1.0,0.0,22.04,13.68,-43.08,30.01,162.21,-14.22,-5.65,-4.42,357.62,-247.36,-6.6,1.0
0.0,2.0,2.0,1.0,13.39,22.09,150.87,-36.54,-81.73,-61.91,56.82,-0.72,-400.01,34.78,10.14,0.0
1.0,1.0,2.0,1.0,-4.32,-50.04,-82.11,25.47,44.39,-1.6,-26.11,-3.74,153.79,-88.96,49.66,1.0
1.0,1.0,1.0,1.0,25.48,-0.02,-68.45,-69.64,-44.33,1.63,-45.18,-0.29,-155.72,193.04,-25.3,0.0
1.0,1.0,1.0,2.0,-6.95,-84.65,63.58,53.1,-12.66,40.67,-52.84,-2.35,178.36,-87.8,57.13,1.0
2.0,1.0,1.0,1.0,-21.39,-1.33,162.28,-51.96,65.16,8.15,-0.97,-0.52,257.7,-232.08,54.65,1.0
2.0,1.0,1.0,1.0,-24.08,12.42,19.08,85.86,-23.34,-51.63,27.53,0.88,-179.46,-182.72,14.52,0.0
1.0,1.0,2.0,1.0,-3.18,20.97,60.17,-38.33,-33.32,-29.28,-52.56,-2.18,-11.0,-72.49,22.96,0.0
1.0,2.0,2.0,2.0,25.37,-15.89,56.56,28.35,-145.23,57.68,8.79,2.32,20.09,-335.88,27.15,0.0
1.0,2.0,2.0,1.0,19.28,63.14,-15.4,-88.97,-22.62,15.65,78.09,4.56,-283.07,-198.56,-9.89,0.0
1.0,2.0,1.0,1.0,-10.34,52.3,36.63,2.0,32.61,23.58,25.03,-3.72,207.6,-226.52,28.22,1.0
1.0,2.0,2.0,1.0,70.52,19.4,67.11,45.71,-68.1,-21.12,-1.46,-4.18,-45.21,226.32,-18.16,0.0
1.0,1.0,1.0,0.0,72.13,-68.6,-8.0,-94.48,-77.36,12.44,16.39,4.41,-425.83,-144.67,-41.58,0.0
1.0,1.0,1.0,1.0,-9.09,-23.51,122.88,91.9,-70.4,-49.14,-75.55,-2.78,-111.04,-132.62,23.62,0.0
1.0,1.0,2.0,2.0,52.32,-20.94,66.54,-30.92,-108.15,39.6,153.17,-4.36,142.77,149.79,-9.81,1.0
1.0,1.0,2.0,2.0,41.63,69.71,-106.59,73.23,-117.09,29.7,-24.42,-3.29,121.18,134.03,11.6,1.0
2.0,3.0,3.0,1.0,75.56,55.88,-42.59,-37.82,-100.5,47.16,7.12,0.18,71.77,-106.25,-20.66,0.0
2.0,1.0,2.0,1.0,12.69,-85.52,100.74,9.12,105.42,49.01,-18.44,-1.3,305.13,-210.86,13.25,1.0
2.0,1.0,2.0,1.0,-4.04,-31.99,-69.26,28.63,46.32,35.81,79.72,7.22,-286.93,-145.57,-49.63,0.0
1.0,1.0,1.0,1.0,21.18,-3.25,-86.54,-35.36,-89.79,-21.14,29.21,-1.36,-78.93,22.89,1.69,0.0
1.0,1.0,0.0,0.0,55.97,-14.45,-89.46,39.19,-115.82,-36.51,-60.2,1.29,-432.62,-42.54,-20.54,0.0
1.0,1.0,2.0,1.0,-30.07,-19.05,-131.16,-15.2,-35.86,-27.38,-92.97,-1.75,-64.76,-260.81,45.21,0.0
1.0,1.0,3.0,2.0,-31.71,65.94,-122.97,-53.32,0.59,-11.13,-132.05,-0.27,-214.32,-40.72,-30.62,1.0
1.0,1.0,1.0,1.0,-2.06,-9.82,146.22,33.53,-93.37,-37.6,-75.07,-0.08,-259.36,-36.65,14.52,0.0
1.0,1.0,2.0,1.0,-35.34,-58.74,71.37,90.71,-17.71,7.37,-57.71,4.83,-175.57,-295.87,16.61,0.0
1.0,1.0,2.0,2.0,3.19,-0.7,-20.22,-114.05,15.19,32.31,54.98,-0.23,12.6,53.52,-27.45,1.0
1.0,0.0,2.0,2.0,-18.14,-107.01,-5.98,23.0,-134.44,-44.71,-94.5,-0.06,-196.73,98.37,18.87,1.0
1.0,2.0,1.0,2.0,-2.63,-66.06,-9.99,-53.27,2.04,108.71,129.96,5.98,27.66,-222.16,-5.63,0.0
2.0,1.0,2.0,1.0,22.22,30.94,-32.32,30.93,28.4,55.58,76.72,-1.16,415.27,-56.86,29.12,1.0
1.0,2.0,2.0,1.0,-3.96,-8.09,77.05,32.25,-17.34,-60.63,-59.73,1.38,-372.23,-103.27,-14.98,0.0
1.0,1.0,2.0,1.0,8.3,20.23,-58.41,-56.32,-34.54,21.23,72.7,4.39,-252.39,-153.67,-7.16,0.0
0.0,3.0,2.0,2.0,29.09,-33.81,-80.78,105.29,-20.38,50.3,48.53,2.17,-240.1,2.9,-43.45,0.0
1.0,1.0,2.0,1.0,20.33,-50.8,-29.9,48.6,24.07,27.04,-30.73,1.04,-224.35,123.14,-56.28,0.0
2.0,2.0,2.0,2.0,-7.49,72.1,74.6,-25.5,-72.94,2.7,44.45,1.04,-4.38,-215.75,31.41,0.0
0.0,2.0,3.0,1.0,33.26,-7.0,0.45,12.1,-66.46,-30.97,-4.11,-4.52,-127.24,-84.83,22.66,0.0
1.0,1.0,2.0,2.0,24.53,92.69,-23.01,-25.59,-71.17,5.37,-127.57,-2.92,-72.46,139.33,-29.25,1.0
1.0,1.0,2.0,1.0,38.34,-6.98,26.37,43.73,-63.2,26.64,1.49,-1.72,-51.96,68.05,-25.37,1.0
1.0,1.0,0.0,2.0,-9.66,-21.53,-121.9,88.72,-40.32,10.03,-23.54,-2.06,-131.24,-14.02,-23.0,0.0
2.0,1.0,1.0,0.0,-6.73,-13.62,-153.59,62.82,147.33,38.19,21.96,1.77,425.22,-283.95,57.66,1.0
2.0,1.0,2.0,1.0,21.1,23.24,23.08,95.03,61.6,44.06,87.29,-1.39,313.29,-71.5,11.4,1.0
1.0,1.0,1.0,1.0,-19.27,-80.05,-96.83,-23.06,29.5,-23.94,37.26,-4.06,82.71,-128.68,24.97,1.0
1.0,1.0,1.0,1.0,-16.23,-11.33,80.5,-28.86,-35.01,-39.98,-5.63,-2.36,-71.59,-149.07,35.25,1.0
