cat_0,cat_1,cat_2,cat_3,num_0,num_1,num_2,num_3,num_4,num_5,num_6,num_7,num_8,num_9,num_10,num_11,num_12,num_13,num_14,num_15,num_16,num_17,num_18,num_19,num_20,num_21,num_22,target
1.0,1.0,1.0,1.0,-44.19,-8.8,20.03,142.7,-27.09,43.21,22.0,32.02,-18.81,-21.81,122.0,-8.5,20.94,86.29,-0.74,-44.2,-2.5,-7.33,4.17,-91.61,16.61,3.19,23.32,2.0
1.0,1.0,1.0,1.0,-52.21,-22.4,22.55,-62.4,-12.87,-19.58,54.63,-3.69,37.82,-0.18,-69.03,42.1,-3.54,36.39,30.09,0.8,-131.18,15.55,49.92,3.75,-21.71,-41.85,-24.46,0.0
1.0,1.0,1.0,0.0,108.88,-0.36,-16.7,8.87,9.09,-111.49,-83.33,2.57,154.66,-4.37,31.32,65.58,38.95,81.08,16.57,-16.91,-145.47,-8.47,-39.12,79.13,9.09,-10.74,27.5,1.0
1.0,1.0,1.0,1.0,-43.22,-52.64,1.58,53.11,45.75,36.17,-66.1,-0.33,-134.29,-24.77,-13.14,-111.85,48.42,47.54,46.94,12.25,35.47,3.01,3.69,-44.62,57.34,-12.47,32.55,2.0
1.0,1.0,1.0,1.0,-100.84,-131.04,3.79,95.91,-36.93,136.59,-84.86,-6.14,30.62,44.74,159.61,64.38,-63.12,87.26,3.19,21.47,-87.76,23.51,-46.4,32.2,7.51,-0.95,3.34,1.0
1.0,1.0,0.0,1.0,92.75,-79.75,-29.83,-8.76,-27.43,-48.03,-108.67,-6.16,-32.46,5.4,-132.58,15.26,30.44,50.09,8.88,-3.77,-135.53,-5.03,-18.25,42.53,-33.7,-29.32,-3.82,1.0
1.0,1.0,1.0,1.0,-12.14,-13.95,-4.5,-127.82,-4.49,-24.91,1.04,-14.67,-33.12,-34.02,-32.03,-26.03,-28.23,36.29,18.86,-9.08,-36.62,-30.62,-22.11,-18.77,-0.69,-13.75,38.75,1.0
1.0,2.0,0.0,1.0,88.97,162.58,-19.45,-1.02,-5.13,-22.98,67.81,-17.18,-35.09,-19.17,32.46,129.66,2.81,110.95,-18.36,34.26,-88.08,-10.47,-77.78,3.5,-7.24,17.49,-60.72,1.0
1.0,1.0,1.0,1.0,45.79,36.59,-5.35,-107.78,21.33,7.06,100.96,-6.33,-90.76,-4.33,-117.25,14.92,-28.97,-54.06,50.82,-1.83,27.54,-5.26,-1.9,20.64,22.22,-19.49,19.41,2.0
1.0,1.0,1.0,1.0,-73.67,108.59,8.63,-13.27,-23.06,-146.27,70.09,-15.51,19.33,-39.4,189.53,-22.52,-5.68,-112.54,-2.12,70.87,145.96,-23.02,-0.72,-33.38,45.45,66.6,54.54,2.0
2.0,1.0,1.0,1.0,-36.02,-72.56,22.36,65.89,-44.42,-13.58,-117.71,1.53,-12.28,-11.11,240.29,102.44,-15.48,96.95,26.74,-87.83,-128.13,110.96,64.17,31.24,-7.93,-0.21,-19.31,1.0
1.0,2.0,0.0,1.0,-113.02,51.82,25.68,-174.52,0.97,-85.57,173.85,26.4,195.96,6.97,93.19,-41.24,14.09,-7.62,30.59,-10.53,-27.27,-14.72,3.53,43.47,21.75,12.34,-12.33,2.0
1.0,0.0,2.0,1.0,94.72,-26.89,19.53,-29.8,-34.43,272.19,-92.24,-13.81,-34.47,25.29,271.91,-55.61,-19.18,-118.4,-7.93,-124.17,52.3,-85.59,38.76,12.04,3.41,97.38,11.08,0.0
1.0,1.0,1.0,1.0,141.2,-31.5,-10.24,-37.25,0.03,12.14,-139.08,7.94,24.51,-17.45,-65.09,52.18,47.25,19.26,2.51,83.86,-83.31,-56.49,55.09,74.29,-35.92,6.51,23.07,0.0
1.0,1.0,0.0,0.0,-95.15,-280.78,18.45,15.25,5.85,1.05,29.46,-11.61,-24.09,-3.08,81.07,-11.13,15.95,232.16,-11.98,26.82,119.41,-8.89,-17.47,92.72,-11.44,-76.6,95.49,2.0
1.0,1.0,0.0,1.0,124.18,-93.42,-32.9,46.41,-41.79,-31.92,-49.5,15.03,-26.06,13.81,-84.91,-99.86,-51.44,87.67,-13.94,-107.24,-57.82,-7.11,7.33,8.43,4.8,-24.8,-44.27,1.0
2.0,1.0,1.0,1.0,71.81,-119.0,6.93,-35.99,76.49,-116.48,11.74,-6.91,117.53,10.52,24.29,-90.68,6.96,9.71,18.91,-150.2,-102.52,33.61,-51.7,6.45,-14.04,-31.96,-19.56,0.0
1.0,1.0,0.0,1.0,-51.25,25.96,6.0,-64.36,6.4,-112.3,73.67,-9.54,-59.76,20.51,194.36,-12.24,-16.94,-86.05,-16.09,70.56,43.02,81.66,38.11,-8.02,-18.56,23.84,5.78,2.0
1.0,1.0,0.0,1.0,-78.02,103.99,21.51,14.25,51.65,14.65,195.67,10.6,114.8,12.3,83.47,28.2,-49.31,-75.3,30.32,-3.36,72.28,38.23,-51.91,56.78,36.48,14.71,12.63,2.0
1.0,1.0,1.0,1.0,32.97,82.77,22.42,126.61,42.75,-15.4,-15.95,-7.3,72.15,-38.55,40.06,-39.17,29.49,-38.77,4.86,-23.52,111.17,12.87,-50.15,32.39,-37.26,44.65,-47.83,2.0
1.0,1.0,1.0,1.0,-91.38,-68.54,-40.63,78.77,3.23,-74.62,-224.73,12.14,1.54,-50.71,-11.12,-8.78,53.44,128.51,2.38,21.48,56.52,-138.51,45.43,27.29,-10.87,54.97,-29.44,2.0
1.0,1.0,1.0,0.0,-5.23,-74.64,-10.29,-51.86,-29.48,171.27,17.53,-0.02,-87.4,-31.69,80.7,33.75,-76.64,108.06,9.33,35.08,-206.28,-24.65,-45.7,77.04,-0.05,-43.11,64.85,1.0
1.0,1.0,0.0,1.0,72.66,-49.44,-26.42,-71.05,-32.7,20.65,39.73,-10.21,42.06,-60.63,92.82,25.39,9.94,-49.09,13.06,67.3,-111.12,133.84,84.08,8.27,-14.49,-32.38,3.17,2.0
1.0,2.0,0.0,1.0,39.74,-37.15,-9.89,64.22,-1.1,108.15,95.92,7.27,93.73,-19.66,99.08,-60.1,83.58,77.73,-11.79,40.46,-111.57,-33.36,29.53,80.66,18.04,-1.16,-7.33,1.0
1.0,2.0,1.0,1.0,21.54,-195.61,1.35,29.53,24.55,-3.44,-0.97,8.48,91.02,-7.57,182.36,12.73,-66.25,137.04,21.35,-76.71,-183.88,-8.91,10.78,27.58,48.2,-34.83,52.5,1.0
1.0,0.0,1.0,1.0,-28.01,-130.2,8.49,-108.43,-22.19,-46.95,-21.41,12.91,113.2,15.13,89.77,111.84,-45.39,-56.75,3.39,-13.7,-17.61,114.08,-7.92,-61.65,-9.4,-33.84,10.22,2.0
0.0,1.0,1.0,1.0,91.16,-179.13,27.66,52.87,-49.18,-21.03,-179.27,4.03,125.62,-1.78,-47.01,-180.31,-35.0,32.08,10.81,26.53,-142.16,-89.18,13.25,-5.9,1.48,9.42,-44.44,2.0
1.0,1.0,1.0,1.0,165.66,-127.81,12.45,-77.13,43.9,32.14,28.76,11.59,-18.93,10.5,-24.69,-53.99,13.43,119.46,-13.13,4.14,-166.52,-8.17,-0.53,-8.75,39.35,-62.16,1.33,0.0
1.0,1.0,1.0,1.0,51.63,-6.92,-7.03,10.68,-56.58,44.33,-16.4,-10.5,10.39,-9.4,-22.82,-62.35,-7.98,-20.87,-15.48,45.93,-165.8,90.11,-36.31,30.99,-16.08,-38.7,17.15,1.0
1.0,1.0,2.0,1.0,-35.6,-140.86,24.3,-14.57,-81.88,135.9,-78.0,-0.13,-65.43,18.16,128.55,-201.12,-12.54,-8.78,-27.09,-88.48,-65.78,-26.14,-62.25,70.3,-34.3,18.44,-37.12,0.0
1.0,1.0,1.0,1.0,55.93,-1.23,-34.25,-118.41,-52.3,110.5,68.89,17.17,-190.96,-22.47,103.47,-77.04,-1.61,-72.59,6.97,-56.67,170.38,-19.46,-25.22,-34.97,-54.74,27.31,46.37,2.0
1.0,1.0,1.0,1.0,-19.21,-29.27,25.74,41.75,-33.82,58.71,-83.9,-21.85,-0.17,13.78,55.2,35.02,19.31,43.53,17.36,-51.94,-213.18,28.58,-0.39,125.68,33.58,-6.66,17.54,1.0
1.0,1.0,1.0,0.0,-26.63,-97.47,9.77,-30.66,-5.17,135.18,-20.05,1.11,3.08,-11.9,184.46,194.19,63.43,104.17,17.6,49.88,64.57,-12.74,-29.74,-16.88,-65.08,4.44,20.01,1.0
1.0,1.0,1.0,1.0,-2.66,57.99,50.53,-100.7,14.47,-102.32,6.26,-1.93,188.33,1.86,145.98,2.56,-33.59,-34.97,-14.02,-64.23,-145.64,-69.73,-33.98,8.56,-49.72,53.36,12.32,1.0
1.0,1.0,1.0,1.0,-162.76,-108.81,-27.37,8.02,-40.13,108.3,16.88,-8.85,16.12,-31.27,48.43,47.47,-24.94,38.89,-35.15,-22.52,100.36,-5.05,36.4,90.1,-7.17,-9.73,18.21,1.0
2.0,0.0,1.0,1.0,15.71,92.15,-10.33,47.58,-34.89,-7.6,-51.63,21.72,98.31,29.67,-139.51,-123.2,-28.5,-86.53,1.26,-20.55,76.5,15.49,31.05,-65.82,6.61,11.89,-19.03,2.0
1.0,1.0,0.0,1.0,54.48,-15.07,33.17,-19.48,-42.53,-53.56,-144.93,5.91,169.39,-1.49,40.34,146.15,43.79,-41.18,-4.89,-14.81,119.48,-43.69,5.69,-20.21,22.18,70.99,-33.14,2.0
1.0,0.0,1.0,0.0,78.89,111.92,21.19,79.03,61.09,-156.78,-75.12,-2.23,-9.96,29.93,-22.17,93.61,-20.06,-36.01,52.11,58.4,-35.22,6.23,-34.49,-140.59,-52.53,21.55,11.38,0.0
1.0,1.0,1.0,1.0,99.45,-13.15,-22.47,35.2,11.28,-53.68,39.47,4.61,-6.56,-33.89,78.58,32.33,-32.36,-93.42,20.19,36.07,63.04,-28.56,-9.74,-63.67,-70.25,32.36,4.35,0.0
1.0,1.0,1.0,1.0,-4.31,-10.63,-4.43,72.96,38.49,-56.08,-43.48,-10.27,205.48,19.93,-91.64,-28.85,3.36,138.84,-9.71,80.51,-6.78,-82.67,-25.0,84.26,-3.01,-13.61,-4.96,2.0
0.0,1.0,1.0,1.0,43.32,-61.73,-29.65,-32.19,-45.64,20.3,26.8,9.36,-203.42,-10.85,-110.47,9.66,-41.13,64.27,3.58,-76.87,29.87,-123.71,-26.97,-5.29,-64.3,-9.54,32.46,1.0
1.0,1.0,1.0,0.0,-25.03,232.0,12.19,-86.67,35.11,326.72,32.69,10.86,-244.72,-18.8,-285.56,95.72,25.03,57.41,-7.12,-24.51,-154.96,-134.58,-27.05,2.31,-26.9,3.11,-35.14,1.0
1.0,1.0,1.0,1.0,37.7,-191.26,-1.36,-11.8,-7.15,2.51,-190.43,4.52,143.4,4.83,-129.68,75.19,-50.02,25.01,-20.64,-71.66,-56.92,32.93,10.45,17.1,-0.07,-39.34,-28.0,0.0
1.0,2.0,0.0,1.0,50.49,84.21,6.53,116.05,-59.13,-63.68,79.56,-15.41,119.88,13.88,191.65,23.86,-52.67,81.52,21.67,-39.11,-241.85,-23.0,89.98,22.8,4.65,21.09,23.44,1.0
1.0,1.0,1.0,1.0,33.15,43.02,30.74,1.91,2.65,-139.17,-117.28,6.07,21.61,-19.22,231.35,77.37,10.63,-4.55,7.69,62.08,51.92,-88.7,12.11,-60.69,27.48,100.57,3.6,1.0
1.0,1.0,1.0,1.0,117.7,-141.33,-27.84,-86.85,-33.28,-82.63,51.25,7.83,18.83,-8.35,30.58,106.46,39.57,-117.02,0.3,85.95,153.09,66.4,7.5,29.05,40.57,-12.21,-20.09,2.0
1.0,1.0,1.0,0.0,-52.71,-186.52,37.45,45.32,4.72,-165.59,-32.89,4.87,22.66,-38.87,-89.54,-36.19,-28.86,142.82,-0.96,78.74,-182.51,-70.11,16.82,24.5,17.61,-67.4,49.48,1.0
1.0,1.0,1.0,2.0,23.56,-76.91,46.68,96.63,6.45,-14.48,75.31,9.86,143.66,-12.86,220.88,45.99,-14.84,-83.65,29.65,-62.61,180.21,73.53,-3.85,17.2,68.12,35.85,-38.87,2.0
1.0,1.0,1.0,1.0,-72.57,-104.31,-8.94,12.39,8.76,67.55,21.97,7.27,-125.05,14.34,52.46,-75.58,15.81,-78.63,-37.54,67.45,-25.05,133.96,-0.88,-1.55,-4.13,-33.73,-13.78,2.0
1.0,1.0,2.0,1.0,-24.43,78.98,-18.3,62.51,-35.15,-21.21,119.38,4.7,-9.5,-23.74,81.28,96.75,33.77,22.95,-6.43,-80.41,-31.3,-17.79,42.27,-8.96,69.55,1.05,-3.76,2.0
1.0,1.0,1.0,1.0,-64.18,-76.89,-3.22,-120.59,-40.34,54.3,64.65,-27.28,-39.37,6.72,-17.0,-8.79,-27.14,-48.72,-54.19,-71.85,-123.25,84.17,-43.59,-54.54,-8.23,-45.76,-32.04,0.0
1.0,1.0,1.0,1.0,-17.19,24.86,-16.84,67.68,-0.85,-59.54,6.96,-2.71,-0.54,0.39,-69.64,129.35,-37.87,-3.38,45.72,9.25,94.28,22.21,49.81,-7.19,15.3,-10.83,20.92,2.0
1.0,0.0,1.0,1.0,-15.82,-62.67,-7.25,37.2,-16.72,-123.38,87.76,30.02,40.58,-12.69,-191.4,16.95,-50.39,-127.25,-9.41,27.66,-120.95,53.62,-26.05,76.09,-1.03,-60.82,-53.67,0.0
1.0,1.0,1.0,1.0,-42.09,3.86,-35.94,-40.1,-19.92,149.3,-129.0,2.58,-73.53,-19.07,102.75,185.95,-25.63,31.7,-20.22,74.71,-308.64,41.39,37.64,45.68,14.16,0.49,16.21,1.0
1.0,1.0,1.0,1.0,-17.55,34.34,-54.57,86.41,-7.07,-134.39,-22.54,3.91,-136.44,25.07,-163.66,-104.89,-14.04,117.47,-16.2,-55.94,75.55,-115.52,-12.1,52.53,79.31,-0.07,10.53,1.0
1.0,1.0,2.0,0.0,-55.2,14.86,-10.77,2.53,-41.09,1.87,8.3,-20.74,111.69,-15.72,49.13,43.19,-62.09,37.67,13.86,0.29,-101.41,-75.77,14.01,-17.28,-56.58,6.63,29.17,0.0
1.0,1.0,1.0,1.0,72.56,-67.74,47.86,-9.49,5.52,-162.89,1.62,-12.27,-90.65,-56.62,141.12,55.05,16.51,-65.12,14.62,40.98,3.64,54.27,51.55,-121.97,-23.38,3.82,36.37,2.0
1.0,1.0,2.0,1.0,-125.04,-70.04,37.67,-3.31,-24.01,-92.66,58.99,-11.63,-167.64,10.84,-98.31,119.05,-2.75,48.14,3.46,91.25,-201.29,-25.68,-45.85,37.71,28.64,-61.36,-4.12,0.0
2.0,1.0,0.0,1.0,19.38,-45.64,-19.51,-82.21,-40.06,-89.58,-27.95,-23.26,69.64,2.73,139.88,6.75,-30.23,46.15,14.74,-111.57,62.47,-17.53,-44.91,80.59,-31.83,25.82,24.52,1.0
2.0,0.0,1.0,1.0,70.67,89.96,0.49,80.47,44.82,30.62,-187.77,-18.74,-214.36,26.26,-181.66,-29.68,16.83,-52.65,-37.71,-9.06,-163.89,10.96,-29.18,8.54,40.23,1.72,21.62,0.0
1.0,1.0,0.0,1.0,53.81,-65.37,9.36,22.97,-22.22,69.68,20.77,15.01,32.58,12.42,35.23,-14.8,-8.52,-29.61,-14.85,36.7,14.93,-7.0,20.98,102.86,36.74,-1.13,35.72,1.0
1.0,0.0,1.0,1.0,-47.6,-45.72,-28.66,-18.13,46.02,31.93,-28.35,-3.26,-51.51,-11.48,23.48,-98.04,-47.82,-97.76,-9.86,50.89,172.54,-18.73,-98.65,138.59,24.53,27.77,40.33,2.0
1.0,1.0,1.0,0.0,42.97,55.93,13.16,-5.95,25.94,96.17,-37.88,-12.77,-47.18,12.73,-171.82,7.2,26.48,55.86,-18.0,34.51,39.23,-96.12,76.43,52.49,41.81,7.48,-25.98,2.0
1.0,1.0,0.0,1.0,-67.07,-81.25,-1.64,36.41,27.81,-93.84,71.76,22.32,-89.8,-6.89,149.77,-8.95,40.39,-46.34,-6.12,-36.87,0.37,73.21,-20.48,2.5,71.21,-12.72,18.95,2.0
1.0,1.0,1.0,1.0,-10.28,15.0,11.92,-8.5,36.73,70.66,17.59,17.36,-149.93,18.96,35.01,-114.34,67.11,23.94,2.65,-26.6,-5.04,-63.85,32.69,-5.99,10.58,23.86,-28.7,0.0
1.0,1.0,1.0,1.0,71.04,-96.56,14.05,-78.81,65.67,-83.74,28.22,-0.31,-47.8,-12.06,-55.44,-112.73,-92.58,9.03,21.07,-78.33,-59.13,-42.24,43.82,7.15,6.93,-18.99,-48.91,0.0
0.0,2.0,1.0,1.0,12.38,31.72,25.11,0.47,-2.05,24.35,34.06,11.38,-19.94,4.05,5.47,33.84,12.85,62.35,33.04,37.5,-80.92,-126.83,-13.58,86.69,7.13,24.17,28.49,1.0
2.0,1.0,1.0,1.0,-84.01,26.22,-32.68,-65.3,3.55,-103.37,-19.81,18.06,38.66,-13.53,-16.22,-35.12,4.26,42.24,0.61,-23.03,-163.6,-70.25,-20.51,53.6,13.73,16.99,-69.63,0.0
2.0,1.0,2.0,1.0,68.71,-100.4,32.39,-37.11,-16.79,22.85,-56.33,18.37,-105.06,-31.8,-135.42,125.45,10.01,122.25,-0.1,-4.42,-127.31,3.35,-32.98,10.69,23.57,-65.79,3.67,2.0
1.0,1.0,1.0,2.0,-31.26,-58.64,-13.7,25.73,-18.15,-64.78,42.76,10.54,22.69,-21.82,-72.41,10.84,29.37,-51.23,27.22,-86.05,-186.57,158.88,22.86,31.6,16.27,-70.28,-54.63,0.0
1.0,1.0,0.0,1.0,136.85,45.59,26.18,108.99,51.84,49.4,-111.14,20.92,176.67,6.14,23.51,9.81,3.49,79.98,6.86,-41.71,199.62,-138.94,-10.99,-74.1,-94.86,79.52,-28.67,2.0
1.0,1.0,0.0,0.0,38.72,-75.96,-41.1,-68.97,-5.9,39.98,-17.32,0.56,37.68,-8.96,-160.44,142.49,26.8,190.49,-17.31,84.46,30.11,-129.92,-35.27,-84.14,-28.84,-31.52,10.87,2.0
0.0,1.0,1.0,1.0,100.48,-14.31,-0.34,96.15,-19.51,63.47,122.75,-27.31,-34.97,-38.53,-142.96,-28.38,-30.66,-63.89,7.03,17.31,-174.33,170.05,5.54,-85.11,27.25,-88.48,-58.85,0.0
1.0,1.0,1.0,1.0,15.23,35.4,29.54,68.79,-74.43,-18.59,-128.34,-12.75,55.32,-4.39,171.77,79.89,-4.32,-25.46,43.62,-11.66,-144.92,27.46,29.8,47.62,17.34,53.06,-38.48,1.0
2.0,1.0,1.0,1.0,-192.66,34.06,-7.85,9.32,1.89,-37.09,-40.32,-21.58,-112.36,7.45,53.15,-215.45,-13.28,11.02,-23.53,13.06,-93.83,-25.4,-24.42,36.38,-19.77,17.33,38.7,1.0
2.0,1.0,1.0,1.0,40.61,-96.39,5.27,9.18,36.74,68.67,-104.67,13.71,-45.87,-0.17,105.55,45.17,40.25,-11.98,9.64,-132.9,-10.53,-65.2,49.08,48.79,47.79,42.49,7.78,1.0
2.0,2.0,0.0,1.0,44.99,-141.11,-17.37,-101.9,20.71,110.18,14.34,4.2,45.97,-16.84,36.92,20.72,-0.38,65.07,-10.07,25.29,23.89,-57.73,-30.21,-122.44,65.81,1.82,-28.15,1.0
1.0,1.0,1.0,1.0,88.64,-111.5,-8.01,11.02,-21.65,-166.03,-98.97,11.17,78.57,42.47,-62.77,-102.44,63.84,34.69,-42.89,72.05,-82.8,105.71,24.02,26.49,-2.57,-48.71,-32.78,1.0
1.0,1.0,1.0,1.0,39.6,32.85,-24.46,63.42,36.19,9.27,32.47,12.11,15.04,-3.01,76.99,-72.27,7.49,-5.96,2.98,-31.9,-73.59,47.58,-17.16,31.11,84.75,-1.71,-14.07,0.0
1.0,1.0,1.0,1.0,33.52,-16.22,-25.59,-41.23,-73.26,-217.14,45.18,-10.67,-34.32,-47.52,32.17,-12.46,-6.08,92.65,-20.99,5.21,11.22,-45.99,63.81,65.11,53.1,-1.92,-3.73,0.0
1.0,1.0,1.0,1.0,56.75,-21.11,-7.56,-60.35,12.31,67.74,20.19,19.01,-16.62,-54.67,6.2,-150.64,59.74,-72.53,-22.55,-31.18,-68.49,-31.63,-42.34,-53.39,36.09,9.64,-25.54,0.0
1.0,1.0,0.0,0.0,18.76,-96.16,-44.06,-51.01,-31.68,75.48,-110.71,9.55,93.41,-19.72,-139.44,-178.81,-52.11,93.74,23.68,-3.07,-13.64,-130.5,87.5,-26.9,8.85,-0.96,-3.53,2.0
1.0,1.0,1.0,1.0,16.54,16.04,3.37,-65.56,39.08,-88.62,37.79,-7.77,93.96,-18.34,141.98,-100.29,30.82,40.68,21.56,4.51,-92.03,54.92,-13.24,-30.7,-1.63,-11.39,34.07,0.0
1.0,1.0,1.0,1.0,79.61,22.47,-8.33,47.33,10.24,30.96,24.15,-22.08,-18.9,-7.53,243.29,65.77,15.35,-38.12,7.65,0.84,60.99,144.11,-43.66,-38.11,-21.66,3.35,44.19,2.0
1.0,1.0,1.0,1.0,1.3,-35.67,-2.68,14.31,-61.29,61.11,-55.01,18.97,-33.08,13.77,230.27,-1.76,-3.7,-27.21,-18.12,-90.66,-68.75,57.71,-6.97,-51.7,-37.09,27.53,6.74,0.0
1.0,0.0,1.0,0.0,44.33,-28.66,-2.12,-6.51,34.69,130.31,-56.72,10.15,-57.34,28.83,163.39,56.34,-26.25,-57.27,-4.87,12.68,4.22,-6.27,-31.62,57.42,11.15,44.44,-38.44,1.0
