cat_0,cat_1,cat_2,cat_3,num_0,num_1,num_2,num_3,num_4,num_5,num_6,num_7,num_8,num_9,num_10,target
2.0,2.0,1.0,2.0,-41.44,-18.9,17.69,-132.77,23.81,-17.94,48.92,49.42,-6.01,321.58,-122.48,1.0
1.0,2.0,2.0,0.0,-83.32,-45.1,-100.54,15.47,106.98,-68.43,2.36,47.64,-67.65,-23.29,14.77,1.0
1.0,1.0,1.0,2.0,-1.94,27.73,39.36,132.53,61.09,-198.35,-51.16,-70.21,-120.43,60.8,-80.09,0.0
1.0,3.0,1.0,1.0,-173.79,-96.05,-24.47,20.71,139.27,85.69,15.35,-75.61,-62.52,291.51,102.31,0.0
2.0,1.0,1.0,2.0,18.11,106.14,25.25,-43.22,-80.79,-82.51,52.12,-44.65,43.89,9.97,60.73,1.0
2.0,1.0,2.0,1.0,-125.39,-90.25,-66.95,100.88,30.28,-71.94,53.49,62.25,-164.33,87.64,-61.82,1.0
2.0,2.0,1.0,2.0,11.62,-29.57,33.92,75.5,-161.61,-65.83,-0.77,1.5,57.87,266.63,27.64,1.0
1.0,1.0,0.0,1.0,-112.13,-86.42,-34.83,32.13,-256.8,-74.71,99.9,-29.2,-113.45,206.16,33.63,1.0
2.0,1.0,2.0,2.0,16.17,-33.23,34.42,-122.38,-119.46,31.67,-34.51,-57.38,-1.18,-115.55,57.42,0.0
2.0,1.0,1.0,2.0,46.88,19.87,45.71,43.43,33.01,-238.36,-71.14,-33.3,-103.09,88.93,35.25,0.0
1.0,1.0,2.0,1.0,-0.83,-41.53,-20.49,-88.19,-90.16,-211.93,-39.06,-110.92,-32.07,-189.62,-90.59,0.0
2.0,1.0,2.0,1.0,-58.5,-180.76,21.02,-128.57,-47.74,-113.39,-5.74,-89.68,-24.64,-142.35,-66.62,0.0
1.0,1.0,1.0,2.0,-36.54,-58.05,-21.79,-147.03,-35.24,-65.88,-2.92,-44.53,-98.5,17.72,73.33,0.0
2.0,2.0,2.0,1.0,-166.57,-36.4,-28.8,-46.63,73.26,-68.99,64.05,-17.2,-45.97,243.45,46.96,1.0
1.0,2.0,0.0,2.0,52.64,24.1,-10.11,-39.68,-32.12,-19.7,10.79,-58.96,67.31,115.15,11.48,1.0
1.0,0.0,3.0,2.0,45.58,18.72,42.75,74.45,-37.64,-10.17,-17.81,-46.06,-1.65,-134.19,-43.95,0.0
2.0,1.0,2.0,1.0,66.81,40.06,55.78,31.11,-37.29,-109.48,20.52,-0.43,158.93,-56.73,72.71,1.0
1.0,2.0,1.0,1.0,-62.21,145.97,27.33,-24.45,-57.94,-24.01,22.9,-78.15,43.75,198.39,78.11,1.0
2.0,2.0,1.0,2.0,-12.72,160.21,10.71,102.3,-59.6,-24.16,-4.19,13.16,-22.9,235.78,30.94,1.0
2.0,1.0,1.0,2.0,121.84,-22.18,61.9,43.01,36.79,-180.72,-6.02,-59.91,143.38,-59.26,36.63,1.0
1.0,1.0,2.0,2.0,-15.31,9.34,33.14,2.21,31.49,-67.57,13.06,91.2,-72.49,161.21,-9.74,1.0
1.0,2.0,1.0,2.0,-0.96,-161.21,-18.62,-149.7,10.21,25.26,38.36,-83.55,-21.91,-55.36,-87.85,0.0
1.0,3.0,0.0,2.0,-68.32,110.7,16.46,8.08,132.94,-152.88,-65.04,-113.51,-207.72,175.19,90.05,0.0
2.0,3.0,1.0,2.0,-42.26,1.29,-29.93,-105.45,27.46,-35.83,25.19,-151.4,41.21,82.04,-60.44,1.0
2.0,0.0,3.0,1.0,59.66,-104.17,27.23,81.05,-170.99,-35.54,-35.59,120.81,-4.27,-39.44,-4.84,0.0
2.0,1.0,2.0,1.0,-66.25,64.46,-11.59,53.94,64.12,-98.22,13.21,53.13,-49.57,151.7,60.61,1.0
2.0,1.0,2.0,1.0,-3.13,9.44,36.45,-138.44,-3.94,-200.31,19.86,89.13,-45.66,226.17,-0.98,1.0
1.0,2.0,0.0,2.0,36.1,-86.94,-25.75,-55.39,-125.66,-27.24,34.54,-5.66,26.2,133.45,-94.36,1.0
1.0,2.0,1.0,1.0,-128.53,20.24,9.6,256.0,102.39,4.77,32.43,-23.66,-57.4,96.43,90.88,1.0
2.0,3.0,0.0,3.0,-44.23,59.01,3.93,76.92,104.89,72.19,0.1,-26.62,-111.07,257.94,-64.35,0.0
2.0,1.0,1.0,2.0,145.54,-110.28,35.14,84.93,-33.49,-95.29,13.46,15.31,170.37,-73.01,23.6,1.0
2.0,2.0,2.0,1.0,-60.34,-51.43,-24.69,1.7,45.62,-196.49,-46.51,-87.45,-73.91,128.62,169.92,0.0
0.0,1.0,1.0,1.0,-17.03,81.94,-5.65,63.53,20.66,-129.35,7.14,65.75,-93.95,-4.84,3.44,1.0
2.0,1.0,1.0,2.0,-54.71,19.98,62.13,36.58,-18.46,-25.52,59.72,127.71,-129.11,239.69,-121.27,1.0
2.0,2.0,2.0,1.0,-100.05,-19.06,27.89,-52.21,19.19,-1.97,3.57,-69.85,-26.51,197.7,-40.4,0.0
0.0,0.0,2.0,2.0,26.92,-3.67,83.34,181.74,-42.44,-185.06,-63.26,-98.58,-84.66,-312.25,96.58,0.0
2.0,1.0,2.0,1.0,-59.12,131.4,20.48,-19.25,-21.16,-264.87,24.03,41.01,-128.65,45.83,116.57,1.0
0.0,2.0,1.0,2.0,7.68,101.82,12.77,7.36,-61.66,104.05,-0.44,-21.54,-12.25,4.73,-144.86,0.0
2.0,3.0,0.0,1.0,-115.71,124.51,-21.25,20.03,134.72,-14.7,12.5,-81.23,-90.07,245.26,-28.68,0.0
2.0,0.0,2.0,2.0,96.13,-131.48,27.75,-233.25,-78.6,-85.85,-2.34,29.09,54.54,-88.45,19.11,0.0
2.0,2.0,1.0,2.0,-23.38,0.01,8.41,178.32,30.56,44.32,41.53,39.99,-8.65,259.29,164.7,1.0
2.0,2.0,2.0,1.0,-42.1,59.11,28.06,-43.76,25.39,-171.39,-51.43,-84.09,-59.63,112.9,-40.8,0.0
1.0,1.0,2.0,2.0,-13.28,50.16,-35.67,-0.94,-80.71,-101.4,-30.57,-116.56,-83.58,-243.64,104.74,0.0
2.0,1.0,2.0,1.0,73.22,-101.84,8.68,-47.08,-123.31,-123.9,-54.14,-27.3,32.98,-127.24,-80.73,0.0
2.0,2.0,1.0,2.0,-40.16,-100.37,-10.12,58.71,-89.44,2.42,43.14,-69.31,3.3,94.01,182.05,1.0
1.0,3.0,0.0,2.0,-99.63,-68.69,66.76,126.88,139.16,-37.62,-30.09,-59.12,-132.12,330.85,17.15,0.0
2.0,1.0,1.0,2.0,87.71,16.04,-21.95,148.66,-50.48,-144.73,9.54,180.2,-70.73,207.4,-68.91,1.0
1.0,1.0,2.0,2.0,-18.64,-140.38,-43.93,58.64,37.04,-182.86,-19.92,-80.38,-68.3,19.36,-77.98,0.0
1.0,2.0,1.0,2.0,32.25,8.57,16.35,-1.08,-66.77,17.2,2.05,-41.94,66.4,148.13,-10.6,1.0
2.0,3.0,1.0,2.0,-62.86,2.42,21.35,18.23,97.04,71.1,23.95,-43.51,-69.24,212.55,31.95,0.0
2.0,2.0,0.0,2.0,44.91,20.8,-34.4,5.89,-92.37,-3.36,24.74,-39.25,61.87,143.15,39.88,1.0
1.0,1.0,2.0,2.0,67.27,72.45,0.97,9.6,-90.85,-123.16,-18.28,-72.29,56.43,-220.42,210.51,0.0
2.0,1.0,2.0,2.0,5.82,-171.64,0.74,69.88,-46.79,20.45,10.67,-78.21,8.97,-205.19,86.25,0.0
1.0,1.0,2.0,1.0,-2.63,-77.76,-19.05,16.71,-115.35,3.49,-17.69,19.8,-32.28,-28.58,35.55,1.0
1.0,1.0,2.0,2.0,10.06,-75.76,-69.78,-26.6,-68.81,-113.6,-37.5,57.16,-111.59,93.75,33.49,0.0
1.0,1.0,1.0,2.0,-34.72,-69.16,44.91,-52.83,28.76,-63.99,0.15,-31.32,-151.37,86.36,29.06,0.0
1.0,2.0,2.0,2.0,-32.65,-8.43,-16.76,-154.91,26.91,-40.16,-12.08,-80.92,-20.26,20.03,56.4,0.0
2.0,2.0,1.0,1.0,-75.38,-16.01,42.51,-162.63,119.16,-72.27,-4.17,-63.91,-70.08,138.92,35.42,0.0
2.0,1.0,2.0,1.0,-12.91,49.43,-49.87,109.66,56.31,-113.93,2.17,40.5,-5.63,191.22,5.33,1.0
2.0,0.0,2.0,2.0,12.04,-126.11,22.29,63.19,-40.61,-175.4,-41.17,32.08,-135.45,-40.06,-220.32,0.0
1.0,1.0,2.0,2.0,31.78,-92.45,-70.76,-47.96,78.38,37.57,6.31,-38.58,13.07,-211.36,-15.18,0.0
1.0,2.0,2.0,0.0,-139.43,-25.75,22.48,-22.11,120.93,-9.09,40.62,-7.63,-31.64,155.52,97.52,1.0
2.0,2.0,3.0,0.0,-80.6,106.28,-5.66,-44.8,149.93,-87.31,-13.35,-12.79,-13.93,-82.5,91.68,1.0
1.0,1.0,2.0,2.0,-4.27,40.12,-10.77,84.48,-5.43,41.98,-9.4,-18.25,-98.17,-110.04,-238.96,0.0
0.0,2.0,1.0,2.0,-127.54,-186.85,19.86,-132.53,-27.59,-14.29,97.36,20.58,-135.94,255.77,-92.73,1.0
1.0,1.0,1.0,2.0,-9.17,-97.85,93.15,11.48,0.63,-69.22,18.32,-50.99,-88.39,-5.98,-146.74,0.0
1.0,1.0,2.0,2.0,-40.52,-82.01,-47.71,-41.14,-48.72,-24.96,-8.3,-54.1,-89.81,-105.88,-80.31,0.0
1.0,3.0,1.0,1.0,-119.0,100.82,24.02,-9.6,149.61,-145.19,-22.45,-101.16,-140.24,156.82,86.77,0.0
1.0,2.0,2.0,0.0,-139.62,8.81,38.76,28.64,110.16,-41.32,42.11,-18.23,-43.89,105.69,-10.6,1.0
2.0,2.0,1.0,1.0,-117.05,-81.39,15.3,-36.95,18.62,-2.53,71.67,30.88,-88.12,282.12,-138.93,1.0
0.0,2.0,1.0,1.0,-153.89,-66.24,-12.87,-46.04,-39.17,-111.69,110.46,-39.61,-126.33,191.97,25.21,1.0
2.0,2.0,0.0,2.0,35.66,200.33,19.43,33.33,-63.73,-98.11,39.6,-66.77,69.52,48.32,-102.1,1.0
1.0,2.0,2.0,0.0,-40.18,-52.33,-82.97,-1.95,158.6,-98.87,-28.05,59.46,13.28,-46.92,71.78,1.0
3.0,3.0,0.0,2.0,-64.44,171.44,-28.31,-44.06,-14.18,-49.22,8.29,-136.25,15.0,248.13,-25.32,1.0
1.0,2.0,1.0,2.0,17.91,106.05,73.67,-33.0,-60.87,29.26,-1.94,-16.36,-1.0,216.9,-26.41,1.0
0.0,1.0,0.0,1.0,25.49,16.18,-28.1,-10.17,-11.06,-161.73,7.39,137.08,-127.41,-80.07,-46.1,1.0
2.0,1.0,1.0,3.0,99.38,-68.87,21.3,-88.89,-3.46,-11.91,2.81,-73.33,11.62,-227.61,143.23,0.0
1.0,2.0,1.0,2.0,7.18,50.41,4.81,-1.22,79.66,-6.12,-27.45,-24.26,-66.85,,-10.42,0.0
1.0,2.0,1.0,1.0,12.02,-9.92,-11.11,-74.03,-26.08,-172.1,59.46,-145.12,122.16,-112.99,141.99,1.0
1.0,2.0,1.0,2.0,-54.74,20.0,39.86,192.77,91.81,-12.75,4.76,-26.29,-28.62,163.52,-119.6,0.0
2.0,1.0,1.0,3.0,168.03,12.35,-21.71,8.33,-40.76,-23.07,0.22,42.58,106.07,-35.33,-67.25,1.0
2.0,2.0,0.0,2.0,43.76,-14.8,50.37,105.35,-37.08,-18.18,43.36,-62.92,47.93,1.83,39.66,1.0
1.0,2.0,2.0,2.0,-6.97,20.76,10.89,25.52,14.08,61.46,-20.61,-3.7,-8.04,160.87,72.72,0.0
2.0,0.0,2.0,1.0,30.85,25.99,71.32,-160.85,-137.91,-309.98,-70.84,-87.05,-73.17,-120.87,-171.29,0.0
2.0,1.0,2.0,1.0,64.69,-13.36,-25.27,-61.85,-94.89,-124.73,-16.76,-53.22,63.5,-184.37,-115.56,0.0
2.0,1.0,1.0,2.0,27.52,22.23,-38.3,54.85,-60.02,-19.27,16.4,-76.12,-3.02,-141.74,138.59,0.0
1.0,3.0,2.0,1.0,-96.35,17.08,-96.81,57.57,167.05,87.11,3.11,-0.94,-10.6,54.85,92.07,1.0
2.0,1.0,1.0,2.0,39.59,25.02,29.63,-105.63,-56.95,-41.2,33.39,-65.7,105.22,-47.93,-81.02,1.0
2.0,3.0,1.0,1.0,-138.69,80.46,-34.26,-1.7,161.48,39.89,11.25,-78.01,-112.24,239.95,-103.04,0.0
2.0,2.0,0.0,2.0,52.78,271.67,-34.37,-77.53,-102.44,-26.72,29.59,8.47,30.01,104.03,-34.0,1.0
3.0,1.0,2.0,2.0,-7.88,-32.28,-31.77,11.58,-10.94,20.61,-25.36,-35.01,-20.54,94.27,-172.78,0.0
1.0,1.0,2.0,1.0,39.64,-32.42,53.94,28.75,49.59,-248.34,-35.05,95.81,-15.93,37.04,-67.51,1.0
1.0,2.0,1.0,2.0,71.72,3.11,23.49,-68.79,-60.05,-76.3,-34.31,-61.92,89.3,205.4,2.41,1.0
1.0,2.0,1.0,1.0,22.82,2.55,-10.04,-7.7,-36.42,-108.48,11.52,-39.12,81.04,64.81,51.93,1.0
1.0,1.0,2.0,2.0,-47.06,-111.88,-33.53,-48.59,-28.26,-56.58,20.39,-26.94,-94.83,-33.64,-91.57,0.0
1.0,2.0,2.0,2.0,-34.2,37.65,-36.66,18.41,-3.23,-4.87,-25.92,-44.96,-44.48,143.48,101.88,0.0
1.0,1.0,2.0,2.0,73.61,-24.62,71.34,-58.36,35.79,-180.08,-54.63,-6.07,-56.1,26.82,-45.85,0.0
2.0,1.0,2.0,2.0,77.89,-65.11,-23.78,133.31,47.93,-40.6,-26.24,168.04,-12.9,184.09,-48.17,1.0
1.0,2.0,2.0,2.0,-13.87,-93.51,-80.01,-64.39,18.47,79.65,-1.07,-21.06,30.21,39.03,-89.26,0.0
0.0,2.0,2.0,2.0,-21.51,14.52,25.01,-226.38,44.32,-17.19,-19.21,-48.53,-6.3,5.77,19.01,0.0
1.0,1.0,2.0,2.0,-15.24,-27.71,12.69,-129.26,-69.48,38.58,-37.7,37.01,-86.48,60.89,-12.58,0.0
2.0,0.0,2.0,3.0,100.95,-92.58,-0.44,-31.38,-28.21,-71.31,-39.36,-28.63,-2.61,-172.73,153.73,0.0
1.0,2.0,2.0,2.0,-29.71,-87.87,-27.39,-6.27,48.42,140.04,7.68,16.71,30.58,146.15,78.72,0.0
2.0,1.0,2.0,1.0,24.3,-58.29,-12.99,55.98,7.53,-213.86,9.94,78.96,-15.44,84.56,-12.2,1.0
1.0,1.0,2.0,1.0,-59.34,-69.75,71.06,-11.54,49.96,-98.31,25.07,34.66,-58.3,102.53,-19.4,1.0
1.0,2.0,1.0,2.0,-22.91,42.2,-7.0,-161.84,-128.55,-79.07,39.44,-59.0,20.43,145.96,60.05,1.0
2.0,1.0,2.0,1.0,-83.43,23.66,-59.02,-151.68,-12.43,-164.25,7.72,-135.76,-177.51,-237.11,36.99,0.0
1.0,1.0,2.0,1.0,-20.36,-141.77,73.4,-159.85,-120.62,-6.44,-29.0,14.11,-49.0,54.24,200.66,0.0
1.0,2.0,1.0,2.0,-66.0,-63.73,13.64,-117.73,-120.25,8.08,13.61,-96.37,8.44,267.95,25.8,1.0
1.0,1.0,2.0,2.0,23.45,40.34,14.35,-93.7,52.26,-154.66,-57.11,-49.2,-136.88,40.13,-93.6,0.0
2.0,2.0,1.0,2.0,-3.1,41.98,-25.9,148.47,-27.37,-48.59,14.72,-84.67,56.58,120.35,65.5,1.0
1.0,1.0,1.0,1.0,-23.93,-40.62,31.92,-9.09,4.3,-13.72,36.57,80.82,-112.26,23.23,118.26,1.0
1.0,1.0,2.0,1.0,-41.6,-29.86,-15.17,33.04,-10.86,-138.75,12.19,-189.31,-48.48,-289.87,89.57,0.0
1.0,1.0,0.0,2.0,3.29,84.44,-45.1,170.46,-101.47,-186.86,68.02,-69.96,-10.08,27.48,-113.34,1.0
2.0,2.0,1.0,2.0,44.12,35.05,37.03,24.61,-84.66,38.88,1.78,11.68,57.0,153.17,-4.36,1.0
1.0,2.0,1.0,2.0,14.21,62.64,-85.14,35.19,-9.38,-44.95,-11.02,-30.84,11.78,202.62,-13.59,1.0
2.0,1.0,2.0,2.0,37.97,118.01,5.27,138.25,43.45,-83.13,-35.48,-32.74,-51.64,-22.08,-57.35,0.0
2.0,2.0,1.0,2.0,-46.1,63.07,15.33,-98.15,54.85,-142.13,-42.86,-106.92,-131.01,69.15,113.78,0.0
1.0,1.0,1.0,2.0,50.54,89.38,26.43,-75.79,-93.84,-92.64,11.37,38.51,37.11,140.33,3.97,1.0
1.0,2.0,2.0,2.0,-74.27,46.26,-15.85,-96.79,109.24,33.3,-3.99,-36.28,-72.32,141.13,-138.63,0.0
1.0,2.0,1.0,1.0,-69.02,144.75,-35.22,-5.07,-81.36,-113.41,63.66,-95.03,-4.47,68.18,17.0,1.0
1.0,1.0,2.0,1.0,-114.04,-85.51,-4.13,71.06,29.85,-44.65,66.84,0.64,-83.83,196.31,-76.15,1.0
1.0,2.0,1.0,1.0,-104.58,68.57,2.99,62.25,12.33,-13.05,77.19,5.01,-76.62,236.07,77.49,1.0
2.0,2.0,2.0,2.0,-76.61,25.87,-54.55,-24.37,81.18,-21.82,-5.16,-52.63,-87.06,156.77,-9.11,0.0
1.0,1.0,1.0,1.0,-4.29,-21.76,-72.95,29.93,-98.45,-153.53,-3.11,-176.93,33.73,-215.79,-195.01,0.0
2.0,1.0,2.0,1.0,-92.56,-208.07,-10.65,96.59,68.96,-56.52,10.38,51.09,-157.42,-53.98,-30.24,1.0
1.0,2.0,2.0,2.0,-78.36,5.95,88.36,-62.43,48.98,43.16,-3.75,-115.97,-46.15,-51.71,-148.33,0.0
1.0,1.0,2.0,2.0,-2.83,-30.26,-59.92,-45.51,-79.89,89.53,-55.88,50.95,-143.62,97.26,-24.86,0.0
1.0,1.0,1.0,1.0,6.17,-132.65,45.4,-41.06,0.58,-211.47,1.29,143.4,-92.31,75.55,-6.79,1.0
1.0,2.0,1.0,0.0,-56.86,-3.39,67.56,160.27,98.75,-9.56,2.16,82.6,-54.76,53.37,-165.4,1.0
1.0,2.0,1.0,2.0,40.12,13.3,4.55,-78.71,-71.68,52.92,5.09,-42.86,49.58,-4.2,-188.69,0.0
2.0,2.0,2.0,1.0,-5.33,-76.18,53.03,-87.12,93.25,-16.91,-3.94,85.85,-8.66,121.15,-330.59,1.0
0.0,2.0,2.0,2.0,-10.94,82.97,51.35,-69.41,-9.16,-31.91,-7.7,-48.09,23.71,81.58,40.06,0.0
0.0,2.0,2.0,1.0,-130.85,-41.35,21.97,-27.25,55.63,26.26,66.33,13.43,-110.25,103.54,-32.8,1.0
1.0,1.0,2.0,3.0,40.72,127.73,6.21,7.55,-41.58,42.91,-35.72,24.68,-30.18,241.52,25.63,0.0
2.0,2.0,1.0,2.0,21.45,59.49,28.45,47.14,-86.39,-35.67,24.6,-56.16,92.21,72.87,-139.26,1.0
2.0,2.0,0.0,2.0,38.78,23.44,72.6,-171.33,-77.71,-14.06,13.36,-28.48,53.72,156.87,-110.83,1.0
3.0,2.0,0.0,3.0,90.53,-73.72,-107.82,54.34,-30.23,12.29,18.91,-66.81,93.51,12.22,15.5,1.0
0.0,2.0,1.0,0.0,-86.4,249.06,-20.22,-69.79,103.61,-3.55,19.5,36.1,-95.54,-104.36,21.7,1.0
2.0,2.0,1.0,2.0,86.37,-111.85,-78.24,15.71,14.33,-189.12,6.67,-54.1,116.05,-0.92,-5.78,1.0
0.0,1.0,1.0,3.0,66.09,87.4,-20.98,-217.9,20.46,-18.94,-8.06,-89.8,-43.12,-177.55,-5.6,0.0
