cat_0,cat_1,num_0,num_1,num_2,num_3,num_4,num_5,num_6,num_7,num_8,num_9,num_10,num_11,num_12,num_13,num_14,target
2.0,1.0,-84.98,-106.93,-53.52,2.96,-13.65,1.72,590.42,-58.18,-182.77,-96.78,-27.47,118.03,37.96,-40.72,-21.54,1.0
1.0,1.0,-113.8,200.3,-216.11,16.48,-9.11,11.2,199.49,86.92,99.23,142.87,21.26,-87.35,9.84,-80.7,-199.8,0.0
1.0,2.0,17.5,-34.11,180.92,-5.22,-76.63,69.97,-342.86,-8.05,53.84,-9.0,-14.79,-16.78,4.79,-8.96,-5.01,1.0
1.0,2.0,-83.25,-200.52,-26.39,-7.57,62.95,-7.66,444.62,-21.96,-125.98,-224.57,-10.93,106.13,25.42,18.55,115.37,0.0
2.0,1.0,72.71,62.71,77.3,1.97,-41.7,38.17,39.67,95.46,33.79,101.58,19.06,-38.14,-0.64,-51.96,239.83,1.0
2.0,1.0,83.08,25.45,39.2,-11.28,-117.77,-58.08,137.42,-17.96,-91.62,-35.29,4.05,197.11,-14.32,5.09,-60.85,0.0
1.0,2.0,106.46,242.58,-95.59,-6.26,17.11,80.95,-96.4,-6.3,296.95,-122.45,-4.01,-37.78,-1.6,-41.81,-4.88,0.0
1.0,2.0,-20.28,7.49,-122.33,0.05,239.58,37.66,282.8,-30.65,77.04,-199.0,0.23,-81.87,21.81,-2.41,171.72,0.0
1.0,1.0,-185.04,22.69,-76.79,9.78,103.74,-0.8,159.98,-107.61,5.17,-15.92,-26.94,13.4,-20.03,-30.7,-116.6,0.0
1.0,1.0,14.06,88.22,-16.13,-2.0,-4.21,33.87,72.8,-52.54,109.87,-31.89,4.55,126.12,0.3,-44.38,65.38,1.0
1.0,1.0,-147.68,-61.31,-21.29,-3.73,116.11,-59.31,726.23,-71.81,-218.29,-122.37,-2.7,-13.57,0.41,-39.45,136.73,0.0
2.0,1.0,57.37,-85.24,-177.9,5.57,-273.76,46.58,652.69,44.07,-105.24,-129.44,-32.53,-96.92,20.93,-31.05,-96.17,1.0
1.0,1.0,58.36,167.72,-154.75,9.61,-64.39,26.08,394.43,-4.54,-30.33,-39.51,20.41,-102.61,-18.13,-39.41,-116.26,1.0
1.0,0.0,119.5,-81.74,356.98,-26.3,-19.03,-12.06,-803.73,8.49,237.91,-127.03,-41.6,26.77,-8.8,13.37,-118.8,1.0
1.0,2.0,13.09,133.93,-63.0,-13.64,-412.82,113.87,128.98,103.67,132.98,-196.28,29.61,40.9,33.7,-33.15,-168.34,1.0
2.0,2.0,-150.44,-5.91,-113.58,-18.14,-262.09,-28.38,368.93,-67.27,51.74,-80.75,-38.2,216.79,18.64,-58.15,-157.44,0.0
2.0,2.0,76.15,-113.01,-77.94,3.72,169.29,-1.38,474.34,-45.53,-115.36,-169.41,-3.09,110.52,26.26,-14.5,-7.63,0.0
1.0,2.0,-39.2,26.01,5.91,4.94,401.54,-38.11,129.42,123.56,-100.19,-92.17,-28.59,-23.43,0.91,20.6,69.79,0.0
1.0,2.0,-93.99,131.39,-0.84,-4.46,289.77,-58.85,566.11,23.52,-221.77,-188.21,-27.35,112.96,-16.67,35.1,350.43,0.0
2.0,1.0,93.0,-56.58,-107.72,-0.79,-0.54,-51.2,336.95,-34.47,-52.53,7.71,-8.69,1.79,22.78,-39.32,-123.13,0.0
1.0,1.0,34.66,-51.17,32.37,-7.28,221.88,-79.6,164.39,61.32,-66.1,-95.08,-7.37,-1.81,36.64,32.11,204.32,1.0
2.0,2.0,-31.22,46.21,-74.75,-10.41,5.72,-77.47,451.19,-22.34,-153.58,-90.52,-1.19,93.13,11.82,19.15,84.43,0.0
1.0,1.0,114.61,-16.23,-17.81,-7.39,-11.57,50.97,56.32,-2.84,167.78,-66.36,-7.12,179.2,1.54,-58.19,69.58,1.0
1.0,1.0,-179.82,-105.42,68.72,29.11,246.46,77.23,-302.01,-27.2,-42.45,57.18,32.1,0.13,-13.43,30.65,-5.13,0.0
2.0,0.0,85.53,57.89,-41.46,18.09,276.16,-23.4,393.26,-48.68,-201.94,-84.97,-10.65,-29.31,-36.16,31.85,140.86,1.0
0.0,1.0,-4.83,-136.04,-115.23,-15.55,-15.01,-94.97,556.86,-38.75,-7.5,-13.94,9.71,-63.41,-1.18,-82.85,-3.44,0.0
1.0,2.0,-133.35,-40.9,57.87,-10.51,243.45,-24.31,231.8,116.46,-48.1,-185.91,-46.96,-45.85,0.37,-14.79,74.4,1.0
2.0,2.0,9.99,68.07,-112.49,3.14,-120.02,90.36,700.92,18.61,-134.68,-285.4,2.23,-9.49,-4.42,-55.8,-227.92,1.0
1.0,0.0,9.4,73.08,71.66,4.12,381.2,-33.73,49.47,-1.56,-18.3,-183.86,-11.05,4.95,3.33,24.04,81.34,1.0
1.0,2.0,98.66,104.93,12.2,-14.14,-217.32,65.09,-51.02,-19.84,65.86,-227.69,0.86,-137.26,14.05,3.68,-277.54,1.0
1.0,1.0,-113.49,-65.91,-22.75,21.29,105.1,7.34,325.27,-16.79,-261.49,87.81,14.75,-15.68,-15.98,8.85,104.24,1.0
1.0,1.0,74.81,-119.57,-61.62,-0.84,-21.63,-55.59,189.56,-28.94,-63.3,58.89,7.92,36.01,-21.93,-23.28,-105.83,0.0
1.0,1.0,37.2,207.02,-59.59,2.1,45.67,-45.95,-69.48,84.02,73.87,143.73,11.82,69.54,3.98,-11.03,72.96,1.0
1.0,1.0,88.43,-142.28,116.83,-21.33,-51.87,-50.8,363.83,37.78,-110.72,-178.81,8.82,-26.88,49.75,-29.73,32.16,1.0
2.0,1.0,195.31,-181.33,-46.14,11.39,178.51,-15.48,495.1,-17.42,-234.69,-90.79,-27.95,10.91,20.98,7.82,65.83,1.0
1.0,2.0,19.09,-118.2,-48.67,13.32,81.73,44.18,387.83,24.34,-160.9,-14.76,4.77,-106.57,-21.28,-6.91,175.76,1.0
2.0,2.0,-56.88,-70.36,-144.03,-25.13,-373.4,-186.87,543.07,57.32,-108.52,219.57,-18.31,-42.86,4.92,-80.08,-150.81,0.0
1.0,2.0,81.4,-158.38,-14.22,-6.28,-42.91,61.7,459.91,17.41,-59.9,-227.84,-5.29,99.36,25.94,-54.15,-76.58,1.0
1.0,2.0,-17.2,84.58,-89.46,-5.83,-159.33,-4.48,-353.97,67.62,234.05,141.58,16.83,-16.28,-3.33,-4.78,-58.2,1.0
1.0,1.0,97.33,33.83,-101.18,18.91,170.46,96.47,308.46,-78.93,-6.46,-109.77,-13.02,-134.46,-1.33,-43.94,-34.41,1.0
2.0,2.0,34.32,68.63,37.99,-6.54,117.34,-69.51,-561.34,21.83,138.8,114.55,25.94,94.58,2.55,23.86,-192.45,1.0
1.0,2.0,-67.3,97.37,-47.18,-13.52,44.86,-30.54,573.06,70.24,-80.78,-231.16,-5.65,153.42,8.09,-25.68,67.62,0.0
2.0,1.0,-77.74,-107.38,-72.7,2.12,102.27,-36.45,73.16,96.94,-14.16,-33.43,9.42,-96.04,17.52,28.48,14.11,1.0
1.0,2.0,75.79,60.08,35.6,-0.38,61.98,29.14,134.84,-23.49,-66.41,-122.48,-13.11,-17.81,11.01,9.09,53.41,1.0
1.0,1.0,-57.15,-88.2,77.77,13.84,85.07,14.11,-244.54,34.73,-57.74,32.4,17.11,76.95,13.17,29.39,-124.26,0.0
1.0,0.0,89.76,48.86,-92.54,26.76,152.02,4.05,183.02,-97.31,-77.72,186.42,-1.51,-95.98,5.66,-51.85,-64.25,0.0
1.0,2.0,-36.69,31.94,-7.02,-3.81,195.32,-43.93,-559.0,-8.64,226.93,212.94,-25.68,92.78,-1.14,-14.23,-31.09,1.0
1.0,1.0,106.98,48.06,26.39,4.69,80.86,24.38,-177.75,-36.71,47.21,-106.06,-12.09,-78.83,19.82,22.76,-149.3,0.0
1.0,2.0,31.75,-94.77,-30.7,6.74,-18.11,53.81,315.01,-57.18,-73.6,-35.04,-9.27,42.18,6.97,-47.06,-11.46,1.0
1.0,1.0,-106.35,154.59,-75.3,3.48,104.64,-64.59,225.17,-49.78,-41.87,103.01,-24.08,-139.6,-14.29,-41.23,-17.68,0.0
2.0,2.0,-62.11,-17.16,80.26,-9.15,-95.51,110.97,44.14,69.95,111.86,-191.21,-4.71,-10.65,-0.9,-71.96,-130.97,1.0
2.0,1.0,-24.99,-18.82,140.31,11.3,106.58,-2.65,-396.52,-98.13,-119.87,118.52,7.58,-44.58,25.95,61.96,3.36,0.0
2.0,1.0,-221.28,145.34,-159.86,6.04,267.3,-2.85,595.76,-65.09,-7.56,-117.73,8.64,11.78,-19.57,-63.99,99.09,0.0
1.0,1.0,46.67,143.63,-50.47,25.58,371.83,21.08,185.52,-22.81,-87.3,65.29,-7.67,77.85,25.27,-24.06,104.93,0.0
1.0,2.0,23.89,-9.44,-207.44,1.84,89.35,-69.9,512.86,-27.34,-95.63,-17.36,9.81,-5.76,-34.63,-10.09,-6.2,0.0
2.0,1.0,120.86,245.18,123.02,6.09,41.56,-16.68,-194.14,-54.66,-98.97,65.62,23.23,-23.75,0.78,31.06,3.58,0.0
2.0,2.0,237.34,-4.3,-85.69,-0.63,234.43,19.14,439.47,91.19,3.28,-194.78,-15.99,23.63,3.83,-24.99,173.62,0.0
1.0,2.0,38.76,108.24,136.2,-8.94,-285.67,34.21,119.86,-64.29,-95.9,137.17,27.26,36.39,6.91,-83.71,0.3,1.0
1.0,2.0,-97.41,-88.66,-3.83,-6.81,-198.22,67.08,65.03,-75.42,-10.83,-223.55,28.28,-47.83,8.86,9.08,-276.06,1.0
1.0,1.0,0.04,7.09,122.46,1.0,109.06,12.34,-229.76,-120.46,-1.22,-95.16,19.73,-137.9,-7.29,20.0,-119.08,1.0
2.0,1.0,-17.91,27.98,-115.46,27.58,196.59,74.04,279.17,41.26,-132.68,12.39,-10.88,41.01,15.61,3.32,81.18,1.0
1.0,1.0,-5.67,-133.77,-7.21,-21.98,-151.82,-74.77,503.93,-1.58,-50.66,-73.8,6.11,-106.15,0.44,-75.4,-37.64,0.0
2.0,1.0,-113.46,5.74,-95.0,9.65,262.22,51.22,349.28,34.05,73.83,-224.56,-10.98,113.26,44.89,-39.08,24.11,1.0
2.0,2.0,81.1,-113.6,-22.33,-3.89,91.0,-33.96,103.67,-62.79,-42.24,-12.95,46.51,-95.39,-13.12,8.57,66.24,0.0
0.0,1.0,-3.56,147.03,-153.3,24.57,209.76,57.0,706.95,-28.38,-194.94,-46.27,-6.49,-70.88,-33.63,-22.49,278.87,1.0
2.0,1.0,18.44,151.92,-102.09,0.82,87.04,-89.74,-319.35,37.41,144.79,272.94,3.02,-20.47,-77.46,8.38,61.02,1.0
1.0,2.0,58.88,129.73,-250.68,-11.08,-128.47,-115.4,600.99,48.55,-33.75,117.1,-14.58,58.44,-32.49,-87.07,-162.89,0.0
2.0,1.0,65.02,-92.58,-171.26,-7.25,-280.2,-88.79,462.68,-2.47,28.15,180.93,-25.78,79.88,28.09,-105.8,-131.44,0.0
2.0,1.0,-137.97,-28.65,-136.33,12.25,244.94,-50.56,382.87,-14.11,-112.56,53.61,31.88,87.4,-5.15,-40.23,-79.75,0.0
2.0,1.0,28.7,-20.37,-8.21,5.12,13.16,11.56,326.36,-32.98,-118.96,-3.41,4.02,55.41,14.7,-32.0,54.8,1.0
2.0,2.0,150.6,-92.48,64.49,11.88,50.26,66.45,-203.61,-11.94,-79.68,69.21,16.7,-107.28,-19.22,29.1,55.16,1.0
1.0,1.0,-18.57,-8.07,-3.06,-3.31,-240.3,-21.81,-15.09,7.42,30.78,69.18,-27.93,54.74,-3.28,-24.53,-146.06,0.0
1.0,1.0,183.38,73.9,-14.6,2.11,16.79,-25.94,165.93,8.25,-89.91,26.26,12.9,131.54,-14.7,-8.47,-10.66,0.0
1.0,2.0,-99.15,-18.86,-44.86,10.69,317.53,-37.38,432.49,74.37,-250.29,-94.07,-8.91,186.41,8.78,43.77,193.23,0.0
2.0,2.0,-103.45,78.69,-120.18,-1.52,-211.86,43.81,-180.2,-0.64,170.79,78.99,-2.1,-7.32,7.08,-25.87,-195.03,1.0
1.0,1.0,-144.23,-61.28,188.91,2.18,253.39,44.66,-605.07,95.9,157.42,-108.72,1.29,-95.43,-6.6,53.88,83.7,1.0
1.0,1.0,60.6,-34.96,102.94,-15.82,19.0,-15.4,124.79,-72.89,6.23,-204.1,20.88,-59.99,-20.39,-19.4,-42.06,1.0
1.0,1.0,-8.4,134.77,-117.38,38.29,294.47,89.27,93.97,3.39,-71.18,75.4,1.73,1.99,-31.42,-4.62,11.17,1.0
2.0,2.0,168.98,22.14,48.15,-14.5,-197.02,-54.97,20.37,38.81,-67.09,-48.45,0.38,-56.44,1.46,18.94,-144.53,0.0
1.0,1.0,-53.52,-76.86,-107.83,16.44,113.83,17.99,158.25,23.4,13.96,75.69,-0.36,-67.98,-4.67,-43.88,-47.48,0.0
2.0,1.0,-16.21,-50.3,271.82,-12.08,125.36,-13.54,-615.65,1.96,71.21,-179.64,13.36,42.27,-17.03,65.89,-140.46,1.0
1.0,1.0,119.25,-51.23,308.82,-18.0,57.4,-1.98,-737.12,37.59,121.25,-70.39,8.41,-6.63,-8.4,53.44,26.01,1.0
1.0,1.0,43.14,4.32,45.28,10.72,92.39,47.41,11.8,74.17,-92.85,-92.0,31.0,143.01,24.42,28.17,-17.87,0.0
1.0,2.0,59.45,-68.96,-42.52,-6.27,83.05,22.44,522.84,-67.85,-83.12,-320.86,26.86,-35.98,-12.45,-17.33,-59.25,1.0
2.0,1.0,-80.8,57.85,61.17,1.2,73.09,-33.68,326.8,-20.09,-223.09,-62.8,-5.42,-77.27,-17.58,3.15,29.5,1.0
1.0,2.0,-67.24,-15.3,127.65,-1.74,34.46,-86.92,226.13,-50.01,-420.45,-42.48,17.04,67.59,-25.75,87.24,22.09,1.0
2.0,2.0,-91.62,-1.46,-37.55,-6.39,-48.97,106.36,714.47,-26.1,-99.25,-425.69,32.6,48.95,-17.05,-55.72,-127.91,1.0
1.0,2.0,-20.05,-103.51,45.42,-20.74,-196.47,64.28,292.84,-63.12,50.48,-355.48,-1.53,137.32,7.61,-7.56,41.67,1.0
1.0,2.0,-37.69,-7.33,-36.79,0.5,-6.74,-10.43,-4.87,23.88,5.32,34.69,-10.73,-52.95,-18.22,-2.79,-47.69,0.0
2.0,2.0,77.49,-87.0,-31.84,-6.36,22.23,56.54,475.88,21.45,-29.59,-306.89,1.54,-49.12,19.56,-28.83,-0.75,1.0
0.0,2.0,-57.74,79.76,-187.08,-4.61,-182.33,-86.22,586.0,-20.96,-100.55,107.45,18.79,-48.53,-22.36,-77.58,-173.07,0.0
1.0,1.0,-9.52,-67.59,222.81,-18.74,-150.51,-62.85,-68.17,-12.48,-72.75,81.36,-22.52,-18.6,22.05,-41.24,0.98,1.0
1.0,0.0,-24.56,167.2,-9.15,24.52,172.02,62.41,-179.21,29.45,58.25,134.89,12.92,-17.3,46.93,-17.94,68.57,0.0
2.0,2.0,-37.32,-131.88,113.28,-7.02,-117.4,35.15,28.82,82.22,-60.67,45.43,-47.4,-29.99,-0.14,-29.5,117.55,1.0
1.0,2.0,-60.61,-207.56,-54.41,4.63,151.54,12.24,132.0,20.95,7.84,-23.74,21.3,38.22,-0.46,-28.66,-20.44,0.0
1.0,1.0,-85.32,-6.72,-116.38,16.01,137.72,38.2,137.98,1.29,39.06,19.06,-9.34,47.85,-7.64,-35.37,-49.37,0.0
1.0,2.0,193.69,84.68,-112.57,7.11,113.12,-11.41,160.87,47.23,-17.95,62.85,12.04,17.93,-3.98,-18.46,7.24,0.0
2.0,2.0,16.87,-45.87,-24.67,-5.59,138.17,-33.59,419.87,70.41,-99.68,-101.42,-7.11,-18.53,-5.73,-19.73,133.42,0.0
1.0,1.0,56.47,41.26,56.49,28.44,152.67,43.1,-250.25,-33.67,-100.34,163.86,15.04,151.65,-27.14,13.99,-77.42,1.0
1.0,1.0,78.44,72.7,38.13,0.42,-63.16,-37.86,443.55,32.38,-190.91,77.74,11.78,-87.31,-1.82,-59.42,64.53,1.0
1.0,1.0,-150.46,163.85,-89.4,3.84,199.99,-36.09,137.2,-3.03,9.29,-33.79,7.07,77.16,-34.6,-18.41,-112.09,0.0
2.0,1.0,-21.12,49.69,91.74,-28.1,52.0,-70.6,503.01,-29.24,-9.47,-229.32,-19.4,-32.42,-19.97,-55.01,230.89,1.0
0.0,2.0,0.48,54.37,-93.18,12.02,-121.14,85.29,573.59,-48.42,-162.37,64.15,14.02,-69.99,3.65,-93.52,-16.25,1.0
2.0,2.0,-75.91,-271.97,51.65,-8.03,-9.8,28.54,330.61,-55.03,-95.65,-280.68,22.35,167.7,32.4,-6.95,-88.87,1.0
1.0,2.0,-1.23,83.96,127.15,-15.9,-81.88,-32.24,-846.95,13.56,244.24,143.51,-18.68,86.09,-14.44,31.82,-112.84,1.0
1.0,1.0,-9.61,-124.81,8.64,26.44,312.57,66.95,-140.32,12.79,-40.22,-30.17,-33.74,10.86,42.79,22.6,-61.05,0.0
1.0,1.0,-138.28,-47.67,-140.44,9.27,-37.16,-57.06,275.87,-27.06,6.62,205.92,8.09,-6.87,-30.2,-83.25,-118.29,0.0
1.0,1.0,18.76,69.69,314.12,-17.66,16.0,-72.47,-491.07,7.62,18.4,92.32,9.55,47.39,-10.75,8.82,104.01,0.0
1.0,2.0,34.77,-134.33,-57.41,-1.71,-119.3,19.6,-188.21,-19.89,167.07,118.06,-19.11,-32.07,-9.39,-59.61,-210.28,0.0
1.0,1.0,44.32,-59.86,144.04,22.99,211.92,36.15,-321.51,39.72,-139.02,57.45,-27.54,118.28,-13.98,54.43,-12.19,0.0
1.0,2.0,-2.66,-61.77,-103.24,-3.14,81.66,-4.32,241.63,-20.42,64.76,-68.91,8.97,97.0,-1.95,-32.84,33.12,0.0
2.0,0.0,131.47,-76.09,5.26,24.27,397.26,18.05,-158.39,-15.94,16.3,70.21,4.49,47.05,-15.62,-3.73,33.39,0.0
1.0,1.0,-48.43,133.83,-27.68,-0.7,148.37,-40.25,181.33,49.16,4.92,57.78,15.83,60.3,27.46,-56.42,27.96,0.0
1.0,1.0,-83.56,121.31,-146.46,7.01,156.17,-73.47,634.93,31.17,-230.62,-108.83,6.8,-66.94,-28.83,21.2,28.75,1.0
1.0,2.0,-110.32,26.72,-22.42,-14.18,-56.22,74.74,215.38,-30.03,55.11,-331.2,10.51,-148.68,-12.99,-6.25,-93.82,1.0
1.0,0.0,-67.86,-90.47,55.51,13.62,156.21,17.31,-286.98,-2.74,56.98,58.29,7.93,-127.26,-9.14,6.88,-23.65,0.0
1.0,2.0,102.16,114.72,-136.87,11.07,169.57,-27.16,298.51,56.71,-80.66,41.02,27.53,51.27,-21.98,-17.13,-17.96,0.0
1.0,1.0,53.06,29.58,36.25,-3.85,119.43,37.62,-5.75,-65.16,64.64,-200.08,-14.74,173.16,21.98,-2.95,-58.3,1.0
1.0,2.0,-73.38,9.12,-69.14,0.45,-6.7,-39.95,-76.13,56.76,-38.57,103.88,4.9,14.03,-3.83,37.25,7.07,0.0
2.0,1.0,7.6,222.26,58.54,3.75,225.59,39.6,-162.12,-18.92,50.38,-307.83,-1.58,-34.43,-5.31,50.69,-177.2,1.0
1.0,1.0,-164.24,-92.78,-0.23,-17.8,165.63,-73.28,641.91,-26.84,-100.39,-362.56,4.08,18.23,7.52,-10.66,57.42,1.0
1.0,2.0,-0.33,-3.58,-20.19,8.42,143.18,28.09,-100.44,-0.19,-117.48,-93.27,-10.29,-6.08,7.56,101.49,69.9,0.0
1.0,2.0,-99.07,-231.13,-10.59,-9.15,54.99,3.64,598.8,94.01,-145.64,-216.69,-11.28,-50.94,-4.64,-7.87,243.32,1.0
1.0,1.0,-93.46,87.1,-86.18,-3.1,-32.58,-37.52,403.98,57.44,-87.78,-82.27,24.44,55.65,25.33,6.56,80.8,1.0
2.0,2.0,86.14,-61.6,-15.13,8.5,141.96,17.84,102.78,-58.12,-140.52,-93.9,6.23,103.18,-2.2,44.41,-19.55,0.0
1.0,1.0,-93.57,-36.32,14.85,-15.01,-85.57,42.79,94.95,-13.34,115.29,-257.82,2.14,10.58,-13.42,2.76,48.07,1.0
1.0,2.0,-45.51,24.66,32.1,-17.37,30.93,-83.74,515.23,-52.33,-170.65,-143.0,13.06,-26.23,-7.11,-9.73,130.34,0.0
1.0,1.0,-131.17,0.42,236.8,-2.63,-99.76,28.73,-625.81,-44.21,66.87,95.58,1.91,-57.67,9.86,5.43,-138.33,1.0
1.0,2.0,-26.97,184.12,-15.51,4.13,56.64,-46.21,203.02,-17.03,-180.09,86.31,0.09,-118.25,-50.9,1.31,8.6,0.0
1.0,1.0,34.67,-12.21,-19.18,0.88,-40.43,-74.69,407.22,-3.31,-155.11,71.66,-13.47,80.45,14.56,-44.75,-29.82,0.0
1.0,2.0,136.39,149.64,-151.63,-2.34,-111.48,2.65,112.93,-6.84,78.52,11.96,23.94,-27.93,-7.88,-25.24,-140.06,0.0
2.0,2.0,-34.28,-22.07,-3.84,-11.07,-200.24,62.09,-25.78,-95.63,106.83,-181.53,-2.28,-34.35,-11.53,-2.23,-133.09,1.0
1.0,1.0,93.81,-48.1,-101.1,8.2,183.27,-44.43,374.17,-63.4,-75.97,47.93,-16.79,-8.97,10.79,-46.83,9.32,0.0
1.0,1.0,68.56,19.45,-38.44,5.9,-48.0,20.27,491.57,-20.35,-131.23,-48.96,38.82,-24.65,-0.48,-63.38,-81.91,1.0
2.0,2.0,-75.18,84.27,-40.05,-11.63,-75.7,15.73,-556.21,83.04,294.05,75.39,-2.03,-37.56,-26.85,-1.13,-143.92,1.0
2.0,1.0,-3.57,3.62,-9.86,0.25,50.81,-34.56,13.75,-16.92,-45.3,-0.06,10.22,-138.89,-4.58,6.68,-103.2,0.0
1.0,2.0,105.92,-64.4,-103.81,-2.45,-15.51,-9.02,-327.27,-27.02,176.51,101.29,14.24,91.17,1.36,-0.96,-177.66,0.0
2.0,2.0,-90.85,-78.16,-128.33,-1.04,-100.52,14.86,295.59,62.16,5.4,-70.05,0.4,-51.86,30.09,-1.93,49.97,1.0
2.0,0.0,-18.49,-37.39,33.96,16.26,188.83,22.99,-99.32,20.07,-26.78,-89.45,1.4,-12.98,9.31,13.95,-199.8,0.0
