cat_0,cat_1,cat_2,cat_3,num_0,num_1,num_2,num_3,num_4,num_5,num_6,num_7,num_8,num_9,num_10,target
2.0,3.0,2.0,2.0,43.88,-138.46,107.56,-77.3,28.22,55.19,5.87,154.75,-73.78,47.58,-8.68,0.0
2.0,2.0,1.0,2.0,25.79,-245.32,31.59,-182.95,-16.87,135.35,19.72,-88.84,78.01,94.64,18.04,0.0
2.0,3.0,1.0,1.0,-53.19,47.05,51.49,-25.95,-13.3,-8.16,20.97,-152.94,8.03,-33.18,23.19,1.0
2.0,1.0,4.0,2.0,-112.92,-364.96,13.49,-58.31,20.64,-56.9,-13.37,291.73,-2.97,42.44,0.62,0.0
2.0,3.0,2.0,2.0,9.19,290.03,16.62,23.87,60.94,8.91,-19.51,317.23,48.14,-5.95,8.79,1.0
2.0,2.0,1.0,1.0,-62.18,9.15,27.63,9.51,25.77,-148.43,16.35,-137.01,45.12,-99.45,11.6,1.0
0.0,1.0,2.0,2.0,-108.25,-50.06,58.62,-116.21,-47.82,-107.53,16.5,143.45,25.04,124.61,-12.7,0.0
2.0,1.0,1.0,2.0,-0.91,162.74,37.53,-52.65,30.57,83.0,6.24,82.55,23.08,-28.85,-9.18,1.0
2.0,2.0,2.0,2.0,-6.46,2.12,-31.29,-39.22,12.55,129.32,-7.66,87.97,11.03,55.73,15.63,1.0
2.0,1.0,1.0,2.0,60.9,352.46,20.15,53.92,130.04,-17.88,-8.32,130.71,4.73,-2.08,33.73,1.0
2.0,2.0,2.0,2.0,-115.51,181.16,43.05,39.2,-46.44,-281.8,13.65,-18.73,71.65,-57.29,-14.51,0.0
1.0,2.0,0.0,3.0,-23.79,256.68,-46.95,54.43,-27.31,31.5,9.51,-184.3,-63.83,44.28,7.48,1.0
2.0,2.0,1.0,2.0,-27.84,28.26,12.65,-84.35,-48.59,206.71,1.88,88.03,18.9,-15.45,-9.82,0.0
2.0,2.0,1.0,3.0,72.17,-314.8,-108.08,-84.63,38.71,68.17,-20.3,162.6,48.53,68.76,-19.59,0.0
2.0,3.0,2.0,2.0,-69.73,-109.04,67.28,-66.59,-43.86,-44.84,18.94,-56.92,35.4,-48.7,9.78,1.0
3.0,2.0,1.0,3.0,4.02,241.47,84.48,-13.75,-94.77,11.64,24.82,-151.59,-20.23,-6.21,-13.96,1.0
1.0,2.0,1.0,2.0,-150.51,102.31,-76.71,-38.01,-82.41,-10.31,6.03,3.89,54.84,7.95,-23.74,1.0
2.0,1.0,1.0,2.0,26.95,101.99,43.93,-42.55,52.94,-23.59,5.18,97.79,-0.41,72.85,-16.26,1.0
3.0,1.0,2.0,2.0,96.89,24.74,24.9,1.7,5.44,-48.17,-10.48,190.3,-33.07,52.59,-11.71,0.0
1.0,2.0,2.0,2.0,-245.64,-134.85,44.92,-148.67,-49.01,-50.84,26.22,23.18,121.04,-57.01,2.94,1.0
2.0,2.0,1.0,2.0,172.96,100.11,-0.95,78.72,-77.89,103.58,8.61,-347.69,-80.27,-56.12,-14.1,1.0
2.0,3.0,3.0,2.0,-78.08,-3.09,-35.25,83.7,-5.81,-89.55,-10.53,36.52,-43.02,1.1,-0.9,0.0
2.0,2.0,2.0,1.0,29.21,68.73,18.32,-6.48,-108.0,48.48,2.29,-38.86,32.01,-24.58,15.51,0.0
2.0,3.0,2.0,2.0,-20.7,129.8,-70.82,25.24,2.22,27.76,-25.61,262.23,32.46,43.45,-5.04,1.0
3.0,1.0,2.0,2.0,150.69,247.85,36.18,90.78,84.86,-65.13,-18.27,182.95,-40.71,10.86,-9.53,0.0
3.0,1.0,2.0,1.0,144.91,32.73,10.89,-36.91,-6.54,64.09,-23.08,278.61,86.61,22.42,0.89,1.0
2.0,2.0,2.0,1.0,98.0,36.89,-188.42,214.62,27.25,-87.6,-46.93,73.37,-60.46,-43.09,4.0,0.0
2.0,1.0,2.0,2.0,25.12,-143.65,20.67,-127.69,-26.52,175.77,11.12,-71.8,73.08,27.55,7.76,0.0
2.0,2.0,2.0,3.0,-5.9,271.24,-133.6,255.58,13.46,-233.17,-13.65,-262.74,-46.15,-65.48,-6.12,0.0
2.0,1.0,2.0,3.0,-10.38,162.54,-81.08,114.44,-64.48,-118.21,-14.51,12.68,-41.45,62.41,-43.88,0.0
2.0,4.0,2.0,2.0,122.57,207.93,83.06,23.13,35.36,94.82,-5.47,116.29,-53.75,13.27,31.33,0.0
2.0,3.0,2.0,1.0,-95.38,288.25,-12.67,77.65,-51.37,-167.65,-4.39,65.12,64.17,-23.04,-3.06,1.0
3.0,3.0,2.0,2.0,-34.84,157.76,-66.79,99.95,-6.7,-189.52,9.27,-322.68,59.3,5.23,22.83,0.0
2.0,3.0,2.0,2.0,-47.86,303.3,-159.45,179.17,-79.11,-210.56,-3.08,-373.07,91.56,-10.66,4.7,0.0
3.0,2.0,1.0,3.0,-104.55,176.36,-94.41,71.01,5.99,-141.48,-1.56,-65.99,21.05,24.36,-11.91,0.0
2.0,3.0,1.0,2.0,122.66,169.24,42.48,-21.75,-52.83,106.49,2.82,-23.24,-1.35,89.08,-56.11,0.0
2.0,2.0,3.0,2.0,23.83,-367.13,-61.49,-9.59,-57.74,113.24,-28.06,208.28,-54.33,11.7,-9.8,0.0
0.0,3.0,1.0,1.0,128.94,108.33,-10.47,-46.12,54.64,195.17,-15.31,216.24,-19.46,47.05,-64.53,1.0
1.0,2.0,2.0,2.0,-82.58,-130.84,82.01,24.3,-21.01,-56.74,-5.63,300.32,-176.25,-70.25,-9.4,0.0
2.0,3.0,1.0,3.0,-95.22,375.0,-46.0,66.3,-3.7,78.3,-10.81,136.99,-39.7,0.54,12.73,1.0
2.0,2.0,1.0,1.0,34.78,150.71,28.7,-46.2,1.49,160.46,2.24,109.46,-88.05,118.76,-4.01,0.0
2.0,2.0,2.0,1.0,32.62,-130.23,-92.93,63.67,-74.42,-150.72,-3.34,-188.01,6.85,18.42,22.67,0.0
3.0,2.0,2.0,1.0,138.85,-214.21,70.48,-155.45,70.67,221.71,-10.14,276.7,22.84,129.91,-6.61,1.0
1.0,1.0,2.0,1.0,-47.32,-55.37,3.21,-121.56,-67.24,235.64,23.81,-295.14,104.91,27.06,-0.09,0.0
1.0,4.0,1.0,2.0,133.64,-141.3,70.57,-116.05,-185.96,100.98,14.06,-63.53,15.84,75.56,20.68,1.0
2.0,1.0,2.0,1.0,-122.7,170.25,53.52,-75.37,14.21,-141.79,16.71,110.73,83.82,64.72,12.76,1.0
2.0,2.0,1.0,3.0,138.02,-88.3,46.99,-113.01,30.09,161.43,-1.82,129.83,17.78,75.1,-33.69,1.0
1.0,2.0,2.0,2.0,-56.15,72.47,-74.95,91.53,13.22,-124.6,-9.21,-70.46,58.85,-70.39,21.55,1.0
1.0,1.0,2.0,2.0,-65.25,-155.0,72.88,-131.23,50.31,-69.52,13.57,144.57,78.36,-14.36,-10.99,0.0
2.0,2.0,3.0,1.0,-76.59,-146.03,57.43,-23.67,-64.77,-11.13,21.55,-221.57,-20.36,20.06,1.03,0.0
2.0,2.0,2.0,2.0,-173.3,-78.52,-34.11,-138.92,-55.28,153.57,-0.9,141.63,175.1,-26.69,-5.49,0.0
2.0,2.0,2.0,3.0,40.34,60.79,34.28,-9.06,-101.31,75.07,5.21,-38.05,-46.67,59.8,-0.71,1.0
1.0,2.0,1.0,1.0,212.18,81.56,93.18,-78.91,-56.68,34.85,3.93,109.11,36.63,23.89,7.83,1.0
1.0,3.0,1.0,2.0,-117.99,-31.61,35.76,-42.21,11.71,-142.79,21.53,-60.33,13.14,-20.68,2.88,1.0
3.0,2.0,1.0,1.0,-58.89,-283.17,42.52,-160.56,-22.79,-134.01,15.36,114.95,121.84,-28.42,1.6,1.0
1.0,1.0,2.0,2.0,100.0,60.53,32.82,-18.61,-24.75,65.34,-2.94,8.63,54.37,9.2,29.87,1.0
2.0,1.0,1.0,2.0,-6.34,-129.4,9.63,-111.1,9.17,163.38,6.65,13.09,19.21,54.9,4.89,1.0
2.0,3.0,2.0,1.0,53.92,304.23,78.21,152.16,44.87,108.03,21.82,-485.56,-121.79,-96.62,0.3,1.0
3.0,2.0,1.0,2.0,-203.26,-113.7,-3.8,-140.13,-118.33,-124.07,13.66,175.69,103.38,27.88,-3.69,0.0
3.0,3.0,0.0,3.0,-10.96,-254.79,8.68,-159.84,-8.97,59.25,17.07,15.77,-3.61,68.91,13.04,0.0
2.0,0.0,3.0,1.0,-39.42,114.9,-60.0,26.71,10.81,-20.31,-28.0,289.39,96.32,-1.49,9.4,1.0
3.0,3.0,3.0,2.0,183.18,-304.73,-57.26,-78.83,46.24,62.18,-32.86,260.99,124.81,94.86,9.33,1.0
3.0,1.0,1.0,2.0,35.99,-69.2,52.82,-164.52,28.51,298.01,10.39,49.26,28.42,56.38,35.36,0.0
1.0,3.0,1.0,2.0,16.56,23.16,-19.26,-34.35,33.73,61.27,6.09,-73.81,12.01,26.01,12.75,1.0
2.0,2.0,1.0,2.0,34.95,342.1,21.32,113.05,-41.11,-54.81,7.2,-177.94,-55.39,9.89,-2.99,1.0
2.0,2.0,1.0,1.0,136.53,-18.43,18.39,-108.35,-33.76,125.79,-12.37,287.39,59.7,3.19,-28.71,0.0
1.0,3.0,1.0,2.0,-11.87,-142.63,50.0,-144.0,35.0,217.35,10.48,32.19,53.28,-22.53,-4.63,0.0
1.0,1.0,1.0,3.0,-148.96,-280.66,8.19,-70.54,-3.19,-89.15,23.59,-192.07,99.91,-207.46,18.65,1.0
1.0,2.0,3.0,2.0,-28.46,-14.87,-35.73,70.19,-30.18,-61.6,-25.92,270.09,-74.88,72.67,3.0,0.0
2.0,2.0,2.0,2.0,-1.81,102.0,46.74,82.7,9.11,-96.05,18.31,-295.53,-21.53,-120.16,21.74,1.0
2.0,1.0,1.0,1.0,-141.34,-8.0,28.26,-87.33,-67.07,-119.49,15.8,71.02,82.92,7.18,14.07,1.0
3.0,2.0,1.0,3.0,-30.59,60.75,-5.98,-27.95,66.56,129.39,1.56,42.91,-54.51,40.17,10.46,0.0
2.0,1.0,1.0,2.0,122.81,22.58,-9.33,-64.27,-45.02,105.9,-24.96,438.02,-20.94,42.24,3.5,0.0
0.0,2.0,2.0,0.0,23.71,83.77,23.27,13.2,-101.21,-74.09,5.98,-53.09,29.82,-29.94,21.79,1.0
2.0,1.0,1.0,2.0,127.05,-0.94,-93.76,-11.02,-26.69,-62.74,-29.96,266.93,129.08,-16.8,32.54,1.0
1.0,1.0,3.0,1.0,87.01,72.79,84.76,81.63,-25.79,-94.99,3.19,-100.3,-21.66,-58.62,17.44,1.0
2.0,3.0,2.0,1.0,-53.38,-182.44,24.88,-95.19,-23.4,-241.86,0.71,232.61,149.67,-37.5,-15.95,1.0
1.0,0.0,2.0,3.0,-12.31,-24.62,27.58,-55.5,-98.83,-109.21,4.61,91.23,78.82,-1.05,21.62,1.0
2.0,1.0,0.0,2.0,34.55,100.47,1.47,-11.27,-17.94,36.57,12.57,-111.72,-71.77,80.36,9.52,1.0
1.0,2.0,0.0,1.0,112.31,149.17,122.55,-74.98,-132.83,-22.49,19.44,42.33,-21.89,61.54,8.86,1.0
1.0,2.0,1.0,3.0,1.52,185.08,-35.48,11.48,26.51,60.94,-1.69,-8.74,-3.89,51.08,-13.17,1.0
3.0,1.0,2.0,2.0,39.73,188.72,62.96,34.42,7.6,-17.63,6.49,-57.04,-10.18,18.28,38.63,1.0
2.0,2.0,3.0,1.0,-25.1,222.06,108.55,171.99,-26.43,-143.45,8.58,-136.81,-161.09,-21.08,0.51,0.0
1.0,2.0,0.0,1.0,179.83,56.19,87.49,-95.29,65.16,-129.3,5.05,196.89,81.83,16.82,-31.14,1.0
1.0,1.0,0.0,2.0,70.35,120.56,49.75,-64.65,-18.09,162.82,10.2,-8.44,-15.29,4.26,14.32,1.0
3.0,2.0,2.0,1.0,40.77,94.7,-70.12,240.54,-67.78,-273.94,-20.78,-42.54,-159.31,8.47,13.46,0.0
3.0,3.0,3.0,2.0,-53.66,40.56,-95.88,121.54,33.85,16.57,-39.09,276.02,-51.1,-35.11,30.08,0.0
1.0,2.0,1.0,1.0,-46.51,-48.47,3.76,-174.81,113.26,60.6,7.51,137.58,207.44,-60.84,10.52,0.0
2.0,2.0,2.0,2.0,-88.62,-248.65,10.35,-184.61,-37.35,-9.39,16.42,-16.93,218.88,-2.48,-28.6,0.0
2.0,2.0,2.0,2.0,57.3,320.78,-12.97,73.39,8.43,-45.9,-22.86,225.33,67.74,-31.52,-6.37,1.0
2.0,2.0,1.0,1.0,-28.24,-118.16,-13.16,-101.88,-20.55,-122.12,6.56,132.76,52.99,53.25,-29.17,1.0
3.0,1.0,1.0,2.0,-81.71,-155.73,56.08,-128.19,-64.46,-85.28,19.19,63.04,55.86,23.07,-45.93,0.0
3.0,2.0,1.0,3.0,89.11,303.7,13.51,20.23,-131.58,167.09,-6.04,68.57,-67.26,96.15,-42.53,1.0
2.0,1.0,2.0,2.0,-232.94,-123.14,6.25,-124.6,74.59,-122.84,12.02,172.08,120.89,-12.39,30.23,1.0
2.0,3.0,3.0,3.0,-4.29,-300.63,53.53,-63.04,-20.17,-88.52,7.04,23.4,7.95,24.29,29.05,0.0
2.0,2.0,2.0,1.0,83.73,373.53,-49.5,178.51,70.42,-157.52,-29.34,219.47,-71.52,-11.53,4.11,0.0
1.0,2.0,0.0,3.0,-60.63,127.76,-63.76,-81.64,55.14,17.49,1.53,106.08,115.87,-27.64,4.29,0.0
4.0,2.0,0.0,2.0,52.81,164.14,45.25,-26.22,-60.2,-116.62,13.64,-26.04,63.36,-39.69,-12.64,1.0
2.0,1.0,1.0,2.0,-104.18,430.4,52.4,46.2,-54.2,119.15,17.19,-84.03,-114.94,30.6,-2.03,1.0
2.0,2.0,1.0,2.0,43.5,230.76,-57.68,131.34,-34.9,-291.63,0.55,-181.27,59.71,-73.44,2.67,0.0
3.0,2.0,2.0,1.0,105.58,23.26,29.31,-34.39,-54.63,-21.61,-4.4,110.48,30.77,69.36,15.45,1.0
4.0,3.0,2.0,3.0,-103.57,94.9,84.93,-72.18,-43.7,-196.2,12.41,230.19,29.24,101.23,6.15,0.0
2.0,2.0,2.0,1.0,-44.27,29.89,53.83,5.95,27.02,-29.64,17.73,-139.97,-46.65,-7.83,-0.46,1.0
2.0,2.0,1.0,2.0,13.6,-68.77,55.74,-128.03,28.46,178.33,18.0,-77.78,29.44,60.61,11.97,0.0
2.0,2.0,2.0,3.0,211.13,19.39,-17.05,-53.49,-70.85,93.41,-34.76,422.6,87.6,18.05,-9.32,1.0
0.0,1.0,1.0,2.0,-34.08,-172.2,11.24,-40.65,32.62,36.05,20.13,-226.25,-16.39,-87.15,-1.83,1.0
3.0,2.0,2.0,0.0,-45.17,126.46,-63.48,43.47,1.46,-173.08,5.13,-151.36,85.95,7.66,8.63,0.0
3.0,3.0,0.0,2.0,30.66,304.93,67.75,-14.74,11.16,1.23,15.29,8.72,-26.33,-5.81,-6.94,1.0
1.0,4.0,1.0,2.0,-34.67,-20.11,34.96,-93.59,-43.13,248.25,7.11,36.07,-8.24,-18.76,-31.04,0.0
2.0,3.0,2.0,1.0,-127.9,346.26,-103.13,81.91,62.24,179.21,-21.06,149.7,-54.59,12.87,-15.26,1.0
3.0,3.0,2.0,2.0,-93.67,-150.17,17.46,-138.58,64.08,21.62,10.89,73.09,119.31,-11.79,12.23,0.0
2.0,2.0,1.0,1.0,52.14,306.06,-46.28,92.33,9.71,40.65,-21.55,204.84,-107.82,65.24,-23.44,0.0
1.0,2.0,2.0,1.0,132.63,182.99,-0.39,54.56,89.63,-44.22,-5.89,-44.11,24.55,36.12,26.43,0.0
2.0,1.0,1.0,1.0,88.29,253.7,-15.94,73.85,20.36,9.77,-16.44,128.06,-30.83,9.02,-14.49,0.0
3.0,2.0,3.0,0.0,-8.22,-99.77,-69.71,-58.2,40.81,141.65,-25.78,277.31,67.32,52.11,27.41,1.0
2.0,1.0,2.0,1.0,-53.65,92.87,42.36,-0.61,-43.11,57.81,12.86,-136.31,25.48,-58.05,8.71,1.0
