cat_0,cat_1,cat_2,cat_3,num_0,num_1,num_2,num_3,num_4,num_5,num_6,num_7,num_8,num_9,num_10,num_11,num_12,num_13,target
3.0,1.0,2.0,2.0,10.95,37.86,-2.93,-36.39,24.81,81.73,-19.73,63.33,-66.55,101.06,70.67,-48.13,12.49,,2.0
1.0,2.0,0.0,1.0,-113.86,3.22,-0.68,-6.86,196.2,-0.68,79.54,-14.51,-176.25,91.01,-22.54,-22.65,-106.66,13.08,1.0
2.0,1.0,3.0,1.0,-4.6,42.88,-0.79,5.31,397.78,37.01,82.2,195.38,119.32,141.23,84.1,50.92,-163.66,141.12,1.0
1.0,2.0,2.0,1.0,-104.42,54.22,-3.51,6.75,409.15,-95.74,61.47,101.54,-18.57,36.21,38.12,21.28,-75.66,10.02,1.0
2.0,1.0,1.0,1.0,-35.13,-20.98,-2.47,-19.67,299.03,31.06,63.63,-108.74,-68.14,156.36,-64.64,2.63,81.7,8.74,2.0
2.0,1.0,2.0,1.0,-43.34,60.76,-1.96,-36.53,-130.89,-40.94,-155.01,-178.3,11.31,-160.89,-61.74,93.87,113.43,-39.38,0.0
1.0,2.0,3.0,3.0,-19.28,-22.86,1.99,0.12,127.74,50.72,-71.33,146.96,-2.94,77.78,-150.3,-26.12,38.32,40.88,2.0
1.0,3.0,2.0,1.0,69.13,13.91,0.18,39.2,536.87,10.58,49.4,-187.5,-188.25,78.48,-127.66,31.03,0.4,20.41,0.0
1.0,1.0,1.0,1.0,-74.62,30.53,1.95,-8.5,117.28,59.07,-37.04,-138.81,2.21,-32.45,-314.15,-170.68,45.67,-25.2,0.0
2.0,1.0,1.0,2.0,57.53,45.7,0.66,18.08,27.74,38.11,-33.55,-118.03,32.27,-8.43,-160.92,-17.09,-219.22,-4.8,1.0
1.0,2.0,1.0,1.0,-77.89,91.91,-1.98,-7.04,507.27,73.69,0.59,95.33,124.17,-2.98,191.07,-18.44,118.53,-30.73,0.0
2.0,1.0,1.0,1.0,-41.74,-15.0,-1.61,-10.91,51.21,-19.61,-28.08,48.53,129.48,-142.61,-170.38,21.19,165.71,3.39,0.0
1.0,1.0,2.0,1.0,-7.13,21.91,-1.96,-15.46,403.18,-21.35,-19.81,221.51,-41.45,188.96,-111.75,-112.86,207.77,57.1,2.0
1.0,2.0,2.0,3.0,-90.76,-32.48,-0.0,1.69,-2.21,16.5,40.44,45.15,98.5,13.54,-19.17,-134.63,-28.34,-59.56,0.0
1.0,2.0,1.0,2.0,32.39,-50.91,0.52,42.96,7.81,13.13,103.72,141.94,48.07,65.34,139.65,76.24,-92.98,31.62,1.0
1.0,1.0,1.0,2.0,17.62,4.96,-3.07,-10.09,-127.88,-58.47,-17.44,-98.74,-157.18,0.03,21.2,9.61,-12.57,4.54,0.0
2.0,1.0,2.0,2.0,35.68,15.87,3.28,-0.83,-210.51,-21.68,-71.68,91.98,-74.65,-52.22,-36.09,30.81,-129.26,81.21,0.0
1.0,2.0,1.0,2.0,-4.34,-31.73,2.5,18.22,90.05,5.24,62.95,82.59,128.15,62.17,-171.27,-80.39,-188.02,-21.06,0.0
2.0,2.0,2.0,2.0,146.09,-0.48,0.43,-3.47,26.37,-19.3,44.98,-20.17,58.58,-33.69,147.02,50.97,-71.92,30.55,1.0
1.0,1.0,3.0,1.0,-22.78,23.23,-0.48,-9.14,67.81,205.47,-5.38,-135.9,43.59,-59.15,-78.58,-58.76,58.07,15.61,0.0
2.0,0.0,2.0,2.0,37.26,94.24,1.55,9.44,-43.21,-58.93,-109.94,-194.69,11.8,173.46,8.19,65.71,-176.42,38.78,2.0
1.0,1.0,1.0,2.0,14.62,76.18,-0.63,-35.6,190.83,-32.4,-177.83,-41.0,-144.67,45.36,-18.17,119.38,109.97,-32.28,2.0
1.0,0.0,2.0,1.0,89.18,88.8,-0.41,3.29,-241.28,15.11,-0.61,-103.82,-104.78,-3.09,337.06,58.89,-129.86,51.12,2.0
2.0,1.0,1.0,2.0,-32.71,-19.45,0.8,-12.79,-309.64,4.96,0.18,-107.44,-42.46,-47.75,-140.86,-110.42,-28.72,-39.3,0.0
0.0,3.0,2.0,1.0,12.25,45.05,0.47,-3.81,676.95,-64.94,67.2,121.42,-0.81,-81.99,21.24,-30.42,139.81,6.99,1.0
1.0,2.0,2.0,2.0,60.96,-89.29,-0.26,-1.42,-140.3,-5.85,175.91,73.14,52.79,93.97,-191.3,-256.15,-188.18,76.64,0.0
2.0,1.0,2.0,1.0,-137.82,-52.84,1.54,19.37,184.41,9.61,60.11,-136.29,-40.54,97.84,-167.56,6.37,104.94,-51.43,1.0
2.0,2.0,2.0,2.0,32.1,49.73,0.72,-20.59,278.81,-55.03,-36.64,18.04,-107.26,65.15,-37.63,-97.79,82.38,36.75,0.0
2.0,2.0,1.0,1.0,1.33,-67.31,-1.19,8.26,143.02,16.14,118.22,-165.18,79.73,185.29,-33.63,33.79,-49.19,-94.47,1.0
1.0,2.0,1.0,1.0,21.21,75.55,0.67,-2.01,829.12,-35.31,-4.06,95.86,-83.29,158.83,161.79,94.61,245.69,58.7,2.0
2.0,3.0,3.0,2.0,64.65,-7.55,-1.26,7.97,30.16,-166.22,-3.67,-278.14,50.74,-77.63,171.77,114.09,79.0,26.73,1.0
1.0,2.0,2.0,1.0,132.21,-19.04,3.87,12.23,156.25,-138.53,85.82,-224.19,47.88,102.76,125.76,-9.07,82.08,-102.89,0.0
2.0,1.0,2.0,2.0,-4.12,-14.32,-3.16,5.33,-35.37,3.42,-20.44,112.15,-114.52,-43.27,10.67,-34.18,134.13,2.36,2.0
1.0,1.0,2.0,3.0,-61.36,22.98,0.34,-15.24,10.53,55.02,-82.19,210.62,-234.44,148.17,157.13,66.83,-29.78,-25.16,2.0
1.0,2.0,2.0,3.0,14.95,7.71,-1.78,-8.57,48.98,-72.73,-162.96,-295.17,22.7,-6.8,-231.45,92.84,6.21,-16.29,1.0
1.0,2.0,1.0,1.0,144.52,36.64,-0.2,-4.99,218.72,69.11,-10.47,-164.08,152.05,22.51,-128.86,-122.27,111.9,-5.74,0.0
2.0,3.0,2.0,1.0,-104.12,-9.77,2.64,1.06,736.41,-85.22,160.76,196.62,-106.43,144.34,-100.23,-177.1,90.8,21.0,2.0
1.0,2.0,2.0,1.0,10.88,38.8,1.53,26.29,54.4,10.06,7.74,-408.62,58.27,-156.24,-3.43,-72.62,208.02,-31.79,0.0
2.0,1.0,2.0,3.0,-54.36,-85.12,-0.99,-16.24,-616.14,-47.88,13.28,246.76,-132.12,-6.56,-155.93,-153.04,-195.06,21.37,0.0
1.0,2.0,1.0,2.0,-21.88,45.89,-2.32,-33.53,-85.81,58.23,-14.11,-230.04,-43.3,-61.09,111.04,7.27,-122.71,5.81,0.0
2.0,1.0,1.0,1.0,-0.81,73.59,3.01,-19.85,332.83,14.03,-63.29,-26.51,40.39,-40.39,-3.67,-9.44,182.31,28.57,0.0
1.0,2.0,2.0,2.0,-10.93,-34.05,1.68,-24.53,334.57,67.4,92.01,342.81,-60.78,35.4,51.42,-100.51,186.68,5.4,2.0
0.0,2.0,1.0,1.0,20.23,-39.38,-0.31,19.24,1010.36,-17.58,122.33,242.68,128.75,233.43,-180.49,-43.38,281.15,-31.52,2.0
1.0,1.0,1.0,2.0,-160.31,-20.3,0.54,47.45,56.78,-66.6,62.66,149.61,94.81,46.21,15.55,-73.87,30.93,42.81,1.0
2.0,1.0,2.0,2.0,-48.58,25.13,2.65,15.92,141.75,-128.08,-33.26,-31.13,132.06,85.52,-131.59,-149.82,116.12,-14.96,1.0
1.0,3.0,1.0,1.0,3.74,-52.9,-0.21,6.99,697.49,-4.1,233.25,349.63,160.09,153.42,-32.44,-128.39,1.46,-4.82,2.0
1.0,1.0,2.0,2.0,143.85,-54.68,-1.28,-11.39,-415.64,-5.81,31.53,-188.15,-129.99,74.76,136.21,-100.32,36.94,0.1,0.0
1.0,2.0,1.0,1.0,164.8,5.82,-0.67,6.66,273.98,81.89,54.12,4.59,-142.4,-40.34,-134.49,6.19,-69.85,-85.68,1.0
1.0,2.0,1.0,1.0,-42.75,17.49,4.44,6.81,9.81,-131.11,194.99,269.07,38.91,-58.77,159.08,-82.4,-404.91,-70.48,2.0
0.0,1.0,1.0,1.0,-1.34,36.52,-3.44,-7.0,362.87,-22.64,-47.73,-90.71,108.47,14.5,-136.27,-25.04,199.73,77.52,2.0
2.0,2.0,1.0,1.0,-38.24,5.74,-2.59,-15.09,543.46,-50.64,179.35,282.17,68.9,63.29,-49.5,-166.54,-103.65,56.33,2.0
1.0,1.0,1.0,1.0,15.02,89.52,-1.19,-4.09,200.77,130.63,-67.69,-164.96,-58.84,-98.21,0.01,-1.68,83.16,6.0,0.0
1.0,1.0,1.0,2.0,14.69,50.23,-0.36,-21.32,-72.07,-35.04,-3.58,10.02,73.6,-26.99,49.23,-22.89,-196.97,-9.01,2.0
1.0,1.0,2.0,2.0,-173.19,-67.82,1.8,11.38,-297.67,-140.92,-64.21,-358.26,-77.38,23.41,-289.86,40.21,22.05,-28.5,1.0
2.0,1.0,3.0,2.0,-109.88,82.92,-0.88,-1.16,429.02,-54.05,-66.06,35.3,-43.75,236.49,84.21,69.03,1.62,23.71,2.0
2.0,1.0,1.0,2.0,-3.97,37.93,-0.3,25.89,212.38,140.85,-96.36,-135.99,10.79,-65.37,-363.97,38.34,-63.04,67.12,0.0
2.0,1.0,2.0,3.0,77.23,-75.34,-0.45,-42.41,-571.78,82.53,51.13,149.18,-44.77,70.82,215.19,-99.3,-101.34,-36.12,0.0
1.0,1.0,1.0,2.0,-62.81,-38.28,2.55,17.01,-446.58,-31.16,-20.72,138.16,40.4,-75.86,-158.74,-123.61,-124.95,-61.99,0.0
1.0,2.0,2.0,2.0,-30.21,50.76,3.16,28.58,493.92,-76.99,-110.58,21.1,0.31,96.45,-64.99,135.38,70.57,14.24,1.0
1.0,2.0,1.0,1.0,86.92,-8.98,2.32,34.51,103.12,-48.33,15.65,-136.09,-116.82,-13.41,-60.12,-17.06,106.67,31.72,0.0
1.0,2.0,2.0,1.0,0.2,-44.6,2.19,-9.63,454.01,-36.76,126.31,131.48,-73.5,-10.87,-163.75,-165.15,204.57,-27.07,2.0
1.0,2.0,1.0,2.0,91.88,-31.59,-0.29,-11.46,57.48,-68.21,35.19,35.81,2.28,58.87,-252.14,-89.65,-198.38,-15.49,0.0
1.0,1.0,1.0,3.0,87.22,-31.53,-0.23,3.56,-537.27,51.92,-57.92,223.88,38.3,-72.69,-22.26,-54.51,-142.27,-3.39,0.0
1.0,2.0,2.0,1.0,-23.44,4.6,0.68,15.47,147.49,1.8,28.18,19.83,67.74,-31.01,-3.52,48.71,-33.9,-6.31,0.0
1.0,1.0,2.0,2.0,118.07,5.6,-0.9,23.65,270.45,-41.24,25.02,254.21,20.72,124.36,159.95,44.92,63.88,43.22,2.0
2.0,1.0,2.0,1.0,-49.43,43.62,1.46,14.65,248.34,24.32,-42.47,-216.67,-94.57,84.14,-193.24,56.97,-4.86,61.13,0.0
1.0,1.0,2.0,1.0,52.47,-23.99,-0.11,-9.05,-510.51,56.68,148.43,-88.38,30.52,-148.86,162.95,-100.42,-203.38,14.19,2.0
2.0,2.0,2.0,2.0,40.22,-34.27,4.28,7.49,-208.0,173.78,10.49,-237.35,82.75,131.5,116.76,-4.19,-14.66,41.35,2.0
3.0,2.0,2.0,2.0,-51.27,-31.18,-0.43,-22.11,158.2,87.63,52.09,7.77,-107.66,93.12,-8.61,-147.87,72.94,-50.94,0.0
2.0,1.0,2.0,2.0,-11.45,56.7,-1.27,16.25,-37.98,-34.06,-26.14,2.33,22.62,103.08,-98.57,-217.5,-69.93,8.99,1.0
1.0,1.0,1.0,3.0,129.3,-49.72,0.26,24.71,-335.13,-33.3,5.29,8.43,-72.6,59.72,5.03,-66.03,-82.41,45.47,0.0
2.0,2.0,1.0,1.0,140.19,48.36,-0.95,19.73,294.31,-65.07,-16.7,-84.98,1.51,-32.25,-91.07,-138.66,167.5,-19.95,0.0
2.0,1.0,2.0,1.0,81.78,-28.56,-2.62,8.06,19.59,-111.01,123.91,230.16,-123.63,-24.82,17.48,-226.5,232.99,5.43,2.0
2.0,2.0,2.0,2.0,93.26,-18.72,0.29,-34.85,316.52,-28.32,-47.14,86.76,225.43,7.32,-239.61,23.34,121.17,-2.49,1.0
2.0,2.0,1.0,2.0,1.91,-29.07,3.58,42.48,130.81,93.2,89.94,21.99,-115.11,35.88,-146.24,-92.84,-107.94,44.48,0.0
1.0,2.0,1.0,0.0,-5.12,-14.52,0.38,31.25,572.19,48.87,147.57,306.34,-32.33,-22.66,59.01,125.33,31.02,-0.47,1.0
1.0,2.0,2.0,2.0,-0.24,-71.57,1.84,27.56,91.36,51.39,155.96,239.7,178.24,116.7,25.14,-77.38,-178.24,-1.1,2.0
1.0,2.0,1.0,2.0,110.57,-24.19,1.42,-13.61,39.99,60.14,77.83,-186.5,-26.28,122.75,161.57,-32.89,11.18,-39.87,0.0
0.0,1.0,2.0,3.0,32.67,117.43,-1.66,-17.51,20.76,3.35,-237.77,-236.44,269.26,26.3,103.4,335.47,-187.62,-19.19,1.0
1.0,2.0,2.0,1.0,65.01,1.43,0.19,-16.45,608.79,-51.47,185.89,408.13,-36.59,42.83,-26.3,-101.51,-126.99,-21.04,2.0
1.0,2.0,0.0,1.0,-79.88,-55.66,-1.54,-47.32,303.2,71.47,203.87,142.9,-164.15,62.47,249.52,115.03,-7.29,-3.46,1.0
1.0,2.0,1.0,2.0,88.21,-48.8,-0.67,5.73,-239.34,79.22,51.06,-249.62,82.84,94.14,187.4,-52.85,117.75,46.87,0.0
2.0,2.0,2.0,2.0,-30.07,39.91,-2.25,-4.21,111.95,67.35,43.98,-59.59,-46.47,84.65,170.22,11.54,-176.7,43.58,2.0
1.0,1.0,3.0,2.0,15.5,-27.4,0.16,-12.38,47.56,-163.5,18.39,-45.2,40.68,38.52,-216.42,-47.39,-28.82,32.51,0.0
1.0,1.0,1.0,2.0,-107.07,-36.41,1.51,-31.03,-227.1,-163.65,-71.05,-412.93,-108.64,94.52,-49.22,187.59,-15.35,-32.17,2.0
2.0,1.0,2.0,2.0,-91.67,33.22,-0.46,9.69,-119.96,21.65,36.28,90.99,122.72,-31.02,67.78,-35.5,-280.02,-13.91,2.0
2.0,2.0,3.0,2.0,-15.13,-0.03,0.9,-31.72,113.27,-57.59,1.73,12.59,82.69,-8.79,-167.47,-17.97,-112.28,-23.71,0.0
2.0,2.0,3.0,2.0,7.79,28.49,1.57,-12.95,156.7,-21.8,44.24,12.85,-150.15,12.87,2.57,-64.92,-77.22,-5.63,1.0
1.0,1.0,1.0,2.0,0.35,103.76,-1.66,-26.66,168.8,-104.07,-37.65,-93.03,227.74,146.98,293.26,133.31,-163.96,-13.45,2.0
1.0,1.0,1.0,3.0,99.2,-66.71,-3.54,-8.29,-437.15,120.74,-32.76,-105.64,-1.81,58.94,-36.58,-24.87,19.32,11.29,1.0
1.0,2.0,0.0,2.0,38.53,-47.18,2.52,3.09,-12.74,-58.25,106.15,47.13,-38.59,42.9,204.44,65.85,-16.67,-29.89,1.0
2.0,2.0,1.0,2.0,64.25,23.67,-1.31,-37.11,-74.59,-6.3,-23.75,-113.24,-95.53,-37.32,-48.28,-54.39,-77.47,33.83,0.0
2.0,2.0,2.0,2.0,-52.85,10.9,0.23,-4.39,119.41,-28.88,-36.84,-160.3,20.72,-37.47,-28.02,-68.74,211.34,-31.78,1.0
1.0,1.0,2.0,2.0,-273.67,43.66,-1.35,12.57,-39.21,70.48,-49.18,-233.3,-86.71,1.96,-38.07,10.36,-70.18,-15.52,1.0
1.0,2.0,2.0,1.0,0.73,74.13,2.69,-17.33,515.4,-96.47,129.7,118.52,-16.39,-18.85,186.38,-91.72,-16.25,26.33,1.0
2.0,2.0,2.0,2.0,118.37,-4.6,-0.05,22.32,293.55,60.62,82.64,29.18,42.81,28.9,-171.89,-95.78,-139.13,-40.08,1.0
1.0,2.0,1.0,1.0,7.66,30.51,-1.22,5.63,551.58,82.91,34.9,130.74,-13.12,82.47,154.24,70.27,114.16,30.24,2.0
1.0,2.0,2.0,2.0,-159.93,64.89,2.08,8.53,235.13,-34.93,-76.62,-133.76,64.04,-51.33,-26.81,51.78,-65.12,-27.88,1.0
1.0,1.0,2.0,0.0,-105.34,-46.84,3.45,-20.27,23.73,-8.94,130.44,131.18,110.58,-82.2,-131.78,-223.1,236.91,9.72,2.0
1.0,2.0,1.0,2.0,-11.96,-37.69,0.61,-15.43,-92.2,-123.63,95.14,-3.28,-15.19,13.5,217.68,-11.61,54.97,39.22,1.0
1.0,2.0,0.0,2.0,82.02,97.28,0.56,5.7,281.24,117.15,-75.98,83.48,55.01,-97.81,304.73,158.91,106.44,-28.67,0.0
2.0,1.0,2.0,2.0,39.77,-59.96,-3.91,-22.14,-658.78,-80.44,33.25,-29.17,-49.65,-12.28,213.31,-99.7,57.99,70.55,0.0
1.0,1.0,2.0,2.0,215.29,-6.78,1.38,14.87,-223.28,-33.63,-80.25,-136.07,-112.41,50.4,132.77,170.66,-9.94,-54.59,2.0
2.0,2.0,2.0,1.0,46.39,20.52,-2.09,37.06,312.61,63.29,84.25,75.86,16.72,33.19,165.41,58.06,-14.91,-31.16,2.0
1.0,2.0,1.0,1.0,31.73,-101.37,0.81,40.88,78.24,9.23,162.49,241.49,-129.08,19.52,169.34,98.6,46.95,4.26,1.0
1.0,1.0,0.0,2.0,123.62,61.82,0.21,-6.36,-116.62,23.01,-45.99,41.41,-33.88,-77.87,186.11,140.82,-192.35,59.22,2.0
1.0,2.0,2.0,2.0,56.16,-13.13,-1.67,8.62,-290.91,-38.0,23.15,-478.36,167.78,-62.31,-72.02,-35.09,-107.86,-34.87,0.0
1.0,1.0,0.0,2.0,122.79,29.37,2.51,-24.44,-89.1,11.32,-112.55,-103.96,-175.25,-37.56,-133.06,72.61,-36.82,-18.27,0.0
1.0,1.0,1.0,2.0,-72.9,53.06,-1.38,-8.49,205.3,64.65,-1.24,100.73,-7.2,115.63,253.04,75.79,-7.49,16.01,2.0
1.0,1.0,2.0,2.0,2.06,30.22,0.76,11.15,-177.86,12.35,16.91,-134.37,130.83,11.01,86.35,-31.93,-160.2,-61.91,1.0
1.0,1.0,1.0,2.0,53.53,-14.16,0.93,5.04,-301.86,21.14,-28.96,-155.1,180.35,-8.28,-1.45,-55.56,20.89,41.25,0.0
2.0,1.0,2.0,1.0,-19.15,62.91,1.23,-18.24,94.63,-95.43,54.06,-161.35,51.67,51.98,195.35,49.84,-137.98,102.56,2.0
1.0,1.0,2.0,2.0,6.43,-61.89,1.42,14.01,-404.35,43.84,35.01,-127.11,165.01,43.09,122.17,-36.31,58.77,-0.41,1.0
2.0,2.0,2.0,1.0,-35.87,19.17,2.41,14.55,519.48,12.67,130.45,136.34,72.28,-56.97,124.53,-59.85,155.96,-31.23,1.0
2.0,1.0,2.0,2.0,27.37,-70.82,0.35,-13.38,-28.28,-103.94,90.17,171.51,143.19,91.63,73.72,44.64,-9.19,32.08,1.0
2.0,1.0,2.0,1.0,130.39,88.56,1.65,7.92,265.98,-96.68,-46.42,-82.99,-6.38,-62.05,169.75,178.36,49.87,28.96,0.0
2.0,1.0,1.0,2.0,30.96,0.86,0.36,-29.22,70.77,27.68,-8.63,-31.66,-4.21,-11.56,-75.61,-25.87,41.98,14.02,0.0
1.0,1.0,3.0,2.0,-138.61,-56.44,0.74,18.68,-203.22,23.7,60.29,41.03,168.51,71.07,-162.79,-132.62,-176.82,63.15,0.0
1.0,2.0,2.0,2.0,121.93,3.46,-1.0,-5.22,4.07,-105.26,-42.68,-118.79,81.45,22.7,-19.21,48.15,7.18,3.94,0.0
2.0,2.0,1.0,2.0,127.98,37.73,-2.19,-28.34,159.63,-137.46,-161.12,-100.02,55.22,-25.83,-196.29,69.45,41.21,53.16,1.0
1.0,1.0,3.0,2.0,84.59,-87.52,2.02,-41.28,-453.75,10.89,98.73,21.64,-57.06,69.02,-34.07,-204.82,-97.9,27.64,0.0
2.0,1.0,1.0,1.0,51.43,37.87,2.23,9.81,188.46,-128.49,28.02,68.77,52.92,46.6,12.28,-94.79,110.57,0.23,2.0
2.0,1.0,1.0,1.0,-95.79,-84.56,1.92,-18.22,-270.37,83.54,142.24,231.51,-12.61,-134.46,-36.86,-280.17,180.58,-21.87,2.0
2.0,2.0,2.0,2.0,77.07,9.12,2.14,17.1,333.65,-49.1,31.93,21.56,137.34,51.23,-56.61,-63.29,65.36,2.25,1.0
1.0,1.0,1.0,2.0,36.21,70.16,3.09,-15.07,-467.23,111.02,-58.33,-70.07,228.73,-148.93,362.55,174.19,-284.57,8.68,2.0
2.0,2.0,2.0,1.0,-61.4,29.22,1.24,-5.49,373.26,-54.03,91.22,21.94,25.96,46.26,-18.14,5.52,-182.56,-17.81,1.0
