cat_0,cat_1,num_0,num_1,num_2,num_3,num_4,num_5,num_6,num_7,num_8,num_9,num_10,num_11,num_12,num_13,num_14,num_15,num_16,num_17,num_18,num_19,target
1.0,0.0,-45.16,20.95,106.16,54.34,-110.25,2.11,-15.59,-75.06,16.95,88.0,44.45,7.45,-29.29,-140.43,12.29,-0.9,48.96,45.94,-8.67,-10.63,1.0
1.0,1.0,34.78,60.6,219.98,-91.73,-146.8,4.6,24.5,-88.12,-3.84,-108.03,2.99,0.22,5.76,-224.8,7.21,-45.09,5.5,-5.95,-6.87,-1.23,2.0
1.0,1.0,-15.22,53.47,197.52,-51.1,-48.52,-9.61,4.26,-116.71,-6.25,118.46,7.28,-6.95,15.35,-75.93,-3.78,-5.89,91.12,-19.63,-3.58,-84.19,1.0
1.0,1.0,94.28,-133.81,64.22,250.25,-75.73,-12.25,-19.42,-11.8,34.55,201.15,16.68,-2.14,-22.23,-281.68,7.82,22.8,116.07,3.38,-5.88,-53.59,1.0
2.0,1.0,47.6,23.41,92.8,-20.4,141.97,23.57,-6.67,88.61,27.44,-34.04,-12.53,10.72,36.14,-169.34,-12.64,6.92,-145.23,-25.29,-4.44,0.13,2.0
1.0,1.0,25.14,-15.78,-69.78,-252.6,192.91,-11.82,-10.74,-24.15,-4.28,-104.95,-58.06,-0.06,17.8,194.88,18.2,18.46,-6.12,-17.14,-1.25,7.09,2.0
1.0,1.0,-54.93,24.51,84.12,52.04,115.94,8.44,19.81,57.9,27.14,75.77,-14.68,11.81,-11.68,-20.19,-17.7,1.14,-79.07,32.23,-3.14,2.61,0.0
0.0,2.0,-111.18,116.03,18.53,200.6,-298.62,2.74,7.08,6.82,52.15,-120.0,-7.12,-4.68,28.24,-90.73,25.22,33.78,-31.97,-3.9,-28.41,-50.18,0.0
0.0,1.0,-95.05,68.83,166.14,261.7,-416.75,-17.5,-7.93,110.73,15.31,60.34,,-1.35,31.99,-261.05,6.72,1.54,18.51,12.29,-1.07,-5.3,0.0
2.0,1.0,-47.15,8.46,189.83,-285.76,363.04,-23.97,-1.0,91.44,24.31,-17.79,-43.84,-8.1,-23.95,-173.87,6.17,-2.5,-10.79,0.69,14.48,78.63,0.0
1.0,0.0,-58.86,-12.9,97.99,-83.26,-108.32,-13.04,15.8,84.41,11.61,-281.52,6.59,7.61,11.93,2.97,-17.44,-5.51,-18.86,18.12,3.97,-23.06,1.0
1.0,2.0,-80.74,-15.45,76.7,-404.64,368.46,-11.61,-22.96,-57.66,-51.03,39.85,-80.72,6.28,-54.97,113.13,4.63,27.98,-57.61,12.94,13.41,89.81,1.0
1.0,1.0,52.86,-214.43,-20.38,-271.2,184.86,1.41,-32.36,66.92,-23.83,17.16,-36.28,-3.63,25.01,193.71,14.85,3.51,-122.34,-48.94,-15.44,-12.53,2.0
1.0,1.0,8.47,-223.04,105.72,144.76,-287.43,-0.72,8.0,55.49,36.52,-173.42,76.53,6.87,1.57,-164.4,-9.95,6.81,-225.16,46.17,19.61,-13.49,2.0
1.0,1.0,-95.95,56.71,154.07,-253.35,121.5,-6.19,-5.55,8.43,8.03,35.51,32.46,-0.21,-35.1,24.78,11.34,44.11,-100.85,33.67,5.86,9.67,1.0
0.0,1.0,-33.68,52.15,197.66,71.99,-213.98,-30.45,7.36,93.36,24.85,-67.4,-25.04,4.31,-8.37,-64.4,0.68,-3.12,-10.53,30.07,-5.0,-28.66,0.0
1.0,1.0,-24.35,-62.21,-55.88,-290.88,4.3,32.27,-5.63,-68.84,-23.4,-203.07,-27.35,-0.3,-12.38,235.51,18.67,-19.11,-61.64,-13.45,18.83,-59.65,2.0
1.0,1.0,2.54,37.81,194.31,-175.18,228.43,3.62,17.97,-0.59,51.85,-54.41,-73.06,12.34,-9.18,49.09,1.62,29.64,-112.89,25.13,-43.11,27.02,0.0
1.0,2.0,14.57,18.1,61.23,185.68,98.98,7.31,-3.83,82.77,26.3,125.78,-12.95,6.08,3.03,-260.56,-15.1,-14.24,-22.09,-4.73,-3.6,30.93,0.0
1.0,1.0,-57.45,20.96,332.13,-138.54,5.37,10.97,-18.7,-100.5,39.74,1.11,63.01,-4.95,28.67,-10.53,-21.76,18.92,-41.45,-29.86,-9.81,-30.01,2.0
0.0,1.0,-55.14,31.19,238.53,139.91,-434.44,-2.79,-16.12,45.86,72.22,-271.9,42.37,-5.9,0.92,-5.26,-4.51,12.07,-159.34,18.71,-5.4,-45.94,2.0
1.0,1.0,80.08,-190.51,109.0,93.33,-237.01,-14.29,-10.32,-29.14,24.35,-96.58,14.45,1.51,7.41,-125.59,7.09,7.15,-109.97,0.59,-1.79,-31.89,1.0
1.0,1.0,-36.03,27.12,-60.88,-195.82,101.42,-5.57,6.0,104.12,-10.66,-300.99,-57.72,3.39,-68.42,128.67,-8.29,-38.31,-47.3,50.16,-10.06,23.5,1.0
1.0,2.0,5.69,-48.89,1.35,-102.96,313.64,-1.81,-9.7,115.82,-18.45,115.62,-32.17,6.48,4.99,-2.51,-12.82,15.17,-32.84,50.92,-17.77,118.23,1.0
1.0,1.0,48.19,1.93,-116.37,350.98,-257.52,2.66,12.65,-74.23,-16.1,45.66,7.91,-0.68,46.77,-254.13,-5.56,20.8,-37.35,-38.83,11.21,-76.54,1.0
1.0,1.0,8.74,-5.86,144.38,14.58,-35.59,17.93,27.78,32.47,42.02,-45.18,22.67,8.86,-1.62,-162.7,5.04,10.7,-17.94,53.93,9.62,25.89,0.0
1.0,0.0,-47.76,-90.27,284.37,-388.68,451.11,-15.84,-6.75,26.91,5.17,190.64,-39.44,1.3,-9.23,127.89,-7.57,-44.38,63.2,15.85,4.42,83.93,0.0
1.0,1.0,-94.7,2.09,-93.65,275.66,-368.91,28.49,-1.94,49.96,63.45,-182.86,27.47,-0.52,-10.73,-29.07,24.71,3.12,-149.39,24.62,-15.45,-67.6,0.0
1.0,1.0,-2.37,-30.39,104.85,18.15,226.1,8.61,24.69,-137.1,-14.96,281.92,-31.97,-3.19,-45.29,-10.29,-22.53,-28.16,110.34,39.19,8.2,46.79,0.0
1.0,1.0,39.92,-92.27,84.82,60.74,102.04,-11.28,-23.66,-59.21,21.75,39.88,-8.01,7.02,-31.94,-99.24,-16.25,5.17,-97.89,-21.12,-22.86,67.92,1.0
1.0,0.0,38.32,174.85,231.28,-3.83,-76.2,-13.68,-0.27,-83.66,1.49,18.48,12.05,-10.01,-16.95,-203.45,-13.0,5.66,43.99,15.52,-15.43,-17.54,0.0
1.0,1.0,18.04,-9.81,3.16,242.4,78.5,-11.8,10.34,4.81,47.27,160.86,-21.09,-4.06,11.91,-138.51,-5.42,-2.62,-49.43,14.66,-11.25,-3.54,0.0
1.0,1.0,29.12,1.71,180.47,-177.63,247.23,4.78,-2.24,-88.84,10.1,56.28,-28.7,-1.87,18.82,-121.76,-3.63,-20.54,-111.52,18.39,13.19,49.6,0.0
1.0,1.0,-37.58,53.72,19.41,-33.26,-31.48,9.11,-5.39,67.58,9.94,-47.63,-36.75,7.31,-41.42,140.72,1.5,1.67,-138.91,-1.07,-4.74,-71.75,2.0
2.0,1.0,-21.77,-82.36,-169.21,8.52,15.16,2.25,-9.19,59.78,44.08,-238.58,13.25,-10.14,-26.59,174.63,-5.42,9.84,4.6,-63.71,14.43,-76.14,2.0
1.0,1.0,-134.11,30.02,37.41,-245.97,212.4,19.5,28.05,3.84,14.96,-217.24,-51.97,8.46,9.27,81.93,-2.49,-31.31,16.2,-22.59,5.9,50.46,1.0
0.0,1.0,-26.68,75.01,31.02,172.99,-465.77,-2.33,29.27,-1.77,15.88,-203.17,35.18,-6.65,-9.76,-79.77,14.07,15.9,29.98,-30.75,-10.64,-66.47,0.0
1.0,2.0,-16.95,40.81,93.74,-30.46,-35.7,-14.89,-7.28,-66.41,39.28,64.13,26.19,2.01,-25.3,84.32,14.22,13.61,152.11,8.48,14.76,-59.7,1.0
1.0,0.0,28.76,87.05,150.5,78.12,-298.52,-6.95,-9.17,-54.86,36.23,-324.54,44.28,3.27,5.99,-264.48,-11.0,20.52,2.9,9.16,-7.66,-46.84,2.0
1.0,0.0,21.12,92.47,70.27,-171.33,232.81,0.99,-18.74,22.16,9.4,65.29,-13.36,-7.18,21.35,244.2,-14.76,17.76,72.54,9.44,2.77,24.62,1.0
1.0,1.0,-124.06,-83.9,88.13,-211.53,292.63,-6.39,-14.46,-16.76,39.23,-179.56,-62.5,19.5,10.58,-34.87,-3.2,-35.69,-30.17,-48.9,-15.78,55.52,0.0
0.0,1.0,14.81,8.23,40.09,262.75,-750.39,-7.64,-16.96,9.11,0.92,-314.96,52.61,2.63,13.18,-71.63,11.32,21.25,15.7,37.11,18.13,-104.28,0.0
1.0,1.0,35.01,68.35,281.61,-391.32,127.64,18.06,-9.82,-51.3,-30.64,37.8,8.64,7.7,-22.17,157.89,-10.53,-5.95,4.2,-22.53,4.71,-4.94,1.0
1.0,1.0,-42.91,70.07,-41.9,-277.29,149.53,2.73,13.89,38.72,-12.72,-226.21,-7.38,-12.55,-20.31,326.0,-19.02,21.04,55.23,23.2,-4.5,16.19,1.0
1.0,1.0,99.05,127.11,227.9,-76.88,-89.98,-4.03,-11.25,5.27,-1.58,-11.63,28.68,3.23,7.76,-119.13,-5.7,16.03,15.14,-0.97,-9.8,17.27,0.0
1.0,1.0,-27.36,-60.92,255.67,-362.02,152.67,9.26,17.36,-16.35,-30.27,-90.02,-25.37,2.35,42.99,-121.07,-2.78,-25.16,35.09,56.14,8.2,53.13,1.0
1.0,1.0,-61.67,133.19,-13.53,193.0,-70.54,20.59,-11.9,-9.71,21.96,132.71,11.7,-10.75,-0.27,-202.47,11.64,-10.29,-156.22,4.99,1.07,-59.64,1.0
1.0,1.0,8.27,116.92,25.66,225.24,-377.6,24.72,-5.66,79.87,29.08,-118.33,56.6,1.87,-33.98,-60.15,-0.11,-7.07,-28.46,-36.7,0.14,-61.89,0.0
1.0,1.0,-41.66,113.31,24.97,197.18,-347.91,-0.6,-4.44,-87.86,24.32,-83.31,98.65,15.15,15.96,-193.35,6.93,33.25,6.46,-1.82,0.61,-26.58,0.0
0.0,1.0,-55.28,140.24,20.88,197.29,-461.63,-11.04,-11.18,-3.07,10.88,-145.3,52.38,7.82,49.08,-5.34,4.86,29.22,99.58,0.14,6.81,-67.98,2.0
1.0,1.0,-104.38,16.49,51.1,40.31,-56.36,-12.57,9.9,-86.6,-8.06,1.15,50.85,8.88,-23.94,-123.57,-18.1,-16.67,-142.37,6.45,-1.15,-20.06,2.0
1.0,1.0,54.67,132.42,170.64,-145.24,118.0,-0.89,-11.88,57.45,2.75,40.38,7.41,9.88,11.5,-90.85,-6.41,-5.85,57.8,29.94,5.93,2.82,0.0
1.0,1.0,-17.96,4.63,76.61,61.57,-266.34,9.61,-4.21,-120.28,14.76,-310.67,10.96,-9.59,26.39,-186.3,-13.59,29.93,-89.96,-22.99,-14.83,-103.79,2.0
1.0,1.0,-34.58,43.95,131.01,-57.41,140.45,-6.71,0.53,-46.76,54.2,-3.25,1.79,0.33,-12.37,46.02,-8.3,-20.77,47.02,52.24,8.99,4.53,0.0
0.0,1.0,9.71,-107.85,149.06,234.8,-374.67,-7.64,-6.01,-36.13,20.9,28.05,80.94,4.71,-1.67,-224.62,2.87,16.56,-2.11,8.6,9.72,-5.87,0.0
1.0,1.0,-12.76,-83.94,175.21,-372.15,277.08,1.48,-11.38,30.91,-1.25,-58.69,37.67,-1.29,-1.35,195.87,-25.83,-10.57,11.2,-72.3,-11.15,58.29,1.0
1.0,1.0,-1.13,107.17,147.9,-91.85,-381.77,13.04,1.62,-28.5,-43.99,-184.58,38.74,-7.6,10.67,-218.35,12.16,-52.69,-50.67,-0.44,-2.6,-105.5,2.0
1.0,1.0,54.79,-40.17,47.5,-71.02,-228.38,-5.44,37.88,81.24,27.46,-372.51,-79.38,-8.1,-24.41,160.11,12.46,5.67,-106.86,2.1,-9.51,-84.65,0.0
1.0,1.0,-13.92,-26.54,53.99,-31.09,353.11,5.77,10.93,-47.73,48.88,10.36,-84.24,0.56,-20.06,136.23,-24.38,11.02,28.83,-27.72,-8.73,73.3,0.0
1.0,1.0,-58.97,73.19,112.68,201.12,36.46,-3.32,3.64,86.86,-1.28,299.92,14.51,-8.38,11.96,-187.14,-21.3,9.62,-54.51,-20.95,-11.23,3.52,0.0
1.0,0.0,117.5,-25.67,234.36,-46.05,-59.51,-2.34,-13.42,-29.43,50.99,110.07,28.81,4.6,6.95,-46.3,18.0,17.3,-100.17,20.57,-5.53,-86.2,1.0
1.0,2.0,-109.45,26.5,169.51,-13.28,-171.22,2.7,-6.56,19.43,25.88,-192.22,19.38,6.05,2.5,-115.99,-10.06,-8.83,103.78,32.93,5.58,-64.67,2.0
1.0,1.0,93.47,-10.08,-22.24,-38.23,-264.51,9.0,12.62,-2.65,-4.43,-231.88,-7.93,-8.75,60.18,143.71,11.14,57.05,4.55,31.98,11.52,-79.09,2.0
1.0,1.0,30.67,-143.72,105.51,87.29,-339.88,-18.29,-16.82,76.44,12.49,-158.15,23.77,11.18,-13.51,-102.93,7.64,-16.82,-56.01,16.3,7.46,-41.1,0.0
1.0,0.0,19.4,94.77,73.32,153.02,-202.84,-4.51,-4.65,-39.92,50.18,-143.65,26.1,-4.13,-33.56,-96.81,-2.41,-14.25,22.84,-4.16,16.18,-15.63,2.0
1.0,1.0,39.9,-175.66,208.52,68.6,-186.88,-21.42,-6.17,75.67,10.49,-14.59,-8.67,-1.05,-15.84,-124.4,-7.1,1.53,56.87,5.03,10.02,-39.73,0.0
2.0,1.0,34.14,-1.66,167.66,-321.57,471.76,9.55,18.75,87.72,45.48,-36.06,-74.6,-0.91,21.22,-190.79,19.2,35.22,-35.13,1.28,10.82,101.5,0.0
1.0,1.0,-22.63,37.66,137.7,-654.14,289.44,-9.39,12.85,-35.38,-88.28,-144.28,-68.21,-0.39,4.0,214.52,2.87,6.78,16.98,-12.04,5.96,41.45,1.0
2.0,1.0,-25.35,-40.22,-16.34,-112.9,-40.27,-16.63,-8.25,73.22,-15.21,38.21,16.9,5.37,-0.85,-9.64,23.84,19.33,-54.33,0.6,-10.97,-102.86,1.0
1.0,1.0,-31.81,23.01,139.96,-73.59,224.89,16.15,-1.35,129.83,-3.52,162.9,-14.47,-6.03,5.13,-140.99,-11.08,11.57,175.59,16.06,3.96,51.66,0.0
1.0,1.0,-80.6,152.23,85.59,-352.77,18.59,4.78,18.81,-21.44,-43.37,-211.64,-25.88,8.43,10.46,226.19,-9.2,-18.0,-73.27,21.14,-22.18,-50.57,1.0
1.0,1.0,-24.45,81.67,95.26,-34.29,-252.98,-10.7,-20.02,-127.28,3.24,-233.84,-24.62,-7.42,-5.25,-138.39,14.42,-1.95,-57.22,16.57,11.17,-98.22,2.0
1.0,0.0,-121.27,63.25,14.23,-31.69,238.87,-25.2,-18.19,-5.22,3.74,54.5,-57.78,3.35,-37.43,-50.75,-9.5,-2.2,-119.37,22.39,-6.6,48.48,0.0
1.0,2.0,32.46,67.19,245.27,-485.53,396.4,6.04,15.63,-59.14,-41.35,116.38,-41.42,7.7,27.82,73.84,-0.81,4.44,40.66,-5.14,-4.17,95.47,1.0
1.0,1.0,113.58,89.16,-19.68,-92.96,34.0,20.23,0.88,64.57,-5.64,-2.37,-41.1,-4.41,21.54,196.69,8.42,12.15,20.22,12.31,-11.4,-28.34,1.0
1.0,1.0,-0.91,-84.37,60.29,-427.64,364.26,9.64,-8.65,91.65,-5.51,-17.01,1.15,-0.43,26.91,428.45,-16.0,-25.69,-13.36,-56.82,-13.45,19.7,0.0
1.0,1.0,50.52,-177.51,-24.13,-64.35,96.91,-5.62,4.78,39.28,-22.08,-63.29,-57.71,-10.22,26.55,-2.72,-4.67,-4.57,-160.01,-11.02,-14.02,47.63,1.0
0.0,1.0,-17.46,-2.82,42.48,221.35,-633.45,1.85,-8.61,-81.46,1.9,-224.26,45.19,10.68,-14.34,-53.62,15.41,-4.04,156.9,-7.16,9.27,-78.94,0.0
1.0,2.0,2.42,111.88,-81.62,-52.96,16.55,-7.3,3.45,63.84,-7.28,-147.31,-63.84,-2.96,40.53,67.63,2.65,-3.91,55.38,-6.89,7.41,-60.71,2.0
1.0,1.0,31.1,-152.23,319.68,-412.54,394.48,-14.91,5.73,33.61,-22.4,162.41,-32.59,8.33,4.59,-60.27,-5.69,11.02,-64.24,-69.57,-10.85,89.57,0.0
0.0,1.0,-36.84,-115.31,114.5,274.81,-859.74,5.4,3.21,-37.61,-11.85,-347.28,23.99,-2.1,-1.33,-30.62,4.74,-2.21,-15.37,31.84,9.76,-120.91,0.0
0.0,1.0,94.5,-206.96,182.7,83.12,-280.04,11.9,-19.8,-33.95,16.49,-56.63,15.61,5.21,20.57,-180.32,11.33,14.16,84.42,18.37,-13.93,-8.82,0.0
1.0,1.0,6.37,-13.49,170.9,-129.82,182.75,19.78,4.83,13.56,-2.24,92.17,-11.99,3.52,-8.93,-137.0,-8.16,26.4,38.1,-6.17,7.82,24.1,0.0
1.0,1.0,-67.29,-19.18,-56.23,-139.59,-34.93,0.58,4.82,110.89,-40.9,-116.88,-48.53,-8.72,-34.81,70.61,9.62,5.57,-102.23,-29.32,12.91,-53.86,2.0
1.0,2.0,-80.9,-41.6,152.39,-60.48,-92.1,-4.33,22.41,16.98,44.5,-231.69,-79.42,5.4,8.14,128.44,2.8,36.23,-11.1,57.7,13.04,-29.02,0.0
1.0,1.0,-10.49,-139.89,-3.91,31.36,-55.56,17.81,-4.97,59.03,16.21,17.76,31.38,10.14,-27.61,-61.91,15.3,8.35,-85.3,23.31,11.52,7.92,1.0
1.0,1.0,173.45,-26.03,164.02,-25.39,-216.28,-0.83,0.7,27.65,-22.92,-4.19,27.41,-18.22,3.06,-42.83,-3.9,-27.73,5.79,-7.74,19.03,-37.44,2.0
1.0,1.0,65.81,-114.56,164.9,-53.42,154.75,13.69,17.24,-54.37,16.94,33.97,34.79,-7.33,-28.23,-153.27,-27.72,0.76,-88.37,-4.86,16.62,22.5,2.0
1.0,1.0,-8.75,-37.41,-117.55,-348.31,87.85,4.72,3.67,4.76,-47.58,-209.32,-91.53,3.11,0.29,325.76,24.49,40.51,37.54,7.56,5.2,-8.74,2.0
1.0,1.0,-1.58,55.93,-204.95,-126.04,114.81,-0.21,8.11,-26.37,-33.16,-187.08,-90.51,-2.0,95.65,123.38,9.84,12.4,64.61,0.93,0.65,5.45,2.0
1.0,2.0,45.67,76.26,143.09,322.86,-374.07,2.31,-5.28,-100.43,33.18,30.07,51.08,-4.1,-29.01,-300.02,-0.36,-38.57,-24.34,-2.37,29.15,-47.97,0.0
1.0,1.0,6.85,-102.39,169.67,27.48,99.93,-9.78,7.27,-71.14,17.15,178.71,12.89,2.23,18.38,-95.28,-15.52,15.24,15.72,-42.55,-1.69,4.87,0.0
2.0,1.0,-46.79,181.13,188.42,-661.2,523.12,1.59,-13.19,-54.99,-29.41,-64.68,-31.28,0.85,5.28,184.91,-2.69,17.35,29.5,-14.14,-1.18,104.17,1.0
1.0,1.0,-14.41,-33.71,-102.38,123.78,107.82,4.61,9.52,115.54,5.24,92.09,0.37,-5.1,-50.17,38.94,-23.03,-32.31,-58.59,17.96,-23.08,-57.5,2.0
1.0,1.0,-28.03,0.57,-5.94,135.04,-260.46,2.21,-15.84,-47.3,28.46,-133.44,26.4,-21.09,-62.0,-199.49,20.75,14.74,33.87,17.3,-0.77,-61.84,0.0
0.0,1.0,16.92,121.32,-156.2,-44.57,-426.22,-9.94,-1.98,-50.64,-30.24,-398.83,-15.08,7.29,-12.24,332.36,10.84,16.78,82.1,5.7,-6.75,-124.76,2.0
1.0,2.0,4.35,5.41,-54.59,-9.87,415.89,-8.97,-7.41,51.41,49.41,-2.5,-101.64,0.56,8.5,60.46,-10.47,-23.5,80.31,-31.06,-3.31,100.3,0.0
1.0,1.0,18.33,158.01,90.78,-549.87,491.78,24.76,1.35,55.37,-10.75,-68.67,-51.07,1.92,2.62,295.62,-1.18,-26.89,170.15,35.14,-12.39,66.68,1.0
1.0,1.0,-83.62,-45.9,116.53,-72.17,280.74,-14.47,25.5,32.83,26.17,-43.98,-71.12,-4.49,2.01,-198.83,-11.41,11.95,10.49,70.87,9.02,76.57,0.0
1.0,1.0,-14.78,35.84,-140.14,104.29,18.23,-19.39,-13.81,-85.7,15.96,-300.21,-85.15,4.65,-19.11,-148.01,-2.97,-41.05,-39.02,28.01,-2.53,57.58,1.0
1.0,2.0,10.25,68.97,142.54,114.59,64.52,-17.83,-15.1,68.09,20.85,344.5,45.89,-5.0,-35.52,-73.95,-11.54,-3.12,-89.1,-9.0,11.04,-60.43,1.0
1.0,1.0,-13.61,-22.89,48.04,206.15,55.55,-9.82,12.82,-50.17,13.87,222.56,0.4,2.42,27.71,-305.17,-3.35,-11.38,29.5,20.97,-22.07,6.77,0.0
1.0,1.0,50.15,-48.11,6.48,261.36,-42.21,4.51,15.38,-143.54,13.04,46.54,-1.78,7.97,-4.32,-339.2,-15.22,-25.68,-99.56,23.58,10.27,3.41,0.0
0.0,1.0,66.18,-4.82,73.08,230.49,-332.0,-16.26,22.97,70.53,31.0,-143.21,68.39,8.72,5.56,-26.06,-25.69,34.76,143.74,8.16,4.92,-33.58,2.0
1.0,1.0,15.54,-14.84,-217.98,-188.06,263.96,34.79,-1.99,-140.39,-27.52,-18.73,-11.34,-7.0,35.32,144.38,7.21,1.89,48.94,17.77,-9.23,1.58,2.0
1.0,0.0,-16.54,42.04,126.89,-16.1,7.45,17.02,-1.99,24.69,24.25,90.58,29.92,-4.88,-4.14,-70.99,4.6,28.34,-51.84,-6.33,-7.78,-21.5,1.0
0.0,1.0,-21.88,80.8,337.83,109.63,-432.05,-6.76,-13.96,-103.12,-29.27,45.52,57.01,7.81,-30.27,-293.77,-8.72,-28.12,-25.83,-7.19,10.86,-1.81,0.0
1.0,1.0,41.51,-153.75,-29.08,140.4,-155.21,-13.8,-6.46,-31.95,-24.86,44.37,-30.31,-5.12,-27.83,-168.41,3.88,-5.61,-93.76,16.59,-0.42,-108.77,1.0
1.0,2.0,25.57,-110.02,47.1,336.61,-99.14,-18.32,-22.84,-10.46,12.25,312.51,27.81,0.52,-26.73,-346.98,1.1,-17.79,-83.94,17.95,-16.07,-39.11,0.0
1.0,1.0,99.61,-89.57,-151.14,569.62,-169.92,-5.8,-6.3,110.67,-29.35,219.3,-27.91,-11.79,-0.62,-472.72,-24.89,5.98,-61.89,-2.28,-7.7,-58.47,1.0
1.0,1.0,-43.77,-160.43,62.1,154.19,84.25,-8.92,-10.31,-17.43,59.46,156.21,49.52,-11.99,-17.76,122.22,-23.65,25.42,-10.94,-35.64,5.49,29.18,2.0
1.0,0.0,-112.78,88.12,-148.62,222.78,67.34,-17.43,-14.51,-125.86,30.09,119.03,11.98,2.79,30.08,123.04,-19.57,22.54,-11.93,24.93,24.69,-53.13,2.0
2.0,1.0,-46.47,-127.47,-49.26,53.91,251.25,-0.3,3.38,-11.3,38.38,-12.85,-65.07,-4.82,-22.63,-299.12,11.11,-30.11,-6.89,-18.95,5.04,39.73,0.0
1.0,1.0,-69.57,125.84,76.23,126.2,-281.99,-0.3,-19.23,6.22,24.47,-251.74,84.66,7.13,24.42,-303.24,-12.39,-11.03,-44.4,-21.16,-8.32,-18.42,2.0
1.0,1.0,-33.94,1.99,148.71,-228.73,228.24,38.27,-1.07,69.66,-27.07,25.7,-21.03,-1.87,45.16,-87.53,-9.67,-5.68,-84.38,36.37,22.18,103.88,1.0
1.0,1.0,58.74,5.83,-132.95,-15.53,139.79,11.73,16.54,-158.11,-11.84,-118.24,-99.45,3.83,28.18,15.22,2.77,-2.15,74.67,34.52,-18.59,55.17,1.0
1.0,1.0,11.66,76.01,43.53,-78.34,235.94,-9.26,-18.56,-90.98,-3.36,66.37,-50.14,-10.32,3.96,-49.52,-3.58,17.99,-155.45,-23.99,2.71,94.47,1.0
1.0,0.0,-87.63,27.8,178.71,48.69,-231.09,6.94,19.88,107.24,17.78,-154.02,-13.54,16.11,25.19,-2.74,-15.23,-8.16,-79.62,-32.33,-7.75,-61.66,2.0
1.0,0.0,-67.75,109.31,14.67,-14.65,126.64,-20.81,11.34,-31.02,57.63,-174.21,-23.76,-9.45,1.73,-46.29,-5.37,-11.59,-89.86,23.07,3.67,3.34,0.0
1.0,1.0,-50.03,-77.88,202.13,-141.68,117.65,21.31,15.01,-27.1,5.81,-1.54,60.97,-4.14,30.18,-16.76,-30.25,1.58,-53.42,-50.91,2.34,81.48,1.0
1.0,2.0,-21.75,16.81,104.36,-377.23,170.46,-8.34,-15.84,-5.45,-73.91,-24.77,-31.92,-18.91,-40.61,114.86,-8.06,-40.65,9.12,-46.13,2.29,53.42,1.0
1.0,0.0,18.77,45.82,27.99,-333.26,11.85,-2.35,-6.49,-85.03,-17.0,-471.5,76.95,3.0,-34.98,202.29,-42.99,1.52,4.02,2.2,6.12,21.6,1.0
0.0,2.0,14.64,-2.32,136.28,285.86,-498.72,-2.19,-24.58,-71.04,-0.87,16.66,88.09,-7.75,-3.95,-342.07,5.61,-19.13,33.38,20.68,10.62,-46.46,0.0
2.0,1.0,-11.32,-75.55,190.13,-569.76,128.68,-3.73,-7.85,39.72,-29.76,-315.47,-28.74,5.2,-47.39,219.64,-2.37,48.01,-39.09,-26.56,-13.19,-37.39,1.0
1.0,2.0,-23.08,-46.68,-88.35,184.41,-171.07,-22.95,-10.13,-69.68,-17.46,44.5,41.97,6.25,15.55,-232.42,9.92,20.53,98.86,-20.16,-14.13,10.47,1.0
