cat_0,cat_1,num_0,num_1,num_2,num_3,num_4,num_5,num_6,num_7,num_8,num_9,num_10,num_11,num_12,num_13,num_14,num_15,num_16,num_17,num_18,num_19,num_20,num_21,target
2.0,1.0,7.3,-184.4,-21.83,37.79,-16.06,124.97,-31.13,84.69,58.82,14.82,96.57,52.26,3.19,-39.23,44.46,14.36,-2.12,-12.61,-81.04,129.74,0.8,-146.96,0.0
2.0,2.0,-8.2,92.45,13.61,-106.07,3.01,328.24,-97.19,-17.64,-48.14,92.19,159.27,41.57,13.71,-3.47,130.4,2.55,-18.54,-10.14,72.17,12.61,87.29,155.25,0.0
2.0,2.0,5.51,-93.69,-0.16,-9.18,-12.56,-25.87,67.02,-28.5,102.57,-0.86,-211.19,-61.36,-3.9,4.87,-16.26,16.09,-10.48,-30.02,-63.09,-201.72,20.2,-29.88,1.0
2.0,3.0,1.99,78.55,-9.35,-17.1,-0.92,-159.94,32.03,22.75,-57.83,43.28,-213.45,-94.36,5.38,77.45,-27.85,35.26,12.11,-32.67,-24.94,-110.19,-136.91,30.08,1.0
2.0,1.0,0.74,-81.67,-9.68,71.54,9.87,49.03,-13.33,23.22,66.89,-79.73,118.26,17.11,-32.81,-15.65,-7.01,8.71,35.23,-11.45,12.05,-118.35,-63.08,-193.74,1.0
1.0,2.0,-3.18,-6.08,2.59,-48.99,18.84,45.52,-14.01,20.66,-71.71,139.07,-369.5,-69.79,-33.82,-93.36,7.35,-15.82,-58.14,-31.05,-23.36,-178.83,6.93,346.55,0.0
3.0,3.0,8.51,-1.27,6.84,-29.53,20.96,90.17,29.06,84.76,70.82,-53.21,352.25,-9.02,-36.17,4.07,12.1,31.64,34.79,13.07,36.32,-47.33,-90.68,22.41,1.0
2.0,3.0,23.28,-94.56,8.42,-38.98,-21.0,-86.59,-40.7,-37.24,95.15,-31.76,-110.02,-119.68,28.61,-63.77,-203.2,-28.0,102.24,2.71,-49.45,-94.53,-106.93,-31.51,1.0
1.0,2.0,29.06,126.51,14.57,83.62,2.06,-12.49,-77.77,31.75,-35.52,105.51,-216.21,-33.56,-4.77,4.9,-6.37,-21.24,-60.74,16.8,-98.27,-43.19,28.06,49.22,1.0
2.0,1.0,32.76,-150.92,-7.71,-2.49,1.09,-35.46,41.4,-55.13,-30.86,4.6,150.32,63.73,-5.26,-85.96,107.58,1.14,22.39,5.21,-79.79,35.73,-53.42,-46.41,0.0
1.0,1.0,9.22,-159.01,3.55,3.07,-15.36,-12.94,16.01,61.07,41.75,-43.1,-264.39,-78.12,61.72,-219.04,-8.98,-21.32,4.6,-33.0,-51.09,132.63,41.12,-202.75,1.0
2.0,2.0,-20.8,-121.5,10.7,40.76,-16.54,-6.49,23.4,8.85,-54.08,-82.62,-260.23,-109.26,-5.44,117.26,41.44,-13.14,2.91,-29.54,-52.11,65.37,5.72,-19.38,1.0
1.0,2.0,-19.57,22.08,-14.03,2.2,-5.86,-8.43,15.91,55.56,-30.24,-94.27,-3.16,-23.25,-20.92,-70.94,7.64,-22.89,118.97,12.44,61.16,-50.25,27.95,138.05,0.0
1.0,2.0,-2.02,66.47,1.89,60.98,-11.53,79.6,95.47,-19.64,-1.65,-16.14,-153.68,23.9,-2.66,29.38,-77.91,13.15,34.13,-24.84,54.17,-16.25,49.67,164.27,1.0
2.0,2.0,17.04,-94.2,11.75,-25.87,9.51,-31.42,-22.71,-57.06,55.2,-136.27,-237.0,-69.09,-46.79,-4.9,-219.65,-8.81,-70.46,-23.34,-137.55,-92.45,17.27,-112.49,1.0
1.0,0.0,9.73,-245.22,6.18,23.35,-14.18,-34.68,8.58,-21.89,-12.9,-48.24,341.14,70.94,-15.21,-45.4,27.82,-21.02,70.43,17.56,96.64,120.22,90.44,-253.28,0.0
2.0,2.0,-10.11,-138.26,7.44,-80.71,15.82,-45.74,52.42,-29.4,-6.02,51.48,-173.1,-39.85,3.3,52.3,-128.78,-3.11,-71.17,-24.23,-99.72,-32.08,-79.42,-181.05,1.0
2.0,2.0,-1.14,-67.28,-4.22,75.03,-16.1,22.4,-42.44,-4.9,-22.72,26.0,217.73,25.65,-41.4,54.03,122.92,41.58,-29.29,-20.88,76.68,29.92,78.92,57.87,0.0
2.0,1.0,5.25,-22.3,-2.34,42.19,-12.27,36.32,16.65,-79.42,-139.9,77.6,181.4,88.65,43.48,-9.58,119.0,-11.16,-72.76,-18.09,-21.02,95.26,54.82,-99.19,0.0
1.0,2.0,13.01,-25.22,-6.69,9.9,-0.71,69.1,120.37,39.93,61.47,-76.38,-381.68,-89.85,-37.04,80.96,-195.32,22.21,24.51,-11.13,-91.34,26.3,43.71,26.09,1.0
2.0,2.0,7.95,64.07,5.04,165.11,18.43,62.22,9.43,41.61,65.59,-189.17,-160.85,21.85,-26.27,59.35,15.85,-12.47,-75.14,-32.28,-8.87,30.84,-23.85,177.9,0.0
1.0,2.0,-10.38,-109.04,17.38,-103.97,2.21,216.76,-72.61,-34.15,-5.78,16.19,-96.84,-12.1,33.96,-58.29,2.56,-20.98,-35.34,-18.46,-7.88,61.56,8.62,160.06,0.0
2.0,2.0,32.04,281.87,-11.99,-26.66,29.37,86.48,9.85,35.19,17.41,-114.7,-202.69,-69.05,-17.08,-95.3,48.6,32.25,34.96,-4.9,-95.82,163.62,-74.32,-126.03,1.0
3.0,1.0,-28.13,-94.95,-1.4,42.86,-20.56,8.77,-38.2,-26.0,5.59,94.75,295.21,95.61,13.7,69.2,265.45,-13.09,45.28,-21.53,-48.55,-29.42,86.25,-121.89,0.0
1.0,1.0,-43.55,-81.8,17.69,-38.33,-23.21,-75.9,-10.5,-24.07,69.51,-74.88,-172.45,-18.82,1.87,25.05,-56.9,-2.22,15.86,-29.56,-23.24,80.55,62.7,-220.93,1.0
1.0,1.0,-20.67,-116.53,6.24,89.62,-12.0,-139.3,-17.25,44.07,36.6,-109.68,-71.47,28.87,8.05,77.67,66.53,-3.99,34.45,,23.61,-113.32,36.61,163.86,0.0
0.0,1.0,-15.58,182.44,13.99,-97.19,-4.25,44.7,26.76,12.56,-58.52,-1.65,-287.76,73.89,-11.23,29.05,39.83,-25.76,28.7,-41.9,52.52,-75.16,-34.62,280.14,1.0
2.0,1.0,-31.46,-174.71,0.74,121.48,-16.73,117.52,80.1,179.98,-31.63,-100.47,178.15,78.72,-14.3,-28.91,13.99,1.83,20.83,21.64,-69.48,-17.85,-67.09,-10.28,0.0
2.0,2.0,-14.74,201.73,19.55,-69.17,12.36,111.38,-13.39,152.36,101.75,54.9,-111.68,-21.22,-56.94,-130.8,82.33,-12.48,17.2,-26.73,-9.89,50.13,23.95,-52.58,1.0
2.0,2.0,-6.8,-74.56,-1.77,-111.96,-3.9,-114.87,-6.98,3.66,21.81,-21.52,-170.64,-32.22,-6.48,110.58,-31.17,12.06,11.96,-30.06,-44.87,-25.29,29.31,-77.91,1.0
1.0,2.0,-1.1,28.04,6.55,21.1,-23.5,181.06,56.24,-37.96,-62.55,164.14,34.51,34.97,14.67,102.74,-86.34,-9.65,56.72,11.19,27.13,-28.52,112.51,61.41,0.0
0.0,1.0,-1.68,111.62,5.49,35.55,7.65,-19.2,-9.54,-47.61,78.41,-59.36,-411.47,24.46,21.01,-10.61,-89.52,-18.54,17.92,-13.98,-78.32,-114.8,80.89,12.35,1.0
1.0,2.0,12.81,-31.99,10.14,5.98,6.07,-21.5,-51.21,-2.6,58.47,8.85,-178.29,51.42,-4.08,1.06,-115.82,10.18,48.8,-6.4,-45.6,-89.99,-8.92,384.15,0.0
2.0,2.0,-3.99,-94.62,-1.42,-48.22,23.48,-65.68,-69.54,56.49,-76.93,99.42,90.55,51.76,17.4,-44.66,-58.13,-22.9,-53.22,3.93,-14.78,-104.13,-37.28,7.15,0.0
1.0,2.0,-5.54,15.87,-12.68,34.68,-34.11,-76.55,26.18,65.97,-37.48,-33.64,-409.7,-12.14,52.26,-40.6,-75.28,-37.97,33.02,-35.68,-53.06,143.7,-6.69,123.96,1.0
1.0,1.0,10.78,-120.3,-4.39,6.41,14.96,-31.0,27.77,52.25,79.09,21.99,252.15,71.25,-4.88,-48.09,133.9,-8.68,-36.68,11.37,60.1,-85.8,56.52,-62.83,0.0
2.0,2.0,-0.78,-55.47,-17.76,36.91,-11.58,68.88,-55.6,-19.07,-14.93,-58.29,-94.96,-65.35,-40.71,6.85,166.2,-13.8,-113.34,-5.96,-15.9,-47.25,-40.52,192.5,0.0
2.0,2.0,5.75,-75.44,8.35,78.48,-29.31,35.71,-1.25,-18.07,8.91,72.15,-196.93,-44.72,2.96,-1.53,-12.42,6.44,-22.86,-37.03,-55.88,-69.13,20.07,-34.31,1.0
1.0,2.0,1.57,62.36,-19.12,32.41,12.0,-116.39,-30.14,-13.49,22.46,-93.37,-283.41,-11.14,1.08,82.71,-95.95,-6.99,-1.92,-61.51,18.04,81.67,32.69,16.77,0.0
1.0,1.0,3.17,22.44,-2.99,74.97,-16.69,-1.89,54.63,-42.37,-80.94,-15.79,45.01,86.17,-18.85,41.77,-49.34,36.74,-127.85,4.5,-31.81,-26.58,104.94,68.12,0.0
2.0,1.0,1.59,-28.24,-7.72,-59.81,4.34,56.68,-21.22,-13.85,-79.22,46.15,182.26,71.93,-22.15,-107.52,18.37,6.84,-58.84,20.97,-0.15,15.53,20.11,78.08,0.0
1.0,1.0,-13.98,-58.9,6.45,13.84,-6.31,-22.75,4.58,41.02,-15.69,53.98,42.45,130.14,-19.39,178.69,21.79,-30.96,-87.57,-17.89,-22.79,81.29,32.79,-77.42,0.0
1.0,1.0,-44.77,-79.9,-0.93,-193.2,8.02,-154.55,-51.36,136.95,62.79,17.46,-216.68,-17.27,0.18,43.14,-33.18,18.52,-136.69,9.51,-62.22,86.24,133.4,210.69,1.0
1.0,2.0,-4.76,74.94,8.17,-114.27,6.25,-95.27,68.34,-26.13,118.57,-176.29,-275.34,-89.81,1.01,-190.12,-125.08,6.91,-106.51,30.7,-159.31,-131.49,79.27,-20.03,1.0
2.0,1.0,-8.7,-88.26,-24.88,-11.46,10.6,-44.12,-18.67,-45.72,37.66,35.16,39.74,118.22,15.23,-106.58,-13.99,-25.26,-4.21,-1.98,-86.82,-140.28,26.25,182.93,0.0
2.0,1.0,37.85,-147.05,7.32,32.02,-2.95,-59.02,-57.03,-23.17,63.97,-47.35,123.67,104.71,2.09,-94.28,-95.47,-17.6,-51.27,5.24,-54.1,56.56,2.78,14.71,0.0
1.0,2.0,13.04,76.45,-4.99,13.58,33.66,15.59,47.06,-41.78,-47.4,183.14,-16.24,67.65,8.01,-40.04,-76.54,-34.4,70.72,-24.36,43.14,-70.54,-58.66,164.16,1.0
2.0,1.0,-30.54,-106.25,-3.82,6.29,-11.26,153.0,39.45,,-14.25,-23.81,17.95,46.85,16.28,-46.13,230.17,8.62,40.83,2.99,-116.68,55.1,48.39,215.82,0.0
1.0,1.0,-14.97,-45.68,-7.82,138.92,21.67,34.97,-91.92,4.32,-6.88,-63.13,-1.43,4.73,10.56,-238.25,115.46,19.54,-57.93,6.22,68.42,-16.17,-18.36,173.72,0.0
2.0,2.0,3.1,113.35,8.67,-95.3,-26.85,48.12,-14.1,118.53,-38.98,25.56,-358.2,-99.93,15.47,-81.59,1.79,-6.41,1.38,-1.23,-132.13,-173.38,-34.9,39.47,1.0
2.0,2.0,-1.56,-135.81,-22.11,37.26,46.59,-71.34,28.03,8.29,-93.65,102.33,-257.67,-101.32,11.45,103.67,33.04,-35.32,-83.77,-42.04,-40.16,55.28,55.06,-150.68,1.0
1.0,1.0,-7.9,-127.61,-9.89,10.88,-35.5,-28.43,147.17,-118.43,126.4,96.85,-76.5,-34.47,-9.06,-74.06,103.39,-13.96,64.61,-12.6,7.4,-75.38,-10.0,-55.26,1.0
2.0,2.0,14.8,-111.71,14.04,53.69,-8.95,-5.27,-53.5,33.22,38.97,-72.48,-50.51,-58.51,-23.51,115.19,28.4,-31.24,64.69,-32.01,-6.92,23.51,77.63,-193.79,1.0
1.0,2.0,2.76,-133.53,9.88,59.13,23.06,19.54,44.42,33.17,-22.32,-162.66,201.61,-30.82,4.04,188.29,138.72,18.78,-28.05,38.36,73.8,-66.5,-67.85,223.47,0.0
1.0,2.0,-30.68,-16.21,7.48,120.98,-17.87,-21.75,75.76,14.89,-44.46,166.34,-150.91,54.83,23.73,-138.71,-72.01,-11.91,-77.59,-22.26,-66.81,-131.57,48.01,85.78,0.0
1.0,2.0,14.28,1.73,-4.3,-75.04,2.37,37.62,76.96,-61.27,-3.77,-168.07,-323.95,-27.68,-6.06,-21.74,-120.59,-46.63,-56.06,-4.25,-61.32,202.46,2.74,176.12,1.0
2.0,1.0,1.88,-25.95,-8.61,-22.04,3.73,5.2,53.89,-20.92,-28.9,15.45,182.09,62.3,-32.54,-137.43,27.84,-27.38,-47.17,11.86,17.69,-19.97,-128.28,-28.69,0.0
1.0,1.0,-21.22,50.03,4.37,-94.15,-12.94,78.15,-25.64,34.03,93.1,-93.08,-25.34,52.24,24.97,-14.99,-89.29,-2.26,44.44,1.43,23.33,-72.22,18.98,57.87,0.0
1.0,2.0,-3.78,-116.33,1.22,-96.76,-22.55,258.34,72.18,3.19,-62.13,-276.58,17.96,42.94,-0.91,-178.01,94.18,8.79,-36.98,22.24,-33.31,-146.65,88.14,369.38,0.0
2.0,1.0,12.97,-157.9,-2.84,61.5,-10.77,65.12,-3.16,85.54,54.15,-18.54,251.54,18.9,-3.78,97.63,98.55,1.73,66.82,34.16,21.35,-25.3,22.85,118.4,0.0
3.0,3.0,39.76,42.05,-3.18,-104.71,7.81,95.97,31.71,12.59,8.02,41.89,-24.52,-152.36,-44.81,57.26,-184.18,-17.24,-101.07,-4.92,-33.97,7.97,60.51,-251.48,1.0
2.0,2.0,23.41,297.41,-22.89,33.76,10.93,38.34,136.29,-55.5,139.19,-124.84,-243.94,-101.95,2.81,-118.75,15.74,-53.36,67.84,32.47,-192.77,-176.89,-52.32,-167.1,1.0
1.0,0.0,32.81,-233.09,-15.51,31.45,13.35,-52.57,78.8,-47.54,-20.69,-35.84,191.6,36.16,-2.29,-167.59,114.1,0.98,22.14,3.59,100.45,49.83,-133.65,-118.98,0.0
2.0,2.0,36.54,-104.79,1.83,-34.55,-7.83,-98.73,29.23,-13.36,22.7,54.75,-203.5,-93.29,-6.52,165.5,0.02,-16.92,4.4,-24.78,-54.46,13.97,12.09,-49.5,1.0
1.0,2.0,-39.64,-31.28,1.11,7.42,-7.03,-37.16,31.35,-86.84,50.14,-91.93,-49.83,18.66,9.95,-60.96,107.66,-7.19,-23.01,5.31,14.17,-98.83,109.28,281.44,0.0
2.0,2.0,-10.44,381.07,-21.65,54.07,0.24,-18.21,-56.08,74.19,46.89,-57.63,-386.8,-69.13,5.98,-30.81,25.03,29.72,-91.65,-12.35,-133.58,58.39,13.27,-64.56,1.0
3.0,3.0,5.97,65.78,-5.12,73.24,-20.16,-27.87,12.26,-15.65,15.56,91.8,-223.78,-63.62,32.85,-4.95,11.85,25.82,-82.02,-59.37,-25.18,77.07,-19.87,93.38,1.0
2.0,2.0,27.56,-64.84,1.96,-68.51,4.02,48.87,-17.03,18.67,-106.81,106.16,-157.39,-59.0,-6.91,114.12,-92.09,3.07,-33.64,-15.81,-64.01,32.27,-67.01,-57.63,1.0
1.0,2.0,-8.34,59.02,-8.11,-53.97,-37.27,26.4,-84.67,-38.11,-123.04,-93.09,-439.03,-38.21,-13.75,53.56,-111.61,-26.79,12.71,-27.19,-67.24,-133.36,18.92,64.36,1.0
2.0,3.0,13.76,-106.95,15.22,30.9,-31.25,-97.52,-111.13,12.67,83.3,-13.79,-241.59,-132.88,54.27,-86.43,-157.84,-36.46,-17.0,20.55,-83.88,-40.7,60.4,264.95,1.0
2.0,2.0,15.94,-81.81,1.61,3.85,17.95,49.81,74.01,104.19,50.71,-37.7,42.23,-54.15,-11.81,135.85,70.19,-4.87,-65.58,-9.16,13.96,1.33,-18.13,-47.13,1.0
1.0,1.0,11.32,-67.33,6.41,-0.71,-1.64,-190.79,45.5,11.78,29.92,-117.89,83.18,75.5,12.28,-121.12,-25.44,-3.08,-42.28,-11.67,61.6,-78.56,-57.03,-194.76,0.0
2.0,2.0,5.57,-193.88,-5.15,125.37,-15.14,-110.1,-15.0,39.23,-5.56,5.52,-53.99,-102.11,-16.2,98.6,-185.72,-17.02,30.78,7.69,-28.19,-25.62,-62.46,-72.75,1.0
2.0,2.0,-3.21,-8.48,6.33,91.43,-5.52,-128.97,-112.32,43.49,-27.19,-11.14,337.76,-2.39,3.99,240.37,45.79,14.24,16.33,34.31,95.36,-14.7,-31.04,-76.38,0.0
2.0,2.0,26.16,-119.31,0.29,30.28,-14.18,77.67,33.34,-12.46,-4.56,-3.27,94.94,-32.58,0.49,60.68,-32.39,32.03,-37.48,1.79,-7.37,-60.9,-7.28,-195.45,1.0
1.0,2.0,-0.03,24.14,17.79,36.12,7.3,-3.42,-22.71,-39.35,70.75,-50.99,-176.9,-35.72,11.25,-57.88,22.06,-7.02,-41.95,11.97,-70.55,25.7,84.52,177.17,1.0
1.0,2.0,-3.33,-93.54,-20.16,-12.86,33.83,-14.23,-105.89,30.68,-54.55,57.36,190.12,19.12,29.19,209.03,12.73,1.71,-37.56,33.67,35.68,8.32,-26.6,129.4,0.0
1.0,1.0,11.6,-148.54,-5.57,104.63,-4.36,48.57,25.81,-61.1,25.21,48.94,111.99,33.46,3.13,-64.78,53.5,8.64,-38.89,18.78,11.03,32.76,-31.5,140.81,0.0
2.0,2.0,2.93,-102.01,5.32,63.07,-7.07,-90.83,66.88,11.96,35.43,47.18,-119.88,-33.66,33.76,-34.63,-198.0,17.47,-138.82,-15.99,-85.31,92.29,66.55,-258.39,1.0
2.0,2.0,-5.39,-66.05,12.96,131.07,-6.62,-23.85,149.71,-35.68,24.68,158.73,153.58,-32.61,-14.66,91.93,309.9,20.62,-99.86,6.17,10.05,30.68,-4.46,131.7,0.0
1.0,2.0,-16.27,-8.74,-2.51,-41.4,-1.88,-30.56,4.27,79.41,-26.14,-30.78,-20.57,7.35,3.97,37.42,26.92,-4.06,-5.85,22.5,10.18,59.4,39.95,323.07,0.0
1.0,1.0,9.29,-23.13,7.1,107.48,-23.8,-55.91,-1.66,39.98,6.02,-2.83,77.01,13.54,-10.37,56.77,-59.65,-19.18,-46.64,6.77,34.48,38.74,-122.17,-67.53,0.0
1.0,1.0,34.98,-195.17,-10.54,14.47,16.53,122.75,119.01,14.74,78.3,-46.15,-143.16,-43.13,3.44,12.58,7.16,50.95,19.82,-3.68,-68.72,-109.0,53.28,-76.81,1.0
2.0,2.0,-6.61,20.46,-5.4,-40.75,-1.81,111.6,-14.78,1.12,62.79,35.97,-80.94,-28.25,-16.42,21.25,-74.89,-13.52,-52.25,-23.77,-8.61,-62.5,-25.48,-71.46,1.0
1.0,1.0,-7.86,-128.38,2.89,95.12,12.69,49.22,6.54,123.28,63.07,-88.38,-125.36,-31.16,17.51,-124.34,67.4,-17.27,6.44,24.08,-88.35,68.83,-14.77,258.32,0.0
2.0,2.0,-2.67,-44.98,8.73,64.57,9.11,-25.92,81.54,-45.11,10.57,6.93,27.98,68.57,-7.6,-29.47,60.63,0.88,-9.63,-13.84,-44.8,78.29,-8.93,110.91,0.0
2.0,2.0,-17.86,-13.36,-1.05,-123.05,0.77,79.33,-0.77,-28.46,-24.26,243.48,294.05,41.9,17.05,-29.31,72.71,15.92,79.19,23.64,38.05,-97.66,-125.26,-44.84,0.0
0.0,0.0,20.24,-317.88,-1.83,88.51,3.68,-68.96,-38.81,19.14,-17.72,60.88,229.17,80.05,-16.56,-23.92,37.11,4.76,-1.79,17.43,62.47,36.73,-39.36,-81.57,0.0
1.0,2.0,12.36,-65.05,-18.94,11.42,-19.38,-15.58,26.03,1.99,141.65,-67.05,-103.08,-62.51,5.04,29.92,-102.74,6.98,137.38,27.44,-57.2,65.46,63.6,97.64,1.0
1.0,1.0,12.24,-91.18,-9.02,-134.2,-2.87,320.98,-25.56,-26.73,-7.36,1.62,98.94,47.36,-26.66,-48.24,111.41,-26.04,60.57,-25.3,48.29,-64.49,48.16,-163.36,1.0
1.0,1.0,15.87,65.74,2.86,10.87,3.01,118.66,138.13,63.32,39.14,-8.79,-173.49,-2.98,11.04,121.06,-77.53,-3.69,93.62,5.81,-48.78,-95.16,-1.26,-1.34,1.0
2.0,2.0,-26.29,148.8,3.69,-35.12,-12.37,-89.88,19.64,-75.03,79.62,10.33,89.23,26.08,-1.91,-45.81,2.92,-52.03,-5.1,-1.26,23.54,-10.93,75.54,-40.82,0.0
2.0,2.0,6.57,-68.29,-7.68,-34.83,9.85,101.95,63.42,37.36,37.37,85.83,-99.18,-29.78,-48.69,-312.14,-196.67,20.05,-104.82,-2.04,-83.63,146.41,-1.01,-134.1,1.0
2.0,2.0,4.88,-58.94,13.24,250.14,-19.76,-76.31,38.23,-67.33,1.31,64.24,-177.48,-70.48,-1.55,-1.65,-48.89,-23.68,-73.27,-21.38,-47.97,147.44,89.57,-42.71,1.0
1.0,1.0,15.28,-47.02,9.71,-120.19,-5.56,-12.18,32.13,-40.93,21.47,-126.87,118.11,-0.74,0.26,-53.5,34.59,25.72,-5.44,6.1,94.26,120.06,-19.14,-53.3,0.0
1.0,1.0,-2.53,-214.31,-0.98,-40.58,34.13,45.75,13.35,-4.36,-1.79,55.45,235.83,20.99,16.72,37.68,38.79,-37.47,25.19,27.14,72.98,-8.36,101.23,-10.59,0.0
2.0,2.0,-10.59,12.17,0.76,93.66,8.46,20.25,-19.37,-78.96,28.98,-136.76,136.08,-38.76,-25.22,9.76,80.14,16.88,23.88,27.24,52.55,-27.45,-50.46,173.4,0.0
1.0,2.0,6.28,-32.41,12.77,-1.49,-7.74,-0.91,-41.08,3.29,16.13,-119.45,-303.04,-36.86,13.09,70.53,-65.28,24.11,-18.97,-8.7,-32.67,163.18,62.69,357.57,0.0
2.0,2.0,-2.21,-135.7,-2.56,-20.68,20.92,122.98,-132.37,-11.88,77.42,-25.85,55.52,-68.47,-18.55,36.55,175.8,20.26,-55.42,-9.05,30.68,30.23,8.19,119.62,0.0
3.0,3.0,20.57,-50.68,2.58,-77.16,5.92,-38.91,47.27,-24.66,-23.95,-267.62,53.74,-86.24,27.97,-159.25,70.59,5.03,25.18,-21.06,-0.17,-214.22,-60.22,23.42,1.0
2.0,2.0,-17.96,-27.05,-2.04,120.77,10.18,22.67,-7.62,11.43,2.36,2.05,44.77,77.09,-44.9,-20.89,54.77,-0.11,-15.43,-5.85,-47.47,-30.73,5.53,118.77,0.0
1.0,2.0,36.77,-92.47,-22.36,35.09,-4.78,-142.15,0.36,113.37,-2.08,-61.54,-104.65,-20.0,20.43,-16.89,-105.42,-11.08,-7.37,-31.03,25.92,-28.71,56.53,7.5,0.0
1.0,1.0,-18.53,-102.46,-3.34,37.6,6.34,-17.56,38.64,-43.43,141.01,41.34,-257.29,-46.21,-3.73,173.11,-92.19,-34.08,1.94,-15.81,-52.42,-268.05,83.32,-175.22,1.0
1.0,1.0,35.14,10.85,10.66,13.65,38.69,-187.47,-3.18,58.44,0.16,-34.0,-340.33,-28.94,15.53,-68.09,8.56,5.3,15.51,7.85,-86.97,5.4,-50.59,282.25,1.0
1.0,2.0,24.46,100.98,-8.15,53.54,16.26,59.17,-114.25,-24.17,-3.98,-10.98,-17.31,63.85,-12.15,17.99,7.97,-40.16,-54.09,-6.79,-2.72,48.25,-57.22,75.88,0.0
1.0,1.0,15.57,-109.41,8.49,41.2,-8.61,17.9,33.47,4.78,59.11,28.15,31.22,-4.14,-2.69,-19.69,-17.25,-0.95,7.02,10.48,47.32,150.49,-11.66,70.68,0.0
2.0,2.0,25.91,-81.49,-12.9,-48.79,0.7,-47.48,-23.04,78.6,-68.28,118.1,-246.84,-91.06,-11.27,124.44,-129.71,21.93,8.5,-12.17,-92.93,-0.71,59.28,-50.2,1.0
2.0,2.0,13.93,9.56,8.65,-95.01,-5.06,-196.17,-44.82,37.19,-90.03,-111.59,28.42,-4.49,-37.25,-86.32,58.27,-5.97,-69.32,-25.39,43.47,135.6,-54.72,-14.02,0.0
2.0,2.0,-4.42,25.96,10.67,-30.28,-26.21,-158.36,-75.74,69.71,89.96,173.41,-206.83,-74.47,37.4,-5.46,-59.23,-4.85,-64.14,-8.77,-52.79,-25.78,-8.95,14.27,1.0
2.0,1.0,-7.05,-242.33,9.83,101.39,6.42,-19.57,-81.1,55.31,86.17,201.96,-48.28,40.75,29.06,-108.41,-54.26,21.26,-29.04,-8.61,-99.08,-111.78,-64.64,63.72,0.0
2.0,2.0,-11.96,336.6,-22.1,112.7,24.7,30.11,52.69,-64.09,-67.2,-75.81,-342.93,-94.65,26.23,-54.74,-87.68,23.76,-3.09,-12.66,-98.18,95.34,9.31,-175.02,1.0
3.0,2.0,11.04,-17.35,-6.53,166.82,5.44,-54.89,-80.95,-20.39,19.64,-11.16,359.21,38.97,-3.98,111.41,95.36,-32.0,-95.08,11.64,64.54,-63.12,-104.75,34.62,1.0
1.0,2.0,-12.11,-88.18,13.88,33.76,-7.27,-117.27,-52.93,-0.34,-43.41,226.0,-292.19,-40.99,11.15,257.77,-15.64,45.61,-57.91,-24.57,-32.37,-7.43,6.02,198.34,1.0
