cat_0,cat_1,num_0,num_1,num_2,num_3,num_4,num_5,num_6,num_7,num_8,num_9,num_10,num_11,num_12,num_13,num_14,num_15,num_16,num_17,num_18,num_19,num_20,num_21,target
1.0,4.0,93.43,-153.05,-20.94,52.78,-10.7,57.35,85.9,21.84,-65.4,43.33,153.98,84.51,-5.56,-23.37,96.75,-5.8,2.76,4.48,18.07,26.08,152.94,49.02,0.0
1.0,1.0,-98.93,7.95,47.77,61.84,-36.24,62.67,-51.11,-3.41,-117.64,-69.8,-30.91,66.45,-20.88,59.0,74.24,3.36,82.36,-48.62,8.85,-17.03,157.4,-27.46,2.0
2.0,2.0,-91.66,5.1,236.58,-12.37,5.78,-88.78,-52.08,30.66,-206.32,-47.99,-6.26,6.82,13.39,-38.84,-88.97,-10.38,3.04,69.69,11.38,-83.98,-80.6,-116.49,1.0
2.0,2.0,76.47,-40.92,135.68,26.54,-54.78,28.76,54.02,-5.95,56.62,-16.93,-175.43,5.27,-2.8,-35.79,-24.86,8.43,125.66,-73.31,-28.65,-73.06,182.42,59.61,2.0
2.0,3.0,163.71,-75.73,48.98,81.46,-55.49,74.84,-39.01,23.11,-227.87,-151.27,19.64,43.04,-28.19,0.0,37.85,-6.1,-6.12,-6.11,15.1,-50.7,340.6,-168.5,0.0
2.0,3.0,-85.21,3.91,12.65,-14.25,-17.71,-12.49,41.35,23.85,172.15,22.42,-131.6,115.62,-8.65,-128.91,6.88,35.57,89.17,-66.03,-14.78,22.17,120.23,42.97,2.0
0.0,2.0,-82.39,48.75,-148.09,19.54,158.73,25.67,-127.52,13.52,-257.84,60.64,53.19,-21.2,-18.15,180.38,-3.42,-11.28,-75.86,61.35,38.81,7.16,-34.13,-125.78,0.0
2.0,0.0,64.98,11.73,-124.21,29.81,84.03,64.34,3.78,23.47,48.98,29.71,-71.05,-30.9,-16.43,95.22,29.94,23.57,136.91,3.88,5.49,78.48,186.73,4.66,0.0
2.0,1.0,-387.44,-133.15,119.34,-59.02,131.86,28.18,175.41,-7.34,117.2,-63.21,130.41,-125.29,-15.14,51.45,-8.6,-8.52,-166.12,45.41,-9.76,-117.74,-193.78,110.35,0.0
2.0,2.0,84.27,55.5,-111.77,10.72,-196.54,-54.56,-92.97,-30.85,-65.93,30.88,44.54,85.11,-4.18,14.73,15.59,33.22,16.11,33.97,-0.77,-7.72,188.32,191.05,2.0
2.0,1.0,-25.73,-147.3,361.78,-25.15,43.59,-73.79,-40.05,25.2,-5.27,23.89,-29.77,29.43,-0.84,-65.95,-59.13,-31.16,-121.6,39.61,4.97,6.07,11.06,-101.94,1.0
3.0,2.0,95.72,-31.35,221.92,-22.31,11.76,26.86,-139.04,16.46,59.61,39.64,-15.41,-49.39,-23.67,10.95,-9.84,-19.06,-122.47,10.62,-22.19,-4.99,-102.07,133.64,0.0
0.0,2.0,14.04,59.72,6.41,0.68,37.79,42.89,57.59,-16.38,-130.5,80.61,-47.58,-40.08,-16.02,-8.52,-77.37,24.21,50.44,-22.63,-15.18,-26.38,44.32,-114.73,0.0
2.0,2.0,307.0,132.88,-11.86,35.45,-87.45,-6.76,-24.88,26.19,10.52,6.57,37.0,-43.98,0.53,-32.39,17.28,-18.24,108.75,-43.91,20.21,-23.62,297.66,-37.37,1.0
2.0,2.0,118.04,62.09,208.7,25.53,-81.31,-27.01,74.43,35.29,6.95,37.29,-19.73,-12.46,2.7,-61.66,-20.91,39.22,-24.73,57.18,1.99,-60.86,291.97,45.09,1.0
3.0,2.0,36.13,-84.23,-173.67,32.82,-68.75,38.96,65.74,-32.16,116.15,94.14,-175.76,-39.23,8.75,-14.25,14.15,-6.78,100.47,1.54,10.81,18.6,170.89,-21.31,1.0
3.0,3.0,-173.99,89.27,43.0,35.2,-37.83,44.01,314.27,7.38,-69.2,52.56,161.86,189.0,-9.94,-22.89,64.55,-8.46,51.97,-9.28,19.96,-105.26,237.89,-38.65,0.0
4.0,2.0,-324.11,-6.45,-130.43,-51.33,-8.48,-39.17,55.76,33.51,241.37,45.48,63.3,89.9,-10.47,-11.15,65.7,-50.55,-20.19,-4.1,-25.9,-33.41,-14.43,16.52,2.0
2.0,2.0,378.57,32.5,47.21,-19.66,158.28,52.06,167.2,23.7,163.19,101.83,147.69,-14.93,-10.44,-62.78,-1.99,39.01,114.51,21.49,-8.13,-6.02,106.11,9.61,1.0
2.0,3.0,-195.21,46.59,-124.11,-13.75,22.33,-39.4,6.0,20.93,130.37,-119.12,21.95,63.45,-1.6,98.54,57.46,41.93,-77.61,-8.53,-20.91,28.18,74.43,81.08,2.0
2.0,1.0,-360.38,-35.6,-220.29,4.18,93.35,-11.9,259.19,23.5,47.18,119.28,33.12,54.99,14.75,-8.07,34.23,6.77,-14.28,26.05,32.62,-55.05,104.76,-184.25,0.0
2.0,1.0,55.71,-25.35,-78.87,24.11,-47.65,24.28,80.15,21.72,231.94,-7.59,-142.35,-122.08,2.9,9.21,21.27,-17.81,53.56,52.25,0.11,-10.66,299.57,19.21,1.0
2.0,2.0,49.17,-91.37,130.53,-36.23,-130.43,1.19,76.45,0.85,100.27,18.86,40.45,-27.58,-2.09,-25.36,-32.37,-16.44,91.84,84.76,34.51,-27.51,-80.86,-73.9,1.0
1.0,1.0,-228.85,52.07,-19.13,13.22,-44.73,14.67,-242.73,37.15,141.82,-2.62,-248.54,-114.9,-15.9,-61.08,43.85,27.85,25.84,26.65,18.41,23.5,24.46,-241.85,1.0
3.0,2.0,-115.14,128.95,-114.16,14.84,94.85,2.44,48.84,0.84,-146.7,12.35,-19.44,-29.4,-0.72,51.71,-36.82,22.26,-126.86,111.76,-17.88,-17.04,79.34,-41.09,0.0
2.0,2.0,-273.44,-7.64,-8.73,-51.43,131.03,10.17,20.71,17.66,145.94,35.67,-4.5,-29.18,-3.7,79.79,9.05,-18.92,150.49,1.8,25.5,-5.76,-279.32,-93.5,0.0
2.0,2.0,-230.82,24.74,201.5,14.32,-22.2,4.7,-125.91,32.96,-166.44,-44.91,114.11,105.86,-16.17,-44.23,70.05,-22.16,-46.61,29.07,-5.24,7.54,-157.25,-160.71,2.0
3.0,3.0,-54.84,-142.74,6.75,18.96,-17.44,24.47,-45.44,32.63,116.28,5.36,-55.25,-44.53,-5.3,38.67,59.29,-64.1,12.72,7.5,-25.97,20.1,75.1,-66.03,1.0
2.0,1.0,-289.28,-127.17,-6.06,-0.39,19.96,42.31,117.7,-6.35,-28.32,-31.78,6.49,109.0,-11.74,12.74,28.63,15.73,-26.28,-8.82,22.14,41.97,-68.03,118.87,2.0
4.0,4.0,66.49,-60.22,46.5,-33.83,-19.85,-15.49,160.19,1.61,-121.67,42.49,83.75,134.66,7.2,50.41,-80.37,8.17,81.09,4.42,-46.35,-27.7,-143.86,8.55,1.0
2.0,3.0,-347.27,-90.53,-195.16,-13.82,62.55,-63.92,144.28,18.29,-171.27,48.37,37.62,-28.64,18.31,-34.87,-65.19,50.37,1.17,-61.9,6.85,68.03,-3.12,40.63,0.0
2.0,2.0,188.53,-60.74,-83.44,57.61,-1.47,-3.62,63.61,10.35,-270.16,-89.72,30.8,46.73,22.21,54.75,-25.3,-10.08,8.24,24.09,21.08,-10.53,126.6,68.65,1.0
2.0,2.0,80.87,-17.8,48.94,-3.64,56.3,-32.39,-218.57,9.78,58.97,33.36,-140.53,-100.42,-5.77,48.12,-23.53,26.18,-8.52,-52.33,-28.09,-31.98,48.7,98.39,1.0
2.0,2.0,-195.61,-29.37,44.3,25.97,-62.51,13.89,101.22,6.5,-62.18,-8.4,1.48,139.1,-3.99,90.8,39.82,-30.4,38.61,29.1,9.96,2.21,83.99,39.61,2.0
1.0,2.0,-46.52,-56.53,240.5,39.28,21.11,-59.19,120.37,0.87,-122.58,11.81,49.48,-76.7,20.22,-76.63,-26.74,24.06,87.42,55.92,12.11,-57.15,259.5,-13.28,1.0
3.0,4.0,-286.55,-92.08,-3.61,-47.7,-38.39,-29.65,15.54,25.99,199.32,-25.18,57.28,-140.85,1.46,136.87,24.2,-14.07,99.3,-36.31,10.7,26.08,-128.33,-103.4,0.0
2.0,2.0,-331.13,63.31,-67.52,48.6,34.5,54.66,165.19,-10.88,-52.4,-10.68,-203.0,-24.42,-4.75,-81.38,-10.95,26.24,63.98,80.77,2.64,-61.02,232.72,59.39,2.0
2.0,3.0,-109.48,-41.16,-145.21,59.34,-121.33,30.9,-44.45,23.53,-115.52,62.28,-96.99,35.53,-19.0,78.62,37.35,-22.99,8.38,4.46,-20.13,-44.94,318.24,-123.68,0.0
1.0,2.0,-43.01,114.99,-87.73,3.48,-49.55,4.0,-177.59,-1.56,60.26,23.27,10.24,60.13,-9.23,-135.4,86.88,43.47,-43.78,-23.32,9.8,-21.42,-83.02,-58.11,2.0
1.0,3.0,29.41,-35.31,-103.51,25.42,74.55,-27.26,-39.79,0.3,-320.17,-66.46,35.69,4.77,27.16,-98.5,-47.12,-12.61,7.33,-43.37,15.37,25.65,-163.93,-241.38,1.0
2.0,1.0,-70.99,-25.93,-3.67,15.78,-40.43,10.19,-96.89,-12.35,132.13,-28.3,-98.55,-75.59,-8.81,13.0,48.05,28.65,201.77,82.4,-14.86,-2.1,119.44,48.34,1.0
2.0,2.0,120.85,-73.65,59.55,23.15,41.65,52.04,16.97,15.28,-164.68,102.25,24.16,13.53,-17.92,-13.46,-28.82,21.16,-23.08,4.76,-10.45,28.99,80.23,-6.03,0.0
2.0,3.0,-54.85,74.07,104.16,29.98,-14.64,68.26,345.15,4.83,27.85,-25.14,29.98,288.02,-8.61,2.11,48.25,5.09,181.44,21.11,23.21,-10.64,196.97,-132.78,2.0
1.0,2.0,-210.31,-86.98,-60.42,-80.83,-21.85,19.33,350.85,-23.4,142.95,12.17,171.06,-102.7,-5.47,68.51,-69.42,-21.56,-47.55,-35.37,-15.2,21.91,-113.12,-67.01,0.0
3.0,3.0,-94.46,97.37,-84.64,-44.62,13.8,-26.92,54.23,16.98,85.66,-17.73,105.24,8.26,-25.31,-71.71,-13.61,-25.59,-106.52,-9.16,27.01,-25.94,145.9,-149.2,2.0
2.0,1.0,66.63,65.53,-17.3,25.17,-118.15,-18.16,-312.95,21.97,88.61,-101.29,-14.41,103.07,1.63,65.55,139.77,-36.53,-50.11,-31.98,9.44,-126.06,-105.82,22.07,2.0
2.0,4.0,-246.13,20.97,182.18,-34.29,-32.75,-17.7,189.25,40.83,126.6,-77.14,127.28,-132.57,-10.07,83.68,-12.95,4.07,66.09,53.78,13.53,-1.86,112.22,67.02,0.0
2.0,3.0,-417.76,-32.76,-72.05,-9.11,7.03,9.75,149.13,-11.15,-39.87,-156.77,10.83,119.56,-2.16,12.02,21.82,-12.39,-109.72,46.68,38.57,32.07,-93.41,-15.55,2.0
3.0,2.0,42.53,-91.63,-3.65,-19.9,165.76,-27.45,-215.82,21.38,77.37,62.98,-75.29,125.36,-26.1,2.14,21.46,0.13,-7.63,-106.8,-0.56,8.68,45.7,-128.41,2.0
2.0,2.0,-93.87,186.01,-156.81,6.07,106.07,41.5,196.89,-0.51,-26.93,-123.11,127.62,-40.47,-8.51,81.83,11.03,-25.78,21.88,13.33,52.99,-24.36,136.87,58.01,1.0
1.0,3.0,-17.19,-43.96,32.97,-77.23,35.96,8.77,137.35,-3.78,104.59,69.24,205.0,-62.43,0.56,-164.62,-32.68,16.56,-264.14,42.0,-2.07,-9.92,-326.9,-83.56,0.0
3.0,2.0,54.37,35.38,-112.09,-7.25,84.83,-19.68,-333.76,18.01,35.62,60.88,-15.61,-0.49,-22.4,-16.58,55.76,12.92,44.0,5.16,-7.85,-36.57,-25.78,-60.0,2.0
2.0,2.0,-183.92,126.15,166.83,42.19,44.33,23.47,-52.74,40.66,-192.48,83.19,46.65,98.04,-15.72,-54.52,55.08,28.29,-115.77,-37.61,-18.7,-8.37,29.18,111.09,2.0
2.0,3.0,39.81,18.75,-168.14,66.84,7.21,22.34,68.98,6.48,-0.66,-8.09,36.46,-21.83,6.2,-85.17,85.23,27.02,85.75,-7.8,-14.79,56.14,337.76,33.98,0.0
2.0,1.0,63.18,95.03,293.86,-16.34,-20.57,-17.71,286.72,15.77,-74.85,-96.48,139.72,61.39,9.08,-202.63,-73.21,0.13,0.4,-122.65,-1.97,-163.29,43.88,-60.46,1.0
2.0,2.0,193.87,-77.81,231.97,-41.2,40.88,4.53,117.52,-0.63,66.28,59.76,91.95,-61.77,-7.96,108.83,-72.21,-43.13,44.34,48.42,-5.38,-78.95,-11.23,-13.3,1.0
1.0,1.0,-139.52,-46.65,-415.06,34.73,-68.34,-27.8,-128.05,-13.9,11.45,-25.7,-47.88,-113.24,19.09,104.77,70.89,-28.58,-31.47,-77.3,-28.45,66.01,81.72,-63.41,0.0
2.0,3.0,108.91,-148.19,-101.43,28.18,70.87,-83.84,-343.68,-3.23,-88.29,-48.24,60.25,55.67,-3.82,-14.95,79.04,33.5,-32.5,80.36,15.66,30.61,138.93,-41.7,2.0
3.0,2.0,-133.96,-39.64,184.99,19.58,76.82,64.67,188.53,-27.82,-62.88,22.8,6.7,134.42,-16.53,-11.77,9.95,16.83,191.92,49.32,-3.85,-54.36,62.15,195.14,2.0
2.0,1.0,30.51,-30.81,-71.33,59.46,11.23,-6.43,197.44,-1.65,-234.02,-32.01,32.33,80.12,28.96,8.95,-14.24,19.35,-43.63,-10.69,0.15,-75.27,163.68,-140.7,1.0
3.0,1.0,-102.56,-121.41,160.71,-60.16,73.04,-22.41,254.48,10.82,88.64,-137.24,256.26,-110.85,-4.83,-71.79,-42.88,-3.53,-0.12,-50.7,6.06,91.87,-4.4,-68.91,0.0
2.0,3.0,235.88,-38.88,-163.97,54.94,39.2,-8.02,-303.99,19.45,-41.06,50.12,-55.25,9.89,-8.47,-48.5,79.18,-57.9,9.39,49.53,-9.34,37.8,211.34,-30.16,1.0
2.0,3.0,-426.44,160.73,-229.55,1.68,9.23,-43.21,211.57,-1.35,-156.72,-75.23,139.85,17.22,3.32,44.22,-4.58,27.41,-86.16,35.26,11.29,23.76,161.67,-114.52,0.0
3.0,2.0,82.57,-169.97,68.57,1.13,-36.95,-0.57,184.7,-25.6,-189.87,-44.39,66.57,59.79,15.26,110.25,-77.63,-20.59,-10.71,1.26,4.62,-30.47,-53.84,-12.38,1.0
3.0,2.0,-56.31,-68.94,83.33,27.3,76.31,67.86,251.05,-26.37,8.58,-107.88,-68.19,147.27,-10.06,34.62,1.78,7.82,-30.93,-52.87,-12.6,-50.23,180.73,50.58,2.0
1.0,1.0,-319.26,8.22,-3.77,-48.36,-50.83,7.61,480.48,24.26,63.07,68.39,141.63,-13.79,12.78,3.8,-61.62,0.51,104.53,-111.22,25.56,47.52,-42.43,41.98,0.0
1.0,2.0,-81.82,-186.47,149.87,99.87,-139.53,101.08,168.16,11.02,-166.23,4.3,-6.61,227.36,-21.57,4.62,97.89,3.3,90.14,50.21,-11.53,-6.51,348.75,16.15,2.0
1.0,4.0,-112.6,99.82,-193.1,-32.27,-82.97,18.46,164.0,-32.62,49.24,-98.27,191.73,-84.01,-17.0,63.91,0.57,9.22,220.72,-82.65,-12.6,-23.25,91.31,-14.78,2.0
1.0,1.0,149.19,-2.37,42.83,29.37,32.69,-55.51,-118.05,13.51,-50.07,64.77,79.69,-52.71,10.1,20.78,33.49,-38.85,218.38,-40.0,-23.11,44.56,164.09,-48.4,1.0
