cat_0,cat_1,cat_2,cat_3,num_0,num_1,num_2,num_3,num_4,num_5,num_6,num_7,num_8,num_9,num_10,num_11,num_12,num_13,target
1.0,1.0,1.0,1.0,-25.27,90.76,-162.76,-2.02,-123.71,16.16,13.35,-32.89,-143.82,33.27,58.71,-5.13,-96.96,3.73,0.0
1.0,2.0,1.0,2.0,33.82,-31.49,-217.83,3.89,-71.49,-50.53,29.66,-32.22,-68.45,-99.81,231.02,-4.8,117.11,-2.6,2.0
1.0,1.0,1.0,1.0,-23.01,-58.7,140.99,3.11,28.97,-128.52,16.63,-25.81,-44.78,-31.13,101.74,4.29,155.41,-31.69,2.0
1.0,1.0,0.0,1.0,-4.87,-118.46,-209.05,-0.07,39.11,-61.17,10.85,238.1,109.75,65.92,-160.99,-1.56,318.65,-22.57,2.0
1.0,1.0,0.0,1.0,-80.21,-51.58,-63.58,-2.67,38.55,-10.73,13.43,97.13,-67.59,-11.69,114.11,2.48,354.25,-28.3,1.0
1.0,1.0,1.0,1.0,15.82,-20.84,-16.29,-0.36,-83.93,-160.27,-20.04,16.47,-10.59,-65.88,61.44,1.59,331.02,66.94,2.0
1.0,1.0,1.0,1.0,12.27,-34.14,90.96,5.92,8.19,60.22,-23.87,60.53,16.81,57.13,84.51,-7.21,92.86,102.06,0.0
1.0,1.0,0.0,0.0,25.39,63.44,238.58,-3.74,-106.82,60.7,-16.34,-54.04,-83.4,-16.02,-153.29,-3.82,348.13,72.97,0.0
1.0,1.0,1.0,1.0,50.14,-102.41,-95.87,-0.68,-27.85,-56.63,2.36,-80.73,-126.87,-13.95,-172.87,-4.53,189.82,-17.35,1.0
1.0,1.0,1.0,2.0,-35.91,-14.56,-155.89,6.15,-74.35,-62.33,-8.97,22.81,113.35,46.09,107.94,-5.35,37.88,119.57,2.0
1.0,1.0,1.0,2.0,-25.7,-49.47,464.36,3.48,49.63,-178.4,0.79,-59.86,64.48,53.5,311.91,6.85,-63.95,-61.81,2.0
1.0,1.0,1.0,1.0,-8.37,-78.74,250.35,1.9,-0.87,-46.03,-33.9,147.37,35.66,-88.27,137.6,-0.06,103.74,-46.55,2.0
1.0,1.0,1.0,0.0,-25.25,-92.71,-129.22,-6.32,-53.03,110.52,-4.44,-56.95,88.09,10.33,69.93,-3.56,-224.14,-95.05,0.0
1.0,1.0,2.0,0.0,-56.56,-9.22,-294.0,-9.32,-11.71,35.01,19.44,-42.19,-67.16,-32.7,104.16,-5.37,-272.25,43.23,0.0
0.0,1.0,1.0,1.0,3.2,79.49,105.31,1.51,14.48,-169.22,19.52,98.38,31.77,83.74,-4.83,2.5,99.42,-6.24,2.0
1.0,1.0,1.0,2.0,22.79,51.85,-17.39,6.6,7.33,-49.72,47.36,51.93,-50.09,74.01,301.7,-5.96,213.42,-144.84,2.0
1.0,1.0,2.0,1.0,-39.16,-35.75,-184.07,-4.33,83.95,27.32,-26.67,111.82,-20.56,-51.98,79.48,-4.3,-187.55,52.82,0.0
1.0,1.0,1.0,1.0,-42.69,-116.68,200.3,4.79,-119.75,10.5,-2.35,59.2,123.2,-60.25,162.92,5.74,-14.23,-134.86,2.0
1.0,1.0,1.0,2.0,-17.25,-99.22,75.95,3.27,-15.17,-108.02,-3.1,21.86,22.54,38.67,237.44,8.26,185.6,99.4,2.0
1.0,1.0,1.0,1.0,51.77,-17.93,8.03,-1.4,-55.57,79.36,4.77,-19.06,62.09,-34.57,180.75,1.1,-153.21,-140.28,0.0
2.0,1.0,1.0,1.0,8.6,112.03,-44.09,-2.21,-160.04,95.12,-6.22,-0.35,-2.33,-2.22,72.24,0.69,45.67,84.72,1.0
1.0,0.0,1.0,1.0,-1.42,63.23,-12.89,8.55,-36.73,49.68,-37.19,93.12,1.59,19.95,58.7,-9.34,-75.28,-11.66,0.0
2.0,2.0,0.0,1.0,-15.64,-128.1,-19.19,-2.08,1.81,-177.64,17.99,79.31,19.8,-43.27,-64.56,-2.39,355.08,118.28,1.0
1.0,1.0,1.0,1.0,-29.66,33.53,-214.98,-2.22,105.56,31.94,46.34,-12.1,-77.15,110.79,9.09,-7.1,-122.58,-19.87,0.0
2.0,1.0,1.0,1.0,16.62,75.83,-217.68,2.1,70.39,165.67,9.31,-36.96,44.59,-6.38,37.12,-7.34,-174.02,-155.38,0.0
1.0,0.0,1.0,1.0,-86.31,187.49,235.31,-0.02,-158.23,-62.41,-7.4,-36.81,-31.8,8.06,-50.03,-5.58,-12.49,41.81,2.0
1.0,0.0,1.0,1.0,-38.48,32.59,-8.56,5.85,58.45,-27.65,32.14,44.45,198.5,13.46,124.58,0.09,47.99,41.07,0.0
1.0,1.0,0.0,2.0,54.9,-81.66,-103.14,2.45,145.77,-119.69,-14.19,59.58,36.67,14.25,218.96,9.37,357.98,-50.75,2.0
1.0,1.0,1.0,0.0,-42.63,10.53,-361.88,-7.95,-93.53,-0.45,-8.64,0.4,111.08,-30.55,-143.12,-3.38,-243.5,11.44,1.0
1.0,1.0,1.0,1.0,18.91,-187.48,-468.9,2.04,89.55,120.46,34.23,42.92,67.63,-20.68,217.46,2.99,176.03,70.31,0.0
1.0,1.0,1.0,0.0,-19.8,102.99,-303.21,-2.01,8.13,159.06,50.64,84.15,55.91,2.89,-1.07,-9.12,-92.29,93.93,2.0
0.0,1.0,1.0,1.0,23.19,-80.45,-184.14,2.38,-7.3,34.85,-17.64,-64.67,101.68,112.74,224.4,0.4,138.54,50.7,2.0
2.0,1.0,1.0,1.0,-16.77,-22.15,-51.07,-2.69,28.04,-127.67,-15.65,52.46,21.12,22.96,-16.92,-0.09,158.6,-22.12,1.0
1.0,,1.0,2.0,79.28,281.88,-124.71,7.5,6.14,-94.94,32.01,72.29,62.39,-12.66,-104.41,3.23,68.11,-103.17,1.0
2.0,1.0,2.0,2.0,51.49,104.62,-389.43,-0.87,68.7,-51.79,-6.87,2.31,76.41,-35.67,332.49,-0.78,-325.88,-180.16,0.0
1.0,1.0,0.0,1.0,-62.57,-159.11,144.9,-0.15,-5.18,-56.07,-7.61,-22.62,-116.36,-48.56,186.25,7.83,346.38,-64.29,1.0
1.0,1.0,0.0,1.0,-9.5,2.1,-100.83,-0.03,95.54,-70.67,-28.95,58.42,2.64,-9.89,-164.06,-0.27,432.09,58.46,1.0
1.0,1.0,1.0,1.0,-61.51,-120.99,-136.06,-3.27,-14.42,-71.85,31.57,-60.02,-2.49,-29.66,17.78,-1.34,98.44,-144.67,1.0
0.0,1.0,1.0,0.0,61.37,-110.99,3.9,3.91,-15.01,155.87,-0.15,61.33,-54.6,46.82,-146.91,-6.25,-153.99,-239.61,2.0
1.0,1.0,1.0,1.0,-41.33,-168.84,499.27,5.42,-101.59,145.79,-5.97,110.52,-47.03,-26.36,277.29,4.78,-348.56,-129.63,2.0
1.0,1.0,1.0,1.0,-52.24,-112.17,10.62,1.05,8.59,-192.16,37.74,-97.54,-65.55,-70.23,-208.96,-4.71,165.58,-216.41,1.0
0.0,1.0,1.0,1.0,-53.48,-271.7,282.96,3.06,15.38,-67.3,-37.54,-70.4,-47.79,34.67,215.06,3.68,56.09,157.62,2.0
0.0,1.0,1.0,1.0,-35.34,-25.98,-13.27,-0.21,-57.94,-176.75,2.99,-81.87,-114.89,-59.06,-182.33,-3.4,206.19,94.41,1.0
0.0,0.0,0.0,1.0,27.83,-10.54,56.2,4.46,-67.7,200.46,-3.17,19.51,94.9,-46.78,-45.44,4.83,-175.83,56.21,2.0
1.0,1.0,1.0,1.0,-28.24,71.06,-162.46,2.37,61.08,111.13,11.23,187.32,7.82,-2.82,-23.68,-2.71,-99.16,-156.42,1.0
1.0,2.0,1.0,1.0,2.11,277.33,-352.12,2.99,60.28,-83.42,-14.26,-12.56,1.36,-68.84,-166.41,2.64,85.78,64.06,1.0
1.0,1.0,1.0,1.0,-63.1,-206.79,367.28,4.05,-85.01,90.07,1.58,6.55,7.42,40.57,205.26,2.15,-180.69,148.46,2.0
2.0,1.0,1.0,2.0,-16.06,-36.76,237.49,4.64,-43.63,-60.27,-2.35,-13.52,-81.88,65.14,195.67,6.78,-83.74,-1.16,2.0
1.0,2.0,1.0,1.0,48.67,-54.41,-24.9,-2.15,-59.51,-109.69,20.81,-130.25,27.88,-6.98,-59.15,-2.54,28.37,40.27,1.0
1.0,0.0,1.0,1.0,26.67,60.7,17.55,1.7,36.42,137.56,-16.04,-20.11,-132.05,39.55,188.22,0.12,-237.84,30.87,1.0
1.0,0.0,1.0,1.0,51.49,74.51,-278.87,-6.12,162.58,58.33,-3.68,-10.87,-133.81,-56.78,80.36,-5.45,-61.69,-56.6,1.0
1.0,1.0,1.0,0.0,-5.36,-130.8,268.47,0.43,83.52,122.84,1.24,88.08,137.14,3.41,77.06,-3.47,5.16,-109.87,0.0
0.0,1.0,1.0,1.0,-23.3,-60.87,-155.56,7.42,45.23,69.5,-16.96,48.38,20.68,-49.14,101.77,-8.05,-42.52,-2.21,2.0
1.0,1.0,1.0,1.0,3.07,64.46,131.48,5.42,25.1,-46.82,6.35,-40.76,-32.01,-2.53,-5.22,-10.26,39.75,-78.23,2.0
0.0,1.0,0.0,1.0,26.86,-28.84,153.94,2.54,72.73,64.1,25.99,-84.13,-70.64,27.15,73.37,1.3,219.73,95.21,0.0
1.0,1.0,1.0,1.0,-49.41,126.94,-167.36,-3.88,21.27,79.42,-19.87,19.31,32.56,21.91,267.41,0.62,-153.48,266.18,0.0
1.0,1.0,0.0,0.0,-73.27,-197.72,368.75,1.59,168.87,156.35,-1.73,-147.86,-70.89,7.61,112.38,-9.78,161.03,-65.98,0.0
1.0,1.0,1.0,1.0,-17.69,-79.96,-136.85,5.99,135.04,79.48,4.1,-56.76,-146.16,38.96,91.56,-2.68,76.97,-32.4,2.0
1.0,2.0,1.0,1.0,-19.2,-112.61,-94.84,-2.5,81.69,-76.04,17.47,-50.17,124.69,22.49,-84.41,-4.13,58.14,71.09,1.0
1.0,1.0,1.0,0.0,15.51,-215.06,46.73,0.96,-76.72,136.66,-1.2,-35.34,45.66,34.07,210.59,-13.48,9.53,33.29,0.0
1.0,1.0,1.0,1.0,63.28,-26.67,-76.74,2.62,55.77,4.7,-7.97,-130.06,-63.74,-56.2,77.29,-7.92,112.32,-71.6,2.0
1.0,2.0,2.0,1.0,18.12,83.7,-125.26,-0.7,45.89,147.64,-6.43,179.2,-49.23,77.26,156.86,-3.31,-332.52,172.42,0.0
1.0,1.0,2.0,1.0,-2.72,76.44,-304.04,-2.42,-37.28,39.19,-22.1,15.61,-0.47,5.54,216.22,-2.41,-200.78,30.35,0.0
0.0,1.0,1.0,0.0,-22.58,31.37,-285.05,-4.18,-35.47,-43.92,6.74,9.43,109.64,-69.42,-247.53,-4.2,252.31,93.95,1.0
1.0,1.0,0.0,1.0,-12.94,9.11,23.91,3.24,-69.59,10.79,8.61,-22.6,52.91,-74.17,-17.91,3.58,96.04,-102.14,0.0
2.0,1.0,0.0,0.0,85.89,-214.85,232.27,-1.25,147.87,70.87,-26.94,132.87,116.42,17.92,133.71,-0.43,133.93,-46.74,0.0
1.0,2.0,1.0,1.0,46.66,128.0,-183.6,1.42,23.31,136.72,60.67,90.97,-23.37,-101.01,98.18,-5.47,-179.28,-163.96,0.0
1.0,1.0,0.0,0.0,-57.15,-138.69,355.02,1.18,12.35,97.28,13.38,38.54,-9.23,-85.38,92.56,-1.14,297.68,-131.46,0.0
1.0,1.0,1.0,1.0,-90.59,-32.29,1.68,2.37,-55.87,23.28,-26.94,-46.88,-62.1,87.96,47.73,-2.21,121.98,-132.85,2.0
1.0,1.0,1.0,1.0,52.58,-125.32,-106.49,2.94,-72.42,80.25,-9.69,-37.24,-101.74,72.51,52.9,-0.64,-64.58,-20.34,2.0
1.0,1.0,1.0,0.0,40.56,45.26,157.34,3.66,35.02,175.16,-12.81,115.05,-46.78,28.21,17.54,-4.26,19.77,30.94,0.0
1.0,1.0,1.0,1.0,-39.11,71.39,-202.44,3.16,7.68,-3.88,5.33,-23.86,8.18,-36.18,-274.71,6.03,-104.23,39.42,1.0
1.0,1.0,1.0,1.0,-7.38,-253.1,173.89,1.15,-70.34,52.57,-21.46,-145.06,-27.13,-27.42,351.37,-9.72,107.09,-40.7,0.0
2.0,1.0,1.0,1.0,-34.08,-111.57,-222.28,-3.27,62.28,-71.65,15.99,95.88,107.44,-4.68,-98.5,-3.79,-22.94,-109.66,1.0
0.0,1.0,1.0,1.0,60.81,14.26,101.05,6.31,-57.51,184.96,-2.09,34.47,-32.68,5.93,162.4,-0.07,-297.56,-79.88,2.0
1.0,1.0,1.0,1.0,-4.99,-5.66,-183.68,1.63,28.33,-86.71,38.32,-128.0,106.65,-27.53,-237.76,-1.2,-37.32,-77.08,1.0
1.0,0.0,1.0,1.0,14.97,-58.53,-81.64,0.02,-68.77,2.5,33.17,-4.25,41.12,-14.32,337.89,1.14,221.56,60.48,2.0
1.0,1.0,1.0,1.0,70.61,132.51,-37.09,-0.64,-94.59,102.1,17.16,-54.71,17.35,41.52,140.49,-1.54,-104.74,33.35,0.0
1.0,1.0,0.0,0.0,-95.01,74.56,164.66,-4.48,-33.67,92.68,35.11,-18.65,-21.09,-50.35,127.44,2.39,92.93,-35.98,1.0
2.0,0.0,1.0,1.0,-10.25,6.6,296.95,1.05,68.07,45.74,-8.1,1.24,-128.52,-25.14,10.44,-2.56,-226.21,109.14,2.0
0.0,1.0,1.0,1.0,-31.23,113.79,-370.43,1.55,-17.13,22.18,22.05,-5.33,-21.02,-11.16,-210.75,4.68,-86.95,-44.16,1.0
1.0,2.0,1.0,2.0,-59.59,-46.55,246.37,3.47,51.58,-236.39,-25.23,-22.84,93.61,-15.8,232.6,6.6,188.04,-60.97,1.0
2.0,1.0,1.0,1.0,4.81,-122.42,34.95,-1.52,162.72,-150.65,8.85,5.79,160.89,-60.75,139.29,2.9,229.81,-35.88,2.0
1.0,1.0,1.0,0.0,54.88,-84.02,-266.89,-5.78,95.27,-50.68,2.73,43.99,-10.95,28.19,-179.03,-5.47,358.59,59.68,1.0
0.0,1.0,1.0,1.0,-36.21,-34.08,-59.95,2.52,-51.29,-32.97,33.75,47.32,-100.32,-60.26,112.25,-6.66,31.34,152.58,2.0
0.0,0.0,1.0,1.0,10.38,-29.68,-126.59,5.41,-25.25,97.12,9.82,111.88,-15.78,-60.2,126.04,-7.87,191.66,49.29,2.0
1.0,1.0,1.0,1.0,0.44,154.7,-294.72,4.41,172.45,96.76,-27.47,144.3,131.85,7.75,-130.26,3.93,-38.47,220.91,1.0
1.0,1.0,1.0,1.0,17.23,-142.98,-342.65,5.0,-108.11,253.62,-1.07,-89.86,48.37,67.97,156.64,-4.25,181.53,65.54,2.0
1.0,1.0,1.0,0.0,6.35,-26.42,50.56,-3.4,-46.84,68.56,-11.94,91.11,24.37,-97.55,48.85,-1.16,1.1,7.78,0.0
1.0,1.0,1.0,1.0,-36.47,206.66,-27.36,4.41,-31.66,152.75,-5.53,36.08,-133.16,-46.3,79.17,-4.68,-140.93,227.73,0.0
1.0,1.0,1.0,1.0,-28.03,-147.29,-29.89,0.73,-90.13,53.18,-31.42,182.81,-35.56,-2.31,237.62,-5.1,173.62,-108.55,0.0
1.0,1.0,1.0,1.0,-11.43,-90.43,11.58,0.27,153.88,113.22,-18.03,-102.21,47.76,129.54,278.53,-5.11,-4.52,64.77,2.0
2.0,1.0,1.0,1.0,-12.55,-77.01,323.0,3.53,43.57,137.46,7.92,1.95,127.35,92.51,191.58,-8.13,51.67,37.68,0.0
1.0,1.0,2.0,1.0,-18.86,173.77,-247.32,2.35,135.48,95.49,4.01,-14.21,52.04,7.2,183.93,-3.92,-215.01,157.39,0.0
1.0,1.0,1.0,1.0,-49.08,91.28,51.52,6.78,-46.22,171.05,20.76,123.92,36.99,52.43,55.98,-2.97,-56.0,-63.23,2.0
1.0,1.0,1.0,1.0,93.42,-97.48,-82.57,0.51,49.54,85.36,21.44,28.41,65.91,41.6,126.98,-4.58,-7.16,184.67,2.0
1.0,1.0,1.0,1.0,-5.2,-150.31,61.41,1.97,40.21,-110.37,-7.95,71.14,-51.73,-84.44,183.91,5.62,264.19,20.12,0.0
1.0,1.0,1.0,1.0,9.15,-84.68,66.81,3.33,-33.74,18.13,24.95,-45.96,-47.28,114.03,-12.34,0.36,68.67,-5.94,2.0
1.0,1.0,1.0,1.0,-57.39,-242.46,86.89,-0.42,129.83,-78.65,-26.6,-25.74,12.72,37.11,107.2,0.22,258.24,95.84,2.0
1.0,1.0,1.0,1.0,58.12,-59.53,21.49,2.58,-84.73,12.15,-36.88,13.57,-5.07,126.98,47.69,-5.73,-61.73,-302.47,2.0
1.0,1.0,1.0,1.0,-47.13,192.83,-220.39,3.09,-108.41,104.28,-1.93,-78.86,32.36,27.35,92.07,-4.11,-7.44,-13.61,1.0
1.0,1.0,1.0,1.0,13.25,-20.6,-90.86,5.72,154.91,92.67,33.26,15.42,-3.49,-18.21,136.28,-6.44,153.83,-163.31,2.0
1.0,1.0,1.0,1.0,51.91,62.36,73.29,4.28,-97.2,100.9,7.02,-47.52,-88.56,-36.67,1.36,-1.46,-36.94,-46.55,0.0
1.0,2.0,1.0,1.0,-10.06,10.72,-188.5,-1.64,28.7,36.84,23.4,45.38,-41.98,-11.7,-148.98,6.11,-191.44,-16.78,1.0
1.0,1.0,1.0,1.0,-37.16,40.27,145.71,4.88,-94.13,-145.38,-15.1,35.46,22.06,-44.16,-11.21,3.81,43.21,80.59,2.0
2.0,1.0,1.0,1.0,-65.8,-129.85,266.98,2.05,131.49,105.69,-23.29,-145.95,-12.64,2.62,71.79,-0.82,-141.28,84.67,2.0
1.0,2.0,0.0,1.0,8.18,91.04,23.91,4.85,-4.88,76.81,-1.79,60.19,-36.23,-4.39,-119.11,6.92,-64.22,-69.74,1.0
1.0,1.0,1.0,1.0,-41.55,25.16,-33.55,5.04,89.25,51.11,10.32,98.03,45.49,-17.72,-99.89,1.08,-234.39,-149.02,1.0
0.0,1.0,0.0,1.0,-60.35,67.28,-81.23,2.39,-47.78,26.54,-14.43,-92.99,67.28,42.86,-25.77,-0.43,213.41,-8.68,2.0
1.0,2.0,1.0,1.0,-10.77,-220.44,149.44,1.34,106.06,33.09,21.45,-72.79,-22.0,3.64,100.4,-6.51,133.35,-193.15,0.0
0.0,1.0,1.0,1.0,45.03,18.27,152.14,0.33,-37.01,-95.14,-15.85,68.46,2.36,-129.1,65.63,-0.77,126.62,-49.42,2.0
1.0,0.0,1.0,1.0,-16.95,-9.41,121.38,4.67,-45.16,152.15,33.43,53.89,-109.48,40.92,58.37,-9.93,-37.98,-133.85,0.0
1.0,1.0,1.0,1.0,3.7,-141.76,-19.22,0.7,130.47,-126.18,13.4,30.97,34.93,16.03,-54.21,-2.09,229.74,95.53,1.0
1.0,1.0,2.0,2.0,96.38,186.34,-227.31,1.56,-12.05,41.29,33.99,-98.0,140.57,-79.08,364.04,1.42,-299.12,-62.48,0.0
2.0,1.0,2.0,1.0,73.17,78.34,-316.72,-1.4,17.27,91.11,10.88,-83.57,-10.17,-10.33,137.12,-5.48,-243.35,98.82,0.0
1.0,1.0,1.0,1.0,-53.34,-38.57,138.8,5.04,88.24,144.33,17.8,-49.35,-105.69,9.19,112.41,-11.91,-61.25,-142.22,0.0
0.0,1.0,1.0,1.0,-13.3,-29.94,302.69,0.48,84.58,-171.32,-0.19,-7.37,-1.97,16.82,196.13,3.92,-12.28,-96.19,2.0
1.0,1.0,2.0,1.0,26.24,45.03,-200.57,0.69,-88.68,101.57,12.41,-8.48,-22.64,92.62,58.48,-6.43,-254.96,48.2,0.0
1.0,1.0,1.0,1.0,47.72,-15.56,-93.19,-2.94,113.66,-153.74,0.14,-79.05,95.04,54.01,-201.04,-5.62,39.86,-90.15,1.0
1.0,2.0,1.0,1.0,33.82,231.79,-203.7,3.83,25.37,58.03,34.21,39.79,-52.18,-36.48,-23.96,-3.2,167.1,-147.79,1.0
0.0,0.0,1.0,1.0,31.64,54.18,-54.51,0.46,-107.39,149.61,9.53,-43.73,66.23,-44.73,54.57,-3.4,-41.02,23.82,1.0
0.0,1.0,1.0,0.0,8.05,-56.84,200.08,1.42,-109.25,247.3,-7.91,82.05,-11.68,-4.43,98.56,-1.05,-185.97,-40.44,1.0
1.0,1.0,1.0,1.0,-14.85,-22.09,4.65,3.01,-22.42,127.74,26.93,-50.57,-90.48,-10.42,171.53,-8.39,-118.21,-0.96,0.0
1.0,1.0,1.0,1.0,-19.24,13.53,275.73,-0.36,83.0,-121.65,39.38,12.0,-0.67,-38.88,-88.63,-5.91,33.64,67.31,2.0
2.0,1.0,1.0,1.0,-1.09,167.85,-192.97,4.69,42.63,79.37,-26.44,-87.57,55.63,58.85,-93.36,4.88,-49.13,-69.46,1.0
2.0,1.0,1.0,0.0,14.08,-64.77,-20.66,-0.16,36.76,102.65,-8.97,81.04,-73.7,3.0,17.66,-4.03,99.44,-8.34,1.0
1.0,1.0,1.0,1.0,-20.84,84.19,-316.64,5.94,-58.57,37.17,-17.45,89.11,46.31,-60.54,-239.07,5.32,-255.8,-88.1,1.0
1.0,1.0,0.0,0.0,37.22,102.88,205.93,-3.95,-102.12,113.9,-21.56,-44.08,45.2,65.48,-82.75,-4.56,19.59,-64.14,0.0
1.0,1.0,1.0,0.0,10.27,-32.9,-158.61,-4.24,-9.32,19.05,-17.19,-112.44,-65.5,7.73,-47.76,-2.36,206.47,92.02,1.0
1.0,1.0,1.0,1.0,-14.59,48.49,-171.34,2.18,-101.49,8.58,24.44,45.03,-73.3,-46.83,-253.69,7.25,-161.77,-63.78,1.0
1.0,1.0,1.0,1.0,-36.79,-212.81,-120.1,-2.8,89.28,-143.21,-0.0,-80.04,-72.07,-6.11,-132.97,-7.4,88.71,59.05,1.0
1.0,1.0,1.0,1.0,13.73,-33.8,215.98,4.19,194.55,-38.59,-17.6,110.72,116.61,-135.62,17.33,0.76,-37.46,-51.47,0.0
1.0,1.0,1.0,1.0,25.12,-83.62,224.5,4.55,28.07,114.28,-16.0,-23.7,-41.18,33.41,109.13,2.76,-165.45,62.35,2.0
0.0,1.0,0.0,1.0,-59.13,142.3,-300.05,2.29,-124.62,153.35,-10.21,41.89,-44.46,-46.92,-117.18,5.79,-0.53,-125.3,0.0
2.0,1.0,1.0,1.0,-35.58,-80.2,128.46,2.51,-19.52,56.16,-9.22,-191.63,-28.96,-12.47,121.7,-2.13,91.23,-57.3,0.0
1.0,1.0,1.0,1.0,-25.89,-118.63,161.02,0.44,-3.14,-247.31,1.56,-100.89,-36.08,72.05,-122.35,-5.51,224.5,-135.07,1.0
