cat_0,cat_1,cat_2,num_0,num_1,num_2,num_3,num_4,num_5,num_6,num_7,num_8,num_9,num_10,num_11,num_12,num_13,num_14,num_15,num_16,num_17,num_18,target
2.0,1.0,1.0,26.56,-20.32,0.28,-41.79,-228.2,66.76,7.34,97.39,-87.51,-39.87,-23.29,233.83,6.67,-23.69,-80.72,34.05,17.1,67.64,1.08,0.0
1.0,3.0,1.0,-10.14,72.01,-2.37,-32.03,-261.73,1.73,-98.14,-27.83,14.31,29.29,-21.72,175.75,-10.61,-43.45,49.82,-4.94,32.3,-116.3,11.54,0.0
2.0,2.0,2.0,-8.55,13.23,0.13,49.44,174.57,7.49,103.68,-110.76,-47.82,-3.62,-15.13,202.87,11.4,-51.92,18.82,10.35,-23.39,-16.82,7.15,0.0
2.0,1.0,1.0,11.59,112.75,-0.05,0.15,51.17,12.65,24.6,35.74,-45.57,-60.28,-40.38,-120.07,3.74,-358.05,-86.4,11.17,9.92,140.47,-12.4,1.0
2.0,2.0,2.0,12.66,14.14,-1.22,7.81,-22.07,-65.96,35.2,28.02,-68.6,1.27,-1.08,233.01,6.23,-157.36,16.53,6.06,35.68,0.82,2.27,0.0
1.0,2.0,1.0,-3.94,-106.48,0.37,23.09,47.33,-1.25,-36.67,-16.66,34.07,-82.26,3.81,219.08,10.23,-234.75,186.18,15.14,15.08,-216.55,-40.13,0.0
1.0,1.0,2.0,-1.93,27.0,0.15,46.66,40.84,59.88,-156.82,171.48,-10.18,-91.82,-13.05,-195.37,1.14,-170.02,328.94,-5.19,44.79,11.95,10.01,1.0
0.0,2.0,1.0,23.34,-62.46,-1.27,29.71,-153.77,48.53,-78.66,-206.95,190.07,45.59,-45.48,-165.21,21.58,-241.32,464.27,-20.4,0.89,119.96,-9.76,0.0
1.0,2.0,2.0,-5.34,-43.08,-0.28,24.39,15.37,22.7,-9.6,-19.79,-16.69,3.88,10.03,-205.39,-4.3,-105.56,12.16,-14.88,-8.26,138.54,1.84,0.0
1.0,2.0,2.0,10.01,-74.38,-1.17,-44.79,-0.55,-12.75,-61.72,43.27,-17.17,26.43,36.34,-60.13,-12.08,-54.53,104.25,-7.16,11.82,69.25,2.3,1.0
1.0,2.0,2.0,-23.78,98.28,0.42,-8.99,17.87,57.33,-8.84,2.98,64.44,-33.98,-20.73,-631.11,4.18,113.38,-114.26,-33.14,9.14,169.02,-0.33,1.0
2.0,1.0,2.0,-16.44,-28.03,-1.74,-21.12,44.43,55.5,-65.84,90.38,-26.46,-23.61,-29.58,-416.73,-8.55,-171.19,-287.88,-17.62,20.33,70.88,0.2,0.0
1.0,2.0,2.0,7.95,-74.65,1.59,26.32,-82.93,14.53,-70.56,51.37,-9.35,34.5,64.81,-112.47,2.58,-273.43,-104.85,0.87,9.49,112.64,-9.78,1.0
2.0,1.0,1.0,-11.68,-14.9,-2.32,34.37,-36.83,94.27,-36.62,-42.67,-20.85,-35.02,-32.1,-24.23,3.0,90.95,54.44,25.83,15.71,79.95,-17.58,1.0
1.0,1.0,1.0,-9.53,-53.26,-1.22,-26.42,-257.47,21.17,-94.17,-177.08,-101.43,1.71,-39.22,25.46,-9.85,-63.96,10.25,4.48,10.63,118.0,-12.71,1.0
1.0,2.0,0.0,21.86,-73.68,-0.54,15.32,236.48,-17.8,-148.44,73.56,140.99,28.22,12.01,-391.31,-2.49,-234.68,21.96,17.2,11.06,59.0,15.32,1.0
1.0,1.0,1.0,-14.38,-65.29,1.29,-89.69,-228.76,-51.81,-133.55,-235.95,-34.42,80.77,-71.68,134.63,-1.56,-419.87,-42.66,18.9,6.47,101.94,-1.77,1.0
2.0,1.0,0.0,-27.8,-47.99,0.95,-73.31,128.43,-73.0,-7.51,97.26,5.52,-29.52,4.73,-93.06,-6.05,-42.24,-93.44,17.01,11.41,5.42,-1.1,0.0
2.0,1.0,1.0,-13.69,-97.87,0.14,12.33,-81.28,35.35,-9.15,93.62,-22.88,-112.99,5.1,-239.5,17.98,563.88,116.52,6.57,3.54,72.75,6.3,1.0
1.0,1.0,1.0,-23.99,31.09,0.25,54.96,290.02,19.62,82.53,-437.87,-150.23,120.44,-57.24,477.59,9.87,-104.94,-129.41,-12.22,-2.95,-195.43,-5.3,1.0
1.0,1.0,1.0,-10.49,24.73,-0.42,-97.72,-54.79,35.57,-14.35,21.74,80.07,-40.27,-25.78,280.2,2.67,-86.9,309.36,29.91,-32.45,-90.35,-1.45,0.0
2.0,1.0,2.0,-1.83,8.38,-1.42,24.68,7.67,89.43,-73.87,57.74,30.97,-72.25,22.62,-366.02,-1.56,74.53,-114.76,27.03,-32.06,120.74,-4.54,1.0
2.0,1.0,2.0,-6.0,-32.6,0.24,90.12,46.95,41.05,135.61,55.58,-67.01,-55.73,-1.36,-139.51,-0.85,-172.79,-235.62,-19.6,38.22,89.85,22.01,0.0
3.0,2.0,2.0,5.5,-20.52,1.15,36.27,35.87,-61.12,58.89,189.18,-52.26,-107.16,-11.42,-161.03,11.16,205.15,-266.13,18.64,37.29,18.45,5.86,1.0
1.0,1.0,2.0,-18.24,-2.2,-2.91,3.13,-56.76,27.97,67.79,-110.12,117.07,147.62,-16.15,346.95,1.83,-24.06,43.48,32.33,17.14,53.13,-15.1,1.0
0.0,1.0,1.0,-20.47,71.62,-1.14,-42.61,309.4,-26.4,-46.26,-208.99,106.1,52.41,17.77,-219.26,-20.67,-468.55,150.03,-13.46,-15.5,34.05,-20.08,1.0
1.0,2.0,1.0,-21.25,-43.03,1.4,-3.07,-301.86,42.25,48.22,-47.3,31.77,7.51,6.54,619.8,-1.31,-316.49,319.11,11.64,-23.02,-105.36,34.11,0.0
2.0,1.0,1.0,-10.2,-28.73,0.62,32.49,82.18,-69.92,-42.48,212.01,65.83,-52.66,-26.93,-376.51,-2.86,-34.56,-418.51,32.9,-10.56,34.05,16.6,1.0
2.0,1.0,2.0,-9.51,66.22,0.29,-15.0,-147.66,64.59,86.25,249.34,-145.62,57.94,-14.86,373.61,0.95,78.17,-48.61,5.41,13.21,112.61,7.67,0.0
1.0,2.0,1.0,-14.17,-40.04,-0.41,93.19,-72.46,-61.21,-3.24,7.55,-5.8,18.18,15.0,-12.72,-20.47,-83.33,61.1,-13.92,-3.33,56.85,-2.69,0.0
2.0,2.0,1.0,-8.29,72.05,-0.02,-70.66,89.39,83.94,83.32,43.47,-97.01,29.12,18.88,459.53,-3.11,47.03,74.96,31.06,7.93,-4.67,23.06,0.0
1.0,2.0,2.0,10.35,-70.47,-0.08,-58.81,13.5,-0.83,-1.27,114.86,147.6,-44.18,-31.14,-167.5,-5.22,-187.48,181.78,3.5,6.37,37.56,-9.6,0.0
2.0,1.0,1.0,4.15,-17.62,-0.32,27.61,-156.74,17.16,37.8,75.42,-152.19,34.74,-2.69,477.35,0.01,39.67,73.27,-6.47,3.83,-52.27,-3.83,0.0
2.0,2.0,1.0,-5.66,-55.89,0.7,6.22,-86.3,-20.09,31.37,-13.68,-94.81,-3.12,-47.7,256.61,-19.15,-267.63,82.36,-8.88,-38.29,12.07,-1.35,0.0
0.0,1.0,2.0,-10.92,-37.59,-0.31,48.14,98.99,68.56,-104.0,-14.78,44.73,22.04,-47.0,-158.11,0.32,-183.31,195.59,-18.32,10.29,-4.64,20.19,1.0
1.0,2.0,2.0,-9.57,-126.84,-0.3,23.09,-40.19,68.69,-10.85,-63.81,-57.16,9.19,50.37,124.74,-3.1,-283.52,-23.48,2.83,7.97,25.28,10.75,1.0
1.0,1.0,1.0,-24.37,-36.57,-1.13,-13.01,-125.55,-14.33,68.03,-73.96,27.24,62.24,30.38,106.91,3.53,64.77,-27.82,11.94,32.75,126.09,-4.01,1.0
1.0,0.0,1.0,5.36,-11.5,-0.68,-41.42,52.12,53.8,52.15,-101.58,100.77,68.34,-22.54,-208.07,-7.27,-18.62,-112.7,1.25,0.9,145.83,-20.21,1.0
2.0,2.0,1.0,-35.47,-6.49,-0.75,42.16,80.65,65.83,1.97,24.74,-116.95,-69.63,37.39,-84.32,-5.56,11.46,-38.54,-6.48,-38.83,24.04,-5.2,1.0
2.0,1.0,1.0,-3.7,107.08,0.63,-2.78,281.82,-40.36,65.77,75.76,-61.08,-77.64,5.47,44.46,3.08,195.71,-136.08,20.88,-21.86,-129.08,-7.51,0.0
1.0,1.0,1.0,-17.14,16.09,-0.37,20.74,-176.24,-84.88,-132.87,-55.85,-29.47,15.14,16.18,-156.34,-8.68,11.03,-88.82,7.2,34.48,86.35,-4.86,1.0
3.0,2.0,2.0,7.64,-44.54,0.79,64.98,242.93,-53.15,118.21,40.58,-120.09,-136.96,-38.27,-137.18,12.48,205.67,-340.64,9.05,-19.54,-71.57,-5.23,0.0
2.0,1.0,2.0,23.32,70.12,1.91,40.12,245.69,7.12,-17.33,-23.65,-32.55,0.66,47.55,-122.56,4.0,25.57,-122.75,29.03,-10.73,74.26,20.43,0.0
0.0,1.0,2.0,-12.87,-27.7,-0.16,-35.54,224.73,-40.92,-86.07,-109.6,76.77,-44.09,76.53,-115.88,-3.98,-386.94,363.7,-1.78,12.35,-29.71,-10.62,1.0
0.0,3.0,2.0,62.22,-46.81,-0.14,38.73,101.18,-10.59,0.08,-255.79,76.62,154.06,21.04,-21.61,-4.79,-78.84,-43.64,-14.99,-13.13,28.42,-6.21,1.0
2.0,2.0,2.0,-11.22,12.78,-0.96,45.7,238.88,-14.58,-60.88,-16.53,-112.54,-17.79,-25.76,-374.7,15.18,95.63,-247.14,6.95,-4.85,137.04,7.58,0.0
2.0,2.0,1.0,-1.75,-13.19,-2.09,2.52,-59.19,18.6,-109.86,190.53,18.53,-90.06,-53.82,-345.59,2.28,50.85,-162.68,12.26,10.95,5.98,-4.64,0.0
1.0,1.0,1.0,-0.71,19.58,0.28,42.14,-9.79,-123.2,-22.6,-17.49,143.95,-40.32,-0.38,-463.22,13.74,-278.38,205.99,-25.57,-12.15,173.92,-11.92,1.0
2.0,1.0,1.0,-7.53,85.31,0.75,-9.24,205.77,41.0,-47.83,82.67,-37.56,-30.28,-28.35,-221.73,-10.85,-107.43,-4.18,-2.37,6.82,52.49,-23.0,1.0
1.0,1.0,1.0,18.17,79.82,-0.85,-1.38,-130.69,7.52,-159.27,111.05,6.24,77.89,36.95,-18.77,-1.46,-13.14,174.81,-4.8,22.8,65.76,-14.07,1.0
1.0,1.0,1.0,-33.12,-112.47,-0.28,-45.93,89.13,-39.21,-165.48,79.92,31.15,4.55,-12.35,-529.75,-18.32,-42.24,-204.39,-7.59,8.99,62.96,-12.44,0.0
2.0,1.0,2.0,0.44,105.13,0.11,-3.12,190.52,-10.94,-5.74,97.97,-39.78,-41.93,16.95,-100.78,7.75,-148.19,-341.8,17.01,30.19,-78.49,-16.39,1.0
1.0,2.0,1.0,-12.07,-33.86,-2.55,46.52,39.81,29.18,45.72,16.55,52.76,-6.28,-0.26,-130.93,2.64,-60.75,54.16,-3.45,-25.33,98.84,1.99,0.0
2.0,2.0,1.0,-40.23,-78.6,-1.01,-0.79,-128.53,-22.46,104.05,208.4,-93.8,86.69,24.31,404.21,0.47,-361.93,45.19,-19.89,-18.78,94.61,-12.58,0.0
1.0,2.0,1.0,36.59,117.61,0.5,-8.34,214.61,-35.69,8.89,-43.38,21.59,40.38,-25.5,-76.26,2.23,160.14,53.28,15.73,20.09,79.78,5.9,0.0
2.0,2.0,2.0,-3.4,10.27,0.24,-17.72,-256.92,-102.66,78.99,,-43.54,-68.72,9.07,-183.27,8.81,276.77,-87.61,-15.68,-10.79,155.16,4.65,0.0
2.0,0.0,1.0,-26.03,30.59,-0.77,-26.15,-67.67,41.41,17.53,29.4,-98.15,-16.31,-5.0,285.39,-22.84,-47.69,-24.03,17.61,-3.5,-26.25,-5.19,0.0
2.0,0.0,1.0,20.43,-106.2,0.5,16.45,-135.62,19.78,42.83,110.51,95.78,-144.79,5.73,-438.92,5.75,-83.15,193.0,-21.46,-4.43,169.97,12.19,1.0
2.0,1.0,2.0,-11.09,-67.06,0.13,-42.85,141.57,34.68,-33.05,23.43,-84.02,-43.28,37.88,-116.56,11.56,16.61,65.69,-4.59,-1.11,41.93,9.43,1.0
1.0,2.0,2.0,6.9,-47.16,-0.26,32.35,-173.55,34.28,-32.97,-13.58,-51.55,-18.21,-14.58,73.14,3.27,-153.98,4.73,-3.95,-11.91,17.0,-13.57,0.0
2.0,2.0,0.0,48.49,-136.29,-0.07,-30.71,213.62,71.08,-92.1,163.82,69.79,-47.81,5.24,-500.68,-18.69,-38.04,-55.36,14.34,-15.84,118.55,18.12,1.0
2.0,2.0,1.0,-6.74,-6.07,-1.4,-54.34,-195.86,41.04,4.95,-73.17,-139.42,-47.39,-36.12,65.4,3.23,-49.18,-30.63,-6.2,9.75,86.88,3.58,1.0
2.0,1.0,1.0,13.55,-50.48,-1.56,58.11,-126.89,37.54,152.76,-74.99,-50.08,59.69,25.11,185.21,7.46,98.68,-273.55,15.87,-38.71,140.52,15.82,1.0
1.0,0.0,1.0,-7.82,104.86,1.23,-46.05,33.07,21.93,-73.2,-91.83,29.49,-37.41,-19.04,-416.03,8.65,77.96,-48.66,-13.32,30.87,56.62,-1.33,0.0
2.0,2.0,0.0,-16.72,-51.36,-0.58,-35.3,23.7,33.12,-43.86,69.32,-219.35,1.68,-3.73,-8.22,24.97,-15.72,-223.78,0.17,-3.92,103.57,18.13,0.0
2.0,2.0,1.0,-7.73,17.23,0.83,-14.75,-154.17,98.49,-26.54,-19.18,-111.54,-30.12,-1.69,-3.01,18.94,-4.38,-158.74,4.65,-10.37,63.43,5.05,1.0
1.0,2.0,1.0,0.73,-146.03,-0.32,2.51,148.47,-61.28,-24.85,-42.76,142.68,32.24,31.07,-335.69,-0.49,-84.57,29.28,10.88,0.52,142.04,-8.45,0.0
2.0,1.0,1.0,22.83,107.98,-0.95,-78.21,-269.05,41.31,-12.79,-131.39,-105.14,-53.62,13.53,61.49,1.01,-92.19,-149.1,14.53,12.37,84.8,-40.0,1.0
2.0,1.0,0.0,-3.62,125.5,-1.02,49.93,192.14,-4.23,-20.09,79.21,-182.01,2.42,-35.43,-0.93,5.19,181.51,-281.95,18.9,-2.28,30.0,-18.64,0.0
1.0,1.0,1.0,-22.24,31.0,0.91,-1.21,248.28,-13.93,-128.9,15.77,-31.74,-14.45,-30.86,-166.48,-11.59,-327.17,146.76,-16.42,5.39,-44.14,9.87,1.0
2.0,2.0,2.0,-9.35,7.22,0.44,-47.14,174.76,91.95,202.9,-127.86,63.02,-104.2,79.63,-366.23,-0.46,135.85,51.22,-23.39,-1.72,135.11,3.77,0.0
1.0,1.0,1.0,-26.79,44.28,-0.21,-29.64,-450.2,62.39,117.76,151.78,-3.65,73.16,-40.07,886.05,18.25,-61.63,345.52,-2.51,15.56,-119.66,-14.07,0.0
1.0,2.0,2.0,13.24,-49.7,1.89,-33.71,162.74,27.41,-124.04,73.78,22.51,-44.97,-26.38,3.85,0.88,-155.68,328.7,4.66,2.18,-102.79,-4.52,1.0
1.0,2.0,1.0,7.82,-20.2,-0.92,-66.96,195.14,-8.59,-134.94,111.65,124.77,8.23,13.51,-481.66,-3.41,-249.28,60.23,10.26,47.71,150.9,-3.8,1.0
2.0,1.0,1.0,-1.38,42.19,-1.42,40.63,35.94,-51.93,-23.21,94.19,-22.67,-20.06,2.8,-319.35,-2.35,-33.67,-232.04,-4.43,-4.98,103.19,-0.56,0.0
2.0,2.0,1.0,3.41,-41.62,-1.74,-43.72,-2.47,-122.41,-30.12,41.98,-84.24,-0.53,20.97,353.86,19.25,-58.45,190.43,14.28,-14.33,-68.41,12.09,1.0
1.0,1.0,2.0,23.54,34.45,2.27,-20.73,-52.24,35.99,-114.17,68.23,38.26,39.4,7.13,-258.54,-2.59,212.81,77.35,-20.89,-19.38,34.56,1.73,1.0
2.0,3.0,1.0,-14.57,-18.52,1.58,76.22,42.59,48.66,-58.74,118.69,88.12,-24.4,6.91,-272.63,-4.69,-96.91,-247.65,32.54,-24.67,45.45,2.26,1.0
1.0,1.0,1.0,3.72,37.28,0.24,12.33,125.58,-3.98,-109.15,112.72,145.06,19.19,9.61,-597.3,7.79,67.42,51.19,-25.73,-4.23,89.41,4.31,0.0
1.0,3.0,1.0,46.96,80.8,2.3,-96.9,267.29,24.87,-3.52,-150.05,56.78,-134.85,-17.7,-1034.97,9.82,136.07,-277.99,-45.25,-3.82,120.25,4.77,0.0
1.0,1.0,2.0,-13.91,-15.58,-2.24,37.49,-131.69,-52.23,76.96,-2.17,135.64,4.73,-24.3,-28.16,1.8,-410.2,223.34,-14.89,4.65,134.54,-3.36,0.0
1.0,0.0,1.0,1.79,-90.71,1.42,-24.4,-4.19,41.34,124.52,-175.04,7.57,7.9,51.49,-240.99,3.53,-71.67,-167.79,-28.12,8.4,153.82,6.65,1.0
2.0,1.0,2.0,-7.48,67.62,0.47,-5.8,233.49,-44.7,-22.23,0.61,-85.17,8.71,65.9,-264.67,7.89,-57.53,-147.09,10.76,26.6,192.8,-5.87,0.0
1.0,0.0,1.0,17.49,-23.94,0.06,26.69,-88.26,-3.64,0.87,7.88,-55.43,37.13,20.22,139.92,9.38,14.21,29.55,-13.86,-6.02,-4.6,-16.22,1.0
1.0,2.0,2.0,-23.95,60.0,0.21,-65.57,163.03,25.16,-20.37,-49.58,110.32,-48.79,67.41,-74.43,7.11,-42.65,290.06,7.2,-14.97,-59.2,10.38,1.0
1.0,1.0,2.0,13.47,66.44,0.39,9.17,40.82,12.19,-71.74,10.0,-23.55,20.53,-27.51,-88.87,0.28,-229.74,-64.01,-0.85,-9.77,36.59,10.78,1.0
1.0,2.0,1.0,-13.05,-5.75,1.08,59.36,-32.15,-166.94,13.0,-192.38,58.15,-5.65,17.29,91.53,0.2,-212.74,270.77,-5.88,17.52,3.97,-30.22,0.0
3.0,1.0,1.0,-8.4,76.32,1.21,-12.64,-107.61,120.05,47.72,62.32,-44.14,-138.79,1.15,-247.64,-5.05,-52.05,-200.5,26.72,22.38,181.62,-6.09,1.0
1.0,2.0,2.0,12.85,-80.84,-0.73,-56.25,113.36,-61.24,-33.57,-85.68,-30.23,-45.85,33.07,-320.59,2.59,33.16,-78.01,-1.78,-6.24,89.36,-4.46,0.0
1.0,2.0,1.0,-19.83,-37.19,1.23,-20.59,265.19,103.9,-95.79,-35.34,125.2,-56.59,-8.58,-455.06,8.85,-236.29,190.7,2.87,31.9,65.95,20.0,1.0
2.0,1.0,2.0,-8.18,55.36,0.95,-19.08,156.99,34.57,-37.01,16.8,-20.09,-76.82,23.98,-413.18,5.02,140.16,-190.48,-12.59,-20.33,-24.24,23.42,0.0
2.0,2.0,1.0,18.57,203.93,-1.15,-15.52,46.86,14.54,-70.42,-73.22,-179.15,-59.16,-32.72,-61.67,3.86,-71.56,-185.35,16.49,-6.74,55.46,-3.59,0.0
1.0,1.0,1.0,-3.55,6.55,-0.16,-110.03,283.32,-12.48,-186.29,-23.71,-83.75,20.78,5.21,-182.53,16.05,-71.2,13.07,-9.05,0.75,-80.22,-5.12,1.0
2.0,2.0,1.0,-6.8,72.32,-2.04,-15.72,-99.78,-50.47,-60.93,131.61,-120.02,44.62,-4.25,145.29,-19.83,88.92,-42.5,-5.91,-13.4,4.09,4.78,1.0
1.0,2.0,2.0,4.75,79.51,-0.68,36.43,-242.7,82.53,63.01,-32.01,-30.0,131.63,32.18,298.74,-8.09,169.12,-118.35,-0.74,16.6,68.38,-4.64,1.0
2.0,1.0,2.0,-1.71,6.03,1.51,12.62,-199.85,-3.12,78.71,71.72,-127.9,-30.31,-52.68,195.58,-4.5,-518.79,37.66,-21.14,-38.68,141.17,-1.3,0.0
0.0,3.0,1.0,2.08,-17.73,-0.08,-146.65,-55.22,55.08,-148.71,-74.45,129.15,-24.7,21.1,-611.89,-9.0,2.15,98.22,-28.04,7.13,94.01,10.05,0.0
2.0,1.0,1.0,-10.84,56.59,-0.36,10.4,-56.93,61.48,90.82,183.27,-94.97,89.33,-24.6,301.48,-16.04,-40.61,55.8,-11.77,-8.18,121.48,-9.7,0.0
1.0,2.0,1.0,-1.0,95.45,1.37,-35.48,-22.44,78.92,40.47,-158.6,-21.47,97.29,-32.26,-157.76,0.81,-35.69,-216.49,-24.42,-13.95,147.81,-22.84,1.0
1.0,1.0,3.0,1.56,127.51,-0.24,-68.12,41.44,-80.99,-10.93,20.89,104.75,-56.04,-16.65,-204.8,2.79,96.43,162.14,6.55,-6.73,24.76,-5.0,0.0
2.0,2.0,1.0,29.54,-87.06,0.09,-49.56,249.03,-15.31,186.03,-186.72,12.87,-64.28,17.27,206.01,9.84,366.69,212.0,27.4,2.25,-28.94,-8.51,0.0
3.0,2.0,1.0,-13.81,0.88,-1.21,30.94,-67.73,5.64,59.61,255.05,68.73,-132.98,23.05,-401.2,21.03,109.69,-171.31,24.81,-38.21,176.79,-19.07,1.0
0.0,2.0,2.0,1.12,-29.51,0.15,-53.59,129.58,-12.58,-123.7,-107.24,132.71,-55.87,35.23,-847.24,1.85,127.22,-8.72,-34.73,0.59,87.73,-14.94,0.0
2.0,2.0,1.0,-26.09,-73.79,0.81,-17.4,-7.06,53.0,55.13,104.31,8.19,-165.75,-47.52,311.78,-7.09,79.06,151.76,45.29,-1.96,-192.62,-11.79,0.0
1.0,2.0,2.0,15.16,-37.94,1.41,-13.75,139.37,4.25,-167.11,132.18,43.82,56.37,-28.41,-847.24,-4.19,-155.61,-345.38,-40.24,-29.4,186.25,-1.26,0.0
1.0,0.0,2.0,-0.57,14.96,-0.54,36.43,32.59,59.68,55.68,99.82,96.54,4.57,34.43,-157.01,12.71,-130.14,128.57,-17.39,-0.68,95.89,1.12,0.0
1.0,1.0,1.0,42.41,27.83,-0.5,-9.96,-146.54,43.41,-0.98,0.58,25.59,-4.1,-7.26,-42.23,2.3,-157.17,74.51,8.46,15.51,158.4,-5.42,0.0
1.0,1.0,1.0,-30.78,-1.63,1.4,10.48,-217.6,-82.22,107.44,-26.33,124.81,128.3,-53.87,212.87,-11.65,-4.71,-29.66,25.01,13.25,178.63,5.26,1.0
2.0,2.0,1.0,-7.85,79.9,0.82,-8.21,-39.33,-96.82,-34.09,152.22,-203.22,29.38,41.14,73.07,2.01,-163.68,-276.84,-16.81,20.61,31.69,-0.74,0.0
2.0,2.0,2.0,1.91,-18.18,0.06,32.59,110.8,41.89,-76.07,250.26,-22.84,36.86,-17.57,-379.49,5.62,-163.44,-359.01,-4.32,-3.87,118.64,6.46,0.0
1.0,2.0,1.0,-31.91,124.08,-0.45,36.3,-82.79,21.7,50.38,2.62,43.39,21.36,14.12,94.52,-1.9,-168.46,169.91,-7.91,18.14,74.52,15.1,0.0
1.0,1.0,1.0,0.47,37.97,-0.37,4.93,160.13,49.93,90.95,-27.98,81.96,1.82,-55.5,48.38,12.44,108.54,210.84,20.43,8.13,73.07,0.2,0.0
