cat_0,cat_1,num_0,num_1,num_2,num_3,num_4,num_5,num_6,num_7,num_8,num_9,num_10,num_11,num_12,num_13,num_14,target
2.0,2.0,-214.9,-17.01,118.3,-33.14,-4.05,28.0,24.55,-40.22,-118.25,-34.21,-1.28,158.06,-97.84,8.19,13.65,0.0
1.0,2.0,176.95,130.57,110.9,53.64,-4.23,-147.7,-1.68,214.82,-106.85,-27.17,-13.19,-8.32,-51.96,-67.27,-16.5,0.0
2.0,2.0,-257.59,-44.81,-92.1,-4.16,-2.14,73.92,-15.75,-75.11,-107.9,-44.77,-35.32,73.84,-38.08,34.55,-8.56,2.0
2.0,1.0,85.2,47.94,-115.25,34.03,-6.79,-65.79,21.94,-23.88,147.04,37.08,42.33,-109.49,137.29,52.72,114.66,2.0
2.0,1.0,-69.05,-44.95,49.0,-9.89,-0.05,2.36,5.32,-38.1,36.34,-49.97,21.41,180.68,72.15,36.59,51.89,2.0
2.0,1.0,-199.83,-87.19,-36.15,-52.31,-8.0,33.96,-16.43,-219.63,14.83,16.74,5.18,-42.76,-94.46,29.14,33.8,1.0
2.0,1.0,156.16,66.43,-77.52,-1.71,2.75,-47.61,32.02,102.86,-65.93,-35.18,-22.07,48.09,-4.59,-27.71,-46.55,2.0
1.0,1.0,315.68,1.77,127.94,20.91,4.95,-121.13,-21.26,223.77,-51.43,46.06,-25.03,69.89,31.8,-68.6,-31.82,0.0
2.0,1.0,-203.85,14.3,-51.15,-26.77,-1.4,-41.37,-20.46,94.51,-59.56,13.11,-1.16,48.25,31.95,23.26,-104.94,1.0
2.0,1.0,258.26,-63.78,-48.69,51.75,-1.2,-39.08,-7.09,11.03,-137.02,36.75,-21.18,266.39,-91.29,-38.82,-145.94,0.0
1.0,2.0,-135.26,-122.85,12.43,38.77,-3.31,-140.17,9.81,2.1,24.14,31.48,16.16,-20.8,-6.98,-3.19,34.43,0.0
1.0,1.0,-93.78,1.46,-103.23,54.88,-4.49,53.79,4.34,-56.17,57.01,-11.76,16.99,186.98,11.17,-15.16,107.5,0.0
2.0,1.0,-130.82,31.16,-27.72,20.75,-3.75,85.93,-10.37,-240.75,78.75,33.06,-51.62,117.21,46.04,19.64,-74.58,1.0
2.0,1.0,150.42,-89.59,-4.39,-61.93,-1.9,-192.92,33.55,151.04,-14.38,-7.11,-6.89,-94.56,62.15,-0.54,59.88,1.0
2.0,1.0,41.92,73.6,73.19,-24.07,2.88,-16.91,-19.3,-12.99,75.8,-9.62,32.1,-52.09,69.53,33.95,-68.39,1.0
2.0,1.0,-99.54,147.41,11.17,-48.35,1.95,-63.56,-6.28,-13.16,-43.07,1.65,19.76,146.15,14.37,42.46,-89.56,1.0
2.0,1.0,-103.65,92.86,-133.3,-24.99,2.79,-54.55,44.16,-94.84,141.12,-27.98,15.6,-253.08,98.77,62.97,-58.73,1.0
2.0,2.0,3.17,113.54,147.31,10.17,0.31,98.08,-0.63,-22.42,-93.06,-18.53,-12.07,176.12,-38.38,1.73,-106.64,0.0
1.0,1.0,89.53,36.07,-68.35,14.75,2.48,63.42,2.85,68.48,-76.78,9.64,-19.22,-52.39,-128.94,-66.66,-5.15,2.0
2.0,1.0,96.3,85.22,103.06,-29.01,0.48,-22.41,-50.98,-146.91,91.77,22.81,-26.86,-4.39,84.98,31.17,-6.71,1.0
3.0,1.0,-284.66,94.97,-74.97,62.88,-0.48,46.83,-23.23,-93.26,-111.3,-41.11,12.37,137.25,-111.71,36.52,88.02,1.0
2.0,1.0,178.25,8.99,81.49,4.57,-3.12,-32.86,29.76,-298.72,216.1,-24.49,-15.41,-366.45,50.29,42.93,55.13,1.0
1.0,3.0,-124.61,23.58,34.13,-12.73,5.79,40.46,51.78,1.38,50.07,-17.99,-57.7,-170.04,66.08,-18.35,135.84,0.0
1.0,1.0,-130.91,-93.35,-40.47,19.38,-5.75,-75.47,88.73,-355.36,387.27,31.57,65.54,-99.51,194.53,91.79,68.28,2.0
2.0,1.0,101.11,128.96,88.71,7.11,-5.7,12.44,4.01,-187.9,-114.48,6.14,-30.18,311.91,-196.01,-52.15,-48.07,2.0
2.0,2.0,-252.19,23.01,31.17,-20.43,0.08,-91.71,-49.09,-235.78,87.58,-42.48,5.0,-110.37,-4.66,53.71,71.13,1.0
2.0,0.0,-35.51,3.34,-78.78,12.86,-7.58,84.24,-1.14,-80.75,38.91,-55.92,-19.95,126.03,53.17,16.96,-89.06,1.0
1.0,2.0,74.38,77.84,53.85,-22.12,-1.71,17.36,22.01,182.43,-197.81,-43.45,-41.78,82.49,-130.77,-76.71,-136.03,0.0
2.0,1.0,1.91,51.21,-140.32,4.56,2.54,-3.76,-32.76,-120.4,65.29,38.84,-22.68,36.06,71.23,32.0,52.34,1.0
2.0,1.0,-169.93,89.18,42.7,2.46,1.23,7.92,-17.58,-92.08,15.62,29.94,0.47,303.43,99.15,59.1,-87.04,1.0
1.0,1.0,69.76,27.2,-167.38,73.59,2.57,-46.89,-0.73,222.3,-79.08,-25.29,7.48,35.89,-25.15,-46.51,33.72,2.0
2.0,1.0,92.64,62.77,9.51,2.86,-4.71,-12.56,-27.54,-14.31,-113.93,60.31,-39.1,148.07,-30.95,1.71,-168.21,2.0
1.0,2.0,-178.34,-115.86,-51.99,-27.18,-4.48,-58.56,31.55,138.2,-45.87,17.0,25.08,145.73,0.91,-16.81,-187.9,0.0
2.0,1.0,6.48,-97.06,103.75,-36.81,0.25,-91.88,-0.5,-65.03,35.29,-1.02,13.53,106.49,42.81,30.56,-149.32,2.0
1.0,2.0,-196.96,161.45,-49.54,43.63,-1.78,-27.29,44.42,164.27,-51.13,32.95,24.29,-20.62,21.68,9.65,-14.65,0.0
1.0,1.0,60.98,-106.3,179.47,20.85,-4.26,-30.86,22.4,224.27,-77.72,-74.07,-1.04,-52.83,-66.93,-69.92,-38.95,0.0
2.0,1.0,-362.49,13.36,76.04,23.07,-9.29,5.48,-2.77,22.09,-197.18,42.63,-1.02,218.2,-149.46,1.67,123.11,1.0
1.0,2.0,27.38,-122.08,163.57,-37.6,2.57,85.51,-21.9,83.31,-69.89,41.13,0.23,131.81,-24.83,-27.34,-72.78,0.0
1.0,1.0,-205.2,6.11,-39.84,-49.51,3.42,17.94,-22.99,70.23,2.61,-58.11,17.39,192.39,33.89,-10.25,18.64,0.0
2.0,2.0,-80.81,-66.58,-118.48,36.21,0.97,-51.58,59.93,-141.45,101.43,17.48,-22.21,83.45,156.31,61.15,16.76,0.0
2.0,1.0,229.07,58.22,-91.02,25.49,-1.87,-102.97,-26.22,132.97,-75.14,59.99,7.21,92.48,8.07,-11.28,-24.36,2.0
1.0,2.0,91.85,-40.96,-26.92,-3.2,-2.75,-78.64,37.14,122.0,-113.69,14.95,-49.18,189.88,-28.25,-61.48,27.6,0.0
2.0,1.0,414.44,-248.4,26.25,-4.65,0.77,-80.74,-37.63,283.47,-185.91,27.52,-32.4,62.82,-45.82,-66.55,-90.02,0.0
2.0,2.0,188.89,136.04,0.83,-7.81,6.91,-95.87,12.9,-43.77,-99.84,-38.64,-26.98,294.82,-16.02,-2.95,-71.21,0.0
2.0,1.0,-365.63,-71.23,-57.84,16.71,0.19,15.95,31.18,-26.22,-158.63,-45.67,-10.0,289.87,-63.53,34.55,-79.31,1.0
2.0,1.0,85.43,106.57,-154.45,52.43,3.74,54.13,-19.07,-99.97,-107.3,-21.74,-24.44,259.27,-126.21,-32.66,62.85,2.0
1.0,1.0,149.34,18.4,158.2,-1.67,-3.6,-79.62,-22.15,-69.99,107.6,34.8,-9.98,77.65,117.3,16.51,71.07,1.0
1.0,2.0,-129.86,80.68,6.0,-17.51,-0.74,-22.97,55.22,57.42,12.93,-48.63,-6.19,68.48,28.97,-24.56,-67.8,0.0
1.0,2.0,170.04,-57.28,76.36,-33.02,3.23,-5.26,-27.77,122.03,-160.24,-20.0,-23.51,121.6,-112.1,-61.56,169.45,0.0
2.0,1.0,-289.52,-81.96,92.69,35.3,0.85,-84.43,63.63,273.5,-98.54,21.52,42.52,119.41,117.05,63.01,-82.18,0.0
1.0,1.0,-183.57,-38.42,45.97,9.22,-1.72,113.86,-19.18,230.83,-162.67,-32.92,-41.8,23.46,-51.54,-44.48,35.12,2.0
0.0,3.0,75.67,-53.51,13.07,-35.59,0.42,-104.05,-20.47,-37.04,15.01,8.68,16.28,39.57,-143.42,-90.24,69.75,0.0
1.0,1.0,-339.83,53.96,-2.04,69.05,-6.35,-47.31,-45.06,-15.43,80.35,3.5,26.76,63.31,10.26,-11.76,31.19,0.0
1.0,2.0,139.34,-37.7,-192.05,-17.86,-3.37,-61.97,-3.13,33.41,7.16,22.35,-10.01,142.98,86.87,6.65,24.23,0.0
3.0,1.0,-556.41,-19.55,176.7,6.82,1.25,82.59,-6.08,-154.9,-129.84,-108.62,-53.4,376.27,50.53,97.91,-30.77,1.0
2.0,1.0,149.42,114.99,-111.89,-29.43,4.22,-10.46,-8.4,-209.79,160.18,6.49,-36.48,-29.0,129.99,38.06,-45.95,1.0
1.0,1.0,410.44,-95.87,87.93,-25.84,1.6,95.41,-4.17,-49.28,238.64,-11.62,31.9,-392.45,84.92,-5.59,55.47,1.0
2.0,1.0,-130.28,-120.69,112.37,17.37,-3.52,21.65,4.17,-182.87,96.2,-22.87,19.01,-222.07,-80.66,8.85,73.41,1.0
1.0,2.0,287.86,-40.98,-158.9,58.33,5.14,108.71,-25.33,325.87,-133.15,16.23,-16.15,-15.03,-33.82,-82.13,86.65,0.0
1.0,2.0,244.27,-21.57,110.41,28.8,-3.01,-104.61,11.96,284.39,-207.19,6.73,38.79,209.75,-93.0,-50.13,83.97,0.0
2.0,2.0,-252.4,-128.08,73.03,9.53,-3.69,32.86,-35.55,-553.86,275.8,-4.66,27.26,-285.13,-120.26,20.64,-8.35,1.0
1.0,1.0,70.29,-24.75,-41.42,9.75,-3.4,92.02,-8.61,-258.51,191.43,-68.83,-29.18,43.57,126.3,32.57,-0.56,1.0
1.0,1.0,-32.18,-22.63,117.99,10.71,-4.47,-10.93,97.3,-356.52,196.02,12.57,-12.67,11.88,-10.47,-2.83,-2.89,2.0
2.0,2.0,-536.71,-24.02,-64.61,-20.69,2.65,60.54,-2.99,-321.57,90.91,39.91,24.57,-122.91,-67.33,72.27,2.82,1.0
1.0,2.0,-12.64,-93.14,38.73,-0.64,3.25,-20.83,-1.59,154.79,-86.61,7.17,-2.49,-18.22,-91.07,-62.99,40.11,0.0
2.0,2.0,15.32,-49.72,93.47,-9.13,0.87,56.04,-10.32,-46.8,18.34,-40.6,19.04,196.55,87.55,49.12,-150.82,0.0
2.0,1.0,-34.69,-55.34,-55.32,-34.7,2.37,148.59,-4.93,-235.52,166.35,65.54,-26.59,50.23,128.4,47.16,-152.35,1.0
1.0,1.0,-91.79,-81.14,77.72,20.71,-1.05,1.41,41.25,130.22,-56.45,-44.17,42.32,276.85,70.35,32.9,-121.12,0.0
1.0,1.0,46.18,-60.09,-152.9,3.01,-0.17,-94.65,6.76,-134.62,189.57,-19.02,33.72,-224.4,30.39,7.94,-55.57,1.0
1.0,2.0,243.27,28.79,-55.6,-30.78,-4.76,78.9,8.84,247.24,-122.69,-7.37,-11.68,22.48,-96.47,-99.05,9.37,0.0
1.0,1.0,-6.61,-26.97,-41.5,51.28,2.88,-11.06,-7.31,91.78,-33.6,38.23,49.02,178.67,-13.27,-5.04,8.16,1.0
2.0,2.0,-304.69,-113.98,68.06,45.82,1.2,69.26,-14.12,-373.94,222.09,-3.84,20.91,-187.22,5.23,50.43,-3.2,1.0
1.0,1.0,-126.18,-12.63,100.36,39.23,-1.53,-101.34,28.54,-35.88,-99.27,106.64,-59.54,29.55,-156.12,-66.03,-86.65,2.0
2.0,1.0,-334.27,-73.66,4.85,4.66,-1.74,-6.86,18.31,53.27,13.79,21.17,49.63,42.82,38.08,42.68,-41.62,0.0
1.0,1.0,81.02,-7.7,66.98,-0.6,0.67,-66.91,40.02,-91.91,288.54,58.66,57.9,-270.26,214.31,73.7,-36.83,2.0
2.0,2.0,-17.35,-19.28,61.34,-11.87,1.98,-2.75,-35.29,133.72,-16.79,19.03,35.59,47.43,133.39,66.36,-168.66,2.0
2.0,1.0,-234.06,160.09,-130.97,-15.93,1.29,-98.37,-3.08,161.38,-43.85,20.56,29.98,86.5,80.91,39.55,66.0,0.0
1.0,2.0,-33.28,87.37,42.8,7.86,-3.87,145.86,33.07,-286.83,171.35,36.07,-7.02,19.17,34.08,11.89,123.81,0.0
1.0,2.0,-179.76,21.16,-51.55,10.04,-4.68,30.23,-70.74,84.84,-6.03,-46.62,9.75,20.66,-28.47,-39.1,-62.43,0.0
2.0,1.0,-202.57,-48.12,-69.03,69.92,-4.1,44.16,19.81,-344.49,213.76,-38.8,28.37,29.15,68.85,70.25,-8.25,2.0
2.0,1.0,42.13,95.13,11.89,55.94,4.3,-28.95,-16.27,-231.88,119.37,-19.26,17.67,-154.76,-35.18,27.17,88.19,1.0
1.0,1.0,-11.78,38.0,-120.28,7.26,4.36,-18.0,-20.06,431.66,-135.51,-20.34,6.34,40.17,18.02,-61.73,-19.56,2.0
2.0,2.0,149.94,94.89,-73.22,24.17,0.27,-22.41,6.7,-173.98,-70.08,-43.42,-57.35,282.72,28.06,35.05,-0.39,2.0
1.0,1.0,87.33,-20.83,17.06,12.75,3.91,16.52,22.22,-60.22,93.21,64.97,15.16,-33.99,59.76,17.18,-82.19,1.0
1.0,3.0,-102.64,2.17,88.37,22.07,3.07,133.56,13.64,218.26,-94.59,21.77,-9.56,-38.43,13.07,-22.04,-122.76,0.0
1.0,1.0,-162.64,95.06,-60.18,4.54,-6.02,132.08,15.93,83.26,-46.87,-4.88,52.2,106.92,-83.61,-21.02,-24.22,1.0
2.0,1.0,-347.12,40.25,34.1,31.4,2.21,-20.33,-66.06,-234.46,-9.68,-111.47,9.51,316.06,-28.94,56.19,77.69,2.0
2.0,2.0,155.51,-94.2,-115.14,-19.13,1.57,51.36,-1.53,5.6,-48.72,-16.91,-6.57,199.96,25.27,3.82,43.36,0.0
2.0,1.0,-262.86,-24.31,80.46,-38.21,1.26,35.57,-9.98,-58.82,-67.71,-6.01,-21.88,274.36,20.52,34.52,-75.11,1.0
2.0,1.0,-234.03,55.76,-41.35,48.26,1.13,17.78,-8.91,-57.93,-101.28,-91.43,-0.9,296.5,-23.53,41.07,104.79,2.0
1.0,2.0,128.43,-15.78,-92.83,-2.46,-2.69,8.24,42.41,255.83,-142.02,-99.19,-11.73,-69.88,-93.25,-72.96,-128.85,0.0
2.0,1.0,83.27,-86.15,-210.89,-33.74,2.32,74.15,-0.96,-226.12,163.33,-18.04,8.56,-75.65,26.62,18.1,-126.05,2.0
2.0,1.0,-162.11,25.41,112.79,33.58,1.74,22.92,-56.33,-243.9,105.01,36.54,20.99,22.38,19.98,59.0,48.07,2.0
2.0,1.0,-43.53,188.17,-18.65,-3.85,2.24,-61.92,-9.3,134.71,9.3,-34.15,52.44,42.41,152.89,78.6,13.2,2.0
1.0,1.0,26.94,103.36,72.74,-22.95,-1.21,63.14,-19.71,-133.64,57.22,-48.08,28.79,314.47,24.52,12.09,19.72,0.0
1.0,2.0,49.12,0.12,-58.29,-15.5,1.37,32.22,-31.15,23.1,-25.31,7.79,-5.91,94.16,21.24,-2.67,5.56,0.0
1.0,1.0,494.85,-55.06,-117.3,1.09,-1.23,72.28,4.66,335.62,-67.44,-13.58,-6.26,27.85,29.96,-88.38,-8.86,0.0
1.0,2.0,402.84,-40.01,-101.04,12.08,-2.25,-6.11,15.11,172.47,-123.85,-88.81,-4.94,204.55,-66.26,-81.37,-0.25,2.0
2.0,2.0,34.69,-17.38,109.62,6.06,6.69,-101.58,10.41,-122.52,-97.3,-76.65,-5.51,328.25,-28.69,32.66,67.3,0.0
1.0,2.0,-266.33,-169.55,-122.64,6.19,-3.86,73.33,28.54,-166.99,150.26,114.65,-3.11,88.81,108.7,33.85,26.91,0.0
3.0,2.0,-355.01,-73.03,-127.75,30.01,7.02,10.41,-18.61,-243.12,-34.78,42.13,-24.21,10.7,-65.52,58.54,58.21,1.0
2.0,0.0,-176.49,-107.36,-5.44,49.04,-1.33,-88.67,-23.68,-194.18,103.44,-43.31,24.37,147.29,52.66,56.17,5.2,2.0
2.0,0.0,-255.11,-78.32,31.9,-13.85,4.27,-0.84,34.98,0.79,-115.44,48.48,-17.22,238.04,1.79,41.73,55.61,1.0
1.0,3.0,-214.92,-103.87,-40.78,-46.19,0.78,-8.78,-7.39,296.53,-121.1,12.48,1.24,-94.31,-44.95,-51.04,56.48,0.0
2.0,2.0,-198.95,-108.8,-95.84,18.93,0.98,-12.87,-22.98,-25.46,-42.63,-61.64,10.65,132.1,49.28,63.24,-20.0,2.0
2.0,1.0,-153.76,62.46,-32.82,2.14,3.29,161.87,16.51,-477.69,276.66,-17.45,46.09,-395.56,-107.88,31.44,-24.88,1.0
1.0,1.0,-2.11,-66.08,125.99,50.2,3.52,43.88,-46.62,-215.58,180.29,28.55,26.74,-283.18,-49.04,-3.5,51.41,1.0
1.0,1.0,34.3,80.23,65.36,-14.57,1.8,13.36,-15.72,125.86,-151.53,58.75,-19.05,388.09,-96.21,-81.89,-42.99,2.0
1.0,1.0,279.5,4.07,-62.14,-14.49,1.55,38.96,1.26,351.01,-109.72,13.73,-11.67,-36.9,11.48,-68.25,-98.9,0.0
2.0,2.0,60.88,-37.22,-117.53,-14.05,-3.13,-28.75,-18.05,368.27,-210.1,11.22,27.4,158.91,64.48,27.63,26.37,0.0
2.0,1.0,-311.65,-15.92,-70.95,-34.39,5.23,5.69,-44.84,-245.83,51.3,-7.63,-22.56,236.22,94.29,83.93,-32.67,1.0
2.0,1.0,101.44,57.1,79.71,-33.05,-0.09,-119.59,-15.74,-230.52,111.96,64.59,16.1,210.31,126.44,78.51,105.07,0.0
2.0,1.0,-10.81,63.37,-133.85,-60.5,0.89,8.35,49.8,89.56,-117.82,-16.03,14.81,248.9,37.96,43.47,23.85,2.0
2.0,1.0,-219.29,140.27,79.83,7.66,1.6,-87.03,-14.78,228.33,-79.76,42.12,35.76,108.32,140.99,77.14,143.57,0.0
2.0,1.0,-217.72,-53.12,88.99,25.38,0.94,-71.27,-11.32,-215.87,-2.01,49.13,-20.2,227.11,-39.73,18.19,-3.66,2.0
2.0,1.0,-0.64,-51.59,13.94,-17.93,-1.24,-35.98,-8.8,16.14,7.88,-55.52,16.08,209.91,93.71,36.05,-29.21,1.0
2.0,2.0,34.65,-113.01,-69.72,3.11,-3.14,-116.78,30.04,-4.64,156.82,38.41,59.72,-43.34,175.58,67.85,-93.07,2.0
2.0,2.0,-328.43,56.2,115.42,7.19,0.63,-137.97,-25.63,-232.57,-143.68,-79.95,-51.55,271.05,-138.25,17.79,49.18,2.0
0.0,2.0,-90.83,56.06,-226.61,-9.21,-4.18,17.33,18.19,90.29,-21.92,7.58,17.52,138.57,-70.92,-70.83,173.82,0.0
2.0,1.0,80.59,11.8,-154.39,-10.35,-3.67,-15.9,-33.53,136.32,-14.39,-77.53,54.17,60.52,139.74,80.8,-38.83,2.0
1.0,3.0,-143.77,-18.94,19.79,23.82,0.61,54.68,13.62,-73.17,-62.71,-31.92,-20.0,249.63,-22.09,-0.78,-36.4,0.0
2.0,1.0,-244.33,26.94,-102.31,22.84,1.36,-164.36,53.05,138.46,-157.57,64.36,48.84,280.04,-3.95,51.94,72.08,1.0
3.0,2.0,-510.47,-81.31,-67.54,27.89,-1.4,-130.02,13.7,-196.0,-162.84,-37.86,-40.37,244.96,-121.67,45.81,36.3,1.0
1.0,1.0,223.74,-28.47,37.89,23.06,5.12,-18.79,1.06,79.11,100.26,7.17,36.1,85.69,142.03,14.91,78.82,1.0
2.0,1.0,-32.35,78.98,-90.19,30.05,1.25,-41.93,-7.05,39.74,-68.05,-28.39,5.49,155.0,44.5,42.82,108.27,2.0
2.0,1.0,-183.4,58.82,-145.6,-29.55,5.5,-20.92,-12.72,-121.12,129.65,-147.91,53.11,121.68,135.99,86.31,242.37,2.0
1.0,1.0,125.54,-150.11,75.55,30.24,0.45,-90.08,11.34,125.49,-101.69,41.8,13.49,162.58,-90.85,-54.01,80.03,2.0
2.0,1.0,-287.97,-75.44,50.45,18.71,1.47,-43.69,-7.97,-419.92,105.53,61.98,-18.86,118.28,-62.07,35.25,-36.23,2.0
1.0,2.0,-132.31,-101.03,29.13,51.27,-3.92,18.13,-12.62,-319.66,172.58,30.26,27.54,-81.34,-71.56,-1.21,-23.85,1.0
2.0,1.0,16.05,-99.56,29.93,44.09,-3.14,-6.18,-3.13,12.63,-12.65,29.89,-9.15,,-7.35,23.03,-7.93,1.0
2.0,1.0,-131.25,35.91,-13.49,30.04,-7.05,-122.79,41.68,335.06,-171.07,-42.45,62.03,149.95,62.14,54.88,9.12,0.0
2.0,2.0,92.19,11.68,129.66,-16.5,2.42,-64.32,-36.79,-111.01,-59.0,41.3,-14.55,246.03,11.76,33.81,-69.71,0.0
2.0,2.0,51.7,-13.71,-51.37,-18.21,0.29,-117.67,22.89,206.73,-129.45,48.36,46.58,112.73,-6.07,14.47,-75.09,0.0
2.0,1.0,-9.1,87.14,21.69,-9.07,0.73,-89.75,43.17,-293.97,169.12,10.69,-49.45,123.43,173.24,67.5,59.93,1.0
2.0,1.0,59.65,-61.84,80.17,-44.35,-2.64,41.12,-8.28,-40.11,113.55,-20.73,-9.57,-391.14,-1.09,-10.52,196.12,1.0
1.0,3.0,-151.56,-81.95,-25.3,-73.72,-3.07,23.79,-12.69,320.91,-141.69,-16.64,4.06,-83.08,9.39,-14.95,-100.29,0.0
1.0,2.0,-112.59,-37.04,-49.98,3.48,-2.62,-58.61,13.85,-402.85,236.94,-3.33,-6.72,-358.09,-75.88,-3.62,-103.53,1.0
1.0,1.0,71.84,-82.11,-64.35,23.25,-1.81,-97.13,-4.36,8.26,-108.55,46.12,-14.02,179.43,-152.98,-67.81,-33.53,2.0
2.0,2.0,-91.33,25.65,-44.52,7.83,4.95,-63.69,-13.5,-215.57,-61.9,-47.98,-3.95,237.72,-80.62,29.86,220.08,0.0
2.0,0.0,-114.12,-169.2,45.75,48.33,-1.91,-52.21,-16.35,-35.67,60.8,-18.12,37.1,199.66,109.95,60.03,-43.92,2.0
2.0,2.0,-86.45,78.28,-22.59,-8.93,0.47,52.57,-62.36,-111.09,-5.47,29.33,-32.96,106.13,18.39,17.87,64.5,1.0
2.0,1.0,204.25,47.0,148.18,31.14,3.06,-76.14,-31.88,48.82,-97.25,-46.22,-28.31,76.75,-43.14,-22.47,35.68,2.0
