cat_0,cat_1,num_0,num_1,num_2,num_3,num_4,num_5,num_6,num_7,num_8,num_9,num_10,num_11,num_12,num_13,num_14,num_15,num_16,num_17,num_18,num_19,target
1.0,1.0,23.24,-0.36,17.52,-73.74,64.63,6.17,-8.16,-35.36,35.82,-212.73,-20.18,4.27,-12.55,22.01,-33.39,154.62,118.03,-165.61,34.71,-73.11,0.0
1.0,1.0,-110.76,-9.77,0.41,-106.78,-20.63,-35.07,1.23,70.79,-8.68,-40.73,24.57,-47.87,18.46,102.42,-28.22,-46.13,130.03,-41.29,5.2,26.4,1.0
1.0,2.0,79.74,23.09,-17.19,-180.86,-62.68,16.22,10.37,217.8,98.59,125.14,-57.53,20.76,15.15,6.67,-35.84,113.93,35.86,5.24,9.36,130.75,2.0
1.0,1.0,-160.82,-3.23,0.99,38.63,81.6,-14.58,-13.62,109.67,42.13,-223.59,-22.72,10.23,1.48,92.14,3.68,107.42,-72.99,-85.84,-0.34,-35.7,1.0
0.0,2.0,12.92,-5.84,-40.47,100.28,-8.06,48.34,19.07,193.14,-31.95,189.34,-30.0,-8.55,-23.05,6.93,-30.59,100.33,93.82,20.7,-47.74,-114.29,2.0
0.0,1.0,-193.17,-7.97,-2.2,130.96,-13.82,-17.08,-11.91,38.11,35.35,-68.76,25.67,-15.25,-4.24,27.63,14.39,-16.94,171.01,-31.92,18.83,60.21,1.0
2.0,1.0,-79.14,-14.5,-9.88,-29.56,-28.7,22.87,-6.16,-15.84,-119.92,-249.11,55.12,40.45,0.03,-67.28,20.66,-57.49,4.55,44.01,35.12,145.31,0.0
1.0,1.0,-54.07,-1.42,67.91,129.53,53.81,15.22,-29.83,-20.32,2.97,-90.71,-16.13,10.26,-31.4,-46.68,-14.04,-4.24,-181.59,-99.19,0.27,-92.86,1.0
0.0,1.0,-71.14,-10.65,-92.81,39.53,-9.89,-11.25,20.24,-6.24,-75.27,59.55,-56.1,-26.55,-23.61,-25.16,6.41,-13.07,126.05,-13.62,0.23,8.51,2.0
1.0,1.0,32.65,-12.67,0.69,-109.51,82.44,-7.05,-8.13,-26.61,12.02,-181.1,71.41,-23.07,-30.24,-65.59,-12.64,-140.75,36.19,-32.67,36.92,-25.61,1.0
0.0,2.0,68.23,-1.56,-31.58,-69.11,53.91,14.9,-5.42,-92.61,-41.0,-17.7,-35.43,-19.56,-3.56,21.04,0.78,136.8,69.73,-23.99,-33.28,-124.56,2.0
1.0,1.0,86.5,0.78,58.98,37.7,42.75,8.77,-5.2,-152.67,70.02,-0.56,30.67,-12.31,-14.09,-60.01,-22.65,-117.47,9.06,-15.41,-17.77,-65.71,0.0
1.0,2.0,105.48,-10.5,-70.1,42.4,-91.13,28.01,13.84,123.74,70.79,91.41,93.43,-28.77,-30.34,2.61,-9.52,126.36,-85.49,67.01,-2.93,-38.1,2.0
1.0,1.0,-117.56,13.45,65.63,-173.83,-11.83,3.0,6.14,98.83,162.75,-199.57,-67.54,1.17,-11.2,-132.87,-32.3,43.37,79.67,-7.36,-23.19,16.29,1.0
1.0,1.0,-185.18,-11.62,28.04,-172.37,-150.7,33.32,-8.69,-24.47,-93.31,-56.44,26.46,-20.4,6.28,-13.56,42.9,133.88,-87.52,-65.73,69.53,159.77,0.0
2.0,0.0,-47.06,15.76,1.72,-116.03,-80.08,11.44,-24.84,-305.15,131.3,125.09,-14.35,8.62,11.35,72.16,-0.18,5.66,68.61,-125.47,12.28,-36.22,2.0
1.0,1.0,125.87,-18.96,34.87,6.48,46.58,-41.76,-29.68,-10.83,5.57,-69.89,-18.46,-31.6,3.59,82.66,-11.26,7.43,69.76,56.38,-19.57,-25.76,0.0
2.0,1.0,35.01,-21.85,-12.95,7.94,114.32,22.31,7.96,78.51,52.34,-206.98,35.21,9.32,-12.53,-102.56,-58.27,203.56,182.41,-246.34,53.69,136.55,0.0
1.0,1.0,-88.14,1.76,-37.89,44.91,51.4,36.09,-20.33,101.36,92.94,-228.28,-21.42,-9.35,14.96,80.84,-12.81,-67.44,172.8,28.83,0.63,2.65,0.0
1.0,1.0,56.97,10.62,-45.02,18.09,23.35,5.8,13.27,-155.99,-74.11,-54.11,-34.73,-32.63,-15.88,-84.27,-12.48,128.2,99.03,-125.3,18.57,2.31,0.0
0.0,1.0,99.89,9.87,-86.51,106.33,-1.1,11.04,14.66,69.69,108.28,-323.48,-29.43,-6.92,-6.79,-4.52,0.02,-17.75,-146.4,109.38,22.67,27.56,1.0
1.0,0.0,-115.54,13.0,61.42,78.21,-51.42,-25.56,3.4,-294.5,86.36,121.82,19.99,29.55,-12.95,-43.48,50.02,-15.85,71.85,-65.17,14.66,6.08,2.0
0.0,1.0,38.11,-20.57,-45.59,-13.04,-79.22,-8.37,30.15,14.61,69.23,209.43,-76.14,15.9,-10.98,86.69,-38.18,117.88,88.1,-120.41,22.24,-49.75,2.0
1.0,1.0,-19.6,-5.82,48.67,-118.95,109.36,-15.2,-21.5,115.5,-128.21,-202.07,5.8,-0.53,13.81,-68.34,-30.9,-12.97,31.54,-16.18,-22.33,15.5,1.0
1.0,1.0,-66.01,12.31,-28.55,-47.28,-20.82,-23.1,30.88,-148.97,-74.69,-16.24,-106.07,12.18,-25.4,79.79,-8.93,74.77,99.24,-142.09,22.55,-33.35,2.0
1.0,1.0,-146.96,2.48,5.67,201.6,92.92,-21.55,-0.35,-137.54,59.93,-104.19,-33.52,-31.3,17.07,46.87,-8.06,106.24,8.85,-206.71,-9.81,12.86,0.0
1.0,1.0,57.97,-4.94,31.85,46.45,-6.12,9.45,14.17,149.07,-24.64,87.94,46.6,-6.95,6.97,-71.89,-59.25,34.9,66.42,-27.95,-21.99,64.47,2.0
1.0,1.0,-33.66,18.07,18.62,126.96,-94.62,82.91,6.6,-47.9,69.06,25.81,-64.43,-9.1,-22.95,109.89,-25.79,-111.08,66.85,43.8,-15.11,-6.24,2.0
1.0,1.0,-119.07,9.36,-86.1,-91.65,58.67,-50.06,-6.45,82.43,24.99,-85.77,42.6,2.65,-17.17,44.57,-6.32,-36.34,110.23,-36.66,-0.31,149.73,0.0
2.0,1.0,89.03,21.64,4.81,22.56,74.08,31.01,-15.98,-41.69,51.4,-203.78,-62.78,-0.6,38.22,-36.67,5.62,-116.76,71.8,20.81,45.83,25.61,1.0
1.0,2.0,159.06,2.25,-49.74,-151.83,-2.09,27.5,-37.77,150.58,158.78,41.39,-79.13,-4.73,1.93,57.37,-2.07,72.3,143.72,140.2,-17.91,87.17,2.0
1.0,1.0,-67.95,-3.67,-102.94,68.98,-40.91,3.49,5.33,-115.85,40.46,-83.34,-121.45,-32.49,-2.88,21.2,-6.53,66.26,70.07,-104.81,28.21,105.55,2.0
1.0,2.0,96.11,7.09,-6.78,-38.69,-78.3,21.15,-38.13,220.3,21.66,142.94,6.55,-16.37,-6.44,44.06,-22.59,100.42,9.8,117.63,-33.45,109.22,0.0
1.0,1.0,11.08,-1.12,15.59,11.9,-113.49,-36.65,-26.78,170.17,114.02,175.39,58.01,-30.32,13.78,-109.88,-55.69,185.82,136.21,-74.55,,-198.28,0.0
0.0,1.0,-28.08,-10.44,18.54,2.28,-4.25,-2.29,-6.65,138.8,112.17,-170.02,-43.3,2.39,10.48,-9.57,-39.85,-26.4,44.54,49.4,-24.13,-65.85,1.0
1.0,1.0,68.97,-24.54,8.45,-139.33,32.37,9.35,22.23,85.88,-186.5,-412.38,13.08,-17.44,-1.14,68.99,1.79,-39.01,-128.21,120.51,16.92,-24.21,1.0
1.0,1.0,-68.81,-1.71,-88.46,-17.12,-23.0,-65.56,-12.52,-23.42,-165.08,-14.12,3.75,25.41,11.77,90.53,35.14,69.91,83.44,2.79,18.51,-31.75,2.0
0.0,1.0,0.14,-17.45,32.88,-8.0,-54.51,-35.17,-3.0,-143.68,4.16,18.84,-34.18,-21.27,22.85,-44.2,26.16,70.11,107.64,-25.24,29.01,24.67,2.0
1.0,1.0,-124.87,-1.53,30.68,-63.35,2.2,-6.34,1.3,-73.53,117.02,-89.31,-4.41,20.87,-6.28,191.66,15.27,80.85,-70.95,-101.28,14.79,136.7,0.0
1.0,1.0,-88.26,-19.23,-45.4,16.24,-80.22,-2.77,9.59,32.97,6.21,55.33,4.71,3.67,-36.57,77.18,32.88,44.23,47.68,44.43,14.29,68.8,2.0
2.0,2.0,3.25,7.38,2.42,128.25,-52.55,-32.03,0.63,130.75,-127.54,192.91,-36.52,-6.37,18.4,13.76,-29.25,59.72,94.38,48.96,-52.88,46.33,2.0
1.0,1.0,-90.48,8.02,0.58,-30.36,-69.02,1.8,-12.62,-121.86,-33.46,20.09,-91.25,8.24,5.05,-109.52,52.48,-10.09,-34.13,28.94,21.04,-161.86,2.0
1.0,1.0,-3.49,4.91,41.55,64.55,-13.26,9.91,7.34,-77.71,47.65,32.33,-94.02,2.31,28.43,101.51,-4.62,90.62,55.81,-41.6,-16.63,-37.43,2.0
1.0,1.0,174.69,-16.44,5.49,-111.23,-19.95,-20.46,38.47,38.65,-76.87,-245.21,-56.24,-10.95,-26.61,22.21,20.69,-74.21,-3.6,185.79,39.23,-74.0,1.0
1.0,0.0,-10.5,-3.07,-11.73,94.35,-47.64,-48.7,-4.01,-269.77,-25.96,-368.59,-44.01,-6.26,-26.41,-18.18,-15.72,152.14,-88.64,-150.34,41.0,32.36,0.0
1.0,1.0,-12.73,-5.22,-2.45,122.04,83.76,3.09,0.85,-28.55,58.07,79.44,-13.63,1.5,-9.07,83.07,42.17,-195.9,69.21,76.44,1.06,52.97,1.0
1.0,1.0,51.64,1.8,46.05,-276.74,-1.48,43.44,25.48,-39.07,-141.36,-155.72,38.02,-29.93,18.58,-26.6,-13.41,24.49,165.08,-32.24,40.51,-138.11,0.0
1.0,2.0,-89.8,-7.55,-80.45,190.76,-6.9,-0.57,-27.66,143.78,-45.84,-64.14,0.86,-21.38,4.3,-12.4,0.22,0.9,77.35,110.43,-47.76,84.5,1.0
1.0,2.0,74.47,-3.61,-33.32,149.16,-54.44,45.03,4.87,98.16,82.8,89.56,2.93,-6.56,2.1,7.43,-23.43,57.67,-28.9,81.98,-42.47,116.71,2.0
1.0,1.0,-45.78,-5.85,55.18,147.29,-152.98,51.35,2.66,-66.44,-27.34,85.94,-39.36,2.63,25.24,-83.97,18.52,34.96,114.62,30.33,28.89,-34.78,2.0
1.0,1.0,25.4,-12.96,32.17,174.59,46.04,-32.76,-13.06,-91.63,-48.75,-45.4,-29.22,0.72,7.14,-83.05,-24.15,65.07,77.6,-121.46,8.05,92.36,0.0
1.0,2.0,129.27,-7.4,21.93,-9.71,-93.77,3.67,6.69,211.64,160.11,129.12,66.98,27.12,16.03,-4.81,-3.24,117.33,-39.17,171.55,-31.97,-11.42,2.0
1.0,1.0,122.76,-11.43,-26.08,205.5,-19.07,-10.14,-2.0,-80.68,2.61,-204.0,-78.85,-21.15,-12.75,-99.94,-15.01,-4.25,-87.87,63.26,-5.67,-57.87,0.0
1.0,1.0,90.41,-9.42,57.84,48.25,11.3,12.57,-5.69,-45.07,-19.58,84.03,44.22,9.97,15.6,-86.42,57.33,-69.01,8.6,139.66,6.3,17.83,1.0
1.0,1.0,-27.27,9.95,68.63,71.93,21.24,50.47,-5.15,-16.03,8.36,-54.02,21.73,21.72,-2.26,-70.64,-18.81,143.54,74.23,-97.51,-6.8,128.12,0.0
1.0,0.0,-100.92,-1.06,12.25,65.23,-115.4,-33.47,6.56,-58.85,-85.02,-91.27,-20.84,14.67,2.13,-94.76,10.41,6.29,-129.24,-56.21,57.28,107.29,0.0
1.0,1.0,-6.7,-3.78,-61.79,139.77,-33.32,4.84,7.53,-204.66,-102.26,-129.85,56.16,-17.35,-0.32,-64.92,3.34,-132.41,-115.17,45.52,-16.7,54.36,0.0
1.0,1.0,71.2,-0.99,-31.44,114.4,82.21,-46.59,-3.82,-12.61,-29.14,172.22,91.57,-3.29,-5.19,-14.73,-23.13,-99.54,175.02,-33.18,-14.92,59.1,0.0
1.0,1.0,-66.73,17.93,-42.51,-80.23,-0.87,0.0,19.67,-105.24,-46.42,10.78,-25.3,2.31,16.1,-28.52,22.12,41.34,76.66,-16.03,-12.78,-8.79,2.0
0.0,2.0,157.17,10.29,-10.83,32.89,-89.09,-28.82,-26.2,99.05,-105.7,52.83,-29.0,43.11,5.68,12.84,39.74,-144.51,35.62,294.49,9.08,11.53,1.0
1.0,1.0,211.17,-12.24,72.25,-51.14,-69.95,24.4,27.56,42.36,9.53,-160.45,36.05,-20.75,-9.42,-31.01,15.13,-82.83,-24.65,205.79,41.56,-51.11,1.0
1.0,0.0,-28.49,29.59,25.56,-34.3,6.66,33.81,-27.48,-3.44,-9.56,18.26,-37.28,-2.55,-6.96,-54.17,-50.78,-135.06,174.05,-88.58,18.61,-9.74,1.0
1.0,1.0,11.72,7.61,27.97,-73.1,94.79,19.58,-13.78,58.41,-2.41,-9.63,-27.26,-6.39,5.24,40.97,-34.45,-58.19,-12.41,-45.97,-26.15,-68.56,1.0
1.0,1.0,3.83,-21.25,-35.83,35.61,-110.73,3.17,21.66,140.34,-61.93,186.5,5.1,21.66,19.0,42.07,-30.96,-43.87,30.54,74.87,-21.56,90.24,2.0
0.0,1.0,-51.13,-8.64,-6.43,-84.22,-52.97,-22.97,3.89,95.51,67.82,67.7,-17.0,-20.4,5.23,-6.53,-30.92,159.31,107.39,-81.11,-2.13,19.42,0.0
1.0,0.0,-107.89,4.81,-87.06,-102.12,-94.14,43.76,-20.65,80.97,-31.45,-63.11,-56.99,8.98,-18.79,-49.38,-38.97,-117.97,95.34,-26.33,35.71,-45.86,0.0
1.0,2.0,-119.49,14.41,17.45,-136.72,-4.65,-29.85,-8.85,197.77,82.05,-145.32,91.6,24.65,14.17,8.66,-22.8,99.44,-38.51,26.88,-43.32,7.0,1.0
1.0,1.0,-47.87,5.69,-8.46,46.82,20.26,52.79,-47.58,-72.88,102.12,-249.27,-49.82,9.32,10.81,-0.81,12.82,-38.45,55.79,11.89,19.16,59.49,0.0
1.0,1.0,-25.24,0.03,58.45,-25.62,38.65,-21.6,-23.0,-54.94,-98.23,-68.3,27.53,9.74,37.03,-11.99,12.1,-189.01,295.82,108.26,-13.24,-15.33,1.0
1.0,1.0,-14.13,1.98,58.36,-36.48,-12.07,-10.54,21.09,-56.04,-96.86,34.86,8.02,7.5,0.98,31.58,-9.83,90.28,76.56,-114.24,25.44,-107.6,2.0
0.0,2.0,80.44,4.91,13.72,14.11,-35.86,-32.26,-13.24,8.29,117.92,-19.28,-25.11,-15.54,-6.36,10.8,8.35,-19.03,46.38,154.52,-32.93,79.74,2.0
1.0,1.0,111.8,-11.47,-15.72,-138.0,-70.23,-25.34,2.94,20.5,201.8,-17.91,-20.6,27.57,-5.86,-35.12,3.4,20.36,89.9,136.23,-6.24,57.99,2.0
1.0,1.0,72.46,-15.37,-108.54,234.67,-64.6,-13.45,-18.84,-1.3,132.04,99.63,57.04,-17.26,6.73,-66.99,-31.24,122.23,162.02,-90.6,34.43,-55.55,2.0
1.0,0.0,-62.39,-5.45,14.22,-63.76,-117.4,15.57,18.88,-184.68,-33.97,17.5,9.44,-0.77,12.53,-45.68,-9.61,70.6,42.67,-136.94,45.6,39.82,2.0
2.0,1.0,-133.91,1.78,38.87,104.39,42.71,10.23,-17.74,105.12,-24.28,-78.04,45.41,1.63,-47.34,-81.29,-20.45,54.51,-46.07,-122.22,8.34,28.39,1.0
1.0,1.0,-58.79,-13.7,25.18,-16.1,34.99,-0.4,15.64,-126.95,97.07,-0.69,-51.23,-0.03,5.88,56.54,7.19,238.0,-217.33,-182.37,-12.53,2.65,0.0
1.0,1.0,-45.84,-10.89,-2.32,103.76,-91.07,-3.58,13.13,116.86,-58.21,-11.8,-39.88,-0.62,-2.95,55.76,-7.56,145.4,-22.39,-8.79,12.77,-94.8,0.0
1.0,1.0,17.18,-20.01,-4.77,146.28,35.25,15.95,-54.91,-243.58,-29.4,-120.68,-65.72,-10.35,-8.72,-20.03,-17.78,187.19,88.67,-226.64,32.2,63.02,0.0
1.0,1.0,24.41,0.41,-38.11,26.08,-55.39,-2.41,14.17,90.02,-4.75,-149.07,19.33,7.48,-2.32,-18.61,-17.12,25.48,80.44,53.67,18.59,-189.15,0.0
0.0,2.0,3.45,1.26,-38.05,-86.03,-11.5,41.68,19.06,123.91,-100.82,133.67,-0.44,27.94,21.48,37.34,-35.63,167.3,20.87,-83.36,-19.03,24.07,2.0
1.0,1.0,-32.43,20.53,25.39,-2.6,-86.04,-1.05,25.24,-65.12,-24.32,-2.92,-29.4,-17.17,2.72,64.11,3.0,60.08,-141.37,8.04,-13.81,-2.05,2.0
1.0,2.0,68.13,-2.38,-36.98,55.15,-90.62,21.54,-8.71,306.46,-37.67,216.03,-13.84,5.08,-13.51,106.39,-56.84,-25.69,129.66,98.96,-22.08,48.99,2.0
0.0,1.0,-1.29,14.76,21.08,-20.64,-35.13,-48.47,9.3,160.53,44.78,142.67,-115.77,-18.73,-7.12,-40.62,-51.77,111.23,66.3,-56.02,-24.95,51.18,2.0
1.0,1.0,81.44,-1.46,-45.78,-137.44,79.02,-3.47,44.98,59.35,175.47,174.81,28.31,12.06,-11.48,124.89,-15.86,-186.92,84.17,54.41,-24.83,-78.6,1.0
1.0,1.0,198.68,-5.28,-17.31,207.0,150.06,-9.88,-22.95,-78.62,-85.51,106.53,41.12,-12.05,9.17,-8.27,-34.83,169.8,157.82,-219.0,26.9,-104.91,0.0
1.0,1.0,-142.73,-2.67,-127.36,-76.52,-104.87,-11.81,-6.19,217.53,11.81,83.77,43.94,-0.3,-5.15,-32.07,-21.76,31.15,21.34,-11.64,10.68,-146.86,0.0
0.0,1.0,100.65,1.13,48.23,44.21,38.92,52.53,-21.66,-110.44,7.58,30.87,8.98,-41.25,-20.85,-25.31,37.97,47.87,-32.45,31.38,1.57,-19.41,0.0
1.0,1.0,44.08,13.3,72.4,66.48,-40.77,32.6,-5.26,217.01,92.07,-321.16,21.28,-13.25,-23.35,9.01,-3.25,-76.75,310.85,228.62,23.15,120.89,0.0
1.0,1.0,-30.67,10.96,32.59,59.17,-103.99,20.34,-11.97,-79.22,5.94,-5.17,-41.25,-17.83,38.8,-79.9,27.58,18.58,179.86,55.83,27.58,103.89,2.0
1.0,2.0,69.53,-19.18,71.86,38.96,-85.34,9.82,18.81,-3.81,163.06,-332.78,-7.65,7.93,29.81,26.8,20.55,-197.51,-233.23,310.18,-29.3,-19.21,2.0
1.0,1.0,-25.13,11.28,-38.09,80.35,-107.73,4.37,-21.27,127.36,50.03,-55.39,-40.05,-24.44,-14.09,-97.47,-33.7,-71.53,90.49,33.97,35.21,-10.78,0.0
1.0,1.0,-36.82,-10.73,-42.97,17.51,-15.36,35.66,-40.09,-37.93,4.88,-245.17,-64.29,8.77,-15.23,-172.73,-15.84,7.43,66.41,-23.58,19.82,39.25,0.0
1.0,1.0,-6.94,8.64,52.38,59.28,93.77,-21.08,15.95,22.31,8.17,-243.77,-60.31,33.08,8.2,52.33,-2.53,-156.1,232.38,75.21,2.3,2.13,1.0
1.0,1.0,34.28,11.68,37.18,270.31,31.52,13.79,-10.79,7.85,-189.27,-37.94,-41.77,-1.41,-3.09,-7.69,-16.02,3.32,149.19,-21.16,6.87,-24.92,0.0
1.0,1.0,75.13,8.84,35.0,1.33,140.97,3.6,-13.04,41.14,97.3,-103.59,-13.34,-22.11,33.64,48.59,-28.87,149.8,121.59,-175.67,33.51,-3.61,0.0
1.0,1.0,-58.25,14.04,72.83,24.27,10.36,59.2,21.26,11.95,-151.83,-124.06,52.61,13.45,6.46,-35.1,-11.62,-93.43,200.73,36.63,-3.55,13.37,1.0
1.0,1.0,-17.68,4.96,-22.71,-31.97,44.47,-32.34,36.91,-191.43,70.65,-43.16,29.74,22.14,-24.61,-96.37,-26.98,40.95,54.03,-184.09,11.24,3.57,0.0
1.0,1.0,-49.47,1.49,79.28,-51.41,46.45,-3.13,-20.51,-32.51,-70.02,6.9,-105.43,8.97,-3.4,-41.15,-21.67,-92.93,59.59,-98.68,15.98,-61.57,1.0
1.0,1.0,161.38,-8.79,-6.66,-12.79,102.24,-13.62,-1.17,-42.1,28.28,-27.87,34.91,-1.91,4.8,-137.87,-17.59,201.72,132.02,-132.7,23.02,-12.78,0.0
1.0,1.0,15.08,15.62,39.39,61.85,0.15,5.75,17.3,-18.21,-110.11,326.48,20.8,34.12,-17.26,12.73,23.6,61.27,185.57,-9.32,-13.21,-7.81,2.0
1.0,1.0,34.86,10.5,-29.84,-10.74,14.24,-5.44,35.06,-99.33,145.31,,31.26,-17.53,-11.93,-89.98,18.82,-10.56,-24.94,24.15,-10.5,155.08,0.0
1.0,1.0,115.91,-5.21,1.53,75.11,0.81,-27.8,-4.3,-28.24,143.22,-41.74,29.69,5.21,14.43,-55.33,40.19,-49.29,-83.49,112.1,25.59,-128.54,1.0
1.0,1.0,72.73,-3.27,5.48,-62.15,9.16,61.32,4.94,108.87,-45.59,125.78,-59.89,-45.87,-8.66,42.26,-45.2,263.33,159.73,-171.8,22.38,-35.53,2.0
2.0,1.0,-93.62,9.47,-6.93,3.86,-30.93,-12.1,-3.43,39.26,195.63,-6.05,20.33,21.66,29.91,142.33,-47.84,36.85,-120.39,-120.36,-11.64,-133.39,1.0
1.0,0.0,45.42,21.36,35.84,58.99,92.47,-2.7,-8.96,-134.07,92.97,-44.02,41.69,-27.6,13.12,90.72,-55.24,119.8,120.76,-315.96,56.49,-16.08,0.0
1.0,2.0,-18.61,-11.58,-93.34,145.19,83.86,-49.63,25.46,-23.07,102.81,97.8,45.49,-0.31,-9.48,-129.64,54.64,-23.95,161.8,97.54,-35.11,-116.4,2.0
1.0,1.0,-65.76,-7.84,-57.36,-82.98,34.88,8.72,6.74,94.0,-23.42,108.11,16.93,-14.08,7.2,97.95,-19.73,-47.14,3.9,-83.01,7.66,-10.05,1.0
0.0,2.0,-20.64,23.56,11.88,20.02,80.96,-35.7,-1.75,188.83,-31.22,-110.09,-69.99,20.38,-26.63,14.58,6.72,-58.16,142.77,136.97,-35.21,-60.66,1.0
0.0,1.0,65.4,5.09,-32.2,-44.28,19.12,16.17,-24.36,-96.39,-1.01,-191.95,-62.55,-19.88,-25.84,-63.0,-2.19,-4.93,-63.98,29.28,-5.92,129.16,0.0
1.0,2.0,96.64,-9.39,-49.28,147.77,-81.95,0.43,-32.06,249.32,-23.69,156.96,-0.48,-1.21,-17.67,58.21,-20.69,70.87,8.24,126.33,-22.7,-62.44,2.0
1.0,2.0,83.47,3.26,26.65,-177.26,-33.71,-23.24,-33.69,58.34,-35.99,10.54,-15.12,-19.07,-14.81,35.27,7.81,65.71,108.76,113.48,-16.32,198.92,2.0
1.0,1.0,149.95,-1.66,-13.72,44.29,-21.37,3.16,-8.37,50.72,-62.12,-210.48,4.79,2.39,15.76,55.8,-0.78,-85.42,33.1,139.8,35.37,60.56,1.0
0.0,1.0,18.26,13.9,20.32,73.16,-21.54,-19.68,17.44,-55.69,71.71,64.53,4.7,-21.33,5.61,107.06,-46.5,137.78,128.31,-179.95,20.56,59.23,2.0
1.0,1.0,-69.03,-22.97,43.61,82.75,59.17,-19.24,29.81,100.3,-113.62,-96.56,35.77,-5.25,13.28,-28.27,-3.93,-123.73,349.41,45.19,11.25,0.53,1.0
1.0,1.0,-88.78,-23.33,34.5,-31.73,-76.32,15.93,16.11,140.65,30.34,-58.69,-51.79,-3.96,27.02,-76.55,-22.45,-15.57,129.27,-10.4,36.76,-111.52,0.0
1.0,2.0,-85.44,18.41,-33.48,53.66,66.38,-48.83,24.44,128.24,165.01,-145.98,-89.7,-22.0,7.07,66.93,32.44,-23.08,78.83,138.9,-38.8,-67.85,1.0
1.0,1.0,6.12,3.89,-136.78,51.33,-68.03,-35.44,11.49,-63.99,5.05,96.96,4.23,25.75,12.44,98.76,4.06,68.83,88.92,-42.8,24.48,47.92,2.0
1.0,1.0,17.64,-15.59,-13.44,-16.25,101.85,45.56,-0.26,78.38,-10.76,-107.68,61.4,-21.35,25.36,-20.74,-26.34,-52.78,-4.38,3.41,-29.22,20.58,1.0
