cat_0,cat_1,cat_2,num_0,num_1,num_2,num_3,num_4,num_5,num_6,num_7,num_8,num_9,num_10,num_11,num_12,num_13,num_14,num_15,num_16,num_17,num_18,num_19,num_20,num_21,num_22,target
3.0,1.0,3.0,1.31,162.03,24.59,-1.74,454.91,-318.6,7.97,261.38,35.67,43.38,16.23,-8.11,67.33,7.58,21.03,-149.43,-32.04,1.96,-187.57,53.47,-55.08,61.09,17.05,0.0
2.0,3.0,1.0,77.2,-35.45,-31.06,13.23,262.43,-130.79,-6.5,133.18,-138.68,31.7,52.52,-41.78,-34.08,-6.72,-3.51,-14.12,-34.74,-4.48,-27.7,-31.56,-28.17,-11.7,77.85,0.0
2.0,2.0,2.0,46.66,22.8,-44.3,-8.04,11.31,18.79,-17.17,1.94,-60.02,-6.09,56.97,45.1,99.84,-18.9,5.95,61.28,-4.75,4.22,-57.52,-49.24,205.36,21.04,-166.4,0.0
1.0,2.0,4.0,-78.86,-24.53,215.65,-15.58,76.72,-274.59,-14.71,-129.82,-29.2,1.61,82.44,-26.96,44.91,-18.73,26.92,-113.92,-22.14,-12.78,306.13,9.07,146.96,8.35,387.32,0.0
1.0,2.0,3.0,32.81,-73.75,37.64,23.15,123.35,-56.74,28.93,-128.34,-27.65,3.98,31.35,-119.19,62.74,-5.65,-10.65,-120.44,-3.51,4.3,-31.94,-58.32,35.28,-54.44,191.78,1.0
2.0,3.0,3.0,73.3,66.45,-54.44,27.27,-50.15,-195.72,-8.25,-3.52,8.01,-23.97,92.88,33.86,-202.77,36.14,0.13,87.62,4.33,22.12,301.71,-0.42,10.27,36.7,-98.35,0.0
2.0,3.0,3.0,29.86,52.56,69.33,33.05,152.01,-13.06,3.24,248.54,-85.76,5.04,-17.1,-99.85,6.04,33.8,10.11,-10.99,46.98,-7.08,30.44,59.6,6.88,-25.66,-213.65,0.0
2.0,4.0,2.0,-31.8,44.14,10.48,87.66,1.63,194.77,44.2,294.45,179.23,-6.75,-39.76,-48.1,-55.13,-14.45,-2.57,16.05,6.62,-4.72,-133.13,-6.57,24.55,57.52,52.99,1.0
3.0,3.0,2.0,-3.32,-2.87,10.15,-8.78,-81.81,53.52,6.06,13.36,30.64,-7.07,-36.41,33.7,147.35,-0.71,1.6,-34.81,-1.85,-4.95,-43.63,-33.13,-150.78,-45.22,-93.95,1.0
2.0,1.0,1.0,68.79,-149.59,120.81,30.84,151.56,-107.13,6.98,167.31,5.77,-4.66,-52.12,6.59,-77.15,-32.77,19.91,-130.31,-16.73,-23.83,107.98,-17.24,-110.92,75.12,-140.05,1.0
3.0,3.0,3.0,-64.21,116.53,115.14,33.99,35.53,-109.47,2.47,187.04,110.3,-11.31,102.58,-105.67,16.11,-3.48,9.37,25.11,-72.95,-7.71,168.76,-77.1,67.56,-7.1,-185.86,1.0
2.0,2.0,2.0,49.79,26.38,-136.84,-32.22,-90.43,84.72,19.62,-336.42,-54.71,-20.03,65.56,-26.82,-2.62,-11.21,0.2,-4.72,42.5,2.12,-104.07,30.26,-106.01,49.58,10.02,0.0
0.0,2.0,1.0,40.39,-95.15,-106.06,13.95,227.32,-55.45,23.48,44.59,36.58,32.79,94.74,-6.91,-17.92,-37.77,-17.15,175.52,64.35,-5.71,268.64,102.86,-38.29,-89.16,43.63,1.0
2.0,2.0,2.0,-0.09,-40.56,37.76,9.86,5.79,-93.53,-18.34,202.4,63.91,4.19,104.64,-40.15,-138.76,18.8,7.3,33.83,22.71,-13.06,252.12,22.0,-143.43,20.89,-98.87,1.0
2.0,2.0,3.0,-82.88,23.25,101.02,15.98,0.53,-2.24,50.25,-30.78,57.48,-12.9,7.51,-15.95,-4.3,-1.62,13.89,-154.11,-8.31,-6.05,-88.92,-7.8,132.51,-46.54,122.43,1.0
1.0,3.0,2.0,-52.69,-109.95,-29.53,13.86,193.83,-183.51,17.45,-91.7,55.42,9.84,-21.82,60.46,0.62,17.98,2.04,114.89,-48.71,5.08,152.58,-21.78,184.93,-7.86,205.69,1.0
2.0,2.0,2.0,-89.54,-179.48,-40.25,26.96,-57.09,137.58,2.96,210.67,-95.21,5.56,10.83,-50.41,-53.6,2.19,-0.67,95.59,-37.23,-13.5,-6.45,48.61,60.1,18.07,36.75,1.0
2.0,0.0,2.0,-32.74,-34.04,64.52,16.24,-94.35,45.63,-2.11,80.94,-62.2,-6.03,7.78,4.59,19.74,-26.44,2.15,92.42,-19.43,-12.69,222.29,,-296.91,67.9,22.27,1.0
1.0,2.0,2.0,-21.33,-42.82,-24.0,-11.58,-198.67,287.78,-13.78,8.96,-38.93,-0.46,8.55,37.41,-72.28,29.85,0.44,-14.04,-58.61,2.78,8.9,86.95,-96.47,-57.2,102.34,1.0
2.0,4.0,3.0,-51.74,-27.91,-96.25,-42.85,-100.4,110.35,-1.0,-144.31,-15.83,8.63,27.37,-64.96,-40.78,28.01,-12.21,-12.85,25.75,-8.37,-75.28,-81.84,-54.2,-21.36,42.49,1.0
2.0,2.0,1.0,-2.92,-5.81,74.4,9.52,-77.58,87.81,-10.24,84.71,-3.73,-9.43,-50.58,3.42,-34.45,-15.86,10.64,-33.41,-13.51,0.83,-21.89,-40.93,-108.58,-77.9,-19.8,1.0
2.0,4.0,2.0,-18.32,-50.38,46.7,-3.1,-42.43,-45.88,4.66,-169.35,23.23,-0.24,112.86,-22.99,14.63,-9.34,-16.25,63.86,-19.76,-9.46,64.5,97.22,210.57,-28.07,171.61,1.0
2.0,2.0,2.0,-46.64,15.86,99.7,-9.75,84.9,6.42,2.77,-71.84,76.42,-6.22,82.41,-6.24,-9.3,-39.69,9.99,-4.74,14.3,10.58,-92.36,38.67,-69.24,6.07,-146.38,0.0
0.0,1.0,1.0,-43.15,51.75,-3.1,-17.02,225.56,117.58,-12.88,128.6,-76.39,47.12,-227.76,-109.77,21.54,7.26,-13.16,132.26,-16.94,12.71,168.35,-48.2,-159.13,23.02,-128.4,1.0
3.0,3.0,3.0,-44.58,18.89,6.64,-8.15,-61.3,-174.36,-7.93,-248.87,38.62,-20.0,5.09,-34.61,-5.26,-23.83,-11.62,-39.43,11.77,-18.16,89.34,11.27,-25.85,-98.8,2.47,1.0
1.0,3.0,1.0,-48.7,-7.97,130.11,38.66,204.62,7.6,-3.99,113.13,-7.19,15.2,-67.77,-50.52,62.8,30.16,-10.08,-28.07,49.36,14.16,67.06,8.57,-3.06,-4.49,-79.23,0.0
2.0,2.0,0.0,37.84,-2.27,27.72,23.09,-119.99,106.24,4.72,59.85,-9.03,-9.81,73.99,-10.13,20.54,-2.25,3.01,-37.15,4.45,30.54,-71.51,63.15,-41.31,34.86,148.47,1.0
2.0,2.0,1.0,-20.46,52.09,111.28,-30.35,177.72,-66.33,-4.1,-71.01,283.31,24.85,80.09,-123.23,107.28,42.92,-15.62,-39.21,-16.39,-5.48,65.31,3.7,2.04,-23.47,-172.84,1.0
3.0,2.0,2.0,-97.12,145.5,76.16,-9.75,278.79,-183.22,0.89,76.67,-14.03,19.71,122.65,27.44,-10.69,36.38,12.62,56.37,-22.74,5.03,-239.43,-21.9,-187.32,9.63,-56.76,0.0
2.0,2.0,2.0,-39.57,-76.82,-37.12,6.54,-77.75,133.87,12.4,279.74,-186.47,16.51,100.56,-90.73,36.4,42.8,7.61,49.13,-65.43,5.29,255.34,-21.15,31.01,67.51,36.6,1.0
1.0,3.0,2.0,-67.58,1.7,-121.69,31.0,108.9,-60.49,10.0,117.35,98.99,13.9,-0.57,-58.46,20.74,-33.43,-0.06,16.4,11.35,-12.02,248.26,42.96,-15.65,-11.04,140.2,0.0
2.0,2.0,2.0,-26.01,175.32,116.49,30.11,28.48,71.26,0.2,140.01,-35.38,3.79,0.7,-29.0,64.4,38.55,-2.02,-107.4,-22.9,4.48,8.21,50.52,38.17,1.71,-7.91,0.0
2.0,3.0,2.0,-10.15,-16.57,4.53,-28.14,85.59,-12.25,-25.75,-354.09,-21.04,-11.28,130.72,-66.34,-16.09,26.14,0.41,86.26,58.87,8.64,-213.86,135.28,64.18,-34.73,-9.66,0.0
2.0,2.0,2.0,12.49,46.1,113.35,23.79,161.85,-122.71,-11.63,36.5,118.78,6.35,-130.03,-109.8,65.53,-38.31,-4.29,25.06,31.65,2.68,117.88,41.68,55.37,-97.44,-45.54,1.0
2.0,3.0,2.0,-24.97,97.01,7.96,27.47,-107.23,78.37,11.39,-49.0,-16.21,-12.37,211.02,-34.41,-121.19,-8.83,-4.42,-86.58,39.1,3.84,-108.17,1.98,72.98,7.1,237.71,1.0
2.0,3.0,2.0,-18.62,-45.06,-26.14,1.69,-113.02,193.37,-3.26,-128.81,-57.45,-8.37,7.43,29.9,-22.59,2.92,-11.42,-207.29,-24.82,2.71,-139.02,35.86,-38.46,71.9,72.15,0.0
2.0,2.0,1.0,-104.41,-26.76,12.95,-11.52,-212.06,194.05,-4.58,-21.35,-145.34,-5.02,-145.21,-4.06,-25.08,-30.29,2.09,41.06,-18.68,-10.68,-56.71,-100.37,-2.7,-11.57,186.65,1.0
2.0,2.0,1.0,59.78,44.87,-164.93,32.77,-21.98,36.62,-11.63,58.51,248.98,-12.94,-90.03,101.4,-2.11,20.28,0.42,94.85,-43.19,7.11,-32.42,-21.22,19.56,-27.93,-34.03,1.0
1.0,2.0,1.0,21.68,88.14,-52.03,-19.24,-45.64,172.8,10.89,-276.86,101.38,-6.61,116.36,-29.62,55.93,-2.7,-7.94,86.14,-70.22,-5.15,-175.85,42.02,-16.73,-19.18,90.96,0.0
2.0,2.0,1.0,108.15,1.82,-4.93,20.15,213.93,-51.15,-9.49,195.66,116.3,23.87,84.97,-69.12,-47.82,77.35,0.92,6.09,-50.42,-10.08,-74.08,-86.34,233.55,41.78,-21.05,0.0
3.0,1.0,2.0,96.73,50.06,34.63,-27.72,-268.84,173.96,5.69,-28.67,-41.62,-19.61,71.08,-87.37,-7.72,-4.45,16.97,-174.26,-59.99,-29.7,-103.99,85.66,-181.24,14.12,50.45,1.0
1.0,3.0,2.0,-18.05,-99.69,-19.4,11.66,219.28,-96.87,-21.98,18.42,-174.74,20.33,-46.16,43.3,86.84,-36.12,-5.09,-52.36,-16.54,9.69,91.51,-70.15,-80.12,60.39,33.86,1.0
2.0,4.0,1.0,-11.97,-1.99,-2.14,17.05,213.22,-143.9,-19.69,54.08,40.2,14.28,-68.28,4.27,-43.47,-37.87,-4.15,134.94,56.08,-5.08,-2.63,-87.11,73.72,-18.48,-30.11,0.0
1.0,3.0,1.0,15.95,-47.26,12.31,-3.72,74.66,111.74,-10.31,-225.01,80.84,5.97,152.63,-42.95,26.25,-7.6,-8.46,-130.79,32.52,14.82,-200.67,-15.72,-33.25,47.0,210.33,1.0
1.0,3.0,1.0,30.15,34.98,36.59,18.3,85.91,68.07,-8.76,-183.03,98.25,-5.09,47.58,-4.21,7.8,32.92,1.61,-95.35,7.64,-4.69,-214.58,-72.85,136.25,-17.12,239.45,1.0
2.0,1.0,2.0,15.61,-60.14,-30.27,-6.03,-71.14,-80.76,-2.99,-512.15,107.02,-24.13,146.68,-25.56,129.86,-64.78,-27.21,-38.4,17.68,16.39,-62.54,80.57,7.63,-14.72,208.23,1.0
2.0,3.0,1.0,-23.63,-40.47,16.18,6.95,66.94,-98.66,-3.39,71.26,73.72,3.24,82.27,33.32,134.47,33.12,7.32,8.9,20.23,8.78,177.71,-6.0,43.57,6.21,-23.3,0.0
2.0,3.0,1.0,-74.92,-20.87,-37.54,-19.35,-185.84,177.79,17.29,-62.69,-2.71,-13.15,18.12,-51.64,0.77,-14.02,4.19,-50.64,34.95,5.67,-66.07,4.06,79.58,-43.49,-15.76,1.0
1.0,3.0,2.0,3.17,-47.9,-43.4,31.32,232.61,-54.58,6.76,-166.81,168.63,-2.96,-118.74,0.55,8.48,-26.14,-4.33,16.94,-39.27,-6.3,-101.76,-96.75,92.7,54.82,43.64,1.0
2.0,1.0,2.0,41.59,-8.72,-120.28,-8.58,-26.81,73.43,-11.62,87.07,-31.69,12.48,170.12,-25.55,-48.6,42.73,-2.3,-179.39,4.54,26.58,118.36,88.78,-34.88,-56.0,-13.84,1.0
1.0,2.0,1.0,58.23,118.36,-84.11,13.9,208.73,-286.87,-2.51,-99.92,-23.3,1.94,-21.09,27.15,78.16,-19.27,10.2,57.04,73.62,-13.4,363.57,-79.54,116.55,20.46,126.49,0.0
1.0,2.0,2.0,49.78,-7.68,12.4,26.4,179.7,-41.97,5.07,24.2,-1.24,19.8,-60.74,-56.06,-193.2,14.85,-10.05,184.16,-29.26,6.11,116.61,-51.05,70.92,57.88,137.58,0.0
1.0,2.0,2.0,70.7,-124.64,121.13,-22.38,173.93,-86.57,30.45,-150.53,-126.92,3.79,52.56,-2.85,163.0,22.14,11.68,81.54,-28.82,-1.34,29.53,13.13,-44.12,19.02,-49.42,1.0
2.0,3.0,1.0,77.09,130.52,72.89,-1.98,112.32,-39.56,5.4,-101.17,-63.36,-7.23,-83.0,80.5,-28.81,17.52,17.65,-159.02,-15.69,5.3,-114.8,-59.83,46.88,33.72,33.23,0.0
2.0,2.0,1.0,0.03,-17.54,-46.48,-45.09,-22.88,89.64,-16.29,-249.61,-10.4,2.21,206.6,40.64,-75.37,-15.59,-14.24,-99.74,-23.21,7.85,-52.19,-31.95,-113.59,-43.06,-121.08,1.0
2.0,2.0,3.0,-31.89,-67.97,21.48,25.19,313.54,-35.08,-40.04,273.47,-14.7,41.08,-103.31,-0.21,-99.59,0.71,-5.29,5.34,-55.48,-9.28,-145.69,21.04,-105.48,-130.56,-13.62,0.0
2.0,3.0,2.0,-36.57,76.26,-59.75,-27.9,-208.97,122.6,1.17,-237.43,-91.83,-28.71,-79.05,-10.81,-77.51,-22.34,1.13,307.34,-30.04,0.4,31.21,62.82,205.12,-75.28,-110.52,0.0
1.0,2.0,2.0,26.2,-80.91,-12.35,15.54,127.79,6.3,21.04,17.25,-95.43,9.07,-93.68,67.98,-53.04,-30.67,0.02,115.97,24.06,10.1,13.81,-40.21,44.79,1.2,37.54,1.0
2.0,3.0,2.0,-73.07,-94.83,61.11,6.42,-12.18,76.95,-10.35,-22.47,2.45,-20.14,-56.23,40.83,-46.11,15.51,19.32,-2.92,-35.94,-9.18,-104.63,-15.7,-3.79,-14.89,-102.12,0.0
1.0,2.0,1.0,-64.89,77.4,52.97,13.56,305.37,-194.41,25.19,64.29,62.65,30.0,51.05,30.88,90.75,49.86,5.1,62.89,62.62,-15.68,45.93,-11.19,51.72,-23.05,203.57,0.0
2.0,1.0,2.0,-5.56,107.01,195.64,9.59,-250.21,144.45,-28.24,130.58,-0.14,-15.47,-65.35,61.08,0.12,-15.89,10.28,80.1,-7.5,9.32,251.24,133.56,54.86,-125.8,24.48,0.0
3.0,2.0,2.0,-89.32,-12.88,0.47,-47.48,-313.97,195.54,9.73,-276.21,105.55,-5.94,-8.51,104.57,-41.37,31.8,-15.01,25.1,-45.62,9.99,-215.65,-11.59,135.99,4.41,320.45,1.0
3.0,3.0,2.0,45.58,65.89,-18.5,-31.54,-190.52,103.5,8.93,14.24,-187.12,1.93,133.88,-76.29,-81.06,1.8,1.25,-8.19,56.46,3.92,-39.7,-28.79,-0.98,-3.04,79.86,1.0
3.0,1.0,2.0,-5.8,42.38,87.01,1.55,-184.01,151.72,-3.12,175.25,14.87,-12.75,-154.24,-29.35,-212.06,-15.45,22.88,85.63,-111.73,14.87,-66.51,-34.34,-12.68,-15.65,19.37,0.0
3.0,1.0,3.0,-4.21,-86.37,76.29,21.64,-28.89,174.75,13.35,313.93,41.93,7.25,-157.9,-24.34,-36.49,36.2,4.18,-290.36,-63.14,-15.52,-176.43,-91.34,-6.53,66.87,-143.54,0.0
1.0,3.0,2.0,63.87,140.55,-13.79,25.78,-255.23,198.15,-7.56,69.44,-45.05,-31.82,-167.28,8.13,86.63,46.43,18.81,-32.86,-7.88,-20.33,308.88,-16.73,52.63,-76.25,-5.93,0.0
3.0,2.0,1.0,-44.14,-117.87,21.49,28.67,287.87,-59.62,3.39,492.01,6.13,41.61,137.13,-23.16,-12.39,6.43,25.82,-218.77,30.77,-6.96,-73.73,-54.22,-162.11,-36.38,82.27,0.0
2.0,3.0,2.0,-30.58,61.16,-20.1,-28.36,44.94,8.46,4.57,-154.07,-50.6,-6.66,61.78,4.6,19.75,74.54,14.25,-66.2,26.71,11.29,-70.93,-11.86,-68.22,-0.83,-58.62,0.0
3.0,2.0,2.0,14.77,-10.69,-32.73,-34.53,-267.19,112.38,-11.97,-57.96,-53.07,-15.83,8.84,-29.66,-100.76,-2.34,4.82,-80.97,8.67,5.73,-59.48,18.86,44.67,36.19,-5.48,1.0
2.0,2.0,2.0,29.74,-60.46,-9.91,-13.64,210.75,-100.3,-10.24,55.55,-43.33,12.67,16.06,-14.98,-49.31,43.03,24.21,-60.0,-3.96,10.14,-107.55,-2.27,58.63,44.56,-12.49,0.0
1.0,3.0,1.0,-89.45,-27.96,-71.78,-21.48,-63.35,138.4,13.5,-339.92,-23.28,-17.36,23.39,-52.58,-79.43,-6.57,-13.83,39.55,-32.42,-8.22,-91.5,56.9,-43.41,33.69,-92.34,0.0
3.0,2.0,1.0,-46.87,31.35,28.1,-0.31,-67.7,58.32,-14.24,247.99,104.33,-0.53,-190.86,-94.53,-0.71,20.83,16.01,0.79,-26.8,-9.91,-30.58,-20.05,-88.05,26.34,-143.33,0.0
2.0,2.0,2.0,50.46,-41.85,118.53,10.47,-71.01,-50.34,4.03,4.21,186.34,-16.94,13.98,48.62,-104.19,-8.47,5.03,106.93,-66.25,14.27,251.49,49.6,-63.85,33.04,-98.75,1.0
3.0,3.0,2.0,-32.74,46.2,70.45,-4.79,-132.26,22.5,36.02,109.89,155.98,-3.83,-5.2,-43.26,-114.43,25.31,5.83,169.3,2.41,-6.21,132.46,0.17,70.9,-61.65,-19.15,1.0
2.0,1.0,3.0,36.93,-22.7,-35.1,11.41,185.81,-31.69,20.33,89.35,50.5,11.15,-108.05,-25.09,-139.63,31.02,4.81,9.62,-6.59,-20.69,-128.55,-106.3,126.85,44.55,-89.03,0.0
1.0,2.0,3.0,-22.69,-26.97,-10.43,21.37,168.02,-32.61,-31.81,-130.42,-86.5,-10.62,14.13,-55.72,17.68,-10.6,21.21,110.41,32.99,1.2,-178.12,-66.75,-29.96,73.42,175.17,1.0
3.0,3.0,2.0,89.63,165.09,-5.01,-14.36,-155.54,45.03,9.63,-59.88,-49.71,-5.54,-16.56,-8.1,4.87,3.97,-4.34,-3.72,11.65,-1.46,-7.42,78.74,-66.0,-80.26,99.56,1.0
3.0,2.0,2.0,46.28,72.32,-70.25,2.4,22.48,-17.92,-0.33,125.1,89.38,1.63,-121.72,-36.88,23.6,40.78,10.42,-2.77,-88.54,8.75,-31.48,-47.87,205.94,-77.04,-62.78,0.0
2.0,2.0,1.0,-92.94,-100.2,-85.43,12.82,-139.33,43.36,-14.23,117.19,-131.83,-16.1,24.02,-32.79,43.45,-11.15,21.11,97.27,-32.13,6.21,255.54,-50.15,-101.34,-39.91,26.13,0.0
0.0,3.0,3.0,-33.95,-73.02,-6.64,-46.04,-137.93,164.06,-9.16,-699.6,95.81,-43.07,119.0,72.05,-79.56,28.29,-10.6,-39.37,60.09,4.5,-151.91,-37.79,37.56,54.95,-60.85,0.0
2.0,3.0,3.0,-7.24,-35.21,32.63,41.56,70.34,21.35,1.92,-4.45,13.59,-18.36,-46.9,-22.45,8.26,19.08,15.05,136.21,6.98,11.61,-146.96,-48.55,-35.27,-44.93,66.79,1.0
0.0,2.0,2.0,34.82,-48.93,8.42,-10.93,79.7,258.89,5.32,100.13,8.16,37.16,-31.15,-4.33,-35.88,-6.98,-9.63,35.95,-47.86,18.72,5.82,36.38,-47.05,-27.29,71.59,1.0
