cat_0,cat_1,cat_2,num_0,num_1,num_2,num_3,num_4,num_5,num_6,num_7,num_8,num_9,num_10,num_11,num_12,num_13,num_14,num_15,num_16,num_17,num_18,num_19,num_20,num_21,num_22,target
2.0,2.0,1.0,-3.46,23.3,-5.54,-34.54,-39.48,-65.14,25.31,18.55,-13.38,-8.19,14.99,82.48,173.35,-42.24,-16.09,388.34,-32.01,17.54,20.49,0.8,48.9,44.95,-206.12,1.0
2.0,1.0,1.0,-166.5,-70.96,4.82,0.13,-134.83,36.06,236.93,-48.8,-73.91,-8.0,34.98,-102.44,187.34,-10.27,-2.88,-30.16,99.43,-20.3,-14.72,-7.09,162.15,113.81,2.3,0.0
1.0,1.0,2.0,-97.14,86.68,-9.01,-14.25,1.55,-10.0,99.55,131.44,7.79,33.16,-5.67,-10.43,-1.39,-3.97,14.36,44.04,5.42,12.77,-148.31,-1.56,-34.8,-106.06,-98.82,0.0
2.0,3.0,2.0,-38.1,38.65,-16.02,-46.08,-3.56,26.74,362.21,72.78,-129.82,-8.54,20.86,-32.45,17.32,54.54,-8.61,14.42,-50.55,29.41,-63.59,-0.18,-122.68,163.42,199.5,1.0
2.0,2.0,1.0,59.53,-12.83,0.26,-87.59,17.06,-23.3,86.58,9.17,7.2,1.16,-14.28,8.63,-92.35,46.5,-8.23,422.47,57.19,62.64,51.38,-31.61,-36.04,130.39,596.31,0.0
1.0,1.0,2.0,-63.82,16.94,2.36,84.36,-52.34,87.02,77.09,92.63,10.15,-2.99,-9.72,-45.78,-102.38,-29.46,-3.54,181.8,-14.28,51.0,-105.06,-13.46,-19.13,-107.88,-190.23,0.0
2.0,2.0,1.0,9.4,-51.93,-6.26,-97.64,-59.6,-157.04,87.37,-53.24,71.99,-5.81,35.61,-2.82,-126.51,88.36,4.21,84.61,14.39,10.18,-91.65,1.11,105.05,128.71,-8.57,1.0
1.0,2.0,2.0,-43.59,-21.25,-22.87,-39.78,-45.07,-20.65,183.43,33.09,-39.7,-8.26,5.18,15.92,-56.08,10.69,6.33,280.78,-34.85,77.8,-17.13,-4.69,-11.89,-74.6,-292.94,0.0
2.0,1.0,2.0,-6.62,82.48,-7.01,-59.05,-217.33,-41.36,75.09,52.45,-46.27,13.37,8.36,51.57,50.09,34.75,3.35,176.94,-66.58,54.72,-48.64,-14.59,-54.91,59.53,-66.35,0.0
2.0,1.0,1.0,-20.02,88.38,11.95,-103.1,141.27,18.61,259.71,21.99,-119.1,-7.87,6.84,-43.72,-116.73,11.76,-10.53,19.81,44.9,-5.2,63.92,1.41,-5.9,48.7,-125.62,0.0
2.0,2.0,1.0,42.09,-29.61,-1.05,-60.21,-15.96,-100.07,84.59,-48.17,66.88,-2.21,48.02,38.59,-63.24,112.71,-15.8,-56.72,97.57,-75.8,22.67,9.78,56.2,-54.51,-52.59,0.0
1.0,2.0,1.0,12.32,-34.49,4.36,-94.18,-84.61,61.66,212.91,-20.75,-56.81,-8.51,-20.34,81.87,-67.24,12.86,20.08,80.03,93.46,21.92,47.14,-5.3,137.21,10.46,134.28,0.0
0.0,2.0,1.0,-59.77,-13.49,13.59,-12.17,64.63,25.21,349.93,-138.79,-73.13,-2.55,-10.34,1.19,-95.04,-191.24,-4.95,181.71,-133.84,17.62,-7.32,-12.16,-40.24,97.8,47.43,0.0
1.0,1.0,1.0,-84.85,138.05,-0.6,-44.9,-57.08,61.88,73.29,-123.35,94.9,15.46,-28.15,36.59,8.87,-90.15,-10.4,46.04,-131.28,72.3,67.92,6.62,97.26,-5.93,39.07,1.0
2.0,2.0,2.0,-26.35,-74.53,-19.33,-31.93,61.08,60.45,49.21,-70.45,9.8,12.55,79.03,63.26,-35.48,-2.73,6.77,4.43,-54.68,17.3,-51.88,7.71,67.39,-52.24,-59.88,1.0
2.0,2.0,1.0,69.81,28.17,20.78,20.95,76.27,74.08,145.3,-46.73,61.71,13.26,-12.02,23.01,84.12,-40.47,6.55,135.03,187.61,41.9,-39.48,-5.75,114.78,-104.06,133.46,1.0
1.0,2.0,2.0,-108.22,-65.91,-16.33,17.13,-37.24,-214.34,-115.2,-11.15,44.22,-10.82,23.01,40.82,-20.06,-134.42,18.7,169.27,-73.74,70.41,70.45,-1.53,-36.29,-39.31,221.62,0.0
2.0,2.0,1.0,56.81,-16.25,10.04,-35.84,-2.29,88.33,-15.12,98.05,69.79,13.46,10.95,57.51,-67.27,22.75,5.67,145.25,53.15,48.11,-96.88,-2.88,129.55,-7.66,103.6,1.0
1.0,0.0,2.0,-35.12,15.78,20.15,72.36,-41.88,75.02,137.8,-5.29,-92.13,6.09,29.34,-63.62,70.93,-19.75,-2.64,112.09,-3.26,48.49,-52.0,-27.78,-112.07,19.22,-130.46,0.0
2.0,1.0,1.0,82.65,51.04,-19.37,110.04,-24.1,5.57,-50.32,-1.02,-64.95,-5.71,12.38,7.38,121.54,26.67,-5.34,92.81,-58.36,68.77,13.97,-1.21,123.07,29.56,130.56,1.0
2.0,1.0,2.0,-41.35,40.64,1.15,72.44,109.8,-21.25,102.51,-97.87,-66.46,-11.9,-14.31,56.49,-15.76,85.06,-4.44,34.82,-69.71,65.1,-49.72,-7.36,-49.07,65.45,-85.28,0.0
1.0,2.0,1.0,145.54,-35.75,15.49,-9.25,38.19,-168.3,480.76,-22.79,-86.01,-13.05,-6.4,3.03,-73.62,-3.64,12.77,302.2,-26.17,73.41,228.57,-20.41,44.9,239.47,-370.31,1.0
2.0,2.0,2.0,38.02,-111.83,9.02,69.13,86.05,54.63,151.35,-63.2,-20.16,17.87,0.04,31.91,-3.39,21.12,-6.07,127.34,-62.17,47.33,75.88,-17.78,81.9,-107.34,213.91,0.0
1.0,2.0,1.0,41.75,118.58,21.47,44.61,-94.85,-26.64,14.52,81.18,86.02,12.9,-3.44,38.05,22.86,124.91,5.73,174.54,56.61,40.0,-10.33,1.32,103.8,-115.75,186.28,1.0
1.0,1.0,2.0,-25.24,155.58,-23.54,-4.51,-59.31,-24.88,-66.71,-13.93,-142.71,5.78,-4.11,97.74,-16.27,-21.89,-8.54,96.09,103.07,34.86,-55.24,-3.36,-70.69,-32.61,-27.17,0.0
1.0,1.0,2.0,-137.44,-81.16,5.53,48.78,-2.08,-172.32,119.82,-223.3,-54.68,8.45,4.76,-57.9,18.4,-101.5,-9.13,30.99,-1.96,66.01,-64.6,-12.84,152.65,24.53,33.23,1.0
2.0,1.0,1.0,9.78,-93.23,12.35,-18.61,20.66,-31.13,339.42,-41.77,-81.28,1.55,3.43,-22.35,-90.4,22.91,-17.11,282.71,211.34,1.91,90.12,-31.81,22.72,-53.38,-229.72,1.0
2.0,2.0,1.0,-84.05,23.41,-22.69,11.4,33.23,-18.39,285.86,-48.08,-1.68,9.8,14.69,-5.43,57.2,-66.78,4.15,70.41,72.16,53.58,-71.14,1.26,17.09,-41.87,129.63,1.0
2.0,1.0,1.0,-91.22,-40.82,14.9,-98.33,27.23,30.56,216.31,68.36,-48.36,2.33,-8.47,-78.5,-1.81,38.77,12.25,71.48,28.59,58.56,-5.96,-10.23,112.19,5.02,36.93,0.0
2.0,2.0,1.0,5.76,123.09,-25.11,-15.32,6.82,-36.53,168.77,70.84,-65.58,-20.6,6.79,-8.18,43.91,83.69,9.29,169.56,120.95,-11.54,5.93,-4.87,-0.91,-23.75,208.27,1.0
1.0,1.0,1.0,-72.3,86.97,18.57,-3.22,-45.9,34.22,167.46,-28.13,-51.44,3.98,-7.81,-10.24,8.58,-84.26,21.11,161.84,27.12,9.89,73.27,-6.9,108.44,-28.29,88.36,1.0
2.0,2.0,1.0,43.73,-7.49,-18.07,-22.78,47.97,43.26,142.81,-9.13,153.65,0.85,-4.67,14.47,192.94,97.68,-1.67,181.79,-188.84,22.29,61.99,-0.65,125.77,156.79,-107.48,1.0
1.0,2.0,2.0,26.28,-101.14,50.56,6.95,104.33,38.61,-150.22,34.78,52.57,14.03,-3.35,51.11,136.42,28.79,0.22,325.97,88.17,35.32,-2.24,-7.95,40.45,-66.86,98.36,1.0
1.0,2.0,2.0,-72.3,-124.75,-6.14,-116.75,18.61,-16.39,258.63,167.95,10.21,7.08,-4.64,52.25,46.31,57.52,13.95,-130.1,-49.06,-12.68,47.43,2.79,78.13,13.69,-256.2,0.0
1.0,2.0,1.0,-25.19,90.26,-19.86,24.2,-58.55,27.37,93.51,-49.13,-119.92,-5.35,-7.35,23.9,182.08,-14.82,6.74,205.0,-61.39,13.24,94.34,2.37,89.05,-22.63,94.85,1.0
2.0,2.0,2.0,20.81,-163.85,8.72,-46.43,92.28,52.84,35.91,-1.48,-31.64,-0.01,15.13,-111.15,34.63,92.87,27.74,183.58,-187.65,13.83,74.98,-14.97,-8.63,101.73,-86.65,1.0
1.0,1.0,2.0,-123.88,-9.33,-7.86,18.35,120.04,102.05,56.12,-25.44,60.24,-17.19,17.03,30.46,54.8,-166.39,-18.37,19.24,-75.31,2.89,-0.28,-10.02,-44.92,133.01,-195.49,0.0
2.0,1.0,2.0,-14.13,-47.42,-0.27,79.88,94.91,-85.84,160.3,122.39,2.53,1.59,-21.1,-53.79,-144.73,-44.23,-10.7,-121.0,-115.67,-9.63,-1.57,5.01,134.72,60.99,-69.91,1.0
1.0,2.0,2.0,-4.28,-71.41,1.91,-29.25,-41.14,-68.28,226.13,68.75,50.85,-9.65,5.88,-16.73,-119.53,-81.8,16.18,-5.48,-49.43,-5.1,48.73,3.72,89.01,-1.88,-178.94,0.0
2.0,2.0,2.0,8.35,90.81,14.39,-7.26,-131.62,152.6,327.64,23.91,68.87,-3.64,-20.17,-10.87,-110.94,-35.35,3.83,-47.97,117.1,42.15,59.44,-3.83,-63.32,35.5,102.45,0.0
2.0,2.0,1.0,141.54,24.29,0.61,0.3,25.1,-4.55,190.1,55.28,-46.75,-1.27,-5.9,-97.28,16.55,69.42,-6.06,122.93,-62.95,36.56,-74.57,-2.94,26.47,-96.44,191.41,1.0
2.0,2.0,0.0,67.08,-1.67,5.64,-211.68,-55.75,-11.43,282.03,-72.78,-103.25,1.99,-32.54,21.87,23.87,-74.84,0.87,266.6,-78.24,-3.95,17.2,-11.84,156.29,-7.94,241.78,0.0
2.0,2.0,2.0,1.73,-8.34,-18.49,-95.4,-155.36,30.75,67.57,24.3,-149.85,9.75,-19.78,89.73,6.93,130.12,-6.85,181.57,105.44,106.52,-30.51,-12.04,-57.86,-90.73,255.69,0.0
2.0,2.0,1.0,11.68,-21.78,9.78,38.42,119.57,-121.09,161.75,-30.08,-6.05,4.67,18.64,-36.58,83.53,-51.6,10.46,207.46,14.28,31.72,109.57,-2.62,62.67,145.9,-220.09,1.0
1.0,2.0,2.0,-18.84,-93.86,28.74,-0.82,172.18,38.23,102.0,-101.87,122.33,19.06,15.38,-29.72,16.57,6.98,-8.45,126.27,0.79,32.4,-37.5,-0.97,104.79,-113.22,-83.23,1.0
1.0,3.0,1.0,-109.45,12.51,-11.38,-120.77,9.84,155.15,-90.13,46.31,27.24,-15.64,-4.25,-6.81,-106.35,-153.57,-2.54,519.07,53.47,84.31,-81.28,-5.53,39.47,-99.57,51.68,1.0
2.0,1.0,2.0,79.88,-90.25,30.3,-3.77,-3.7,40.75,368.42,-75.96,67.06,-6.54,-8.45,2.13,-136.36,68.64,2.21,102.73,-0.76,-9.84,-97.92,-13.56,18.22,125.83,-373.04,1.0
2.0,2.0,1.0,-4.8,22.8,8.04,-67.29,-63.79,2.41,18.21,104.49,-24.77,10.98,32.69,-13.67,-10.86,-3.09,-4.74,336.03,68.47,-0.76,54.62,3.29,114.52,8.65,-91.38,0.0
2.0,2.0,2.0,-21.27,-106.87,12.74,168.83,25.74,-130.09,204.48,22.15,-48.93,-5.84,-1.3,0.14,-20.58,45.47,6.26,260.43,86.11,32.3,-29.98,-9.29,26.67,10.44,-185.87,1.0
2.0,2.0,1.0,-118.21,23.42,1.82,124.19,-12.23,-61.33,225.75,-72.58,7.82,-8.0,24.33,-40.08,-130.77,-126.93,4.66,127.75,-70.95,17.62,71.58,-2.63,20.9,27.69,132.14,1.0
2.0,2.0,1.0,30.06,-9.12,31.93,-52.97,24.13,-58.5,243.46,223.33,-21.28,-2.97,-1.76,60.45,-34.44,9.44,6.25,261.39,-46.36,88.79,-6.22,-23.03,40.4,-72.3,352.53,0.0
1.0,2.0,0.0,41.07,44.03,23.41,-76.76,180.77,-136.0,268.38,-147.29,-153.25,-7.93,10.58,-63.6,-20.9,-20.21,19.02,450.05,26.55,62.07,-76.46,-32.77,8.85,141.24,577.13,0.0
1.0,1.0,2.0,-81.55,135.93,-5.42,-77.57,92.47,-64.84,61.09,-36.44,-155.43,5.21,4.24,-72.43,-108.51,25.73,-11.44,-31.87,-61.27,18.43,89.82,3.27,-56.34,-18.0,133.17,0.0
3.0,2.0,1.0,-21.61,42.41,-11.19,22.39,132.47,59.56,373.04,102.85,-74.05,13.45,-9.93,20.71,-0.71,12.7,8.61,222.67,-84.75,22.06,-115.26,-3.86,94.47,6.57,17.18,0.0
2.0,1.0,1.0,71.29,-2.34,-5.94,-117.6,-116.79,57.06,276.58,14.24,154.38,11.49,-27.28,-0.58,12.37,-64.64,16.74,109.55,179.26,78.79,60.26,-13.13,191.42,139.88,188.3,0.0
1.0,2.0,2.0,7.24,-79.25,-15.73,-109.19,-4.7,-175.22,107.74,58.89,-70.33,-11.79,-24.31,-28.32,120.29,-118.84,-23.41,172.23,152.56,25.05,-55.9,-4.32,72.74,-40.64,-121.37,0.0
1.0,2.0,1.0,25.13,74.39,2.27,-82.62,86.06,-50.78,250.02,20.0,-0.22,4.28,-13.78,28.85,-6.45,-38.2,-10.08,147.4,12.86,18.53,-25.27,-4.02,76.85,47.13,101.16,1.0
2.0,2.0,1.0,135.7,88.05,24.44,-49.99,101.63,-94.63,219.55,62.57,50.98,-1.39,17.35,48.28,-54.44,-0.63,2.59,216.58,-42.71,77.54,143.12,2.69,63.18,-60.68,131.3,0.0
2.0,1.0,2.0,51.02,-13.55,-10.69,167.12,86.43,-118.99,142.93,-149.56,-3.11,-11.8,2.83,-35.9,-20.25,-64.82,2.04,221.47,-121.39,36.26,-50.29,-22.96,-43.45,35.41,-229.0,0.0
2.0,1.0,1.0,-94.07,43.04,20.43,148.04,45.9,-0.99,97.46,-106.56,-65.03,9.22,6.67,40.66,23.31,24.03,16.94,349.92,106.46,94.63,71.81,-28.14,-42.85,19.71,-51.97,0.0
2.0,2.0,2.0,47.2,-76.61,-21.36,-66.59,3.7,-84.01,-83.3,21.1,-35.87,12.66,-44.03,-2.15,103.99,11.74,-7.13,137.04,118.11,12.26,180.85,5.47,59.2,37.96,-56.31,1.0
2.0,2.0,1.0,8.45,81.75,17.41,-101.28,-66.18,94.15,220.21,-2.94,33.68,-1.18,-21.08,9.28,30.2,7.61,-8.81,81.56,29.66,106.19,8.39,1.98,173.48,88.69,105.14,1.0
1.0,2.0,1.0,65.21,161.75,4.29,135.69,17.57,113.78,129.78,-13.79,39.34,24.22,-7.74,55.76,103.66,33.37,-1.96,139.6,-82.93,48.06,-12.78,8.77,91.77,171.25,70.5,1.0
1.0,2.0,1.0,72.03,-5.5,-16.85,-52.08,-35.72,-1.73,258.35,-58.9,42.84,7.62,-12.11,-25.06,-82.69,-15.04,-4.7,296.69,113.19,62.09,4.4,-20.53,89.66,-40.31,354.13,0.0
2.0,1.0,0.0,-53.12,-31.25,-14.86,-62.65,1.87,-94.83,295.33,60.08,-80.55,-7.68,9.76,54.79,-165.62,-13.93,10.47,155.58,223.49,18.16,-7.87,-22.12,214.27,33.28,362.68,0.0
1.0,2.0,1.0,-70.98,57.79,-14.58,-65.8,-137.11,28.5,28.69,18.41,60.76,7.77,9.73,90.52,130.27,12.56,-2.82,233.52,158.59,1.43,49.86,-0.52,128.01,24.89,53.36,1.0
2.0,2.0,1.0,20.68,134.87,-18.71,-40.24,17.29,25.53,-36.01,51.55,85.23,-13.37,-4.55,-52.26,-63.71,-16.14,1.77,161.61,-132.29,-19.75,-34.5,0.59,-27.08,-7.92,158.96,1.0
2.0,2.0,2.0,-130.66,-67.2,-4.5,-17.41,-144.21,28.38,111.59,-7.71,82.94,-6.91,40.81,-84.8,-90.45,66.71,-1.19,150.3,1.78,67.81,50.31,-8.28,59.63,-11.97,111.03,0.0
2.0,2.0,1.0,-19.05,99.95,-13.77,1.65,-9.82,-18.54,274.53,-33.91,128.22,0.73,22.82,14.11,0.13,-46.67,-6.46,42.77,-26.01,19.66,-122.76,2.47,-99.99,18.56,167.39,1.0
1.0,2.0,2.0,98.11,3.96,-5.74,59.54,0.21,24.66,-19.79,53.89,47.67,-2.19,1.8,19.65,12.43,91.84,-18.45,27.15,-178.38,90.66,-22.55,5.11,81.43,-27.29,36.09,1.0
2.0,2.0,3.0,118.89,-146.2,-10.54,-68.21,65.78,50.24,-90.3,-29.98,-82.63,-28.54,-23.66,43.0,-124.52,-65.09,8.99,54.37,78.47,25.5,96.78,0.86,-46.48,-95.37,46.52,0.0
1.0,2.0,2.0,-46.33,-55.11,-30.46,20.6,89.36,51.86,476.6,-130.53,10.62,-4.09,29.32,12.25,220.34,-72.29,-9.04,62.87,-51.45,20.65,-175.55,-4.89,14.6,14.24,-514.89,1.0
2.0,2.0,1.0,60.23,-46.87,7.07,116.48,23.11,-19.17,285.55,-37.01,-56.84,9.73,-41.93,56.59,42.87,-19.16,-9.2,252.66,-56.41,33.59,-82.13,-19.28,6.17,58.66,181.45,0.0
1.0,2.0,2.0,0.26,-132.31,9.48,-44.99,-29.12,7.0,73.63,-121.47,-63.51,0.46,15.16,3.36,-48.31,14.36,-14.91,180.0,-20.3,41.65,-38.71,-15.77,16.79,-16.62,217.11,0.0
2.0,2.0,1.0,-97.82,-63.44,-16.67,42.12,-49.73,135.41,-77.31,-87.07,-80.99,3.83,65.0,3.17,80.39,11.84,-5.5,271.31,11.62,47.98,42.76,-2.83,86.16,119.46,35.55,1.0
2.0,2.0,1.0,54.0,82.1,4.12,-100.51,78.6,46.5,198.4,71.33,25.93,-1.51,28.34,42.13,-2.57,-17.09,0.62,156.25,-112.57,18.57,101.87,-4.78,60.59,-25.5,220.69,1.0
2.0,1.0,2.0,13.66,-159.69,5.52,73.06,68.16,-9.05,597.89,23.16,-63.75,5.29,-3.13,69.91,0.93,-3.43,-16.48,5.58,-49.8,102.65,-62.07,-27.49,122.27,38.96,-255.1,1.0
3.0,1.0,2.0,5.01,-97.46,-19.18,53.63,-29.37,108.04,-20.72,-109.19,-66.24,9.07,1.08,27.66,-70.02,-4.68,-4.66,-106.75,-108.5,35.89,-23.55,2.99,125.84,-13.9,26.18,0.0
2.0,1.0,1.0,-17.88,98.55,1.64,-48.88,-33.06,-163.96,82.71,93.22,-40.07,-9.79,22.69,-12.3,44.54,-18.92,7.07,291.86,66.84,97.02,109.27,-26.49,-76.84,-121.3,121.3,0.0
2.0,1.0,1.0,76.0,53.23,-12.16,44.87,-2.93,-15.15,41.53,16.74,-62.37,-7.99,-6.7,-3.11,-56.38,123.82,-5.26,123.98,34.38,37.87,23.5,-2.02,86.19,-25.28,110.92,1.0
2.0,2.0,1.0,83.07,109.01,13.34,131.99,69.49,-124.15,66.39,-116.59,5.6,-1.24,-39.49,-56.93,121.83,64.77,-6.24,133.83,-32.09,22.69,-22.2,1.33,60.83,-163.46,74.98,1.0
2.0,2.0,1.0,-27.23,54.86,-3.16,-59.4,79.38,93.67,277.81,33.02,-24.04,-5.64,12.37,22.13,-19.9,43.55,0.89,63.48,-76.31,63.88,-66.72,6.52,27.38,-179.66,71.5,1.0
1.0,2.0,1.0,140.17,-8.16,-9.13,-85.59,94.04,-83.7,242.32,-171.89,48.34,-6.96,0.02,92.04,-4.42,136.82,4.97,298.75,8.61,28.46,36.03,-14.12,56.06,-61.3,244.64,0.0
1.0,0.0,2.0,-96.06,111.19,-12.8,57.11,-45.17,72.68,240.23,-53.11,46.42,20.52,-48.84,31.66,70.46,-4.98,11.73,208.16,30.35,77.18,37.23,-38.88,-175.79,-153.53,-17.73,0.0
1.0,1.0,2.0,5.82,9.45,-0.53,57.53,34.88,120.35,-103.68,-99.42,45.4,-15.01,44.8,-31.39,35.66,217.48,-8.91,69.36,-35.81,-20.83,-75.16,-5.02,-17.28,-234.25,-215.06,0.0
1.0,1.0,1.0,16.24,77.94,33.79,-56.27,-109.89,-142.39,-69.53,-12.06,-36.7,-4.39,22.51,61.54,-26.98,4.02,14.56,138.34,41.55,20.57,-10.41,-3.21,72.47,120.36,123.73,1.0
1.0,1.0,2.0,-43.38,13.12,-7.98,51.43,137.43,23.45,26.16,5.44,-13.69,-20.34,-41.66,42.17,-3.25,-38.7,-5.56,138.26,38.01,16.63,-78.96,-14.01,-39.88,71.06,-270.99,0.0
1.0,2.0,1.0,69.27,103.37,-1.27,-5.95,16.01,-118.05,225.13,-20.44,-21.5,-10.44,-33.89,15.05,100.47,-45.37,-26.45,49.11,46.98,2.89,-18.38,14.19,142.59,-1.76,-228.09,1.0
1.0,2.0,1.0,-48.91,39.71,11.36,64.32,-147.95,40.74,165.45,-9.03,83.23,9.62,0.33,-24.59,9.26,-151.98,3.64,66.44,92.13,21.87,4.84,12.26,91.25,-75.06,-113.62,1.0
2.0,2.0,1.0,11.44,4.17,4.92,-63.14,114.67,3.02,40.63,61.59,-9.89,-11.01,7.17,22.71,0.1,154.65,6.45,24.1,92.44,-22.84,-118.29,18.5,99.11,-183.26,-126.74,1.0
1.0,1.0,1.0,-35.54,-84.55,33.32,-57.88,-66.47,-76.93,515.05,-4.89,-24.64,18.29,-26.27,23.26,-17.13,-130.66,-5.76,-23.56,-107.16,-14.45,-23.16,-18.12,192.92,6.36,-13.94,0.0
2.0,2.0,3.0,-58.37,-129.65,-9.77,125.93,47.28,69.06,-29.32,-60.0,-62.85,-17.95,4.04,33.65,-63.41,-78.43,17.15,-80.2,33.29,54.66,43.59,4.8,-22.56,-45.47,-37.48,1.0
1.0,1.0,1.0,17.1,127.8,-6.69,-186.42,-9.55,-15.42,174.63,64.98,27.91,-15.76,8.73,-69.13,-21.43,90.22,-3.98,82.36,44.57,55.34,-119.19,8.03,143.11,-85.61,-104.95,1.0
2.0,2.0,2.0,112.85,-65.74,-8.54,75.94,-39.71,82.75,92.65,71.48,-144.75,5.86,-17.28,-31.67,57.98,204.93,-0.97,55.42,-52.0,48.7,2.76,6.12,-40.15,-43.57,-175.58,0.0
1.0,1.0,2.0,15.51,-30.06,15.05,-27.38,-17.34,-22.18,267.08,-120.71,-78.47,13.46,-23.94,-13.29,24.28,-161.95,7.39,284.62,79.48,75.97,96.52,-27.57,-32.61,-118.97,-227.3,0.0
1.0,2.0,1.0,-102.47,13.51,-10.26,-28.63,-18.22,6.25,269.7,48.51,-11.93,-2.07,13.66,-24.6,16.39,95.47,20.64,164.26,-55.88,3.1,-27.67,-4.94,-16.18,39.73,248.98,1.0
1.0,2.0,1.0,22.43,15.44,5.22,-3.72,28.37,85.49,-173.83,135.18,19.77,-19.4,7.99,16.07,10.05,-52.38,11.91,11.47,-126.47,-51.64,-63.4,14.71,126.28,107.71,83.5,1.0
2.0,2.0,1.0,23.12,187.13,10.47,111.99,128.69,-35.58,131.75,-148.58,24.82,11.73,-20.96,50.72,31.65,4.82,5.75,-50.99,29.69,28.05,114.56,10.79,-43.39,-39.59,175.75,0.0
2.0,2.0,1.0,74.92,47.25,9.93,18.07,92.39,36.92,39.47,49.3,32.0,7.12,-6.25,-14.0,13.75,51.62,-27.84,245.68,33.28,0.27,72.38,-5.95,59.03,-71.46,289.34,0.0
1.0,2.0,1.0,62.16,133.87,-18.37,-25.42,107.68,-93.54,188.94,100.75,53.58,-12.06,-27.73,22.1,112.42,93.29,16.4,-87.61,-25.01,-3.41,41.11,9.48,-36.51,85.56,-58.76,0.0
1.0,2.0,1.0,85.54,-23.42,11.12,-30.26,-3.1,110.16,323.27,-203.52,6.14,22.43,-26.95,34.84,102.4,106.79,-4.72,145.77,68.66,5.26,104.73,-0.47,16.12,-76.95,33.75,1.0
2.0,2.0,2.0,-38.48,-119.9,13.72,-12.9,-16.36,-12.15,190.8,-95.74,-75.37,-2.2,-28.16,19.61,-41.03,-40.96,3.03,90.82,-53.88,22.3,43.79,-11.05,30.85,-56.0,-113.99,1.0
1.0,1.0,1.0,-10.38,96.96,4.43,54.75,102.81,21.94,298.61,88.48,-30.42,2.92,-48.26,-77.25,86.93,-32.05,-1.89,21.63,21.97,-7.21,63.89,-6.59,-66.98,46.81,-111.13,0.0
