cat_0,cat_1,cat_2,num_0,num_1,num_2,num_3,num_4,num_5,num_6,num_7,num_8,num_9,num_10,num_11,num_12,num_13,num_14,num_15,num_16,num_17,num_18,num_19,num_20,target
1.0,1.0,1.0,225.06,-4.21,-7.53,-14.49,46.73,96.45,-144.92,-66.85,-154.91,7.98,-23.65,144.03,7.23,48.45,-42.19,-12.43,-7.87,25.14,23.62,-4.71,-75.44,1.0
1.0,2.0,1.0,-39.0,-3.08,-22.2,15.81,-71.93,73.43,65.96,24.58,-161.69,4.79,-1.59,-36.2,-61.76,0.11,63.4,-26.48,13.96,3.5,-32.05,-51.26,-351.72,2.0
1.0,1.0,1.0,20.24,25.84,14.33,14.07,78.63,-68.04,-105.36,9.59,-68.14,13.18,-14.77,279.14,38.77,8.95,1.96,7.27,30.1,29.44,65.7,-15.76,-177.64,1.0
1.0,1.0,1.0,105.14,31.3,8.77,13.98,-19.25,45.59,-76.52,-60.6,25.02,-38.03,19.79,274.3,-23.71,56.24,9.55,2.69,-4.77,30.46,77.58,54.56,-144.49,1.0
1.0,1.0,1.0,-48.28,-2.71,0.02,-16.45,112.15,-0.49,-16.53,25.18,-164.96,-22.11,-42.27,-111.73,1.78,98.33,-1.39,-14.34,-18.2,-8.03,51.44,37.28,-131.08,0.0
2.0,1.0,2.0,-84.54,5.4,-2.96,-31.29,80.94,-37.41,80.15,9.79,79.7,8.03,-35.92,-78.66,69.85,33.64,-138.87,-10.2,-2.11,-28.95,-46.49,26.61,132.2,2.0
1.0,1.0,1.0,92.97,-15.32,9.36,-22.23,-125.56,-75.66,-36.96,16.91,-17.42,-17.24,25.89,-279.27,56.55,70.43,81.69,-20.92,-48.93,-17.31,20.05,78.22,142.17,1.0
1.0,1.0,1.0,78.95,-7.37,8.14,-12.58,73.27,-5.24,-78.57,17.67,84.32,-6.5,34.25,-74.79,28.75,26.91,-58.71,-40.71,80.05,-4.63,-37.2,17.84,65.46,0.0
1.0,1.0,0.0,-162.6,-27.75,10.79,15.28,-98.09,-112.37,-112.58,-15.96,-51.01,33.45,-25.65,-301.89,24.85,-20.84,-83.28,-23.19,12.97,-31.3,-26.08,38.2,-103.75,2.0
1.0,1.0,1.0,-225.1,10.78,-4.5,0.31,55.46,93.0,72.58,31.23,-49.13,51.35,-58.57,-7.83,69.4,-17.93,8.42,12.61,-6.69,-16.13,-13.81,39.65,-114.38,0.0
1.0,1.0,1.0,86.11,-22.2,-0.0,-9.24,63.75,-47.44,78.37,10.17,71.64,9.75,24.69,-105.89,-26.7,33.08,-0.59,22.98,26.22,-12.57,13.01,-81.71,166.27,1.0
1.0,1.0,1.0,-348.32,18.17,-8.59,-57.68,-42.33,-25.79,-205.56,-36.64,181.59,-12.29,-43.52,-178.23,-111.72,71.46,-25.2,-43.02,60.97,-42.44,0.87,-3.09,12.19,2.0
1.0,0.0,2.0,-311.25,-48.24,-0.53,27.04,121.74,-40.31,-108.66,-17.11,198.58,67.41,-0.64,-27.04,53.77,-53.48,-24.69,71.76,70.69,-74.47,77.57,14.46,469.74,2.0
1.0,1.0,1.0,-387.88,9.97,7.23,40.21,-53.05,-129.87,110.96,-64.79,19.12,-1.63,-46.99,-120.3,64.13,46.12,-24.22,45.35,8.8,-33.86,-8.35,-114.24,-154.5,1.0
1.0,1.0,1.0,-99.7,46.66,-12.96,36.83,73.1,93.9,34.69,-39.22,114.07,19.93,-46.49,194.85,-72.53,30.8,44.49,-27.14,-24.64,-1.88,90.72,-0.87,-55.35,2.0
1.0,1.0,1.0,55.55,9.17,18.89,-24.48,-51.46,86.87,-100.01,-24.76,-65.58,-11.36,11.64,-15.42,104.8,8.35,25.28,-14.44,-4.68,13.11,17.1,8.86,-143.94,0.0
1.0,1.0,1.0,74.31,-7.02,-23.43,-15.76,18.61,-151.07,-176.76,-44.73,20.68,27.22,9.46,82.94,-151.7,-41.86,-30.05,-47.68,38.44,18.85,-24.44,26.92,34.87,0.0
1.0,1.0,1.0,106.03,31.85,2.17,-16.66,-43.4,77.67,52.79,-56.52,-42.73,14.94,37.66,41.55,-61.47,-5.1,-32.73,70.78,-40.79,30.05,58.31,63.11,-77.12,0.0
1.0,1.0,1.0,46.7,-22.63,18.68,7.52,131.11,154.03,-55.96,41.73,-118.6,20.08,-6.08,21.81,-163.4,2.46,-23.6,1.46,16.68,5.18,24.39,-20.95,-25.06,1.0
0.0,1.0,1.0,-151.66,56.17,4.75,16.86,10.77,-70.95,43.64,-17.0,-30.03,12.29,-20.31,133.72,-71.26,19.35,-52.19,78.12,-52.27,26.2,11.3,17.25,-228.18,1.0
1.0,1.0,1.0,33.03,22.75,1.15,30.68,-118.6,70.38,-173.5,-62.32,-99.89,34.74,72.74,158.33,-55.42,2.23,24.43,-4.43,-47.29,53.45,20.45,13.67,-78.01,0.0
1.0,0.0,1.0,81.84,-19.73,-4.33,-15.78,-20.54,-16.53,-177.04,-13.97,230.99,-33.84,-35.4,-236.16,36.47,74.31,41.88,51.2,33.74,-38.38,-36.25,43.67,354.53,2.0
0.0,1.0,1.0,9.28,-7.0,17.47,1.65,43.21,-95.55,-39.49,13.58,101.35,-9.3,-20.03,-163.68,41.33,-68.3,4.13,20.87,-13.51,-41.36,-72.39,0.23,45.63,2.0
1.0,0.0,1.0,-304.02,-29.24,-13.06,4.15,-4.95,-35.99,-78.07,25.65,-37.33,-7.97,-79.51,171.86,-160.83,-51.6,-22.21,-20.92,-43.9,-19.27,-50.86,145.88,106.1,0.0
1.0,1.0,2.0,7.66,9.67,-1.91,2.35,-58.12,-190.06,-102.18,16.72,204.14,45.22,48.37,-221.86,-109.13,20.49,21.15,-26.44,28.86,-8.26,-146.36,-50.26,241.97,1.0
1.0,1.0,1.0,-104.32,-17.83,0.39,18.49,66.68,114.85,-45.83,70.43,-71.71,6.79,-6.98,-68.07,8.31,19.55,-50.56,-63.34,15.16,-12.91,32.89,24.19,17.75,0.0
1.0,1.0,2.0,332.98,-25.06,-8.29,2.77,35.48,-8.37,-32.91,-33.15,33.89,20.9,-11.15,-188.19,-44.93,1.29,113.09,-26.69,-20.32,-49.09,5.0,87.87,247.12,1.0
1.0,1.0,1.0,-164.62,16.25,15.7,4.07,-66.57,-20.57,214.16,-53.67,-20.4,62.27,-36.22,179.54,-33.72,28.75,33.77,36.65,-28.45,-1.23,33.11,-88.66,-105.91,1.0
1.0,1.0,0.0,-145.3,-3.52,12.17,32.75,16.43,-36.85,26.77,-47.33,-70.16,14.89,-36.16,-144.51,23.85,-28.96,38.08,16.46,18.18,5.84,-42.03,-90.45,-119.67,0.0
1.0,1.0,2.0,-15.5,-15.13,14.92,-17.33,-93.17,87.45,-91.09,131.1,-8.84,-15.93,29.24,13.63,-18.72,-55.55,-111.22,13.57,56.84,8.77,-120.34,-54.1,26.37,1.0
1.0,1.0,1.0,-200.53,6.76,-12.14,-2.1,116.4,23.9,119.14,21.84,45.39,-11.14,54.61,-201.48,73.72,-15.23,34.74,-12.43,-3.29,-2.8,6.75,-66.97,-74.6,2.0
1.0,1.0,2.0,-278.22,-65.2,2.54,-24.4,49.68,64.89,100.82,11.3,-80.77,-44.12,39.7,-190.29,-89.65,33.54,-23.19,4.03,13.63,-42.05,2.61,-19.23,100.42,1.0
1.0,1.0,1.0,29.7,15.78,-4.62,17.72,-92.15,-107.52,-110.86,0.54,73.4,-23.71,-23.7,115.63,33.49,10.74,-40.77,13.21,-91.19,-4.42,19.42,62.72,124.62,1.0
1.0,1.0,1.0,-9.05,-9.39,-10.91,-26.49,-12.77,11.58,-70.69,-68.05,100.77,-16.74,96.16,-175.55,-81.0,-105.86,-12.51,63.67,61.71,5.67,-67.03,-138.66,163.54,1.0
1.0,0.0,1.0,-174.49,46.51,2.21,-6.21,23.0,-20.59,20.45,55.25,-210.12,4.8,26.4,-254.63,20.76,-38.9,-0.55,-13.25,11.41,40.67,15.03,-87.37,-199.88,0.0
1.0,1.0,1.0,164.94,4.19,-5.25,-16.59,-80.08,87.24,79.24,-14.58,9.17,-11.24,-31.6,-212.59,26.61,-4.06,83.8,-25.42,57.45,-27.13,54.55,85.75,24.96,0.0
1.0,1.0,1.0,-114.06,-21.67,5.55,-22.5,25.57,6.84,34.69,6.54,-199.16,-7.48,-49.36,-167.8,7.13,20.78,-79.95,-33.15,69.23,-21.13,28.91,109.28,-81.98,0.0
1.0,1.0,1.0,141.1,-12.48,10.2,-0.57,124.79,-65.46,117.68,-35.63,83.77,-38.33,31.72,-184.39,145.12,-33.03,122.21,-46.95,5.77,-20.55,5.72,-31.85,217.4,1.0
1.0,1.0,1.0,-147.01,22.9,6.19,4.79,6.73,-25.81,-27.56,-73.38,87.96,-60.1,21.74,333.74,-74.3,-13.8,-21.0,23.21,-36.06,35.14,-38.32,20.19,15.39,1.0
1.0,1.0,1.0,-83.27,16.33,3.34,0.66,-70.1,39.16,-65.52,42.7,-106.07,7.38,48.25,39.51,-1.64,4.93,60.09,-6.93,-11.01,39.05,-73.84,9.89,-176.92,2.0
1.0,1.0,1.0,42.66,-12.56,-24.26,23.46,-85.74,-33.2,-83.16,47.21,121.01,-11.87,26.33,61.85,-87.56,55.57,37.93,2.55,-13.19,-7.11,61.39,-2.64,185.33,1.0
1.0,1.0,1.0,-48.32,0.13,1.3,-15.41,47.96,-26.24,-337.45,-31.13,-44.25,54.34,-55.23,154.16,137.69,-72.98,41.3,-2.74,26.1,-13.09,49.47,23.41,-129.52,1.0
1.0,1.0,1.0,192.66,-37.22,-7.86,3.18,14.98,-112.16,-44.8,9.76,60.97,28.75,20.95,-132.06,70.75,24.47,-1.96,50.27,-78.59,-27.73,41.42,2.34,198.9,1.0
1.0,1.0,1.0,-133.36,9.69,5.05,53.38,-136.41,131.25,-54.28,18.13,81.96,-30.26,37.69,-25.21,37.13,1.24,52.71,-47.41,28.74,5.48,-17.77,3.3,72.34,2.0
1.0,1.0,1.0,-75.88,-2.64,30.98,-3.29,-14.98,-87.03,29.34,57.6,65.22,24.64,-11.25,-169.84,45.33,24.69,101.97,8.62,-0.38,-0.4,-60.89,-99.13,84.28,0.0
1.0,1.0,1.0,-103.59,-0.51,-0.77,1.95,-12.9,14.94,-203.06,40.32,-47.31,-16.4,-4.3,8.7,-51.96,-56.04,71.68,-56.31,5.77,8.21,14.73,24.65,-102.12,1.0
