cat_0,cat_1,cat_2,cat_3,num_0,num_1,num_2,num_3,num_4,num_5,num_6,num_7,num_8,num_9,num_10,num_11,target
0.0,3.0,3.0,1.0,-104.22,97.98,24.98,17.08,-301.55,153.99,24.39,-30.68,33.93,197.88,-26.9,-12.06,2.0
2.0,2.0,2.0,3.0,-201.76,341.42,15.79,-22.6,231.14,-246.83,1.14,81.54,-10.83,184.2,-67.65,69.69,2.0
1.0,2.0,3.0,2.0,63.78,-95.27,-26.79,-14.38,-58.94,34.99,23.78,21.29,-23.03,-1.36,-241.94,-70.0,2.0
0.0,1.0,2.0,2.0,34.1,250.98,-27.01,19.87,-312.64,118.39,6.28,-61.74,-36.91,99.47,232.52,-41.58,0.0
2.0,3.0,3.0,2.0,-42.99,173.9,19.59,11.38,-191.94,-39.35,-9.29,-67.76,-50.79,180.88,-14.35,-124.71,0.0
2.0,2.0,2.0,3.0,-92.94,-98.19,8.24,-16.73,-50.01,-93.11,-50.29,27.67,-77.51,-445.32,-28.32,-286.63,1.0
1.0,2.0,3.0,3.0,72.39,273.68,-35.16,-9.91,331.37,-163.81,30.97,35.46,36.59,217.35,134.89,153.5,2.0
0.0,1.0,1.0,3.0,-34.67,24.77,4.24,-19.77,-347.62,107.64,-14.72,-84.7,-17.11,49.86,45.84,-50.95,2.0
2.0,1.0,2.0,3.0,-27.53,405.82,-14.71,5.25,56.1,-201.67,-28.53,264.73,4.21,-15.69,-73.66,-106.13,2.0
2.0,2.0,3.0,1.0,101.11,137.04,25.98,10.31,162.29,-128.59,20.6,-81.98,-56.84,144.05,-90.44,129.95,0.0
1.0,2.0,2.0,2.0,211.59,239.75,24.58,15.71,-253.35,8.02,-24.08,-74.88,-21.4,0.79,139.53,-28.92,0.0
2.0,1.0,2.0,2.0,-3.86,260.8,8.47,-9.32,187.79,-153.86,-9.86,129.41,24.42,218.5,72.85,-81.12,1.0
3.0,2.0,2.0,3.0,-31.1,5.4,-36.71,-20.67,-449.01,120.35,-7.75,-11.15,34.19,454.78,-113.83,-173.7,1.0
1.0,1.0,2.0,2.0,31.59,190.71,10.03,-31.71,202.24,-154.39,29.48,52.73,-24.81,293.14,-226.72,112.98,2.0
3.0,2.0,3.0,2.0,91.54,92.47,6.74,-4.68,-118.32,-36.44,-65.42,163.62,29.48,-87.53,170.41,-322.06,1.0
3.0,2.0,3.0,3.0,-84.09,-140.1,-10.95,-29.95,-391.83,117.94,-11.62,-82.34,7.42,317.05,-200.73,-102.19,1.0
0.0,2.0,2.0,3.0,-10.49,447.77,-17.06,9.21,340.68,-161.41,11.75,206.13,10.59,28.46,264.57,167.68,0.0
2.0,1.0,2.0,2.0,32.05,76.2,-41.01,10.94,81.99,-86.0,-14.46,-40.33,53.36,-76.7,29.61,117.62,2.0
2.0,2.0,2.0,1.0,89.33,-17.57,-8.99,16.95,158.28,-91.56,0.45,-58.24,-27.25,-114.23,-171.79,184.39,2.0
2.0,2.0,3.0,1.0,-89.1,241.9,36.06,15.95,-296.43,-98.02,-31.84,-201.15,-16.35,52.91,23.31,-138.74,0.0
2.0,1.0,3.0,2.0,-46.94,-319.72,-14.14,-14.89,127.46,138.96,-11.82,132.12,4.51,-94.86,-70.55,181.65,1.0
1.0,1.0,2.0,2.0,-21.46,287.33,-6.98,33.83,-545.61,78.33,-15.79,-179.85,9.41,131.22,106.22,-123.01,0.0
2.0,1.0,2.0,3.0,88.76,92.79,-33.25,-8.71,-537.46,36.48,-56.55,-186.94,8.36,113.59,-166.87,184.5,1.0
1.0,1.0,2.0,1.0,-168.75,248.72,-20.5,3.22,457.18,-150.99,29.21,105.68,-22.37,94.23,226.17,65.98,1.0
2.0,2.0,2.0,1.0,-144.78,258.39,-12.1,-10.55,404.68,-293.59,-8.04,-178.78,33.63,-11.64,382.05,-70.41,0.0
4.0,2.0,2.0,2.0,132.1,11.62,-11.11,-2.33,59.52,-227.87,1.83,-288.09,-9.37,10.71,-187.89,-60.27,0.0
3.0,2.0,3.0,2.0,-15.78,-52.69,-0.94,-4.69,-1.04,-29.02,-39.3,111.65,-9.01,-28.76,-24.84,-179.46,1.0
2.0,2.0,4.0,2.0,-64.32,-548.35,-3.48,-31.35,-231.97,317.31,-14.59,38.23,22.81,-154.18,5.89,-133.1,0.0
3.0,2.0,2.0,1.0,16.73,-0.43,61.71,6.38,42.56,-85.27,19.23,-236.28,20.22,41.22,60.95,-73.47,0.0
1.0,1.0,2.0,3.0,-159.96,434.71,2.77,-9.61,-211.11,-137.39,-25.5,-27.14,17.18,290.18,84.76,-78.19,2.0
2.0,1.0,2.0,2.0,99.32,249.44,-17.0,3.15,107.18,-87.05,6.57,56.09,-18.52,181.75,111.07,-29.64,0.0
3.0,1.0,2.0,2.0,-3.23,39.36,-4.01,-14.55,-374.94,-90.23,-56.54,-94.31,10.42,-56.77,-299.43,-204.36,2.0
2.0,1.0,4.0,2.0,18.41,-47.93,20.34,1.36,181.98,-68.67,-1.2,118.04,8.34,-164.75,-234.61,74.6,1.0
2.0,1.0,3.0,2.0,-17.7,-29.08,-24.85,9.15,310.35,-104.32,22.16,186.86,17.83,-242.23,-229.65,-20.77,1.0
1.0,1.0,1.0,3.0,98.78,298.65,-3.64,-3.38,123.35,-223.42,6.52,-180.05,13.84,-139.06,237.78,-42.68,0.0
2.0,1.0,3.0,1.0,-64.42,-267.47,20.73,-1.9,216.87,-13.0,15.06,-23.04,17.7,-239.03,-396.09,297.99,1.0
2.0,3.0,3.0,1.0,117.63,-120.75,8.05,-19.8,39.32,55.83,-24.06,58.76,8.73,184.03,-56.63,102.28,2.0
2.0,2.0,2.0,2.0,-36.01,357.3,2.82,4.56,-35.27,-142.4,-22.43,-56.05,-31.63,215.94,110.92,84.02,0.0
2.0,1.0,3.0,2.0,15.75,-145.45,14.46,10.27,274.95,-72.02,34.71,-30.93,1.1,-264.74,-145.02,45.8,2.0
2.0,1.0,1.0,2.0,-90.93,476.99,-38.52,16.39,-87.26,-242.64,-34.11,2.86,6.52,128.77,-0.35,-140.65,0.0
1.0,3.0,2.0,1.0,-7.01,39.28,-10.94,-5.85,98.07,74.89,15.25,86.41,-20.35,164.41,133.04,31.87,2.0
2.0,3.0,2.0,2.0,20.25,39.65,5.12,-2.47,94.72,-41.37,-29.84,135.46,-22.83,-80.06,-20.72,1.91,2.0
2.0,2.0,1.0,2.0,12.64,21.85,-4.69,-17.99,-137.48,-56.33,-41.39,-32.45,28.59,-41.91,-38.52,-160.46,2.0
2.0,2.0,3.0,2.0,32.42,135.75,-2.72,-1.82,-13.99,-59.5,-15.68,105.07,-16.0,81.29,-114.44,-65.42,1.0
2.0,2.0,3.0,2.0,150.79,56.01,7.15,13.16,-498.68,103.55,-31.83,-50.31,6.28,46.82,49.17,-363.99,0.0
2.0,1.0,3.0,2.0,258.41,-47.62,-11.1,-10.32,572.22,-102.39,-1.76,108.42,-11.64,-190.81,250.56,205.48,1.0
2.0,2.0,3.0,2.0,17.69,-171.46,62.32,-3.32,480.9,18.11,10.24,196.07,-6.28,-130.9,201.86,129.79,1.0
2.0,2.0,2.0,2.0,90.15,-112.63,27.51,-18.49,300.31,45.5,-47.58,360.59,-19.59,10.56,56.16,132.17,1.0
2.0,2.0,2.0,2.0,61.47,210.58,-18.92,-4.08,95.28,-59.3,2.4,87.18,-10.74,168.32,129.58,26.66,1.0
3.0,2.0,3.0,1.0,140.71,-537.7,23.76,-23.36,64.55,186.45,40.83,-171.75,4.89,54.25,-101.71,39.51,0.0
3.0,1.0,2.0,2.0,-61.16,62.23,-25.86,3.17,234.42,-151.68,22.73,-94.49,-1.84,81.39,-82.31,102.92,0.0
2.0,2.0,2.0,2.0,10.6,73.16,-4.46,-6.23,74.39,23.25,15.11,92.68,-9.08,238.74,-65.4,214.57,2.0
3.0,1.0,2.0,1.0,-164.23,653.5,22.88,34.62,-94.16,-462.07,-36.47,-167.86,25.58,268.77,-512.82,110.2,0.0
3.0,2.0,4.0,1.0,42.06,6.8,17.35,1.99,250.06,-87.03,26.34,-61.3,23.58,116.39,-59.33,139.03,2.0
2.0,2.0,3.0,2.0,24.81,-209.79,3.22,-16.14,-7.32,119.35,-69.02,266.56,8.39,-195.87,-135.52,148.66,1.0
2.0,2.0,1.0,2.0,122.85,12.09,7.59,-14.82,180.42,-30.84,-18.76,214.17,-1.59,-25.83,-60.36,7.41,1.0
2.0,2.0,2.0,2.0,74.99,185.14,17.96,-2.48,5.45,-151.0,-39.77,51.2,19.49,25.99,-163.59,55.97,0.0
2.0,2.0,2.0,1.0,57.28,10.19,18.71,6.6,347.5,-0.22,31.93,127.62,-6.79,130.45,177.13,47.77,1.0
3.0,2.0,3.0,1.0,-117.15,-80.17,37.68,-7.1,136.59,0.7,-21.19,198.88,-13.96,62.96,-100.19,-47.32,1.0
2.0,2.0,2.0,3.0,-139.22,-49.46,-15.28,-5.11,-585.57,112.37,-45.73,-180.15,5.22,104.19,-245.33,130.05,1.0
1.0,2.0,2.0,2.0,29.92,156.14,-8.62,0.38,-39.32,-28.94,17.11,17.79,-1.91,60.99,-76.78,-58.12,0.0
1.0,3.0,3.0,3.0,-128.45,-6.57,14.65,-34.83,-413.67,42.24,-29.52,-152.4,-21.87,1.04,-21.22,-203.56,2.0
2.0,3.0,3.0,2.0,-13.99,-170.26,17.25,-14.74,51.22,132.27,22.33,142.86,-29.61,122.86,-25.5,-21.36,0.0
2.0,2.0,2.0,3.0,143.95,257.04,0.27,-10.95,-307.02,-11.48,-0.39,-10.27,-5.74,413.82,-34.75,-140.73,1.0
4.0,1.0,2.0,1.0,-15.64,-294.34,19.19,11.82,281.78,156.19,-41.45,180.67,-6.41,108.81,227.36,323.14,1.0
2.0,2.0,2.0,1.0,-1.57,97.64,27.75,30.22,-282.53,51.79,21.96,-198.53,14.17,120.12,-55.68,-10.54,0.0
3.0,3.0,2.0,3.0,-138.5,92.71,-23.99,13.85,-33.64,-84.47,-26.54,-70.48,-1.72,-95.58,27.33,92.69,2.0
2.0,2.0,2.0,3.0,107.84,294.53,26.33,12.03,-3.49,-233.74,-3.49,-25.51,-50.31,-77.83,-104.05,-199.89,1.0
2.0,1.0,3.0,2.0,2.46,-91.28,-1.81,-2.27,-256.02,142.91,3.51,-15.64,4.62,146.82,-116.96,-13.98,1.0
3.0,1.0,1.0,2.0,229.02,125.88,-19.88,-7.14,311.73,-261.05,2.57,-10.15,33.26,100.1,-245.17,118.42,0.0
2.0,2.0,2.0,3.0,-20.8,239.9,-18.99,0.62,-196.4,-86.12,-11.1,61.69,-28.47,232.53,-369.02,66.14,0.0
3.0,2.0,2.0,2.0,19.09,-174.69,-46.12,-8.84,228.8,33.23,-31.82,133.36,-36.08,10.04,-16.24,238.16,1.0
1.0,2.0,2.0,2.0,-40.08,-152.07,-2.79,0.36,15.58,182.27,44.19,31.09,8.14,129.68,105.69,15.64,0.0
2.0,1.0,1.0,2.0,87.61,-304.21,-43.68,-13.12,194.17,81.45,41.88,-19.14,0.95,-57.13,-114.52,102.05,2.0
1.0,1.0,1.0,2.0,-101.33,155.91,-32.15,-8.2,-339.33,2.44,-19.44,-41.57,-23.3,70.22,-82.78,-232.71,2.0
1.0,2.0,2.0,2.0,-122.63,-89.54,-31.5,-23.0,103.06,74.09,14.47,161.89,17.84,156.13,-78.47,32.99,1.0
3.0,2.0,3.0,2.0,-128.39,-104.63,-14.51,9.29,205.12,-13.78,-1.17,115.56,46.69,-72.83,-126.71,103.75,2.0
2.0,1.0,1.0,3.0,-3.66,318.24,45.62,-16.49,137.36,-245.31,6.71,90.54,42.9,103.39,-177.45,-56.26,2.0
0.0,1.0,4.0,2.0,35.15,-20.38,19.13,-32.2,-478.4,127.23,-8.52,-148.79,42.79,89.19,7.74,-236.57,2.0
1.0,2.0,3.0,2.0,-46.24,309.08,28.59,30.74,-232.95,-30.36,4.03,-15.68,-24.77,200.01,-63.66,-55.08,0.0
2.0,2.0,2.0,2.0,78.14,224.15,16.16,11.93,-251.01,-41.58,-30.14,-140.15,44.02,80.82,108.14,1.2,0.0
2.0,2.0,2.0,2.0,-38.4,-152.62,33.95,-32.41,269.44,-145.03,16.57,141.6,10.8,-287.89,-494.92,-117.71,1.0
1.0,2.0,3.0,2.0,33.25,-119.26,-29.05,-22.06,98.64,51.62,4.44,78.34,18.71,53.89,-102.61,142.16,1.0
1.0,3.0,2.0,2.0,-122.37,314.44,-13.43,6.68,-102.6,-124.12,-9.42,-19.34,-1.83,158.09,-91.8,-37.33,0.0
3.0,3.0,2.0,2.0,75.64,-38.65,23.45,3.51,23.11,6.18,-51.33,0.36,26.89,-3.43,144.12,155.52,1.0
2.0,2.0,2.0,2.0,-31.64,357.78,10.84,13.97,104.49,-174.05,-16.38,169.9,18.05,213.84,-40.75,-93.18,0.0
3.0,3.0,2.0,2.0,-183.63,32.79,-17.25,-3.95,-87.41,-89.74,-42.26,-23.05,-20.86,-5.72,-90.46,-145.02,0.0
2.0,1.0,2.0,3.0,39.37,503.99,-42.89,36.04,-472.62,-83.7,-24.89,-209.59,-12.6,268.49,87.07,94.08,1.0
4.0,3.0,2.0,2.0,-17.27,199.82,1.12,7.44,-105.78,-193.47,-68.49,134.83,32.61,143.79,-380.93,-41.37,0.0
2.0,2.0,2.0,2.0,-41.5,-139.99,-7.58,-4.6,31.51,39.84,0.48,64.5,-40.19,-180.25,-142.19,46.03,2.0
2.0,2.0,2.0,1.0,13.6,-66.54,16.13,-13.36,-95.59,81.11,3.66,-6.86,7.06,265.8,-75.72,-69.41,2.0
3.0,2.0,3.0,2.0,-65.61,-22.31,-29.83,-9.53,83.66,-43.6,-37.44,108.77,-11.11,3.98,52.64,-100.92,1.0
3.0,2.0,3.0,2.0,40.09,336.92,6.39,11.03,-69.73,-204.22,-34.04,13.87,-35.92,126.29,-66.62,-161.57,0.0
1.0,2.0,3.0,1.0,-203.89,-114.2,-21.22,-15.58,-359.44,167.36,15.96,-143.7,-14.95,192.79,-180.44,-41.39,2.0
2.0,1.0,1.0,2.0,-64.56,28.5,28.54,-19.9,-424.98,-42.91,-37.42,-138.74,-16.35,26.85,-298.08,-262.11,2.0
2.0,2.0,3.0,2.0,19.4,59.2,-31.28,2.72,135.79,15.61,30.48,73.73,9.93,167.13,82.86,8.37,0.0
1.0,1.0,3.0,2.0,120.75,-40.48,12.79,-22.81,602.75,-56.85,6.71,265.06,25.19,-89.89,192.55,161.95,1.0
1.0,2.0,1.0,2.0,-27.73,117.94,35.63,-14.2,145.1,-66.0,30.98,117.18,2.49,149.63,-172.47,44.08,2.0
3.0,2.0,2.0,2.0,-15.26,237.0,6.32,5.84,40.58,-153.23,-21.34,-29.02,8.27,111.3,77.79,-93.36,0.0
2.0,1.0,2.0,2.0,7.29,407.72,12.98,12.24,-183.29,-157.32,-30.54,-265.95,29.16,182.53,266.76,30.66,0.0
2.0,1.0,2.0,2.0,-221.18,344.66,7.19,13.49,-333.92,-110.24,-47.54,81.54,-9.63,169.46,-147.14,-270.38,0.0
1.0,1.0,2.0,2.0,-171.0,163.98,6.01,-30.09,356.43,-119.69,11.0,181.61,-11.42,160.75,30.69,106.75,2.0
2.0,2.0,2.0,2.0,-100.94,110.37,-13.54,17.84,-135.93,-44.38,-6.07,-141.15,21.9,-12.97,1.34,-10.73,0.0
2.0,1.0,3.0,2.0,-204.72,373.14,-5.48,29.03,-306.55,-162.87,-41.25,-23.97,-40.37,132.53,-386.22,25.37,0.0
3.0,1.0,2.0,2.0,-15.34,153.75,-3.25,-5.76,-476.74,-42.55,-80.73,124.01,4.2,65.33,-338.44,-248.59,0.0
3.0,2.0,3.0,3.0,206.52,120.55,10.42,1.54,-55.23,-88.89,-49.23,-69.11,-0.95,-48.14,164.96,33.77,1.0
1.0,1.0,1.0,2.0,53.08,30.37,9.09,-2.66,72.2,-19.72,9.98,-53.23,19.85,-44.77,181.89,-119.39,0.0
1.0,2.0,2.0,3.0,93.59,10.77,12.32,-10.29,208.39,-10.8,-8.95,136.28,-19.26,-70.39,53.81,210.9,1.0
1.0,1.0,2.0,2.0,101.93,657.49,-19.7,49.13,-711.19,-122.57,-55.42,-3.23,-33.61,254.15,-466.14,-4.11,0.0
2.0,2.0,3.0,2.0,26.36,259.9,-3.98,23.23,-364.88,-65.62,-36.13,-180.68,8.93,62.63,113.59,-199.41,0.0
1.0,2.0,0.0,3.0,133.26,87.04,7.8,-18.38,-154.16,23.91,14.54,114.41,19.48,166.08,-350.44,50.71,2.0
2.0,2.0,2.0,2.0,103.12,13.3,20.82,-7.19,-98.13,-41.28,-29.58,-43.9,-14.33,75.1,-170.71,54.44,0.0
1.0,1.0,2.0,2.0,14.79,-40.26,-9.91,-30.64,-102.85,38.1,-43.46,47.06,1.29,-22.29,16.17,44.45,2.0
1.0,2.0,2.0,1.0,173.98,62.85,-3.87,-16.99,294.46,-144.17,9.46,-86.37,-9.28,-93.56,132.53,0.43,0.0
2.0,1.0,1.0,2.0,-176.36,42.99,22.09,-4.82,-192.99,9.95,-19.76,-9.18,22.92,131.76,-196.44,41.11,2.0
1.0,2.0,2.0,3.0,52.08,92.47,-8.5,-17.94,-561.85,36.02,-36.3,-166.13,-8.75,106.25,-84.07,-229.16,2.0
3.0,2.0,4.0,2.0,87.48,329.59,-31.16,15.6,-193.0,-120.82,-26.47,23.78,42.48,210.15,-2.61,-278.36,0.0
1.0,1.0,2.0,3.0,-127.76,-41.95,10.21,1.39,-86.23,-2.89,9.83,8.25,-34.28,-178.23,-223.09,-37.06,2.0
2.0,1.0,2.0,2.0,131.45,-266.77,-6.95,1.72,-258.17,185.81,19.77,-86.75,1.22,74.8,-140.23,-115.06,0.0
1.0,3.0,2.0,1.0,101.15,-128.94,-44.95,-16.16,-288.82,195.15,-0.86,40.59,-6.06,207.06,-233.65,-44.53,2.0
1.0,1.0,2.0,2.0,66.79,435.46,-3.27,12.02,-38.73,-118.87,8.9,-105.02,35.15,217.11,314.05,-25.71,0.0
2.0,1.0,3.0,1.0,46.9,49.28,20.4,-0.1,119.43,-10.39,7.15,9.43,-4.76,102.04,206.81,-78.31,0.0
2.0,1.0,2.0,3.0,50.79,-110.92,-35.19,6.3,-3.64,26.69,36.16,-115.38,-4.32,-100.9,-135.09,117.96,2.0
2.0,2.0,1.0,2.0,-60.57,182.74,-28.07,-4.05,92.42,-142.85,1.19,134.13,-39.69,147.22,-279.79,-23.87,0.0
2.0,1.0,2.0,3.0,97.71,47.23,-3.39,-35.1,-111.98,-45.9,-50.66,32.4,-4.11,111.59,82.08,-97.47,1.0
1.0,2.0,3.0,1.0,119.26,293.96,-7.83,16.13,-57.57,-37.3,8.95,-25.14,28.29,143.66,220.81,-172.67,0.0
2.0,2.0,3.0,2.0,27.08,210.87,-31.69,7.24,226.64,-139.59,5.24,-76.62,65.8,68.08,142.4,234.36,1.0
1.0,2.0,1.0,2.0,-17.49,7.44,-4.84,8.76,-99.0,55.09,7.21,-38.75,-18.01,66.14,-82.89,106.2,2.0
2.0,1.0,3.0,1.0,-12.48,139.07,22.33,18.91,-415.26,9.77,-27.53,-137.41,9.82,45.37,-68.17,-214.82,0.0
2.0,2.0,2.0,3.0,59.4,268.99,-31.25,-11.95,498.67,-306.27,15.94,76.6,7.34,-117.25,125.97,0.55,2.0
2.0,2.0,1.0,1.0,76.01,-49.27,-51.56,-15.35,141.09,-70.48,-8.56,-9.67,-53.89,-5.17,-180.39,144.58,1.0
2.0,1.0,2.0,3.0,-123.17,198.16,9.27,4.45,203.09,-113.78,-14.48,108.92,36.14,30.95,168.66,58.46,2.0
2.0,0.0,2.0,1.0,-102.9,-85.0,37.08,-22.29,-624.0,170.48,-21.39,-113.03,73.78,346.0,-320.86,-231.75,2.0
1.0,2.0,2.0,3.0,53.73,497.23,13.87,-11.11,209.54,-149.81,20.84,264.71,22.16,510.16,-51.51,173.45,2.0
1.0,2.0,1.0,2.0,172.39,15.85,-11.16,-15.73,9.26,-130.95,-15.3,43.9,-3.06,-242.36,-334.3,-81.64,1.0
2.0,2.0,3.0,2.0,-100.85,97.54,5.34,6.15,-452.78,3.85,-15.49,-108.84,-19.12,164.87,-336.59,-85.99,0.0
1.0,1.0,2.0,1.0,65.58,134.46,-6.08,14.43,-226.72,49.39,0.89,-158.63,37.07,39.92,268.73,-179.0,0.0
1.0,3.0,2.0,2.0,170.3,376.49,10.35,23.65,-284.26,-30.07,0.04,-94.44,17.15,263.37,172.39,-104.97,0.0
2.0,1.0,2.0,2.0,37.93,101.76,-22.37,-7.54,102.2,-81.85,-1.85,128.09,-35.46,182.17,-185.02,9.46,0.0
2.0,2.0,3.0,2.0,62.98,244.01,-19.92,-8.29,340.75,-198.75,5.81,35.51,36.37,97.91,173.76,-15.81,2.0
