cat_0,cat_1,num_0,num_1,num_2,num_3,num_4,num_5,num_6,num_7,num_8,num_9,num_10,num_11,num_12,num_13,num_14,num_15,num_16,num_17,num_18,num_19,num_20,num_21,target
0.0,2.0,-49.63,-122.84,198.6,31.55,5.24,64.49,87.37,57.61,34.53,-22.93,10.83,3.49,33.91,29.19,10.53,-222.96,43.64,-38.29,140.66,26.37,-8.43,-76.68,0.0
0.0,0.0,23.61,182.07,56.64,-40.34,-54.42,53.6,76.34,39.48,-103.5,21.91,34.01,1.24,-33.82,-2.12,15.45,42.23,-5.13,75.71,-54.58,-28.54,80.51,134.45,0.0
1.0,1.0,28.13,-51.62,-315.67,-100.58,77.64,-20.67,71.39,39.82,-31.66,-45.91,-10.95,3.46,-15.69,-20.07,15.48,148.66,-16.84,54.26,-4.32,59.13,-8.06,0.85,0.0
1.0,1.0,32.66,168.63,66.89,-140.74,66.6,20.94,26.1,47.67,17.09,-19.62,47.97,-2.65,-75.3,26.15,11.42,76.7,55.38,159.86,-31.03,-67.19,23.05,-145.15,1.0
1.0,1.0,-76.31,-468.4,136.34,295.88,-78.36,26.11,86.38,-115.66,-83.38,-15.37,30.75,6.71,-3.08,31.31,-0.06,147.22,-14.45,7.85,118.31,90.31,117.91,129.34,0.0
1.0,1.0,18.85,50.71,16.12,-105.6,-55.27,-38.21,-129.05,13.82,81.37,39.01,16.41,0.35,85.61,-32.13,-22.88,96.04,-25.64,-63.36,-63.32,58.73,2.77,137.26,1.0
0.0,1.0,6.07,30.14,38.03,-69.83,152.28,-35.2,-60.73,-97.32,-4.01,24.99,4.97,-1.64,8.8,-9.58,-10.47,-67.57,18.74,39.98,-29.04,-165.65,-59.31,140.85,0.0
2.0,1.0,25.64,248.65,198.62,-156.21,-19.65,-10.05,-40.2,18.95,-48.44,-17.2,50.2,6.06,-85.92,11.48,10.45,-323.01,34.45,1.69,-165.54,123.51,-112.17,-24.31,0.0
1.0,2.0,34.64,272.05,131.13,-10.0,-26.24,-55.8,1.48,19.24,-1.22,-36.27,114.07,-2.38,-9.96,-20.38,-9.84,69.29,9.57,42.87,-105.13,92.58,91.16,-125.96,1.0
0.0,0.0,-31.65,-10.94,101.33,41.44,80.6,10.16,78.01,18.51,30.74,72.43,64.94,0.35,156.51,11.2,14.03,-307.29,48.76,119.28,97.97,52.52,-51.2,-145.01,1.0
1.0,2.0,29.15,112.65,154.54,-100.27,55.55,-22.58,-6.22,61.61,18.63,87.1,-124.21,0.45,82.34,0.52,5.23,78.34,-25.07,-143.8,-191.16,58.77,11.7,21.05,0.0
1.0,1.0,57.38,8.31,-504.71,-367.26,61.95,-65.54,-57.79,-20.7,38.35,-100.35,28.1,-7.86,-88.66,6.35,-9.28,235.62,-81.6,82.74,0.34,-48.56,-7.96,196.97,1.0
1.0,1.0,7.66,231.25,36.86,-83.31,-145.41,64.43,-1.15,-86.03,65.18,-7.27,-51.33,-0.97,65.68,47.36,-2.03,116.37,25.34,-203.68,198.28,-3.21,101.53,-53.24,1.0
1.0,1.0,22.73,-3.67,-80.34,-101.11,-97.96,38.94,153.74,87.16,92.8,-4.86,118.95,1.62,-98.08,-11.03,-8.06,111.64,-6.96,172.94,-53.15,36.19,88.01,46.47,0.0
1.0,1.0,-41.91,-315.43,-61.11,119.08,52.82,-17.61,31.16,5.95,13.41,-21.36,44.82,-0.67,-100.58,4.99,0.29,-72.89,54.2,42.31,108.54,-56.99,-79.47,80.98,0.0
1.0,1.0,-17.26,-103.34,229.22,-121.09,8.95,-48.7,-6.06,-113.74,157.09,-74.53,-64.17,-1.12,87.31,-5.63,-0.64,25.09,-5.56,57.18,-5.97,54.17,29.32,-195.55,0.0
0.0,2.0,-12.97,94.36,248.43,6.63,10.92,41.09,-1.68,8.42,91.97,66.69,43.54,-4.69,10.22,-10.35,-15.27,-178.61,-27.98,60.42,-60.21,-162.14,37.55,-157.16,1.0
1.0,1.0,48.52,7.35,-284.91,-308.53,255.21,30.51,-132.69,-3.21,33.13,41.13,-31.23,0.5,-79.72,36.38,-17.74,168.86,-48.86,26.01,-76.74,21.92,-65.72,42.56,1.0
1.0,1.0,-17.78,-132.2,-31.66,137.01,100.1,-31.41,9.95,-84.99,73.75,103.33,76.83,1.32,18.53,-8.24,9.71,2.81,12.64,-109.44,18.99,47.16,-2.22,-25.59,0.0
1.0,1.0,51.69,315.66,157.18,-228.52,56.42,-11.57,43.31,177.62,-48.43,-15.22,-34.95,0.24,-15.0,-16.35,-9.69,106.94,37.9,74.3,-93.85,48.77,57.12,1.73,1.0
1.0,1.0,60.22,302.1,-85.89,16.09,177.99,34.49,-96.86,69.52,113.39,-120.5,121.52,-0.46,-79.45,1.28,6.22,253.57,31.21,24.75,-89.42,-24.21,55.96,-18.25,1.0
1.0,1.0,-11.05,101.01,119.98,-19.22,44.37,19.95,28.56,-62.67,-72.4,26.89,55.02,0.1,44.63,-6.58,-1.18,-275.9,53.28,37.95,45.65,65.9,-61.32,-63.4,0.0
1.0,1.0,-76.76,-183.31,457.96,248.01,46.75,-73.04,126.01,-28.11,15.41,-22.11,20.86,-0.25,-21.45,1.54,3.43,-5.71,-8.12,-221.09,123.58,-6.45,197.85,-95.17,0.0
1.0,1.0,26.98,169.29,-50.24,-175.83,48.59,41.81,-26.31,60.68,73.08,-47.03,-31.19,4.39,-69.76,-15.22,-6.57,-203.5,-64.34,72.03,-133.5,-24.28,-64.17,-113.27,1.0
0.0,1.0,-36.38,-42.61,80.82,80.64,-226.16,-2.8,55.81,145.88,-87.3,41.74,44.0,-0.22,-64.04,-6.11,-5.84,-204.76,37.68,75.58,138.48,70.6,-14.88,-118.61,0.0
1.0,0.0,22.78,111.75,117.46,-276.52,87.49,-6.08,104.64,-4.29,-40.93,-31.52,-110.42,2.93,75.52,-16.58,3.14,130.24,-25.03,82.14,-16.24,-90.69,103.36,145.55,1.0
1.0,1.0,37.28,36.35,-257.09,-122.47,16.93,-59.5,129.77,-57.87,-7.56,21.12,68.22,-0.14,-221.11,28.97,10.19,113.78,1.45,-158.72,-29.51,205.46,24.8,-11.43,0.0
0.0,1.0,6.44,93.9,139.53,-37.2,65.5,8.02,11.02,30.77,25.87,35.89,3.99,-3.5,90.7,-16.35,13.4,-20.76,-31.02,-31.46,-79.07,-75.04,52.52,125.75,1.0
1.0,1.0,38.41,228.05,-211.22,4.63,-3.73,-72.71,95.45,60.53,16.0,140.8,-13.43,2.2,-3.46,44.14,-12.94,129.27,-18.26,-16.98,9.01,-70.04,75.91,16.43,0.0
0.0,1.0,13.36,159.49,220.15,-206.9,-150.24,6.9,27.02,-140.61,-18.02,96.55,-45.79,2.93,49.22,0.39,-22.85,131.54,9.33,4.0,43.09,-36.3,116.91,87.36,1.0
1.0,1.0,-5.18,-28.75,35.08,144.44,123.17,17.9,22.54,19.99,50.61,72.58,102.53,-1.57,22.23,73.07,8.02,50.49,-17.94,66.36,-53.42,18.45,67.03,79.81,0.0
1.0,1.0,-6.43,16.65,105.93,143.2,84.86,77.01,90.88,-66.42,-54.38,5.7,174.83,6.04,-18.13,-25.19,17.78,321.88,53.29,52.19,135.04,57.67,218.45,67.79,1.0
1.0,1.0,47.05,134.15,-173.08,-166.47,-114.73,-3.15,71.12,-113.52,48.31,49.23,37.03,0.57,94.04,22.82,-16.86,76.65,-49.31,9.17,-126.69,13.69,36.45,-9.86,1.0
0.0,1.0,-81.0,-293.16,419.58,121.58,-96.01,-52.13,93.17,23.22,-63.3,-23.01,-69.54,-0.15,-123.37,-9.17,3.55,58.57,-14.81,247.44,169.42,-56.5,169.35,58.44,0.0
1.0,1.0,-12.58,-120.51,-4.91,-61.33,-135.87,-27.02,18.14,-8.11,-81.85,53.29,24.48,-1.87,-68.16,-17.95,-5.54,-136.77,36.75,127.87,20.02,-95.82,-86.85,102.32,0.0
0.0,1.0,12.4,38.29,-10.87,83.57,-24.45,-2.71,98.89,-62.88,97.81,18.94,1.88,-2.03,-23.92,10.6,9.17,-12.1,-59.02,37.41,-161.69,0.61,47.65,-13.18,0.0
1.0,1.0,-39.25,20.83,258.37,37.49,75.61,56.03,47.74,-80.67,36.3,62.02,8.93,-0.41,-67.11,-31.34,-6.17,-243.03,35.45,-2.21,111.63,1.56,7.66,57.13,0.0
1.0,1.0,59.72,102.91,-370.01,-236.7,18.12,-33.74,34.92,-50.01,36.54,16.8,-71.2,1.19,-84.86,-2.48,10.29,204.21,-17.92,47.23,-37.91,-34.63,-24.65,-123.23,0.0
1.0,1.0,-17.31,22.3,-67.83,256.36,31.51,53.86,72.8,-44.27,41.5,111.75,17.62,-2.06,-123.09,15.24,-15.6,-53.49,-17.01,115.41,46.92,-22.09,43.03,-57.1,0.0
1.0,2.0,-12.34,-104.61,58.63,4.61,118.56,13.66,6.76,-54.43,-8.8,58.94,128.08,-0.23,-45.73,-39.35,-3.48,-449.31,19.72,76.0,-176.51,9.81,-190.35,-185.71,1.0
0.0,1.0,-48.96,-75.54,204.28,51.73,104.37,39.73,114.36,138.25,-65.17,-25.49,-1.58,1.22,-3.72,11.67,-4.6,-79.48,-29.13,42.77,152.5,74.21,129.15,-0.54,1.0
1.0,1.0,9.19,77.26,163.04,-96.06,68.09,47.86,-41.41,41.49,-28.16,-4.27,105.21,5.15,10.66,3.52,-4.77,-144.71,17.01,-108.71,-105.88,49.15,-35.2,102.32,1.0
1.0,1.0,-38.83,-206.05,-62.69,234.51,57.79,-55.41,-8.84,-101.31,71.41,-82.28,54.0,7.94,-41.83,-34.73,-6.64,30.57,12.68,57.96,120.79,-192.29,10.64,-82.7,0.0
1.0,2.0,-0.6,75.15,-164.55,164.72,-9.81,50.09,-4.91,26.27,-183.98,5.37,-111.81,1.12,-59.38,10.79,-8.22,-19.99,-56.1,176.23,15.31,-6.23,-2.33,98.39,0.0
0.0,0.0,21.42,211.21,174.02,-71.22,10.86,-49.84,-11.58,32.48,11.66,11.72,82.9,0.08,20.06,-30.41,0.7,-78.84,28.3,116.68,-85.08,-64.59,13.3,-103.73,1.0
1.0,1.0,-49.67,-198.19,193.84,397.87,-95.84,8.76,63.85,-6.25,10.37,2.52,120.25,1.86,2.47,16.46,1.39,127.72,-22.68,94.23,13.8,47.68,167.42,18.3,0.0
0.0,1.0,-1.65,217.38,304.49,-183.37,107.93,-41.65,55.63,35.65,61.68,29.38,7.63,-10.61,-72.74,27.08,-2.8,-321.98,18.09,-21.51,-25.32,-33.91,-11.54,-150.03,0.0
1.0,1.0,3.7,5.21,-130.59,-139.18,36.46,-17.58,20.18,68.74,-34.54,14.39,33.17,7.05,111.73,-47.06,-1.64,-205.7,38.38,-206.5,58.17,60.71,-115.85,34.06,0.0
1.0,1.0,3.82,63.02,201.62,-45.35,27.01,12.36,82.67,31.77,48.28,-30.18,16.94,3.74,111.29,-6.69,-9.78,-28.91,-21.19,221.0,-104.41,57.58,72.9,25.51,0.0
2.0,0.0,-12.82,10.88,227.91,-103.53,98.32,3.9,23.73,3.06,-66.02,61.4,30.13,2.01,110.89,-46.94,-8.2,-139.59,-44.85,-64.34,-63.45,8.43,46.25,45.2,1.0
1.0,2.0,7.68,19.03,-20.25,30.9,-9.48,-1.7,-39.88,120.5,33.93,-22.24,-117.97,-0.99,81.58,-23.62,-12.25,31.45,-9.77,-161.86,-52.8,-12.13,-41.07,-85.65,0.0
2.0,1.0,24.53,86.5,-1.8,-92.06,-54.62,-16.58,33.18,44.04,31.28,25.02,-19.13,-0.74,-8.22,70.88,-9.4,5.29,-31.41,2.72,-121.43,-16.01,9.99,-144.77,1.0
1.0,1.0,81.79,395.01,-210.73,-217.65,86.99,-16.09,93.96,-24.36,53.8,7.33,-69.37,-4.21,128.26,-13.72,-0.94,163.76,-39.37,-66.8,-130.6,-81.71,64.37,-101.27,0.0
2.0,1.0,-6.88,-80.06,-28.58,-156.87,-91.85,-14.3,25.4,72.29,23.77,-0.62,5.87,5.59,-6.3,-14.26,-11.74,-212.24,37.57,0.4,27.85,-227.01,-119.4,-120.66,0.0
2.0,1.0,-21.47,-15.67,321.13,10.17,-116.09,7.44,-58.34,115.97,74.52,37.58,147.38,7.87,-152.54,27.35,3.78,-297.27,-18.9,-50.71,-153.12,-33.07,-30.15,133.49,1.0
1.0,1.0,57.32,422.12,-149.39,-152.82,27.57,115.72,30.36,18.2,-72.81,-83.72,-111.28,2.91,-141.07,4.28,6.62,94.43,23.81,-136.82,54.67,-70.13,26.01,43.16,0.0
1.0,1.0,42.49,242.12,34.04,-101.4,38.65,-7.57,97.98,-54.09,-78.87,-43.68,25.54,-3.62,-161.63,2.54,-9.95,-91.82,20.19,-144.09,-158.13,76.87,-14.51,-112.57,1.0
1.0,1.0,-39.21,-150.15,78.5,225.99,82.84,0.24,37.99,14.37,36.56,82.63,48.82,0.46,20.27,11.88,-7.39,120.38,-28.47,180.53,92.59,-27.53,132.34,-48.1,0.0
1.0,1.0,-30.89,-215.61,-235.46,35.81,145.91,-7.29,28.97,66.02,106.36,11.37,44.14,1.86,-29.96,10.6,12.45,-180.28,67.89,-83.54,194.28,-43.26,-140.21,-54.68,1.0
0.0,0.0,24.36,-188.94,-326.51,-303.19,-79.33,-1.79,-131.87,33.27,7.62,-18.66,-100.16,1.03,113.26,10.25,9.23,55.92,-20.58,85.46,-29.95,87.29,-176.73,13.89,1.0
2.0,1.0,72.28,242.78,-214.92,-95.0,-96.4,49.4,-127.03,-23.99,47.59,-71.53,6.97,-6.89,81.26,34.48,-8.43,132.22,-25.97,-187.45,-221.01,-33.89,-61.7,120.02,1.0
1.0,1.0,8.87,-115.47,-345.98,8.81,-20.35,71.45,97.63,25.65,-8.77,-3.59,44.14,-1.55,-44.37,-21.45,-19.43,115.76,-38.5,81.12,43.43,-105.25,27.29,71.74,0.0
1.0,0.0,-20.2,-102.77,7.6,-89.56,22.55,43.51,-36.9,-14.24,78.04,-44.2,-49.76,-1.6,133.0,4.51,6.95,-109.97,24.4,172.71,98.0,-3.96,-78.04,-120.05,0.0
1.0,2.0,22.08,-46.26,-226.11,-231.12,-43.75,6.94,-186.09,-202.23,125.77,-17.79,47.27,1.92,66.69,-8.75,-13.5,221.01,-40.96,29.38,65.19,-122.93,-0.32,21.59,1.0
1.0,1.0,8.38,102.4,-59.85,117.03,-25.61,-10.24,28.42,90.31,23.62,15.29,-23.15,-4.81,38.25,29.05,-7.12,1.23,5.87,-65.35,-5.29,76.1,5.01,-53.84,0.0
1.0,2.0,3.71,72.77,22.39,101.56,-6.93,-7.01,176.17,93.44,77.14,1.29,140.57,-4.66,-14.21,0.07,4.35,154.23,1.16,12.45,40.99,120.25,187.47,-163.05,1.0
1.0,1.0,3.34,45.23,-0.94,-46.11,-40.58,42.27,-1.03,40.99,-11.95,-43.2,69.17,2.15,55.85,24.44,-14.89,-163.75,20.54,-105.03,-19.12,64.35,-59.6,-4.42,1.0
1.0,1.0,49.92,336.01,-123.87,-97.51,-39.34,-25.03,96.72,18.65,90.93,-33.6,16.72,0.03,-24.42,-16.68,-7.06,65.56,38.91,45.09,19.75,20.49,45.5,-11.88,0.0
1.0,1.0,-36.74,-197.06,140.51,-96.66,26.4,-16.48,79.12,15.3,-8.17,42.72,39.65,-4.04,57.71,14.45,-1.45,115.57,8.72,-61.79,178.28,-51.77,122.44,-18.31,1.0
1.0,1.0,0.36,-163.96,-15.79,-35.87,90.92,46.13,21.09,30.78,44.98,-41.69,-0.81,-1.33,-165.57,-13.6,-6.68,79.86,-33.72,7.71,-99.47,-54.18,5.34,176.26,0.0
1.0,1.0,-41.32,-132.07,-47.12,-5.38,-34.19,-47.49,83.99,-84.37,-83.67,-90.32,14.53,-5.44,208.54,3.63,-2.09,-221.1,38.95,-125.99,213.99,-27.81,-50.0,89.08,0.0
1.0,1.0,7.84,-340.83,-486.58,-32.97,119.27,45.84,-137.38,103.54,-27.83,-18.07,31.72,-3.64,-19.42,-29.96,8.54,-49.47,82.86,-24.56,14.68,68.16,-313.26,39.31,0.0
