cat_0,cat_1,num_0,num_1,num_2,num_3,num_4,num_5,num_6,num_7,num_8,num_9,num_10,num_11,num_12,num_13,num_14,num_15,num_16,num_17,num_18,target
2.0,0.0,-260.24,91.11,10.46,27.12,-32.27,-2.92,40.75,-274.19,-13.97,-1.29,85.61,-2.67,-48.67,-210.73,-49.77,49.78,-54.14,-7.54,-8.23,1.0
1.0,1.0,107.17,63.23,-5.58,-122.63,5.49,1.43,1.6,174.39,26.53,12.64,98.07,-8.57,83.33,-54.77,-215.37,28.38,27.0,18.77,-16.89,2.0
1.0,1.0,-135.34,127.36,-2.79,98.24,-33.67,-10.65,64.25,-297.93,-17.67,-0.7,47.51,-17.93,-2.61,85.48,-17.52,-57.36,-89.31,-73.83,-4.74,2.0
2.0,0.0,-107.58,-102.71,1.45,-7.45,0.63,3.49,81.44,-455.93,4.24,-7.39,7.56,-10.03,-15.67,-28.01,100.61,-20.82,36.24,-69.98,-11.01,0.0
1.0,1.0,222.82,26.28,-6.36,-67.38,35.31,3.96,29.43,560.05,-5.63,13.23,20.01,-39.2,-6.24,29.45,156.24,-198.88,33.23,-60.86,9.16,2.0
0.0,1.0,166.43,222.14,-6.12,97.98,31.48,5.96,-23.68,-104.2,0.24,3.6,57.75,2.13,-65.37,-3.03,-10.89,339.74,73.07,31.2,-2.43,2.0
2.0,1.0,-49.93,95.74,-1.94,-141.06,-27.66,9.15,22.91,-124.92,33.51,7.88,41.48,18.32,22.08,45.21,69.41,178.1,0.91,104.89,-2.19,1.0
1.0,1.0,-85.03,-246.56,6.12,153.48,-8.45,-0.71,23.02,-130.83,1.79,-5.35,17.58,29.39,9.58,51.97,-30.68,-139.23,-41.08,-37.42,-0.01,0.0
1.0,1.0,47.94,58.68,-2.8,-121.42,-0.34,-0.45,-31.09,-19.62,18.61,-2.15,-40.14,32.72,15.25,103.31,-171.78,175.86,15.96,37.68,0.92,2.0
2.0,1.0,-127.55,291.0,4.21,-96.29,33.71,-2.67,19.35,-156.64,17.94,-0.46,-43.53,-17.44,-32.79,57.22,-43.37,196.13,24.01,20.49,-6.57,1.0
1.0,1.0,-187.98,243.51,3.38,-77.05,-12.12,5.98,13.86,-168.67,-0.52,9.52,20.85,0.88,-3.51,27.85,21.62,205.54,-110.44,18.28,0.39,1.0
1.0,1.0,36.44,99.18,1.87,-106.59,37.96,1.07,31.72,-9.28,-14.64,-13.7,87.1,21.15,-64.8,-102.33,-39.62,200.57,96.32,66.2,3.03,1.0
0.0,1.0,52.42,109.1,-6.78,175.74,-9.45,10.94,10.18,-217.32,47.8,-10.16,60.38,-2.51,-33.67,45.39,112.07,68.51,-9.75,-38.6,-7.8,2.0
1.0,1.0,-115.4,359.49,5.39,-165.06,20.03,27.2,16.88,-220.26,21.15,17.36,110.01,-4.1,-60.55,-47.97,-76.16,440.15,33.14,61.63,3.74,1.0
1.0,1.0,57.4,-41.59,-2.06,147.55,10.89,-9.36,-111.71,-137.59,24.17,3.26,20.13,-42.38,-7.55,-110.22,24.93,-39.5,51.98,-41.02,-5.96,0.0
0.0,2.0,0.75,152.52,-4.47,94.56,-21.64,6.35,153.48,-188.66,19.1,-10.58,4.77,-40.48,-29.37,89.07,62.2,96.13,-23.59,-28.58,2.5,2.0
1.0,0.0,-61.05,224.98,0.98,-238.25,-8.13,9.43,-69.32,-55.9,-9.61,-7.06,37.47,4.91,-112.69,24.89,-4.55,340.97,-30.03,61.67,1.29,1.0
2.0,2.0,-136.15,-70.07,3.63,-5.79,-23.2,7.05,-64.5,-299.56,80.96,1.33,72.84,-30.1,-0.04,107.06,175.95,101.32,-23.74,69.93,-7.0,1.0
1.0,0.0,86.96,33.66,-3.67,-121.47,-2.18,2.66,-33.95,50.34,26.14,-5.18,6.27,15.53,-58.09,34.32,146.2,119.69,45.77,41.38,12.42,2.0
1.0,1.0,-6.57,155.29,0.54,101.71,-4.74,1.66,-10.27,-62.72,-2.77,-19.16,-97.81,-30.84,-70.65,-30.6,-5.52,43.06,37.16,-4.98,4.54,2.0
1.0,1.0,-114.8,325.61,-1.07,-30.23,-16.33,-5.37,-1.46,-83.76,26.96,2.32,45.45,-18.47,-32.15,6.33,-59.03,121.62,-70.42,2.57,-3.81,1.0
1.0,1.0,64.26,134.74,-2.71,-50.61,-6.34,-0.69,-57.5,38.04,12.39,14.52,57.82,25.97,-36.86,90.88,-81.37,199.46,21.09,62.69,-2.31,2.0
1.0,2.0,93.63,239.8,-4.16,-97.73,36.25,-5.05,35.01,126.88,-12.45,-6.05,9.54,8.01,-50.59,9.32,-212.26,241.34,39.63,83.57,-8.8,2.0
1.0,1.0,-57.4,341.06,-5.24,9.04,5.18,-2.91,26.44,-200.77,39.77,-6.59,57.47,15.21,59.44,-44.67,9.64,172.8,-38.89,-0.44,8.48,2.0
1.0,1.0,115.02,-85.34,-6.24,10.61,-21.43,9.36,87.97,-44.55,-5.59,3.0,0.92,48.42,-2.81,15.33,71.47,-78.55,50.52,-58.93,8.03,0.0
1.0,2.0,62.57,-115.48,-2.44,16.52,-8.99,7.18,-19.44,-109.47,14.79,8.06,30.51,13.43,-24.82,43.09,146.88,53.6,18.16,-4.26,-2.02,0.0
1.0,1.0,-184.67,113.6,7.11,-31.22,-25.83,12.94,10.87,-105.12,38.42,-18.16,82.85,-4.99,61.37,-51.09,7.37,58.88,-72.09,-12.81,-0.34,1.0
1.0,1.0,-63.86,189.0,-0.62,22.61,10.31,-13.6,2.05,2.61,32.17,2.99,-56.52,6.45,-34.18,-127.87,-196.2,-56.08,-19.84,-25.72,-15.04,2.0
1.0,1.0,80.29,17.76,-1.51,14.49,13.42,-5.14,15.08,160.55,26.08,1.46,83.57,22.09,-42.57,128.03,200.26,-44.02,14.58,-36.03,5.54,2.0
1.0,1.0,119.72,-15.16,-5.72,-108.57,-18.22,-1.89,21.52,226.21,3.93,6.61,16.59,-17.74,7.1,130.76,-38.87,-66.03,17.25,-7.18,-3.0,2.0
1.0,2.0,-245.45,131.51,7.06,-44.16,-3.96,-3.09,64.8,-105.51,24.23,-2.02,2.52,-13.12,-64.94,148.18,10.19,8.85,-124.16,-13.47,-5.56,1.0
2.0,1.0,15.27,-38.01,-1.58,-34.29,-40.85,-6.32,61.38,6.37,7.92,-16.6,-118.16,-40.75,-9.23,76.98,4.66,-31.97,29.3,42.79,-2.7,1.0
1.0,2.0,55.53,73.1,4.17,-147.15,-8.82,16.58,86.34,-97.19,4.94,11.69,25.68,4.25,0.37,3.36,-201.96,308.34,135.0,31.82,9.01,1.0
1.0,2.0,-117.95,-118.67,2.89,106.03,-35.82,2.04,10.01,-0.48,16.64,21.19,-27.64,-18.89,-58.02,-179.16,-66.84,-388.22,-65.24,-137.4,2.4,2.0
1.0,1.0,108.74,-205.52,-5.35,-35.92,55.35,-0.52,98.47,-135.24,16.79,-6.54,-62.9,-19.99,39.42,109.32,-151.19,-58.73,67.75,-44.39,-2.58,0.0
1.0,1.0,-84.75,243.48,6.35,-93.36,-46.72,-4.0,5.15,-51.35,59.92,-18.43,-9.04,18.72,-66.7,106.12,73.11,196.14,22.96,-28.76,6.27,1.0
1.0,1.0,-95.3,193.62,-6.84,-17.85,8.75,10.92,77.57,31.94,9.63,-13.26,25.64,2.43,5.82,135.19,-19.04,-205.72,-123.68,-68.8,-4.41,2.0
1.0,1.0,65.54,192.05,-1.37,-103.0,1.27,2.32,24.75,52.65,-43.88,12.13,-28.52,-14.64,27.09,6.79,-26.03,223.06,39.35,12.52,-1.91,2.0
1.0,1.0,-38.94,-190.56,5.35,133.17,-0.12,-14.15,39.25,30.61,-30.29,8.37,-35.33,0.95,11.14,-41.38,-9.32,-173.47,-17.13,-30.93,1.37,0.0
2.0,1.0,-129.78,63.19,4.28,89.6,81.18,-9.34,21.54,-113.61,30.36,-18.35,-15.06,9.56,-78.36,1.99,-127.51,-16.71,-20.85,47.11,-6.46,1.0
1.0,2.0,206.66,78.97,-7.31,-155.48,-25.85,-3.61,-14.8,376.55,53.7,-17.21,0.57,-5.5,-3.26,-83.97,165.31,-18.16,72.5,2.04,-3.77,2.0
1.0,1.0,-80.99,238.94,1.8,-88.23,86.89,0.53,-174.49,1.68,23.2,6.74,-63.07,-16.89,-92.92,51.93,77.32,134.25,-39.28,-5.01,5.65,1.0
1.0,1.0,134.86,118.96,-4.35,-202.7,-12.26,-0.82,124.02,73.64,52.02,3.27,-38.14,17.7,-4.21,28.39,149.27,324.66,65.71,89.32,-7.91,2.0
1.0,1.0,-179.7,244.51,4.75,-88.85,-33.94,3.62,-79.17,-187.21,37.64,-1.9,-55.85,-26.27,18.22,20.2,-100.87,262.4,-94.88,11.41,-0.31,1.0
1.0,1.0,-79.35,262.78,-6.34,1.9,-34.67,10.15,-55.21,-99.57,0.32,-7.84,-55.76,-12.81,10.15,-31.43,-70.62,-21.16,-85.24,-35.36,-10.31,2.0
2.0,1.0,-172.61,256.61,2.96,150.51,1.32,3.16,-104.38,-203.99,71.95,-15.04,29.93,17.61,9.38,-58.34,3.97,0.9,-13.22,44.15,-10.89,1.0
0.0,1.0,41.4,206.96,-5.37,15.85,0.07,-6.31,216.05,28.04,20.28,-8.7,20.85,31.33,-45.65,92.33,-34.11,64.66,-14.6,-9.3,-1.66,2.0
1.0,1.0,-122.15,347.87,1.19,161.5,33.28,-4.93,-153.45,-303.99,-5.19,5.32,25.04,0.91,8.24,4.74,116.29,106.35,38.93,15.01,-1.18,1.0
0.0,1.0,139.58,-126.51,-5.31,90.48,3.5,6.56,-71.14,3.66,-23.08,5.13,49.37,-1.56,75.51,-74.58,52.29,-9.83,21.12,-15.24,-5.27,0.0
2.0,1.0,-25.57,-120.16,-0.07,4.18,-0.61,-2.68,2.57,198.08,-28.17,-7.02,15.62,-3.8,104.4,-174.74,62.26,-296.41,-47.58,-38.14,-10.95,0.0
1.0,1.0,-107.18,54.63,3.57,118.51,11.7,0.17,45.61,-119.2,25.76,9.09,-21.57,27.16,-22.81,-72.41,-3.49,-2.72,-13.06,56.84,2.26,1.0
1.0,1.0,100.47,-274.05,1.53,-51.63,4.06,-10.81,-40.27,299.54,-35.75,-12.0,-60.57,-12.81,-9.46,30.55,-121.42,-225.04,8.45,-77.39,-7.19,0.0
1.0,1.0,-42.36,-191.74,5.87,60.32,15.54,7.22,123.57,45.35,-9.58,-8.59,-13.32,10.06,-93.18,9.12,17.46,-142.4,-29.67,-57.05,-2.85,0.0
0.0,1.0,65.38,12.29,-0.47,157.23,3.43,11.53,99.45,-37.93,-12.31,-1.9,-73.02,11.49,141.51,21.35,47.95,-57.1,50.54,-75.89,-11.88,2.0
1.0,1.0,-225.28,144.44,8.39,30.78,25.8,4.77,34.6,-332.96,44.32,-8.09,-64.68,22.86,4.09,-130.27,-31.88,128.93,-37.13,-12.77,5.56,1.0
2.0,2.0,-21.79,112.67,0.88,-160.82,-17.86,0.18,56.17,-131.27,25.4,-7.84,2.69,-2.41,59.62,102.75,-72.61,257.33,67.7,104.25,11.33,1.0
1.0,1.0,-4.26,-112.07,0.62,192.4,2.68,14.54,-141.81,-48.73,-34.77,12.87,-2.68,-5.14,-0.65,-66.43,161.95,-281.85,-0.07,-139.43,-8.53,2.0
0.0,1.0,149.04,-185.16,-3.22,186.7,5.75,3.91,18.99,14.91,39.48,-16.21,28.49,-27.52,25.25,16.75,-5.86,-25.32,30.03,0.7,-1.22,0.0
1.0,1.0,-74.71,295.24,1.27,29.57,-58.73,-1.78,-11.71,-251.96,30.77,12.04,-24.73,4.42,-43.35,172.56,73.63,217.61,25.92,-12.56,1.74,2.0
1.0,2.0,-49.26,86.67,-3.87,40.3,4.38,-1.49,56.86,17.59,-32.54,-4.57,49.0,-3.92,-12.13,-45.41,-23.67,-164.7,-74.94,-61.97,5.58,2.0
1.0,1.0,-60.29,33.4,-2.8,159.87,2.21,-5.49,46.36,-156.46,-40.41,7.56,72.66,-10.76,-132.75,108.92,-125.67,-172.89,-49.82,-83.03,1.21,2.0
1.0,1.0,-250.36,167.88,7.66,-154.17,10.67,-1.32,-42.82,-233.77,5.78,-2.96,11.59,-44.95,-35.63,100.96,-17.25,216.37,-135.04,-38.09,-1.35,1.0
1.0,1.0,-72.92,-271.26,5.8,97.93,-2.93,-2.21,2.67,-165.94,50.44,-27.1,-7.49,25.88,-31.55,-64.05,57.3,-132.6,-50.2,-112.26,-1.86,0.0
1.0,1.0,-11.91,74.38,-1.0,170.78,20.82,13.39,68.79,28.07,53.17,-8.96,-6.64,-43.37,-38.96,-58.34,83.46,62.34,-5.28,184.05,12.68,1.0
2.0,1.0,-189.88,324.51,1.83,147.01,36.99,7.9,54.21,-235.08,-18.23,8.97,46.75,44.59,-48.51,142.7,-19.74,-32.55,-27.77,-11.18,-4.42,1.0
1.0,1.0,-35.46,-248.01,4.07,87.03,-18.22,-3.68,-52.96,7.13,-13.42,20.2,-19.48,8.91,-1.94,-20.68,37.92,-203.05,-41.58,-75.17,2.75,0.0
1.0,0.0,101.72,282.34,-2.17,-108.64,-4.84,0.43,44.3,32.55,-27.64,-15.63,-92.66,-1.17,-122.66,142.27,-141.4,376.13,87.85,91.86,0.58,2.0
0.0,1.0,141.49,13.44,-2.2,144.24,-1.5,-4.62,-54.07,9.84,-61.39,14.56,7.81,-12.13,-22.43,-9.63,80.67,25.15,92.65,-28.58,-6.87,0.0
1.0,0.0,18.06,-165.99,-0.48,75.8,5.09,-2.9,-40.04,165.46,32.55,-0.7,-36.15,21.15,20.04,76.06,-85.85,-347.84,-47.17,-141.48,-12.42,2.0
1.0,1.0,-127.73,339.1,4.72,-139.41,44.13,-0.44,213.43,-228.65,18.11,-4.0,88.75,21.89,17.52,-38.75,154.58,345.34,27.54,33.85,-1.08,1.0
1.0,2.0,10.9,-149.5,-4.6,-1.4,-2.18,2.87,54.18,-239.73,25.16,19.01,-43.61,47.0,-31.62,-102.06,-193.41,-58.33,-9.6,-62.51,0.04,0.0
0.0,1.0,177.64,135.76,-5.38,12.91,-8.91,2.85,-35.73,499.02,10.89,17.37,55.51,-11.25,74.35,166.04,31.91,-127.77,18.19,-19.65,13.77,2.0
1.0,0.0,-166.77,464.8,0.39,-0.97,-1.39,1.29,76.35,-210.68,0.06,-11.97,-44.23,-49.69,37.85,-70.14,155.23,212.46,-60.08,-1.04,-0.77,1.0
1.0,1.0,97.38,-209.33,-3.18,48.49,7.19,2.74,-51.3,-192.91,4.95,-0.77,18.28,8.06,97.29,35.01,38.31,-106.92,97.73,-82.36,7.66,0.0
0.0,1.0,173.85,194.24,-2.57,90.83,-6.12,-10.42,-86.43,41.03,-9.15,-4.2,-47.33,-15.44,-33.43,-33.88,-24.21,233.38,117.26,14.49,-7.24,2.0
1.0,2.0,94.5,269.41,-5.33,-239.82,21.69,-3.44,-35.59,12.41,-8.47,4.2,-56.25,-35.9,203.34,-14.98,5.13,392.92,65.86,107.18,2.34,2.0
1.0,0.0,-74.61,110.95,8.74,-87.19,32.89,0.61,149.96,-319.56,6.07,18.83,-65.34,16.92,-19.02,-34.73,-58.38,476.04,58.53,61.99,5.9,1.0
1.0,1.0,-47.99,173.59,3.43,-121.55,41.78,-18.35,16.68,-194.24,24.86,-0.13,49.1,-41.2,73.76,-55.05,-25.23,348.83,65.6,98.48,-0.23,1.0
1.0,1.0,63.48,36.07,-2.02,-30.87,1.88,0.79,120.05,91.8,17.17,-0.35,-24.21,-3.69,-147.61,-17.03,35.56,-0.2,30.09,-8.19,1.06,2.0
0.0,0.0,1.7,410.46,-5.21,38.4,-27.21,4.12,158.13,-317.07,-63.96,11.12,-35.34,-18.79,1.39,-11.34,-7.25,419.11,18.45,49.12,9.39,2.0
0.0,0.0,66.87,-361.7,7.34,-14.83,-18.48,0.17,12.21,244.8,-11.19,-6.52,-59.85,10.17,-73.42,14.04,22.95,-98.98,-7.85,-46.1,-3.68,0.0
1.0,1.0,-43.8,-88.69,0.94,21.5,0.1,1.09,74.74,103.57,43.94,-5.83,56.77,-28.4,39.03,-39.51,39.45,-266.04,-34.3,-68.88,-4.02,0.0
2.0,1.0,-169.0,101.76,3.81,129.83,-46.17,14.04,-0.29,-24.31,37.02,16.48,-52.94,-8.72,-67.49,33.27,22.44,-254.3,-33.42,-16.98,-9.27,0.0
2.0,1.0,-17.48,-345.66,3.93,141.87,30.04,4.69,-2.82,229.36,13.73,0.51,3.24,-13.82,-21.78,-225.06,-80.81,-230.02,-40.24,158.94,-3.47,1.0
1.0,1.0,-58.48,-204.86,4.95,18.08,11.27,8.64,94.88,18.08,62.57,11.91,-124.37,-21.8,-45.77,11.79,-166.83,-199.48,-35.1,-90.58,5.21,0.0
1.0,1.0,-121.62,123.82,2.44,63.44,-7.73,-8.36,54.84,-71.05,-1.13,25.11,-17.66,24.5,-113.11,22.68,-46.1,40.14,-47.42,75.96,-3.36,1.0
1.0,1.0,94.79,-439.74,2.79,-74.09,-26.69,-9.86,-48.92,64.66,55.28,-23.92,-15.22,24.82,-157.09,-53.89,-99.96,-128.23,6.44,-115.82,10.73,0.0
1.0,1.0,161.99,-67.38,-5.92,13.01,5.4,-3.93,-5.28,68.11,-20.57,16.31,9.27,-23.51,11.83,-7.33,-197.17,-76.28,75.91,-54.75,-4.81,0.0
1.0,1.0,79.4,213.76,-2.41,-137.21,-24.86,-2.03,-57.82,-23.65,-7.37,-5.86,-60.4,-24.63,-58.72,-272.74,0.77,328.46,81.41,81.31,1.51,2.0
0.0,0.0,171.25,177.71,-10.2,80.41,-37.26,1.87,92.31,83.72,7.21,9.61,-6.85,-3.86,41.33,-201.55,-71.44,-80.91,55.71,-103.09,-2.99,0.0
1.0,1.0,-34.06,137.63,2.64,-183.25,24.47,4.34,90.46,-251.29,3.14,-17.98,-16.57,6.03,54.65,-98.14,-55.73,402.85,61.31,73.3,-2.59,1.0
1.0,1.0,77.7,-220.5,-5.07,69.1,7.57,0.81,33.83,-322.65,11.54,-4.6,-8.82,7.66,49.69,-100.9,-60.52,-136.25,80.06,-126.6,-3.76,0.0
1.0,2.0,149.06,154.67,-3.35,-290.05,15.08,13.93,-12.83,-75.81,61.11,9.4,-13.84,-26.87,-44.66,-25.84,-31.1,569.67,133.32,166.28,12.68,1.0
1.0,2.0,95.31,215.63,-1.77,-51.67,35.11,0.75,-49.96,65.46,-17.6,10.42,37.29,-31.19,-21.17,105.15,83.84,259.75,71.76,63.87,9.53,2.0
1.0,0.0,-125.59,243.33,-5.34,101.89,38.0,-1.25,-25.64,-385.76,2.65,-0.83,91.55,-19.83,-11.93,157.98,-27.0,35.78,-80.96,-71.25,13.19,2.0
1.0,1.0,-53.1,-245.12,3.4,174.62,-26.8,1.32,72.47,92.8,-43.37,1.46,101.13,50.68,-75.87,-30.79,-54.97,-495.1,-36.63,-162.59,3.41,2.0
1.0,1.0,-136.68,291.79,-1.3,21.33,-26.85,-7.37,-42.04,-238.8,16.47,-5.59,-7.43,28.93,31.22,217.39,-26.2,117.14,-49.66,11.31,-0.63,2.0
0.0,1.0,36.35,121.32,-5.09,106.66,-16.6,6.31,2.93,-48.31,-63.07,8.66,-24.58,3.68,-72.8,-36.89,-189.29,-12.11,-14.1,-35.04,-7.4,2.0
1.0,0.0,155.54,95.01,-4.01,-38.14,3.13,16.11,-11.96,268.31,2.26,-0.5,-19.79,30.01,60.98,-93.18,28.35,54.25,50.01,18.87,1.21,2.0
1.0,1.0,-167.77,172.21,4.52,77.25,35.39,-3.55,127.97,-211.34,-12.77,6.62,60.71,11.06,15.38,211.32,53.62,64.64,-33.96,21.72,10.16,1.0
1.0,1.0,-187.94,387.54,1.98,102.95,10.39,7.14,-85.53,-319.71,-36.32,-1.71,45.48,63.31,-27.55,-14.3,116.31,105.17,-24.87,-26.89,-0.24,1.0
1.0,2.0,134.18,92.01,-6.36,150.13,-21.93,-2.02,67.33,-124.21,12.08,12.61,60.94,10.75,90.25,-184.63,35.61,-163.38,136.72,-160.65,3.86,0.0
0.0,1.0,-59.85,390.56,-8.57,69.01,-18.6,2.21,-12.91,-347.16,-51.76,-9.69,31.79,-20.3,16.64,58.75,20.91,234.89,-54.74,14.39,6.38,2.0
1.0,0.0,-18.66,-274.02,-0.41,-52.42,-3.91,-1.2,-55.11,-10.0,7.24,15.41,-20.44,-69.62,-10.62,-8.48,-75.71,-230.78,-42.32,-79.95,-14.27,0.0
1.0,1.0,123.97,147.24,-4.68,-107.61,-0.39,8.63,85.75,214.27,-21.16,2.44,-91.41,-19.06,9.91,51.29,-60.16,134.23,35.33,49.17,8.5,2.0
1.0,0.0,3.5,-207.87,-1.97,-2.87,64.71,2.21,-73.08,-181.67,81.0,-8.05,116.69,37.17,-74.86,-42.69,72.98,48.95,-38.03,22.66,-2.61,0.0
0.0,1.0,13.26,245.25,-9.58,97.34,10.71,-3.64,89.03,-257.83,47.73,-3.45,176.57,7.29,0.77,18.61,0.36,174.18,-55.02,0.0,4.28,2.0
1.0,0.0,40.63,-104.02,-2.9,63.3,2.38,-5.79,-6.4,-189.63,-8.94,-18.93,-27.12,-15.89,96.92,-46.28,144.56,-90.01,47.83,-77.87,1.35,0.0
1.0,1.0,-46.95,-163.34,4.43,33.12,4.6,-1.45,-38.49,37.19,19.46,-3.6,-12.84,-2.65,0.44,-92.71,-137.99,-191.66,-36.11,-101.64,3.27,0.0
1.0,1.0,19.21,-269.16,2.51,126.45,12.33,4.53,-27.46,-10.73,22.62,12.46,0.4,8.63,51.05,-108.83,60.07,-154.16,1.07,-23.38,3.89,0.0
1.0,1.0,-158.28,190.14,3.26,2.08,6.09,0.75,-10.5,-216.76,-5.69,-6.19,47.39,11.79,110.16,-32.17,-13.99,142.91,-69.01,-4.96,-13.92,1.0
1.0,0.0,-109.28,314.76,0.43,178.44,-36.8,-1.77,-47.37,-291.99,-17.36,13.28,15.23,2.33,-5.32,-151.35,-153.1,83.89,31.17,15.3,-2.98,1.0
0.0,1.0,131.35,112.28,-1.2,-122.63,-37.9,-9.88,-3.55,95.12,4.1,-11.77,-67.14,-26.93,-42.79,63.61,149.18,284.07,70.46,35.4,-10.12,2.0
1.0,1.0,-118.16,-61.75,3.25,101.54,40.48,9.77,-30.0,159.6,-65.05,-0.84,-51.48,-17.82,-16.72,-20.2,54.36,-343.9,-89.85,-46.15,-10.39,0.0
2.0,0.0,-142.89,125.6,4.07,208.66,-8.67,3.46,85.3,-304.98,79.14,-3.84,35.43,-36.44,-31.66,78.58,43.78,-51.61,33.52,-3.29,9.93,1.0
1.0,1.0,8.21,-290.84,3.61,71.36,-33.72,-9.58,10.29,151.28,-0.7,2.03,-31.3,-30.14,-0.1,-12.8,60.08,-253.46,-34.54,-58.93,-2.85,0.0
0.0,0.0,108.02,255.58,-1.65,0.84,1.24,-8.93,66.64,188.05,-51.58,9.53,-90.11,-42.82,-88.23,-38.16,44.46,203.71,56.12,57.24,0.35,2.0
1.0,1.0,-101.65,141.02,-0.23,34.51,-17.29,3.23,8.67,-138.03,36.66,14.48,165.72,13.23,43.39,-152.91,-146.75,-8.3,-51.27,-32.4,1.35,2.0
1.0,1.0,-82.26,-210.33,-0.69,136.62,40.52,9.23,46.39,-85.51,105.88,8.03,21.17,-8.98,68.12,31.4,-243.54,-342.51,-91.98,-107.27,10.48,0.0
2.0,1.0,-100.89,288.43,4.77,-115.65,-46.39,-13.6,-57.69,-226.42,7.11,-1.03,4.16,18.42,46.56,1.89,121.63,300.39,83.32,65.33,5.68,1.0
1.0,1.0,-170.0,4.02,2.55,120.7,-31.39,-3.18,-133.01,-11.6,4.9,-10.32,38.62,25.14,63.57,34.5,-156.15,-331.46,-99.95,-85.56,-1.55,0.0
1.0,1.0,-165.01,135.21,7.62,-75.79,41.63,5.15,75.94,-312.13,33.68,2.35,6.82,-6.71,-63.96,79.98,-24.82,331.05,-3.86,76.85,-8.61,1.0
1.0,1.0,-224.03,287.87,4.78,10.8,17.02,-4.1,45.84,-180.56,36.85,-5.94,175.51,15.44,-26.75,-89.65,-94.21,91.76,-80.88,11.32,-11.35,1.0
1.0,1.0,127.94,125.09,-5.71,-78.53,-34.53,3.08,-40.37,275.09,-27.6,-0.62,60.69,14.98,35.58,-8.74,77.98,16.08,28.27,31.23,2.61,2.0
1.0,1.0,-136.87,-122.51,3.35,77.73,-42.22,0.73,64.79,-64.91,-15.74,0.69,-17.51,29.33,9.07,-27.58,87.31,-262.87,-81.3,-78.87,13.9,0.0
1.0,0.0,-118.33,243.38,4.38,-106.02,-9.72,7.76,22.33,-347.26,44.41,5.13,-23.53,7.73,-27.9,15.24,201.41,484.31,20.08,125.86,-1.79,1.0
1.0,1.0,-273.67,141.52,8.47,55.99,-44.49,-3.38,-68.55,-334.27,-18.71,-14.57,-16.74,29.79,59.59,5.75,107.44,37.76,-87.66,-51.31,0.5,1.0
1.0,1.0,5.9,-200.34,2.8,4.31,-13.79,4.04,-63.55,412.7,-18.73,12.89,15.27,-3.12,-57.92,-47.66,39.67,-359.3,-62.77,-48.0,0.92,0.0
1.0,1.0,62.53,63.95,-3.2,-28.3,25.48,5.05,-105.32,24.56,-17.96,7.82,-111.45,-35.93,-48.54,-44.64,12.74,89.98,33.09,46.64,-3.09,2.0
0.0,1.0,94.11,-86.7,-3.33,63.54,-1.61,-4.01,-150.82,34.34,0.78,2.73,-34.94,24.89,-23.31,-19.48,-47.32,45.99,-10.46,22.92,-2.86,0.0
