cat_0,cat_1,cat_2,cat_3,num_0,num_1,num_2,num_3,num_4,num_5,num_6,num_7,num_8,num_9,num_10,target
2.0,2.0,2.0,2.0,-195.33,103.44,-81.63,195.37,142.18,101.01,78.2,26.62,27.3,-37.67,47.14,1.0
1.0,2.0,1.0,1.0,65.81,-283.33,42.18,176.48,-41.15,31.89,67.72,17.51,-3.52,26.5,-28.9,1.0
2.0,2.0,2.0,1.0,99.66,30.74,-88.45,-245.74,1.35,-3.55,-61.84,11.2,1.11,30.6,-18.2,0.0
3.0,2.0,2.0,2.0,-114.68,205.25,0.05,41.13,23.44,14.5,-22.39,22.41,-20.36,-28.2,-34.37,1.0
2.0,3.0,2.0,1.0,4.99,38.65,-26.89,-44.78,-7.07,-40.52,40.69,48.23,-3.29,46.21,-35.03,0.0
1.0,2.0,2.0,1.0,103.19,74.33,8.19,-12.3,-31.87,-42.36,170.62,32.2,0.55,42.31,30.75,0.0
1.0,1.0,2.0,2.0,1.56,2.56,84.43,-48.37,5.77,-0.88,164.79,10.95,3.53,54.45,10.93,0.0
2.0,3.0,2.0,2.0,132.6,72.62,-12.08,42.11,-118.9,-26.0,32.83,15.55,-12.33,-1.22,-21.56,0.0
1.0,3.0,2.0,3.0,225.85,-143.22,9.71,-27.08,190.79,-231.56,205.69,18.38,13.8,-26.05,3.98,0.0
2.0,3.0,2.0,2.0,114.28,-15.67,64.6,-57.3,-93.92,10.5,24.6,8.83,-20.03,-41.92,-46.91,1.0
3.0,3.0,2.0,2.0,-154.0,213.97,-55.48,-63.41,55.75,-189.09,143.09,50.42,9.58,-87.96,28.67,0.0
3.0,2.0,2.0,2.0,-24.68,79.44,17.47,-61.55,42.33,88.2,13.91,3.83,-16.16,-58.03,11.78,1.0
2.0,2.0,2.0,1.0,-219.23,125.94,-60.13,-19.62,135.16,-12.97,151.7,37.66,-15.94,4.96,1.14,1.0
2.0,2.0,2.0,3.0,109.95,21.84,8.38,98.11,-80.72,112.18,128.43,4.82,11.51,-11.34,-86.29,1.0
3.0,3.0,2.0,2.0,-412.07,274.48,-6.38,-204.2,26.75,43.09,-64.95,83.62,5.04,9.3,-8.49,1.0
2.0,4.0,1.0,1.0,-137.82,146.51,-30.53,11.56,-6.89,-83.47,127.38,-4.96,-4.7,-60.87,-1.08,0.0
2.0,3.0,2.0,1.0,197.89,-37.5,17.63,4.46,85.42,-21.95,55.05,-14.32,-3.9,-76.89,-25.63,1.0
3.0,3.0,2.0,3.0,-300.8,220.91,7.4,48.41,122.71,103.58,5.89,45.26,1.32,-43.46,-74.64,1.0
3.0,3.0,3.0,2.0,173.12,261.05,8.72,-9.17,4.28,-41.69,63.09,59.74,4.63,14.15,33.14,0.0
2.0,3.0,3.0,1.0,159.13,-0.33,57.66,-19.08,-162.94,-15.69,92.85,72.37,16.07,67.59,-56.53,0.0
2.0,3.0,2.0,2.0,210.35,30.09,54.19,-38.14,10.13,-76.3,-135.59,-1.86,19.26,-2.7,-77.95,0.0
2.0,2.0,2.0,3.0,-164.63,35.85,31.26,231.38,-58.01,98.03,183.36,5.81,-17.61,-50.43,-55.12,1.0
3.0,2.0,2.0,2.0,34.39,69.47,13.86,13.82,-36.92,-87.73,-155.65,8.61,7.03,-13.52,49.65,0.0
1.0,2.0,2.0,2.0,81.26,-37.13,-33.8,-52.47,-22.35,14.31,63.7,11.57,2.96,42.42,74.51,1.0
2.0,2.0,2.0,2.0,-2.89,-252.11,33.39,-83.19,-60.78,53.43,31.95,38.08,13.27,4.85,-90.35,1.0
2.0,2.0,2.0,2.0,-17.57,110.75,34.1,174.59,14.63,-4.28,19.98,1.47,14.26,54.36,-72.81,0.0
2.0,2.0,2.0,3.0,170.28,36.42,5.99,44.87,33.16,-60.25,41.44,5.43,-8.48,-27.22,22.13,1.0
1.0,1.0,2.0,2.0,24.14,-51.76,-5.92,-143.1,-37.46,-76.62,122.03,12.91,-7.17,47.33,66.64,0.0
2.0,2.0,2.0,2.0,119.49,-54.34,13.69,-187.26,91.06,41.94,-11.82,49.13,-2.85,24.77,69.79,1.0
2.0,1.0,3.0,2.0,12.3,-44.65,10.82,-92.12,94.3,29.52,15.21,35.63,-3.76,-20.47,-20.68,0.0
3.0,2.0,3.0,2.0,134.82,-83.74,11.75,-52.98,-154.37,215.23,-80.88,31.02,-10.12,-50.54,37.73,1.0
2.0,3.0,2.0,1.0,60.84,155.87,53.0,-205.86,119.65,-62.08,93.86,38.11,-2.14,4.73,-14.33,0.0
1.0,1.0,1.0,1.0,-77.15,-70.15,25.31,-26.57,-3.53,130.57,178.49,-28.74,-9.35,-33.73,59.77,1.0
1.0,2.0,2.0,3.0,118.24,16.73,-41.45,70.47,-54.06,-123.53,30.36,-16.23,-5.96,63.2,20.03,1.0
1.0,2.0,2.0,2.0,143.96,-19.88,-41.49,-75.24,-202.91,41.88,65.51,6.43,25.61,65.21,42.91,1.0
2.0,2.0,2.0,2.0,-70.83,117.09,67.02,-104.14,136.31,15.42,-43.12,11.88,5.95,17.38,-73.54,0.0
3.0,2.0,2.0,1.0,-66.15,169.86,8.7,99.66,93.37,36.5,43.63,32.52,-10.07,-30.66,-6.19,1.0
2.0,2.0,3.0,2.0,198.86,110.29,12.51,181.1,34.04,-14.34,27.1,55.92,-5.63,91.18,-57.13,0.0
3.0,2.0,3.0,2.0,52.7,-226.95,-7.07,-6.14,-173.04,107.2,-165.11,43.56,14.49,-23.89,-0.63,1.0
3.0,3.0,2.0,1.0,-241.97,78.33,-73.91,-255.02,38.15,154.28,38.36,30.29,12.17,-66.33,-14.03,1.0
3.0,3.0,2.0,1.0,132.12,-20.49,-39.01,-45.1,209.83,13.75,-253.36,5.58,-18.25,-47.51,1.76,0.0
1.0,3.0,1.0,2.0,39.49,62.23,2.42,-129.25,108.09,-62.03,127.39,13.24,-11.18,23.46,42.16,0.0
2.0,3.0,2.0,1.0,63.39,-189.06,35.39,-19.94,18.66,160.53,47.9,41.4,-2.74,16.28,43.75,1.0
1.0,1.0,2.0,2.0,-16.34,-5.25,-11.59,-59.56,-88.1,-18.78,64.21,3.99,-10.33,47.09,2.78,0.0
2.0,2.0,2.0,1.0,62.48,-177.67,20.98,71.35,-15.6,115.68,35.28,44.01,9.9,-45.03,106.15,1.0
3.0,2.0,2.0,2.0,-53.92,61.27,33.02,139.12,-133.99,104.9,50.02,29.84,-12.64,-47.79,63.94,1.0
0.0,1.0,0.0,1.0,-337.24,104.05,-20.27,115.87,-13.47,77.32,200.2,-42.09,23.25,76.45,23.44,0.0
1.0,2.0,1.0,1.0,82.46,-66.05,-32.08,-210.55,-237.79,-39.5,92.64,5.38,-39.69,117.39,27.15,1.0
1.0,1.0,2.0,2.0,-44.97,104.07,-12.59,-202.82,53.86,-66.3,23.56,-6.56,3.54,42.25,3.81,0.0
2.0,1.0,2.0,2.0,-67.0,118.77,-35.54,-79.16,-18.98,43.64,119.9,-14.75,13.45,-11.26,-8.15,1.0
2.0,3.0,1.0,1.0,79.97,3.32,-49.88,123.93,127.72,-25.82,-93.91,-11.83,15.88,-25.8,-1.13,0.0
2.0,2.0,2.0,2.0,92.12,220.48,-2.88,8.78,-36.11,-98.47,-67.27,-20.09,-7.53,6.36,7.46,0.0
2.0,1.0,2.0,2.0,-31.15,-130.19,-8.37,-82.31,119.18,-15.56,-8.72,-11.3,1.7,-40.47,-63.91,0.0
2.0,2.0,2.0,2.0,-46.99,242.95,96.26,235.88,178.68,-34.87,58.19,-0.72,-2.98,-0.22,42.37,1.0
2.0,2.0,3.0,3.0,33.35,282.89,-5.7,51.79,76.0,-122.26,95.78,70.37,5.18,45.42,106.38,0.0
2.0,3.0,2.0,3.0,-7.1,-188.42,-80.0,94.78,7.35,30.0,19.59,43.11,6.6,-24.09,-6.12,1.0
0.0,2.0,1.0,2.0,81.82,12.79,-7.56,4.96,41.87,-1.84,160.56,-12.76,1.1,107.17,20.52,1.0
2.0,1.0,2.0,3.0,-40.6,98.22,-11.48,-181.09,-41.37,130.31,152.47,-13.65,1.67,-57.97,-77.87,1.0
0.0,1.0,1.0,2.0,109.41,70.37,-24.62,46.57,-9.71,-2.35,213.01,-30.06,22.16,111.19,11.17,1.0
2.0,2.0,2.0,1.0,57.06,-136.28,26.84,-21.49,41.2,41.82,67.43,10.25,17.66,-30.53,1.48,1.0
2.0,1.0,2.0,2.0,227.09,151.95,-8.21,136.56,58.66,207.47,22.46,10.48,5.71,84.42,-35.96,1.0
3.0,3.0,2.0,2.0,173.99,95.56,-41.7,3.32,-23.32,-27.31,-90.81,13.31,3.5,-16.16,51.14,1.0
2.0,3.0,2.0,3.0,-107.64,-20.25,28.59,-30.56,106.76,18.03,53.4,29.56,-16.41,-7.71,13.04,1.0
2.0,2.0,2.0,2.0,-31.31,176.02,28.21,26.83,40.42,8.88,28.9,-11.27,-7.09,-18.87,54.52,1.0
2.0,3.0,2.0,0.0,90.59,-95.99,10.41,47.6,64.47,114.76,11.36,35.0,-9.18,-10.82,-21.68,1.0
3.0,2.0,2.0,2.0,-140.06,147.23,8.39,63.81,30.2,-148.32,-45.17,26.74,-3.24,-37.24,-9.84,0.0
2.0,2.0,2.0,3.0,212.86,-69.01,-36.75,-52.2,-9.92,-189.12,53.44,35.34,-3.41,20.17,-66.26,0.0
3.0,2.0,2.0,1.0,83.53,160.66,58.57,260.06,-23.05,26.08,17.54,-3.31,4.97,-62.95,64.71,1.0
2.0,2.0,2.0,2.0,36.35,115.22,-11.92,-82.89,12.11,-35.48,8.05,-9.81,4.66,4.16,-4.71,0.0
1.0,2.0,1.0,3.0,90.6,21.39,9.51,-24.69,-3.31,-49.77,215.13,-7.8,9.03,29.64,38.15,1.0
3.0,2.0,2.0,1.0,100.04,-67.22,-4.01,62.15,-37.53,-44.48,-284.95,-29.05,-5.9,-25.82,-38.96,0.0
2.0,3.0,2.0,3.0,110.86,-197.57,-27.06,189.17,-176.14,7.85,14.57,40.95,30.05,-4.06,63.7,1.0
3.0,2.0,3.0,1.0,0.92,-122.11,68.13,-108.55,44.23,258.07,-146.69,43.45,20.29,-16.69,-64.4,1.0
2.0,2.0,3.0,2.0,202.07,-66.58,25.86,71.48,26.92,-17.9,93.65,74.63,-11.56,78.22,21.12,0.0
2.0,2.0,1.0,1.0,-58.49,-98.81,44.53,-49.54,-31.85,235.99,-52.04,-18.8,-3.89,-68.04,11.35,1.0
1.0,2.0,1.0,3.0,34.13,-211.83,-51.16,-117.54,-35.68,-20.09,-28.44,-6.3,26.71,118.06,14.43,1.0
3.0,4.0,2.0,2.0,72.55,172.97,35.78,-50.99,-84.76,-73.01,-115.88,40.36,13.95,-51.79,-6.53,0.0
3.0,3.0,1.0,2.0,40.0,145.54,-81.35,109.44,-25.99,-102.02,-181.44,-8.4,15.03,-16.8,26.0,0.0
1.0,2.0,2.0,2.0,88.3,-170.95,28.49,33.04,-81.3,48.56,18.86,22.51,-0.59,94.42,-72.56,1.0
2.0,2.0,1.0,2.0,-200.48,91.25,-66.67,14.87,35.64,151.84,31.83,-4.44,19.68,-13.64,-6.2,1.0
1.0,2.0,1.0,2.0,25.76,-210.85,4.6,61.34,117.4,-12.28,36.56,-2.8,-9.17,34.07,-120.43,1.0
1.0,2.0,2.0,3.0,57.38,-76.41,-34.29,-7.61,-105.42,-113.87,66.2,15.8,0.28,28.47,-9.64,0.0
2.0,2.0,2.0,1.0,293.6,-62.73,-11.0,8.75,-98.25,-183.67,39.52,12.05,3.94,-24.39,50.36,0.0
2.0,3.0,3.0,2.0,181.27,201.58,63.78,228.72,129.58,79.36,19.72,50.12,-12.45,65.63,-56.46,1.0
2.0,3.0,2.0,1.0,195.88,46.5,-18.87,-55.82,-1.38,-121.73,17.6,31.92,-0.89,2.04,12.0,0.0
2.0,3.0,2.0,2.0,113.9,-96.27,-51.59,-89.47,-30.24,140.53,2.81,31.34,-11.05,7.19,81.88,1.0
1.0,2.0,1.0,2.0,80.29,-175.76,69.99,-148.32,-130.7,-25.52,67.12,-7.77,4.75,55.93,-27.12,1.0
0.0,3.0,0.0,3.0,109.99,-2.47,10.48,57.57,-128.61,-54.98,119.46,-37.73,-18.46,87.26,44.68,1.0
2.0,1.0,2.0,2.0,138.64,10.18,-16.25,-44.64,14.67,-116.29,128.61,14.07,10.22,2.81,-45.23,0.0
2.0,2.0,2.0,1.0,135.05,171.74,87.11,109.25,-54.45,-17.6,-0.87,27.68,-2.59,31.5,-53.99,0.0
3.0,3.0,2.0,1.0,-170.2,169.21,18.36,-34.94,-116.19,-147.86,-135.68,39.12,-6.1,-77.6,-9.7,0.0
1.0,1.0,2.0,3.0,101.59,33.68,71.16,-3.68,-115.87,-33.89,193.08,-8.81,-24.78,-30.96,62.79,1.0
2.0,2.0,3.0,2.0,91.21,-110.57,49.48,-7.52,30.18,168.79,65.93,61.02,3.67,2.74,-1.09,1.0
4.0,3.0,3.0,1.0,-28.33,176.93,-18.51,9.55,134.16,-192.88,-244.05,40.85,9.77,-107.65,11.39,0.0
2.0,2.0,2.0,2.0,-137.62,233.46,-94.29,51.82,8.15,-64.67,83.46,42.42,2.83,-3.74,-2.04,1.0
2.0,3.0,2.0,2.0,136.74,-32.46,-49.06,23.66,44.94,-124.2,91.34,41.27,10.85,34.35,-21.57,0.0
2.0,3.0,2.0,2.0,18.25,6.83,44.42,114.92,-0.72,-19.14,25.36,18.92,14.64,-41.14,29.39,1.0
3.0,2.0,3.0,2.0,-23.82,241.02,-14.59,-110.8,-26.27,58.07,-36.76,33.93,-18.51,-52.35,79.2,1.0
2.0,2.0,2.0,3.0,57.39,-11.03,-26.74,31.09,72.85,-38.22,-189.69,-11.61,3.42,2.77,29.94,0.0
3.0,3.0,2.0,1.0,47.91,89.47,-16.04,-40.53,71.59,-78.75,15.53,23.2,-1.57,-51.37,-62.83,0.0
2.0,0.0,3.0,2.0,131.5,153.92,21.99,-155.54,-0.23,83.94,-33.06,-3.8,6.29,106.7,112.11,0.0
2.0,2.0,2.0,1.0,-45.5,171.39,-60.46,-64.55,-51.11,1.24,73.87,19.57,-2.01,-22.8,4.77,1.0
3.0,2.0,3.0,2.0,-99.63,150.9,-36.85,39.08,12.92,-82.23,-278.12,20.34,1.09,-1.98,12.17,0.0
2.0,2.0,2.0,2.0,-180.21,173.29,35.15,103.0,43.9,20.43,83.01,26.72,4.65,10.03,47.34,1.0
2.0,3.0,2.0,1.0,185.24,127.59,92.12,22.39,-40.5,-95.35,30.63,18.51,10.34,-21.22,13.58,0.0
4.0,2.0,3.0,1.0,-178.51,334.7,-34.33,49.25,-213.59,-220.38,-171.47,64.92,-18.2,-58.65,-68.97,0.0
2.0,3.0,2.0,2.0,113.34,112.56,23.69,-123.12,186.91,-70.53,15.54,28.13,-5.8,15.27,-54.62,0.0
2.0,2.0,2.0,3.0,186.35,42.03,-27.72,83.4,-59.29,-142.97,31.64,13.29,8.28,44.72,-16.54,0.0
3.0,3.0,3.0,3.0,-280.21,336.62,-7.4,188.62,-122.17,33.7,-91.64,70.42,-14.78,-4.08,-32.95,1.0
2.0,1.0,3.0,2.0,152.73,188.07,-39.1,-72.39,-70.94,202.36,61.6,16.0,-4.36,8.48,-111.86,1.0
1.0,2.0,2.0,2.0,-65.51,-92.29,-13.32,-38.95,102.94,-58.82,190.25,43.06,8.4,40.11,-33.57,0.0
2.0,3.0,2.0,2.0,-112.99,171.4,-2.65,113.98,-82.01,-92.8,-13.63,14.79,-8.78,-20.69,29.66,0.0
2.0,2.0,2.0,2.0,144.58,-59.77,-48.56,-96.81,67.39,-202.37,80.51,2.2,38.3,-39.99,1.62,0.0
3.0,1.0,2.0,2.0,-301.42,216.09,-15.96,-34.18,-10.78,-68.78,-146.73,27.53,-12.82,-15.31,132.62,0.0
1.0,1.0,2.0,2.0,-64.06,131.05,-80.11,165.65,-21.74,-3.15,62.75,-6.99,-28.92,46.72,108.62,0.0
1.0,3.0,1.0,2.0,155.48,13.61,24.25,-40.47,143.72,-49.92,-53.93,-13.67,25.28,99.73,-57.86,1.0
2.0,2.0,2.0,3.0,-185.11,185.56,26.13,115.35,-116.08,-57.1,150.92,13.58,8.4,6.25,16.03,1.0
