cat_0,cat_1,cat_2,num_0,num_1,num_2,num_3,num_4,num_5,num_6,num_7,num_8,num_9,num_10,num_11,num_12,num_13,num_14,num_15,num_16,num_17,num_18,num_19,num_20,num_21,num_22,target
1.0,1.0,1.0,-19.28,-160.58,-21.52,36.83,58.88,-6.51,-90.91,-20.86,38.64,-49.91,-25.85,-31.51,254.36,-13.88,118.64,-267.52,31.84,-29.78,-28.23,5.44,-82.2,-3.07,51.44,0.0
0.0,1.0,1.0,-21.52,134.38,155.08,-68.09,-5.43,-12.7,-1.86,8.93,-41.89,-9.76,-67.45,11.61,-508.51,-23.67,-80.81,-165.62,-125.28,-6.02,13.15,4.38,-149.01,-0.2,212.2,1.0
1.0,1.0,1.0,-4.71,-43.17,-92.81,86.18,21.75,5.23,-147.28,-15.29,-25.36,-70.35,-108.64,0.65,290.57,-2.18,72.23,-81.79,113.17,53.93,-95.87,25.8,-125.82,2.27,144.72,0.0
1.0,0.0,1.0,60.18,-37.33,37.51,-99.48,17.61,23.07,-12.24,11.34,0.29,48.84,75.75,8.29,-527.92,0.47,106.99,48.68,-156.62,141.5,10.79,2.84,147.16,-9.37,2.64,1.0
1.0,1.0,1.0,-15.97,127.53,6.76,-28.27,-0.75,5.22,89.67,-5.38,25.2,21.84,-14.89,1.25,-393.92,-11.4,-136.03,-53.06,-151.32,-131.67,55.31,-2.68,76.07,-4.13,-101.94,1.0
1.0,1.0,1.0,-17.08,-45.93,64.84,45.05,-58.38,-23.32,45.58,-9.84,-153.43,22.16,-117.64,-17.27,64.5,-10.13,21.02,-200.74,34.33,-108.09,82.34,-4.69,-51.24,-14.41,-28.4,0.0
1.0,0.0,1.0,17.7,-178.71,-17.36,9.16,116.6,30.03,-93.59,19.86,-16.15,34.79,28.29,-3.74,96.86,20.78,0.38,147.37,-56.87,18.65,-58.33,14.89,88.77,-12.88,-32.22,1.0
1.0,0.0,2.0,22.49,-193.34,3.36,21.39,100.96,23.51,-140.97,17.99,-34.83,9.4,56.14,-23.01,228.82,24.64,68.48,189.18,-26.94,-159.03,-41.85,5.24,116.05,2.49,-148.45,1.0
1.0,1.0,1.0,-16.54,-194.54,-37.04,26.81,-124.03,-3.32,21.25,-32.79,18.13,47.77,-39.24,4.68,305.03,1.47,67.58,-254.47,105.15,8.13,16.12,24.71,174.3,-7.38,92.86,0.0
0.0,1.0,1.0,-30.66,330.09,-3.8,-19.81,23.44,-23.89,-110.25,6.13,77.08,46.71,-30.97,-17.81,-385.54,-27.18,14.27,126.68,-180.86,51.66,35.99,-2.18,-5.57,11.18,32.86,1.0
1.0,1.0,2.0,-17.91,-53.62,-149.72,14.83,-27.58,-13.3,15.42,-10.27,1.99,-0.76,-17.97,6.45,81.76,-19.83,84.78,-76.95,-52.42,-111.31,-45.16,-9.61,59.02,-4.78,-44.51,0.0
0.0,1.0,2.0,-3.4,-91.99,39.51,13.89,-21.38,13.46,0.14,-11.61,-118.29,-1.26,-15.46,16.71,-40.27,-2.8,70.25,-159.61,-75.11,-46.43,19.51,-11.97,103.97,5.91,82.66,1.0
1.0,0.0,1.0,32.62,-128.03,31.83,-15.79,-1.24,-3.92,-25.69,0.04,56.37,-29.34,36.02,2.17,-43.68,8.71,85.21,128.42,,-69.11,32.07,-4.26,-33.86,-3.76,-47.93,1.0
1.0,1.0,1.0,27.49,-118.68,-20.95,-41.88,-44.06,13.29,22.37,-14.26,199.3,-24.16,61.5,11.09,-135.76,-6.9,72.11,149.65,-139.87,-38.79,77.8,-1.8,-100.6,-9.98,35.64,1.0
2.0,0.0,2.0,-23.6,-89.27,35.55,-83.32,-97.39,-5.1,-36.76,-32.41,-4.89,-57.67,-39.41,-2.92,-299.26,6.9,60.03,-345.79,-64.64,90.35,-81.31,-17.27,118.06,1.35,-118.28,0.0
1.0,1.0,1.0,1.53,168.36,-80.59,-37.27,-19.9,6.96,58.19,7.59,20.12,28.13,-102.87,-3.39,-397.3,-5.73,-49.8,81.22,-56.26,34.42,85.36,-43.93,52.15,-3.92,187.29,1.0
1.0,0.0,2.0,-22.73,-23.32,54.64,5.98,62.92,2.27,108.64,-31.11,18.69,13.91,-168.81,-4.19,-330.61,15.81,-133.88,-58.26,-135.9,-51.86,-2.1,-1.04,-27.59,-12.9,48.58,0.0
0.0,0.0,1.0,32.14,-70.79,-2.35,-38.7,-44.06,2.35,-37.07,-10.08,-35.55,-5.47,93.54,7.34,-19.57,0.59,134.94,131.2,-46.07,98.85,-27.06,-9.41,-124.83,-5.49,141.23,0.0
1.0,1.0,1.0,11.76,66.25,-7.24,-133.65,-171.2,-4.8,13.28,12.79,8.52,-27.12,13.2,7.44,-569.83,1.55,-21.86,-99.47,-78.27,-161.0,-9.14,-15.78,-43.92,-1.97,-126.58,1.0
2.0,2.0,2.0,-22.27,-4.95,89.63,41.8,16.17,-10.04,89.89,-4.79,-4.92,6.74,-51.76,-15.34,324.2,-24.97,37.56,-1.83,103.38,73.08,-30.36,-7.71,14.49,0.5,-72.08,0.0
1.0,0.0,1.0,-44.07,1.82,31.42,28.2,-40.19,-15.61,-49.24,4.3,110.23,-40.62,-142.69,17.01,-182.76,7.49,-57.89,-146.0,-133.13,-25.66,-76.88,21.89,137.55,-5.95,-25.49,0.0
0.0,1.0,1.0,-17.03,-30.89,19.7,40.28,-41.82,-3.15,0.17,-0.71,-53.72,64.0,-4.91,-6.32,335.82,-25.8,97.37,-15.29,66.29,-132.37,112.12,11.09,15.09,-21.87,274.32,0.0
0.0,0.0,1.0,72.11,-96.55,-14.47,-46.13,-121.15,-20.57,26.6,-5.72,62.85,-59.36,100.81,11.06,-438.65,32.71,-2.32,10.18,-133.9,126.74,-116.88,20.12,-85.35,-6.46,-15.43,1.0
2.0,1.0,1.0,-30.39,-33.46,99.08,-31.72,-1.8,12.02,-34.01,4.18,48.61,39.29,1.23,-4.05,105.51,-17.91,-63.96,-82.85,47.41,32.06,100.77,1.56,14.71,1.23,177.84,0.0
1.0,2.0,1.0,-26.41,-26.18,49.28,48.76,-68.38,0.02,-8.68,-10.17,-20.67,93.31,-117.92,-19.96,308.27,-11.93,-58.83,-141.38,188.84,-166.03,-7.33,-10.63,-4.43,-0.63,-2.06,0.0
0.0,0.0,1.0,44.03,-66.68,122.67,-29.03,-23.4,10.5,114.67,4.55,90.82,29.06,9.67,-3.49,-233.71,31.81,-29.08,56.52,-20.44,79.42,-55.95,-20.47,-42.14,11.21,237.76,1.0
1.0,0.0,1.0,19.17,-64.71,17.44,8.34,67.3,-13.88,56.2,-4.07,86.74,-83.6,-10.55,-18.66,-135.01,26.31,41.9,110.03,-113.04,-15.67,49.91,-4.08,126.07,0.11,-19.22,0.0
1.0,2.0,2.0,-23.31,-51.93,-20.59,63.26,-57.54,-40.94,-70.77,10.6,-124.56,-33.19,39.44,-4.85,634.75,-35.41,132.06,6.88,153.42,44.6,1.26,-2.37,-20.4,4.39,22.53,0.0
0.0,1.0,1.0,-1.49,79.67,68.96,-23.79,286.09,-5.55,88.72,-15.25,14.53,35.41,103.88,-23.33,-178.75,-19.01,139.38,52.73,-195.06,-59.56,-40.54,10.52,97.41,-0.79,-312.82,1.0
1.0,0.0,1.0,-36.03,-137.35,21.98,40.58,31.49,-6.19,-0.5,3.26,-101.05,25.76,-76.08,-13.86,-37.04,0.74,12.88,-227.57,-157.8,189.35,-177.61,-36.03,67.68,-4.68,221.4,0.0
0.0,1.0,1.0,-31.26,-91.37,-57.29,-51.4,5.25,44.68,-27.09,-5.17,33.53,-38.27,41.5,9.05,86.24,-9.48,-69.07,-119.92,18.46,152.19,-52.98,-0.7,-115.39,0.57,150.43,0.0
1.0,1.0,1.0,4.35,-145.25,-22.22,146.42,35.35,-21.34,-41.14,-3.43,-122.75,-21.26,-23.95,13.34,351.6,9.16,4.37,-24.24,-38.29,-128.27,-43.88,24.48,18.99,-13.08,19.8,0.0
0.0,2.0,1.0,-51.98,-19.17,-105.58,30.21,-36.63,3.29,-74.58,5.0,-7.66,-86.98,-145.16,-18.69,256.02,-34.34,-73.96,-128.82,111.52,37.58,33.5,32.14,-101.18,5.96,-41.92,0.0
1.0,1.0,1.0,-31.16,-14.67,-77.09,-12.95,-158.21,9.03,228.43,2.45,-27.38,-1.6,-29.32,-3.2,-162.49,-11.66,-17.31,-160.02,-127.83,-30.75,-83.92,0.38,-15.92,3.24,-46.04,1.0
1.0,0.0,2.0,-33.34,-166.91,81.37,46.72,99.6,0.18,-244.23,17.97,-92.25,11.5,-133.72,-0.88,-231.94,8.86,-115.24,-85.97,-283.11,-43.48,34.24,-11.54,14.91,3.79,-88.68,0.0
1.0,1.0,2.0,-26.2,-131.49,20.74,4.28,-106.15,-28.19,-105.26,-5.09,51.51,72.88,-48.02,-27.19,202.99,-6.55,3.17,-164.64,65.89,77.01,8.46,10.44,-190.01,1.75,29.84,0.0
1.0,1.0,1.0,18.27,-68.55,-78.71,-52.69,128.4,0.71,-107.07,-2.63,-61.66,67.2,-22.32,11.74,-3.36,-22.27,193.07,175.66,-11.44,49.88,85.34,15.87,-184.15,2.95,27.57,1.0
1.0,1.0,1.0,0.66,38.48,-131.61,-44.13,-119.49,-4.06,-16.24,7.83,108.01,-31.54,-48.01,6.15,-539.52,0.83,-191.27,-63.54,-180.74,-81.91,-10.21,-1.0,168.82,-0.25,20.99,1.0
1.0,1.0,1.0,-14.92,81.33,-70.59,29.6,36.19,8.61,-22.04,-6.65,55.12,67.99,-49.12,-23.38,-14.07,5.78,-46.82,-17.76,5.08,37.0,75.11,-21.07,128.06,-8.88,-14.79,0.0
1.0,0.0,1.0,-38.48,42.56,-15.46,-27.49,53.92,-10.37,24.85,15.08,-93.58,-22.6,69.02,2.25,-104.68,0.8,-32.69,11.31,-167.41,-44.12,-58.85,39.97,-48.65,-10.08,128.24,1.0
1.0,1.0,0.0,-31.2,-185.5,38.02,-26.32,-7.19,15.46,78.8,-6.63,-2.72,-13.61,-53.87,-12.48,22.53,-10.45,31.04,-273.45,-30.71,-80.45,-94.09,16.52,-60.34,1.13,72.34,0.0
0.0,1.0,2.0,-17.59,-80.19,49.17,76.83,36.58,12.44,-103.92,-10.68,28.21,-9.7,7.06,12.77,693.19,-28.74,171.61,74.53,169.44,90.3,52.44,-11.07,25.7,1.14,39.84,0.0
2.0,0.0,1.0,-57.89,20.85,-150.03,-26.66,114.9,58.25,94.36,-4.8,149.27,67.55,-102.08,9.12,-86.37,18.58,-131.31,-276.46,42.19,-70.27,13.95,-4.1,21.51,-6.66,-40.73,0.0
1.0,1.0,0.0,-40.91,56.47,-42.26,-7.02,97.86,-25.92,70.6,10.62,-30.94,-34.85,-7.97,11.09,5.42,-13.43,-30.76,-128.59,-26.54,10.49,-101.96,7.03,-17.56,3.84,47.6,1.0
1.0,1.0,1.0,-9.17,-3.74,-16.64,0.5,-2.71,19.59,99.23,-10.84,-21.1,1.94,-35.14,16.52,-209.4,7.55,-68.28,-198.27,-64.46,165.73,-26.53,-10.44,32.47,-3.21,-86.78,0.0
1.0,1.0,2.0,-2.12,-79.72,0.14,121.36,69.2,-21.29,23.39,-0.52,-81.05,91.3,-137.87,-8.07,506.82,-14.39,191.0,-69.92,172.31,-74.92,64.97,25.75,-33.31,1.78,133.68,0.0
1.0,1.0,1.0,-39.32,140.85,8.7,-59.72,-66.56,14.35,-83.49,11.57,-98.38,59.38,-60.99,-13.13,-387.72,-32.11,6.06,-202.81,-124.33,-36.72,-48.51,-19.07,-116.46,2.24,31.53,1.0
0.0,2.0,1.0,-20.13,172.69,1.71,-56.96,-155.34,-9.76,46.5,-0.26,1.0,-58.21,-23.07,-2.24,-489.47,-18.64,-154.7,-106.43,-132.97,119.45,-8.72,-11.1,-86.08,0.08,-11.87,1.0
1.0,1.0,1.0,25.41,-42.65,104.35,-111.34,107.83,6.84,57.2,-0.61,-2.71,34.98,147.51,-6.35,-299.82,-9.3,103.45,-16.43,-119.71,-14.18,-103.78,-11.82,20.96,8.98,-19.62,1.0
1.0,1.0,1.0,-23.3,251.69,95.35,-73.85,17.16,-10.96,-68.59,-16.73,10.03,-20.67,-55.06,0.46,-547.09,-20.48,-45.98,27.37,-158.17,-95.36,91.33,-16.43,-35.96,-0.32,-85.59,1.0
1.0,1.0,1.0,-6.48,20.51,67.89,-39.56,48.05,-7.59,-52.31,3.92,113.01,-17.12,60.78,-13.37,-194.34,-39.16,136.71,120.27,-236.78,-31.38,101.44,-10.08,104.22,2.84,-141.23,1.0
0.0,1.0,1.0,-14.75,5.02,2.19,-109.56,138.12,-2.27,51.74,-9.29,58.73,55.47,-3.55,-5.35,-678.75,13.62,-335.82,-160.99,-189.74,-31.33,-4.78,-2.64,-5.22,-6.93,-77.75,1.0
1.0,1.0,1.0,-19.72,-127.9,59.9,-87.82,139.21,18.96,-8.91,-22.95,26.98,-58.04,-111.09,5.02,-463.35,-6.83,-85.54,-355.28,-102.37,-21.23,-65.05,-12.83,-104.27,-3.87,101.53,1.0
1.0,1.0,1.0,-24.71,-23.35,-92.78,62.13,-5.37,-16.71,-75.4,-10.65,-19.9,-8.33,-50.12,10.72,47.69,4.97,-51.26,-53.44,-86.72,-64.87,20.07,17.44,-60.48,-2.74,19.74,0.0
1.0,1.0,2.0,12.41,3.77,57.38,124.38,-24.02,-20.87,-130.29,13.16,20.43,-3.51,-127.11,0.31,208.15,-6.26,149.6,-184.58,94.29,-123.89,-27.23,-19.95,88.59,1.18,17.71,0.0
