cat_0,cat_1,cat_2,num_0,num_1,num_2,num_3,num_4,num_5,num_6,num_7,num_8,num_9,num_10,num_11,num_12,num_13,num_14,num_15,num_16,num_17,num_18,target
2.0,2.0,1.0,-204.98,97.78,-25.27,232.25,74.81,18.53,24.36,2.13,-35.53,2.68,-11.63,-97.68,-38.96,6.92,166.65,-60.66,-29.79,88.04,168.99,1.0
1.0,2.0,1.0,277.63,268.9,-28.16,-207.1,-16.87,11.41,66.59,-4.22,18.71,17.18,-74.31,-15.83,-53.39,0.87,-182.6,-27.47,47.55,-96.66,165.9,1.0
3.0,0.0,1.0,32.29,23.48,-54.05,-31.06,-16.08,-5.42,-50.17,-0.81,32.29,28.85,-32.88,48.4,-25.65,4.42,79.11,6.66,29.45,19.95,-91.2,1.0
2.0,2.0,1.0,127.36,-77.91,-73.8,-295.94,102.01,12.64,84.17,-1.19,81.81,-5.46,27.44,-0.86,-3.73,3.8,61.58,58.04,3.15,79.57,-222.71,0.0
2.0,1.0,2.0,-94.5,73.54,-6.55,562.68,-28.18,-16.53,-17.41,-8.78,-32.49,25.86,-342.24,13.3,28.55,-7.27,-95.96,99.42,68.25,173.81,-221.58,1.0
2.0,2.0,3.0,-122.83,3.85,-41.95,36.19,120.0,19.29,192.87,5.48,-58.13,-18.09,41.3,49.06,-30.15,-1.54,52.07,-4.54,-9.64,58.88,76.71,1.0
1.0,2.0,3.0,-52.22,82.91,-40.29,-96.69,4.29,2.52,49.95,-1.3,107.43,51.91,139.61,85.76,35.31,3.99,13.63,1.45,-2.25,-65.6,64.49,2.0
1.0,1.0,3.0,-136.27,47.6,-124.56,173.59,21.31,-13.83,-14.4,2.32,-203.95,72.89,-199.68,6.83,-13.16,-1.19,75.69,52.58,41.46,202.01,333.07,1.0
1.0,3.0,2.0,89.78,254.57,-6.33,606.66,-28.0,-11.76,10.09,-0.78,21.11,61.44,-597.76,-38.26,37.95,1.52,-13.51,-32.3,10.39,318.24,-127.3,1.0
2.0,1.0,1.0,-189.38,5.36,-39.3,77.53,-59.69,37.55,-138.45,-3.1,32.75,68.94,40.61,-33.54,67.77,9.02,-42.78,64.08,42.94,183.39,44.08,1.0
3.0,2.0,2.0,-27.04,-116.65,25.15,-84.41,-37.33,20.08,31.1,7.72,-39.94,21.71,103.34,-28.2,47.76,3.15,8.06,140.31,-18.83,-14.42,-94.87,0.0
2.0,1.0,3.0,119.85,92.59,-53.54,-145.77,100.61,18.07,22.78,12.48,16.17,4.23,8.31,58.2,35.75,2.18,46.53,-36.49,73.55,-40.84,-96.89,2.0
3.0,3.0,2.0,51.45,92.68,31.65,456.77,-80.91,14.78,-62.4,-0.35,-162.15,25.7,-380.82,-5.27,-40.41,7.1,-88.53,-9.59,37.67,152.27,-184.94,0.0
1.0,1.0,1.0,-17.0,20.62,-69.78,-158.81,88.82,16.08,19.58,0.94,-78.18,-69.19,16.51,-92.74,-21.16,5.98,-23.7,102.06,10.25,92.11,253.23,2.0
0.0,2.0,2.0,67.34,-64.86,-111.84,-496.17,41.3,15.88,-123.33,-0.92,58.43,2.29,247.25,85.26,-32.4,1.8,41.58,68.73,7.66,-63.11,-44.07,1.0
2.0,1.0,2.0,133.22,86.55,11.79,197.84,-26.67,-17.32,105.89,6.74,-27.07,41.07,-248.29,-83.75,-60.43,-0.94,76.49,-18.57,-31.43,24.59,-134.15,0.0
2.0,1.0,2.0,-68.97,-149.14,39.0,-71.69,-79.71,6.03,23.1,-6.45,-12.46,-20.58,192.18,75.09,48.83,-1.79,-38.1,68.4,69.02,-121.23,-160.41,1.0
1.0,1.0,3.0,-39.53,-150.4,99.19,-11.35,-38.63,-2.29,-89.19,0.29,55.11,22.46,64.79,-37.85,4.78,7.16,-11.17,4.51,36.77,28.89,-4.63,2.0
1.0,1.0,2.0,91.21,38.67,65.9,311.71,-69.81,-56.16,-30.74,-3.06,56.39,37.17,-285.23,4.92,20.73,0.48,-84.05,-55.86,32.1,31.0,-72.56,1.0
2.0,1.0,2.0,157.17,-19.05,-44.65,-372.31,121.86,-17.08,-41.74,6.09,-22.22,-48.29,106.88,58.18,-15.64,4.33,29.63,-93.71,-63.94,-131.23,131.84,1.0
3.0,2.0,2.0,-19.51,-43.42,-54.07,-30.92,-79.44,-25.21,-48.59,-10.89,-116.78,-4.68,-39.36,-69.54,-40.05,-2.44,11.1,-68.23,8.28,8.19,163.86,1.0
2.0,2.0,1.0,107.59,-210.76,49.33,-510.61,-43.63,6.25,-41.03,0.07,65.86,73.08,268.96,5.25,10.26,2.57,-76.6,87.72,-36.66,-78.65,62.71,0.0
2.0,2.0,2.0,50.68,-89.38,-142.31,-306.29,-49.87,0.03,5.48,-7.15,26.77,99.65,-35.8,81.87,-12.09,2.72,-27.79,23.07,66.49,219.96,30.47,0.0
3.0,1.0,3.0,212.77,-40.63,-169.18,-489.48,47.55,-24.11,-15.82,-0.55,-17.19,82.7,-84.81,-45.61,-48.38,4.47,88.35,67.18,19.91,156.88,213.34,0.0
1.0,2.0,1.0,36.09,-24.09,-76.06,-260.21,36.52,5.53,77.9,-0.89,35.15,41.83,42.28,100.91,105.14,1.98,-36.85,-18.35,90.82,95.93,115.5,2.0
3.0,2.0,2.0,66.18,-51.01,-11.44,-146.81,-34.12,-35.57,-73.63,-2.07,100.31,-97.48,25.78,11.26,-38.26,-6.03,-114.18,28.99,75.46,-32.06,10.81,2.0
3.0,0.0,3.0,-10.66,-137.51,-20.11,-259.35,-71.49,21.33,7.22,6.71,-18.71,26.36,155.28,-12.7,30.13,11.54,-22.02,34.71,21.37,18.67,-17.49,0.0
3.0,1.0,3.0,-180.63,-39.9,66.97,141.94,-65.58,7.82,2.03,-4.95,56.39,15.39,160.56,62.43,-48.57,-6.36,-4.09,-23.69,-2.74,-79.78,-47.34,2.0
1.0,3.0,2.0,144.49,-6.95,-15.26,-73.02,94.53,-8.12,-198.91,1.03,-93.92,-6.5,-106.89,14.62,57.04,-0.47,84.86,8.48,58.31,-6.89,-10.56,0.0
2.0,2.0,3.0,-9.42,136.72,-30.85,150.54,-41.88,8.75,-11.36,3.07,-72.61,-7.22,-94.48,-24.94,48.25,-5.77,-9.18,24.04,-9.4,-0.5,46.62,2.0
3.0,3.0,1.0,26.75,-147.04,27.28,-299.04,-51.18,18.59,2.1,1.8,-3.74,8.78,215.21,159.02,108.79,-3.96,93.02,32.57,9.73,-77.74,-28.73,0.0
1.0,2.0,2.0,8.67,-40.17,66.35,139.43,-14.96,13.58,68.66,1.63,-81.86,-6.6,-118.1,-45.89,-31.36,-7.38,55.22,111.7,14.71,92.09,5.71,0.0
3.0,2.0,2.0,244.36,71.63,-11.7,-165.87,-106.52,3.79,19.13,-2.19,32.22,-8.34,-85.89,21.26,-26.35,-3.31,24.71,-14.75,-10.7,-32.97,-130.32,2.0
1.0,0.0,1.0,31.35,25.02,-41.3,-102.14,-8.57,1.62,20.56,-8.2,-57.23,6.53,-46.71,66.27,52.74,5.79,-13.84,41.27,-10.68,78.02,213.74,2.0
3.0,2.0,2.0,-118.58,14.09,-38.49,83.21,82.86,-1.31,1.27,-1.31,-16.86,-72.49,-5.93,66.76,-9.77,-3.29,-20.08,17.85,-62.69,68.94,107.42,1.0
3.0,3.0,1.0,-5.82,33.96,82.84,213.78,-65.68,36.08,-14.8,-0.7,-88.55,-46.58,-73.43,36.34,31.88,0.59,-120.97,-105.15,26.36,11.93,-100.76,0.0
4.0,3.0,1.0,-107.27,-24.46,-13.93,103.27,-5.95,-9.89,-28.19,-6.06,-113.09,42.13,5.74,-36.92,18.43,3.65,24.08,3.41,-3.48,-20.42,120.34,1.0
1.0,2.0,1.0,-202.57,31.35,-27.74,314.18,-214.7,-8.57,-39.33,0.37,82.22,61.26,-72.43,-33.55,-19.22,3.75,47.92,89.43,-11.39,128.1,-70.29,2.0
4.0,2.0,2.0,-72.04,-45.92,52.28,10.21,33.76,18.2,-21.24,3.04,112.96,-14.04,47.62,-77.09,-10.66,10.04,27.27,-44.71,13.99,109.42,8.24,2.0
2.0,3.0,2.0,81.94,6.58,-34.02,36.35,-36.77,-16.26,-97.34,-4.63,52.91,29.27,-151.17,-23.1,-78.05,-2.57,-38.16,-26.31,-63.78,93.57,-136.01,1.0
2.0,2.0,3.0,-71.09,46.55,-53.66,-150.27,-139.56,23.66,-55.11,5.05,21.47,84.27,134.96,7.21,-26.98,0.33,-78.36,14.91,36.52,16.22,153.71,2.0
2.0,2.0,1.0,-71.13,-55.07,-33.76,66.13,-75.36,4.03,8.85,6.47,-32.38,50.81,29.31,74.34,-72.65,-6.14,26.86,76.64,19.52,-13.23,-194.54,0.0
1.0,2.0,1.0,-208.97,12.25,67.03,436.65,-28.99,-8.1,-65.8,-2.02,20.58,-0.31,-65.07,-104.72,47.46,-3.2,20.46,-16.15,43.91,36.05,-58.33,1.0
3.0,1.0,2.0,131.5,-38.06,63.43,-154.36,-80.41,2.07,-109.32,0.63,50.55,19.26,-2.39,75.82,-51.88,2.12,13.18,64.16,47.1,9.74,40.5,0.0
2.0,2.0,2.0,39.56,-167.91,38.13,-310.82,-172.89,41.05,-50.87,8.87,8.65,46.1,194.35,14.48,71.5,-6.63,33.71,137.57,-28.05,5.31,-102.15,0.0
2.0,2.0,1.0,84.44,179.83,8.85,270.78,-111.15,0.9,49.16,2.68,-129.84,24.64,-233.25,-35.08,-26.57,-1.73,86.2,36.05,-14.8,-21.49,10.39,2.0
3.0,3.0,3.0,90.32,-141.35,56.37,-219.23,-68.1,-20.47,-43.23,2.98,79.68,-26.16,54.98,1.41,-14.45,2.26,-51.36,-53.16,-11.55,4.77,52.51,2.0
2.0,2.0,2.0,88.27,39.4,-19.59,424.05,-53.17,-5.96,142.73,-0.41,-55.61,-83.32,-476.74,-53.91,2.1,-0.08,63.39,-68.19,-4.21,285.98,-317.9,2.0
0.0,2.0,1.0,-43.17,-48.84,4.42,-4.39,-21.99,5.44,128.67,7.92,9.84,63.37,68.72,-59.72,5.64,0.68,-6.22,27.14,-9.13,-28.09,-97.88,0.0
3.0,2.0,2.0,-105.09,-39.97,-2.97,193.55,44.63,29.19,26.02,8.23,5.81,-19.99,77.22,-33.64,22.78,3.04,55.43,-62.02,-42.44,-75.64,-500.94,0.0
3.0,1.0,0.0,-23.92,5.43,35.1,187.29,78.65,7.57,77.63,-3.08,-54.59,25.25,-103.55,-46.74,16.41,-8.39,63.82,59.51,10.19,53.74,-48.23,0.0
2.0,1.0,1.0,17.65,45.95,84.76,76.08,38.12,8.79,-102.1,-1.53,-7.37,-13.95,-19.78,29.33,-14.13,1.66,93.91,36.24,-84.39,-20.33,119.74,0.0
2.0,2.0,2.0,46.16,54.44,-84.91,222.42,-53.41,6.87,-58.49,7.93,-103.2,-29.5,-275.49,-64.37,60.85,1.81,-80.34,31.38,-25.47,153.35,-249.96,0.0
1.0,3.0,2.0,-131.68,10.86,17.48,68.6,-30.18,21.56,8.24,0.54,26.66,-59.56,74.74,-49.35,5.21,-0.1,-22.95,2.32,30.08,44.89,69.88,2.0
3.0,3.0,2.0,13.65,-33.48,-50.98,-322.65,-76.4,39.98,37.01,2.71,-23.3,14.49,139.83,-13.91,-31.4,1.74,-35.91,3.22,5.88,66.82,136.92,1.0
3.0,2.0,3.0,219.26,235.11,-42.28,-54.66,100.44,10.16,-38.66,-1.86,10.59,17.69,-156.36,-86.84,45.15,-0.92,-111.28,-34.48,15.54,-12.1,32.04,1.0
3.0,2.0,1.0,-47.29,-63.79,76.95,83.34,26.2,36.87,68.33,-15.09,22.23,-111.84,114.82,-18.07,0.17,-6.33,-79.83,73.44,15.4,-74.7,-325.99,0.0
2.0,2.0,2.0,-106.46,54.05,33.96,274.98,25.62,-34.83,-38.28,-9.77,80.01,74.07,-53.53,-14.11,27.33,5.48,-4.57,139.59,1.67,-30.74,23.0,1.0
3.0,1.0,2.0,27.5,-169.37,89.89,-332.23,-188.45,40.86,104.89,-5.6,-44.42,-63.02,289.39,156.51,-42.76,-3.23,33.3,-69.53,-9.84,-123.92,11.66,0.0
1.0,2.0,2.0,216.44,176.38,47.12,288.72,-24.26,-41.41,-158.7,8.78,111.75,3.05,-444.45,-76.04,-25.58,2.92,90.54,-58.2,-35.9,168.43,4.94,1.0
3.0,2.0,2.0,202.9,-303.8,20.74,-541.52,-14.88,55.2,44.86,-1.38,-117.0,4.86,153.68,-8.07,-25.74,-12.33,-80.03,179.61,-3.15,45.94,-222.36,0.0
1.0,2.0,2.0,-109.32,34.09,-90.66,186.56,34.88,-30.96,53.87,-6.03,-115.14,28.73,-163.24,20.09,-83.99,-4.35,-43.94,134.06,-11.33,115.05,205.52,1.0
0.0,2.0,1.0,137.65,-68.0,7.15,121.82,43.03,-45.38,3.81,3.6,-17.91,33.82,-227.73,76.19,9.76,12.11,87.22,28.86,-29.6,23.51,-221.04,2.0
3.0,2.0,1.0,-86.83,-31.96,32.29,20.93,-0.63,25.77,-6.64,10.83,-29.58,9.29,145.49,114.66,2.36,0.69,-30.93,-23.73,6.85,-89.26,-91.99,0.0
2.0,1.0,2.0,37.17,-141.88,-77.76,-588.09,48.12,1.57,27.84,-1.47,28.9,13.63,384.77,38.71,-4.27,-1.79,-67.08,25.2,-18.91,-191.76,47.45,1.0
1.0,1.0,2.0,28.62,-124.7,14.57,-290.19,14.36,17.41,-65.21,-2.04,31.16,24.15,174.69,84.89,-86.0,3.79,-7.36,37.37,-18.0,-17.84,-1.33,0.0
1.0,1.0,3.0,-64.77,58.61,-24.11,70.4,49.49,-6.39,185.55,-6.47,-46.01,-8.5,-22.63,14.46,-42.91,-1.81,-51.38,-3.39,-25.9,12.31,179.92,1.0
2.0,3.0,3.0,134.25,-18.13,-83.7,-386.06,-119.64,12.82,-23.64,-6.03,-8.85,10.54,32.5,0.47,-22.66,-0.25,105.99,-3.25,26.44,80.18,139.47,2.0
3.0,1.0,3.0,183.46,79.47,-13.64,89.4,-20.95,0.82,-7.06,-2.33,-137.64,-9.58,-289.81,-18.55,-26.89,1.98,57.55,-42.07,-58.12,97.41,-0.75,2.0
2.0,1.0,2.0,-86.19,-5.01,2.39,72.32,-57.38,1.68,-50.34,3.68,-9.91,82.41,38.75,93.76,-1.14,-0.73,45.81,49.25,32.18,-10.64,17.21,1.0
2.0,2.0,2.0,77.3,53.43,-6.75,54.51,97.62,17.67,1.21,0.06,-86.27,-69.07,-143.98,-51.59,-71.76,-0.76,-60.65,16.46,-23.6,81.36,-2.16,2.0
2.0,1.0,1.0,-330.6,-182.76,-16.6,60.29,-62.58,16.7,29.69,1.97,-48.52,37.41,325.65,3.18,53.76,4.58,138.17,-73.14,-23.2,-116.85,-166.89,0.0
4.0,2.0,2.0,-68.51,-136.73,-26.73,-220.37,-43.83,32.95,-18.79,3.91,-18.93,-27.99,158.88,-101.0,7.38,-4.81,-57.97,21.64,7.25,74.93,-1.25,1.0
3.0,1.0,2.0,-84.75,-44.89,25.05,210.16,-24.86,-12.62,78.37,-3.92,36.12,5.79,-77.95,-56.87,86.28,-1.05,-26.53,-15.75,-59.71,74.9,-101.45,2.0
1.0,1.0,2.0,-15.29,85.14,49.3,198.0,86.16,35.8,34.55,-9.38,-27.96,46.45,-55.81,83.92,-18.04,-1.55,45.27,13.39,8.83,11.82,-123.65,2.0
3.0,3.0,1.0,-223.76,-20.12,71.89,256.01,40.87,22.93,-77.44,-0.07,54.86,1.14,106.57,-17.11,-7.46,4.92,-38.08,-58.25,38.08,-0.91,-91.28,1.0
3.0,2.0,2.0,-116.84,127.73,-20.06,312.56,12.86,-4.01,63.88,-4.4,-120.09,23.26,-159.81,70.43,-57.11,3.27,-59.51,-1.72,-69.44,73.13,215.79,2.0
1.0,1.0,2.0,-163.12,30.65,-11.87,40.17,-30.01,2.85,102.97,-2.85,110.56,79.92,133.77,-23.91,7.67,-5.42,62.09,132.29,4.86,-4.09,65.9,2.0
1.0,1.0,2.0,-55.44,161.27,-63.52,367.13,19.89,37.18,128.93,-3.28,-91.14,-34.48,-252.76,-115.5,-40.2,2.13,69.74,-137.41,15.48,179.24,-181.59,0.0
3.0,1.0,2.0,137.71,8.44,-72.77,-367.25,46.81,10.15,36.48,-2.46,36.6,-43.82,53.12,50.72,-21.06,-2.48,-63.04,46.85,23.4,39.21,95.93,2.0
1.0,2.0,1.0,102.51,-118.2,-105.97,-362.39,130.53,15.61,118.0,-5.62,15.22,-61.63,6.61,-42.92,19.21,-0.61,44.86,-68.24,-20.25,172.57,-67.38,0.0
2.0,2.0,1.0,-77.06,12.99,-96.38,-401.52,136.19,85.57,8.67,1.6,-15.99,46.91,221.25,42.67,40.58,5.46,-103.51,-22.24,62.06,178.1,235.21,1.0
2.0,2.0,1.0,-260.11,37.2,28.49,667.8,1.31,1.86,-32.81,1.73,-96.43,62.51,-173.55,-7.75,-27.59,1.83,-21.55,25.93,-20.73,53.01,-260.43,2.0
2.0,1.0,1.0,-66.73,-13.78,3.36,-97.33,22.12,22.05,-39.91,5.81,19.29,-12.68,142.09,36.59,16.1,-3.09,18.54,41.28,40.08,-17.18,60.07,1.0
2.0,2.0,1.0,123.24,16.3,-86.57,-421.22,75.7,27.14,13.02,1.04,49.79,46.83,125.39,-34.47,13.85,-1.69,60.04,-9.26,-20.13,15.4,33.05,2.0
2.0,2.0,2.0,51.39,-183.31,68.79,27.5,-65.77,-35.51,-37.7,8.88,65.74,38.8,-102.26,-82.96,22.69,-1.93,-79.57,19.24,-30.18,93.71,-108.54,2.0
1.0,3.0,1.0,64.98,-44.49,22.33,-116.18,-22.98,-0.98,13.79,-2.66,39.83,60.8,63.09,-35.6,-64.54,-4.04,71.45,-75.45,30.29,-62.97,-89.76,0.0
2.0,3.0,2.0,-15.03,53.28,46.65,311.66,12.54,17.87,61.19,-1.8,-105.07,100.89,-182.77,10.63,-3.45,-3.76,64.54,78.7,-53.41,68.01,-93.86,0.0
3.0,2.0,1.0,-76.77,-124.51,-91.82,-170.59,16.65,44.17,57.92,6.27,-76.84,-24.53,125.34,-26.98,-49.6,-3.22,-102.45,-45.31,24.82,79.27,-199.13,0.0
2.0,1.0,2.0,-35.1,-2.23,-26.98,-113.17,-63.34,-12.44,63.16,3.61,64.69,72.74,125.37,-62.15,-2.86,-13.01,-70.61,89.6,20.36,-76.76,47.97,1.0
2.0,2.0,3.0,46.7,31.93,4.17,119.26,-32.48,10.03,108.95,-5.42,-20.36,45.02,-165.56,0.48,53.38,-6.02,-51.64,8.14,41.77,123.45,-65.82,0.0
3.0,2.0,1.0,-70.79,-117.51,15.89,-81.3,-104.08,4.71,64.01,11.4,38.49,-98.54,122.37,-67.78,64.85,-2.77,14.2,-4.04,37.35,5.86,-47.07,1.0
2.0,2.0,4.0,-105.71,84.41,24.79,274.39,41.76,11.64,18.13,1.71,-38.34,-57.58,-19.27,-63.78,41.55,-5.62,6.91,-27.66,13.76,-52.13,-76.78,0.0
2.0,1.0,2.0,185.78,130.98,-93.31,-237.0,91.75,19.65,-41.41,-3.6,10.66,-9.26,-32.06,31.75,30.75,-0.13,71.62,37.05,-38.03,-5.16,-47.92,1.0
2.0,1.0,2.0,69.03,80.09,-55.07,-39.11,105.59,-27.93,-48.25,2.27,53.56,59.59,-70.58,17.12,30.93,5.78,-2.32,-12.05,24.41,-5.84,58.5,2.0
1.0,2.0,4.0,-293.21,19.99,-50.81,374.58,91.86,2.52,60.09,4.15,-23.38,8.68,-10.82,61.29,4.37,-8.71,36.62,-36.65,-41.89,69.23,-91.47,0.0
2.0,2.0,1.0,-39.85,-117.93,86.98,140.66,138.08,3.96,-25.17,1.37,-136.14,-46.97,44.35,5.72,-21.59,17.54,-45.35,45.69,-28.67,-129.52,-162.02,0.0
2.0,1.0,2.0,-93.44,-55.06,-16.46,-98.5,-134.32,40.64,-13.43,-0.64,32.38,-34.87,139.34,69.29,9.97,0.28,-54.89,-51.39,21.44,65.83,-71.31,1.0
