cat_0,cat_1,cat_2,num_0,num_1,num_2,num_3,num_4,num_5,num_6,num_7,num_8,num_9,num_10,num_11,num_12,num_13,num_14,num_15,num_16,num_17,num_18,num_19,num_20,target
2.0,1.0,3.0,-23.59,1.52,126.31,-16.84,-20.31,-103.7,10.28,-1.55,-10.04,3.95,-19.87,-10.69,198.17,4.61,12.87,87.92,-18.04,2.56,142.96,,-137.36,0.0
2.0,2.0,1.0,31.1,42.15,78.81,11.62,5.16,-16.31,21.01,1.8,18.22,-41.77,1.76,-63.62,38.04,-29.01,-17.58,48.53,-46.89,-80.45,-140.76,94.86,41.32,0.0
3.0,2.0,2.0,69.04,-253.75,-97.42,7.04,-12.47,40.1,7.16,1.01,-58.19,49.88,-60.91,35.29,-159.47,53.58,-0.66,-155.25,-10.53,-37.17,-167.4,0.55,174.75,1.0
3.0,4.0,1.0,32.36,37.44,92.6,11.36,-46.04,-20.29,-16.03,-2.68,-4.68,248.41,-161.04,-70.37,112.24,21.02,-2.54,-59.08,9.02,-76.48,2.3,21.12,-152.38,0.0
4.0,1.0,2.0,-65.07,30.8,101.99,-18.73,67.15,-109.55,0.62,-0.6,21.79,-71.66,-125.57,35.85,-214.11,9.17,11.8,16.8,-37.41,-105.52,419.41,-71.14,-2.44,1.0
2.0,2.0,3.0,-84.13,-34.81,62.05,-22.22,-69.11,-42.4,-11.8,-1.54,22.85,-62.37,-53.61,26.23,105.84,6.91,19.89,3.33,-73.97,-44.86,98.21,-12.99,-45.25,2.0
2.0,1.0,1.0,27.16,183.71,62.55,21.97,-85.03,-102.09,22.8,-1.2,58.52,-56.55,5.73,1.7,-82.4,40.0,18.26,57.33,23.94,-36.07,155.18,74.34,-72.34,0.0
2.0,3.0,1.0,-42.81,5.7,100.95,19.95,-86.38,-20.66,0.77,-1.54,-2.41,-66.05,57.81,13.51,-114.72,-16.99,-3.76,66.23,-20.93,-98.98,55.8,-83.09,250.81,0.0
3.0,2.0,2.0,19.87,-35.65,-1.36,2.51,48.49,-8.22,14.24,1.78,-67.65,114.04,-23.53,13.13,-75.64,-28.99,18.04,-101.08,66.27,-69.27,14.33,18.25,55.09,1.0
3.0,2.0,1.0,13.19,-193.13,-66.97,-6.09,48.07,88.74,18.65,-2.06,159.14,-67.06,-96.17,-13.59,-115.25,17.6,0.21,-99.76,20.87,-81.11,-294.73,15.81,190.87,1.0
3.0,3.0,2.0,-47.43,-74.9,13.82,-19.97,80.68,-12.96,-17.52,0.99,9.01,-51.57,-45.73,18.51,3.09,28.93,-19.01,-72.19,22.29,-95.39,143.9,40.43,-27.99,1.0
1.0,2.0,1.0,-1.49,65.45,30.68,0.18,31.86,-141.3,-9.21,0.76,-83.39,-7.13,107.03,-85.27,213.2,-17.91,-30.14,292.06,-46.4,106.22,-97.14,69.78,-296.7,0.0
2.0,2.0,3.0,-18.17,-72.71,10.29,20.93,-25.89,-83.73,22.76,-1.97,14.07,-5.69,-43.72,-38.15,-220.39,-60.44,-32.68,7.34,34.21,54.14,-150.42,60.16,100.16,2.0
1.0,2.0,2.0,-2.64,-450.87,-5.4,-22.54,47.63,-131.66,26.02,-0.73,-62.67,-60.41,-93.73,-31.7,48.94,-23.72,0.89,-126.88,4.53,98.95,-406.83,-26.4,46.37,2.0
3.0,2.0,1.0,-106.66,-281.84,13.61,5.48,-4.91,-25.43,-2.59,-0.78,8.1,-87.08,202.62,46.98,257.54,-31.39,2.49,79.82,-2.74,-6.35,165.16,28.03,12.18,2.0
2.0,3.0,2.0,-47.32,-419.33,-120.78,-9.31,-54.44,89.1,21.91,2.05,-43.38,20.16,-193.96,13.21,-235.76,30.84,-10.84,-93.76,5.74,-38.86,-477.43,88.33,330.77,1.0
2.0,2.0,2.0,-7.68,148.7,-35.55,8.21,15.57,73.18,-8.23,-1.01,11.46,22.75,-275.54,-18.19,406.6,-13.12,6.53,-200.75,37.43,153.28,61.81,87.06,-532.1,1.0
3.0,3.0,2.0,-18.78,-268.36,18.9,28.09,27.81,-43.76,-16.67,-0.44,-15.63,-51.45,152.11,48.23,197.38,-5.01,22.92,36.63,28.4,22.56,136.41,-103.76,25.86,2.0
2.0,2.0,2.0,-47.68,-149.7,10.33,-5.46,18.78,-10.76,4.98,-2.72,35.83,-17.58,-139.24,-24.08,31.44,38.33,12.5,-76.22,9.78,-158.49,-245.0,-87.15,27.41,2.0
1.0,3.0,0.0,-45.01,-63.64,-17.0,42.28,27.46,-122.17,-14.24,2.83,-4.11,151.75,24.79,-54.13,100.17,56.45,-11.56,-12.92,-8.83,75.86,-267.58,-34.9,-158.95,0.0
3.0,2.0,1.0,-93.67,111.82,19.49,-13.93,-9.46,38.17,-7.87,-3.07,60.48,-139.01,-238.12,-21.17,-109.42,-14.92,-34.47,-153.22,30.23,124.97,16.32,-86.3,-53.86,1.0
2.0,2.0,1.0,135.69,-97.65,-41.75,16.37,-77.15,-105.25,15.35,-0.52,18.23,-172.41,-312.83,42.53,-80.37,19.41,-0.16,16.37,-15.23,-57.21,16.68,13.29,-209.71,2.0
3.0,1.0,2.0,8.86,-236.85,29.3,-21.38,15.39,-32.78,1.99,2.86,-52.9,7.86,152.31,19.26,-92.35,9.38,-15.86,140.05,-1.55,68.1,-1.67,-51.15,274.79,0.0
3.0,2.0,2.0,-36.5,169.15,210.9,28.0,-13.43,73.24,-19.36,0.84,-74.71,-39.87,-106.17,74.09,-147.8,-25.74,-7.81,113.04,38.44,-95.78,646.31,67.62,243.34,2.0
2.0,2.0,1.0,-7.88,-271.57,75.49,-9.26,96.16,-74.7,6.03,-2.51,-3.91,93.67,44.63,-72.11,265.08,-26.67,19.08,-205.99,-31.48,-25.86,-209.59,-138.15,-43.68,2.0
2.0,1.0,2.0,-18.28,-202.8,67.07,-11.34,24.1,53.61,-0.69,-1.87,17.47,29.74,184.31,-15.88,-131.81,-8.05,-7.18,-1.48,-21.53,37.92,-232.87,-25.5,512.05,0.0
3.0,1.0,4.0,128.64,258.93,-34.32,-8.43,-16.34,65.59,8.29,-3.23,-29.23,189.08,-115.83,-44.97,-33.98,0.23,-15.64,-62.61,-61.57,37.08,-30.34,-11.52,-163.64,2.0
3.0,1.0,3.0,-45.01,164.51,49.87,-8.21,-24.22,29.29,13.72,0.21,114.25,-91.3,-54.96,-38.34,-80.68,19.94,17.1,-219.94,15.2,-52.25,40.57,7.49,13.16,1.0
1.0,2.0,3.0,-75.69,-542.44,-38.72,4.93,-17.6,-196.5,3.49,0.87,32.33,34.68,-131.76,-72.63,111.23,-30.37,-2.74,-174.06,-27.48,-68.51,-610.92,-19.4,-82.78,2.0
3.0,2.0,2.0,54.28,-315.32,-161.72,-21.67,-11.14,40.91,15.62,-2.96,-123.1,140.42,-136.58,68.61,-191.39,37.96,-0.89,-4.73,-6.57,-18.93,-209.78,-25.93,138.52,1.0
3.0,1.0,1.0,15.39,150.55,193.45,-7.32,-61.49,-89.92,8.34,1.78,-41.61,-13.7,-169.21,56.12,-150.96,4.81,-11.58,111.4,-34.46,-20.68,608.57,-5.46,3.97,2.0
2.0,2.0,2.0,-0.75,-136.16,-7.09,21.98,-45.5,-66.13,-0.25,-2.62,8.69,-28.22,-82.32,54.4,-80.68,17.3,18.69,96.87,16.61,-29.27,82.86,40.0,18.56,2.0
3.0,2.0,1.0,64.76,-38.41,-48.58,25.66,-49.63,-21.78,-7.7,-0.32,31.0,-46.26,-15.34,16.25,22.48,18.53,0.5,-16.26,79.62,-35.17,50.82,61.25,-113.08,0.0
2.0,3.0,2.0,28.46,184.08,89.63,-52.64,12.74,-23.24,-11.62,1.41,2.6,-17.86,-147.48,13.64,-1.68,9.12,10.88,-12.57,17.29,-134.01,151.29,-32.29,-69.19,1.0
3.0,2.0,3.0,-88.26,223.87,36.85,-29.67,-78.4,6.22,37.56,1.44,31.92,-53.0,-97.95,-4.52,-120.25,35.66,-17.22,-100.99,-14.5,35.5,140.04,-40.74,-43.47,1.0
3.0,2.0,3.0,4.16,228.42,109.43,-18.28,-21.9,-121.3,13.17,0.25,31.03,-0.04,30.62,-31.74,103.76,-15.97,12.98,-135.21,-2.85,22.82,290.96,75.2,-258.67,0.0
2.0,3.0,1.0,-12.53,286.31,38.71,-7.52,19.35,6.8,9.95,-0.65,18.91,-211.95,-28.03,-27.65,-166.72,44.9,-26.86,132.82,82.39,10.18,36.55,-35.91,23.98,0.0
2.0,1.0,1.0,16.65,201.36,8.05,-4.38,25.61,-16.0,10.7,-0.52,6.21,118.21,-125.6,-40.86,-32.62,-63.69,15.89,34.71,-26.2,58.79,-9.97,19.59,-171.53,1.0
2.0,1.0,3.0,-45.87,123.98,-0.02,2.84,17.8,25.23,11.32,1.66,100.43,17.94,-173.85,8.56,-81.5,-22.74,-21.38,-36.69,-15.77,-55.73,-16.62,71.23,-34.13,1.0
4.0,2.0,2.0,-115.03,60.35,186.12,23.69,-54.63,70.8,8.78,-1.15,23.69,-2.63,95.41,35.29,-216.45,-1.04,-21.4,-68.37,-45.12,-26.82,465.92,56.92,421.53,2.0
2.0,2.0,2.0,38.04,-118.43,-59.0,-40.41,33.1,59.26,1.4,-1.34,61.56,12.98,50.75,49.14,308.07,3.67,-6.32,-77.1,24.4,-18.5,-24.66,64.7,-111.13,2.0
2.0,2.0,2.0,47.1,223.26,-11.52,22.47,-3.16,-31.05,-23.94,3.01,28.95,1.07,129.16,-6.82,-23.06,24.29,-0.13,-22.26,-44.98,27.22,107.8,2.79,-97.5,0.0
3.0,3.0,3.0,85.08,0.32,16.72,1.09,-35.79,-39.83,-9.78,6.42,-78.35,-234.7,-97.64,9.79,-112.89,18.99,-16.04,-105.09,-10.25,72.36,52.69,61.78,3.5,2.0
1.0,2.0,2.0,37.39,-21.18,39.78,20.71,84.55,-92.56,21.04,1.95,-5.7,-171.33,292.77,-54.92,307.45,-11.07,7.95,355.36,12.34,-80.32,-120.22,-16.85,-114.25,0.0
3.0,1.0,3.0,7.63,-144.48,18.79,6.27,-3.7,-35.11,21.21,2.17,-19.44,5.54,112.56,52.93,-31.18,-18.61,-18.08,95.27,-38.29,-6.14,176.93,-2.14,126.8,0.0
2.0,1.0,1.0,7.88,-139.08,91.95,5.17,9.55,-34.73,1.24,0.33,1.41,-104.18,-206.05,-24.48,171.0,9.05,-9.76,0.55,10.27,-132.1,-62.64,-4.93,-84.87,2.0
3.0,1.0,1.0,27.22,-146.33,-71.9,10.09,34.72,64.23,9.32,1.51,-25.82,-27.14,-117.06,-2.22,-270.09,-50.51,-19.88,-133.62,-6.67,-71.58,-244.62,-49.98,236.02,1.0
3.0,1.0,1.0,13.8,88.31,53.68,44.29,2.71,-19.0,-19.37,-2.95,-28.22,32.67,17.19,7.03,-14.33,28.44,8.97,-10.81,-28.51,-113.6,193.03,-12.94,-15.71,1.0
3.0,2.0,2.0,13.97,33.38,54.11,-41.13,-84.19,-98.53,-7.74,0.53,63.73,25.62,18.18,-32.98,17.09,-21.55,24.19,44.14,80.94,-23.31,174.92,-48.67,-150.52,2.0
1.0,2.0,3.0,7.41,-166.33,48.62,11.99,-36.17,-29.03,-3.07,1.13,-39.54,15.43,149.94,-51.76,-29.47,-64.22,29.83,-22.13,6.3,-55.45,-349.64,-4.97,285.87,0.0
2.0,2.0,2.0,-4.76,239.64,40.88,-42.23,-39.68,44.36,3.9,0.86,-0.25,-27.22,-35.42,-22.26,-45.2,-40.84,-14.75,2.67,26.75,-170.66,45.84,-2.06,-5.83,1.0
2.0,2.0,2.0,-58.36,-231.78,-49.1,5.64,92.13,16.77,14.61,-1.5,-80.56,-96.86,160.88,-27.8,-28.63,-31.27,-3.96,-25.37,84.2,-1.58,-287.01,35.22,211.61,2.0
3.0,1.0,3.0,-50.83,70.16,-16.09,-38.96,43.85,-11.65,-20.74,2.39,-2.81,-31.29,-1.64,35.16,30.8,25.88,11.7,-87.21,-28.38,114.49,216.94,-52.64,-130.36,1.0
2.0,2.0,1.0,58.05,-119.25,-32.2,15.26,-47.05,-17.29,6.59,-2.08,-17.97,88.6,87.6,-19.02,-31.84,-10.0,39.99,93.83,-25.87,3.94,-173.46,14.12,89.78,0.0
3.0,1.0,3.0,-83.95,8.28,60.72,-4.86,-10.72,-55.08,-3.98,0.94,35.62,-94.26,22.09,18.48,10.32,-15.26,4.43,-39.11,27.66,45.56,283.83,-71.87,-53.0,1.0
2.0,2.0,1.0,84.13,-392.42,29.72,40.83,-42.62,-201.73,-4.32,-1.46,3.75,93.68,182.66,-21.86,61.05,-1.17,6.94,157.32,-84.69,-16.77,-132.34,20.26,50.74,0.0
1.0,2.0,1.0,-36.53,-55.01,37.01,-7.59,58.5,-9.87,3.8,-0.39,-39.96,82.24,-159.0,-13.2,226.45,-28.46,3.98,66.41,-51.06,52.61,-96.26,11.5,-161.81,1.0
2.0,2.0,2.0,-3.23,132.06,48.08,-12.81,8.69,-48.9,8.16,1.89,12.32,-15.08,-36.26,-29.29,-61.65,-34.15,-10.63,10.01,5.92,75.85,25.68,-99.23,-46.63,0.0
3.0,2.0,2.0,-55.64,1.74,35.53,-32.68,18.52,134.99,25.51,0.26,34.57,-60.93,59.86,-61.65,56.36,5.07,-33.25,-270.06,-35.51,-204.36,-91.81,-128.05,147.84,1.0
3.0,2.0,1.0,-0.9,-189.84,-83.47,-6.44,72.55,-4.37,10.25,2.14,45.68,-184.5,-36.86,42.98,-24.7,-12.47,5.58,-176.66,37.7,9.4,36.5,103.88,-33.55,1.0
2.0,2.0,2.0,0.95,-72.7,104.48,-17.84,31.37,-36.43,-17.54,2.32,-62.54,45.19,-140.29,11.38,-15.46,-6.76,10.84,9.3,-30.06,19.84,70.52,58.28,76.06,2.0
3.0,3.0,3.0,40.87,-155.92,-53.69,-6.83,-61.48,55.96,3.35,-1.87,102.67,-63.54,-85.86,14.2,-372.44,56.67,-17.8,-138.7,71.21,-167.2,-219.4,-105.63,363.85,1.0
2.0,2.0,1.0,-84.01,27.14,-71.2,-28.78,23.67,68.05,-12.13,2.83,-60.78,-114.29,27.08,31.11,177.75,-21.96,20.64,-51.65,-35.42,-57.08,-60.67,-76.69,-99.62,1.0
2.0,1.0,2.0,33.96,-33.85,114.32,-0.28,13.93,-0.09,28.6,1.31,-36.63,37.45,-114.33,35.72,12.75,-31.86,13.72,50.0,22.28,-190.2,217.2,125.36,83.35,0.0
2.0,2.0,2.0,8.19,117.49,123.83,13.99,111.83,-72.86,2.31,-0.04,-42.33,88.14,39.64,-14.67,194.02,-14.41,-11.62,118.17,-59.97,67.48,308.13,-12.03,-187.27,0.0
2.0,2.0,2.0,-30.8,-80.7,7.67,-20.97,18.96,9.84,-0.85,-0.77,10.14,64.11,180.67,19.79,149.42,0.74,-20.35,72.86,-27.77,61.69,14.47,-90.9,62.81,2.0
3.0,3.0,3.0,-70.29,32.3,124.22,24.49,-120.09,-17.87,-0.6,-0.48,-19.53,-172.09,9.05,6.2,274.89,-4.02,-6.07,96.25,29.49,-27.04,343.79,-123.82,-159.82,0.0
3.0,1.0,2.0,64.8,-150.5,-8.09,9.86,-20.19,45.07,24.74,-0.88,41.46,-52.77,110.71,19.04,-129.22,4.01,2.15,-54.07,7.2,-30.4,7.49,-85.22,266.64,0.0
3.0,2.0,2.0,61.4,98.44,50.15,12.11,-63.64,-8.24,-26.35,1.39,-25.76,-40.76,-78.45,-94.35,87.75,14.59,-9.87,-116.02,-79.52,-100.85,-76.05,-1.12,-166.59,0.0
2.0,3.0,3.0,-86.46,97.33,40.38,23.11,55.32,39.47,3.68,0.58,-78.72,-107.94,-34.94,-43.13,5.02,13.43,-10.62,-102.9,70.28,-1.94,-54.89,-32.35,14.8,1.0
3.0,3.0,2.0,18.78,25.03,290.67,-11.1,-59.88,-203.91,-6.97,-5.06,9.84,8.64,132.29,-9.46,322.22,-0.3,11.56,164.99,-2.68,-30.35,668.52,-21.88,-211.55,2.0
2.0,4.0,2.0,56.37,-250.82,109.87,-20.09,-19.97,-57.1,7.3,-2.72,5.22,-124.02,99.84,37.27,238.72,-17.4,11.58,148.42,-72.46,-79.31,187.55,86.75,58.41,2.0
2.0,1.0,2.0,-72.28,-214.34,50.59,-15.26,14.42,4.81,-8.08,1.88,64.53,-4.98,63.7,58.56,236.63,-1.62,-2.45,115.13,3.67,-55.58,117.63,-39.36,55.78,2.0
1.0,2.0,2.0,105.48,17.78,29.5,19.75,-65.91,-13.86,9.28,0.8,44.69,28.96,457.46,65.96,308.92,-25.13,0.55,616.28,3.22,96.23,247.16,-7.83,42.31,0.0
2.0,2.0,3.0,-73.02,-166.16,-75.94,23.66,107.61,-69.14,11.0,2.51,59.38,-17.14,-309.21,29.21,-109.72,-27.5,-7.11,-4.2,-7.71,66.36,-193.85,-107.45,-108.8,2.0
2.0,3.0,1.0,51.65,302.81,8.15,-0.71,-50.0,16.35,-12.59,0.36,1.96,36.37,-108.48,-6.29,-125.92,3.0,1.42,-142.39,-0.79,-104.32,121.44,-23.53,-103.49,1.0
1.0,3.0,3.0,63.3,0.07,51.57,16.15,58.36,-123.12,-1.55,-2.37,-39.82,37.36,32.49,-34.04,43.31,-67.32,4.43,22.63,44.93,-62.1,-131.4,16.42,-54.58,0.0
4.0,2.0,1.0,12.26,-45.99,-28.19,27.15,-103.14,3.95,18.75,-0.58,37.45,94.68,11.66,-8.91,-25.09,3.31,24.22,-326.42,-15.48,-30.8,39.83,17.23,-31.26,1.0
2.0,2.0,2.0,134.87,-136.03,-179.76,34.35,-33.51,-99.57,9.89,-1.36,-32.27,58.27,66.73,-45.78,227.91,25.92,12.84,-111.83,96.84,-1.91,-284.05,65.89,-426.1,0.0
2.0,2.0,3.0,117.29,192.31,3.47,-13.46,29.61,67.62,8.95,-1.41,5.45,81.71,-162.47,7.42,282.17,-17.91,13.67,-48.62,-11.14,-92.3,123.29,-41.68,-326.76,1.0
2.0,4.0,2.0,47.27,-210.13,30.32,19.82,49.98,5.79,-7.71,2.35,-21.94,-18.49,156.65,12.28,144.58,-26.88,-3.12,46.05,12.69,-81.54,-43.75,-46.85,145.15,2.0
1.0,3.0,1.0,9.12,-64.02,-96.41,-3.71,-77.96,79.06,-14.31,0.68,-17.84,76.5,-229.37,-29.12,96.97,-21.36,9.05,-9.5,-40.39,-122.84,-379.42,-79.11,-126.79,1.0
2.0,3.0,1.0,106.41,182.16,145.9,-22.2,4.53,-10.29,-17.63,0.84,-18.5,-88.21,109.43,8.35,138.48,-41.72,9.27,-8.05,-26.22,-15.66,364.46,3.62,-20.54,0.0
2.0,3.0,4.0,4.05,-103.86,57.63,-2.41,34.57,60.47,-12.51,0.28,65.28,36.75,0.05,-9.51,164.74,57.77,-18.46,-166.32,-3.84,-162.5,-95.53,-0.96,100.96,1.0
2.0,3.0,2.0,100.42,38.3,85.44,39.34,-52.75,-42.97,14.77,1.65,89.9,81.17,-119.69,-51.41,51.44,11.2,-8.34,-157.36,-6.56,-44.68,-12.44,-25.93,-90.36,0.0
2.0,3.0,2.0,-41.43,-198.33,17.27,31.81,-56.03,-25.09,1.58,1.28,-98.68,-89.32,-89.59,-38.66,19.67,45.02,9.55,-146.87,-36.28,89.17,-243.84,66.14,55.57,2.0
1.0,2.0,2.0,-41.47,-42.63,38.75,12.94,-40.36,-2.47,7.04,1.77,37.92,125.38,249.28,-21.23,183.9,1.21,-25.22,412.31,9.74,28.82,-112.14,131.26,98.39,0.0
3.0,1.0,2.0,126.2,-59.52,-103.8,-4.57,-57.87,29.9,-12.23,-1.87,84.21,-78.63,-95.74,50.7,-38.23,-10.05,-13.76,-71.85,-18.34,-118.38,79.61,-21.04,-104.79,1.0
3.0,2.0,1.0,87.19,-345.91,6.99,-19.57,-16.72,-90.46,-21.79,0.14,47.22,-26.5,50.63,54.4,106.95,-14.93,23.14,-2.02,51.27,26.38,123.32,-39.71,7.3,2.0
2.0,3.0,2.0,3.13,-72.09,57.98,-1.6,-112.09,1.98,2.11,2.32,-2.31,-107.95,77.84,23.19,264.12,-16.54,13.74,35.94,17.68,-88.5,135.49,84.65,-53.74,2.0
2.0,2.0,2.0,30.75,34.11,-22.79,-20.77,33.44,121.77,33.24,-1.71,-10.45,34.19,-94.42,-7.48,158.7,10.98,24.64,-194.21,-48.01,-56.56,-57.38,-16.06,-72.85,1.0
3.0,2.0,2.0,-77.96,-226.69,-68.45,9.18,-39.17,70.73,-2.71,-1.33,29.21,-141.32,-64.39,-3.09,-196.76,-1.15,-4.45,-71.33,35.86,-49.6,-258.14,-60.21,257.15,1.0
2.0,2.0,2.0,-30.02,-36.7,-51.76,20.94,-22.18,5.86,-3.97,-0.93,15.26,-82.68,215.58,31.78,195.08,21.06,-6.51,395.57,67.72,69.59,34.99,-9.03,-57.98,0.0
2.0,2.0,1.0,-7.73,137.18,3.15,29.13,-14.89,-89.94,-1.81,1.91,-35.45,-30.38,124.19,-95.17,62.24,-11.02,3.62,76.68,74.04,-103.89,-184.11,-49.9,-169.64,0.0
3.0,1.0,2.0,-26.81,354.63,53.92,11.44,-19.67,-14.87,23.27,-0.4,37.85,-94.76,-59.07,3.72,-268.9,-3.48,10.3,-235.12,-91.29,39.5,235.72,72.96,15.93,0.0
2.0,2.0,3.0,47.37,-332.23,67.19,21.55,32.83,-132.63,10.13,0.75,-67.99,-19.68,-72.36,-19.52,51.66,-36.81,44.65,-65.2,-41.91,33.83,-122.84,-5.1,29.48,2.0
2.0,3.0,3.0,-24.74,525.54,29.63,-6.89,61.14,2.49,7.28,0.47,-67.38,58.33,-119.71,-12.88,-271.67,32.0,-16.24,-7.92,-9.0,-70.75,236.99,27.16,-117.94,1.0
3.0,1.0,2.0,-32.03,-131.24,-108.31,48.91,48.07,28.06,-3.24,3.62,-2.12,-37.55,76.04,-12.77,-7.34,90.42,19.63,135.12,-6.44,-92.07,-183.32,-16.54,8.06,0.0
4.0,2.0,2.0,7.59,166.86,-11.36,-1.53,43.81,-31.05,-15.98,-0.75,-67.88,-87.68,-35.24,16.62,-232.62,-26.09,9.98,-271.24,14.9,-30.34,215.2,-4.41,-28.96,1.0
1.0,1.0,2.0,-1.0,-95.18,-83.38,-2.99,7.56,47.23,-3.59,-0.43,-36.51,-4.43,34.62,9.27,-21.26,7.5,-25.76,-63.13,-1.28,-202.14,-288.73,-1.05,116.6,2.0
2.0,1.0,3.0,-37.62,-212.52,-1.97,12.6,7.54,86.48,5.38,0.14,41.26,-165.28,45.17,-72.06,-11.94,33.98,-6.59,-54.37,91.24,-55.77,-428.18,-27.0,279.61,1.0
1.0,2.0,1.0,-3.45,137.13,23.88,7.24,-60.13,10.78,-30.64,-2.65,-59.57,39.07,162.15,-50.61,43.28,-1.01,-19.83,-48.48,11.04,-47.38,-146.31,68.78,51.7,2.0
2.0,2.0,2.0,-42.25,170.13,15.49,-8.02,-11.45,7.72,3.9,1.76,-45.97,4.43,102.35,-19.3,-9.83,-27.77,-13.04,69.49,10.23,72.69,39.93,-77.48,-5.4,0.0
3.0,1.0,2.0,95.56,58.4,61.75,-7.44,7.99,-34.01,5.64,-3.85,-38.34,-97.41,-28.46,2.96,-130.42,-33.11,-11.45,-97.3,-24.03,70.83,185.64,83.4,48.61,1.0
2.0,2.0,1.0,56.13,-244.47,54.44,27.3,8.72,-3.3,11.69,-1.99,56.67,74.69,99.56,82.71,251.88,18.75,7.57,191.65,-70.71,-16.66,235.41,7.91,56.54,2.0
1.0,3.0,2.0,-47.07,-91.9,40.22,-18.56,87.66,-39.76,-14.5,-4.88,-12.36,82.19,19.72,-17.83,-13.64,-2.93,14.73,-63.59,-92.13,69.43,-169.45,6.28,121.67,2.0
2.0,3.0,2.0,63.44,-268.53,-53.45,8.47,-34.23,-51.12,-0.99,-1.82,18.28,4.01,131.89,-51.36,-52.04,6.87,-24.62,75.24,44.13,99.35,-308.3,-60.25,122.79,0.0
3.0,2.0,1.0,-27.83,70.91,67.71,-0.45,50.72,-2.41,-7.06,-0.95,67.15,-44.54,-33.97,-17.92,142.35,-47.77,-14.21,,55.44,69.4,178.34,74.55,-139.18,1.0
1.0,2.0,2.0,28.17,-63.78,87.39,-26.76,-26.86,33.7,-7.18,-1.68,-21.03,-172.86,102.68,32.23,395.42,12.96,1.91,-86.55,-1.07,46.61,15.37,-44.14,4.53,2.0
2.0,2.0,2.0,6.42,190.05,22.92,-5.91,101.81,-47.96,-1.02,1.72,6.36,6.9,73.61,-43.48,31.88,-12.21,4.64,24.28,-4.85,18.5,55.1,7.7,-146.41,1.0
3.0,3.0,2.0,52.41,22.9,-54.66,-12.63,49.18,44.64,-7.04,1.44,-5.65,-109.54,-185.23,29.88,118.82,22.98,-17.79,-34.93,17.69,97.11,117.11,50.26,-246.01,1.0
