cat_0,cat_1,cat_2,num_0,num_1,num_2,num_3,num_4,num_5,num_6,num_7,num_8,num_9,num_10,num_11,num_12,num_13,num_14,num_15,num_16,num_17,num_18,num_19,num_20,target
2.0,2.0,2.0,-201.91,55.92,-55.62,-176.14,18.66,-27.83,6.17,-2.29,-0.94,67.77,-26.03,41.48,-78.11,1.99,32.3,3.43,-86.61,-6.46,-7.77,-53.13,68.11,2.0
0.0,2.0,1.0,-22.13,-94.43,-34.89,-53.97,317.63,89.46,69.36,-12.83,3.99,-39.92,-32.09,210.66,-26.75,2.96,32.52,1.47,-99.01,-36.67,55.4,-90.68,37.8,0.0
2.0,3.0,4.0,169.8,136.41,51.02,-126.56,-79.0,-48.76,-36.56,-17.3,7.89,-15.33,74.04,-97.15,50.17,9.47,61.21,-5.36,139.83,7.78,-42.01,-145.94,95.44,2.0
1.0,3.0,0.0,-192.06,-186.57,-29.34,-37.72,-15.29,-212.1,36.49,-30.58,-9.6,-99.75,-5.67,56.1,-44.67,4.48,-34.57,2.8,-22.24,19.05,143.7,177.46,-244.21,1.0
2.0,3.0,1.0,50.37,188.54,47.0,-16.58,235.59,-63.56,48.82,-37.2,21.62,29.38,26.04,-352.0,110.89,6.15,32.32,0.25,-5.04,-43.97,-14.08,-307.99,214.36,1.0
3.0,4.0,2.0,10.76,18.87,-66.66,37.85,-155.46,10.48,-74.88,51.56,-7.83,-39.2,48.73,-83.34,75.5,2.97,31.48,-0.49,167.52,-67.6,55.96,-35.97,-142.85,2.0
2.0,2.0,2.0,380.83,-31.04,-46.58,-80.37,46.98,-73.73,-21.06,38.31,5.62,-10.57,97.76,45.07,-47.78,15.21,-39.39,-3.16,-48.83,-15.2,-32.97,-28.02,94.13,1.0
2.0,3.0,2.0,91.28,37.2,-64.56,95.58,115.33,30.78,-2.75,4.4,-1.94,-56.68,25.27,-88.6,52.25,-3.72,28.36,-4.74,-51.85,31.16,-6.06,-104.32,168.57,1.0
2.0,2.0,2.0,-71.37,-45.48,-66.21,-1.39,49.25,10.99,-151.67,-14.02,-8.51,31.42,-13.9,162.94,-1.62,4.9,-1.29,1.05,-20.04,-64.32,20.03,-23.69,6.77,2.0
3.0,4.0,4.0,504.24,113.42,-64.34,21.82,-165.54,-3.43,55.96,27.58,0.99,6.45,40.67,-95.01,54.59,6.38,52.87,-2.93,-37.56,48.44,-39.27,-87.94,-9.86,1.0
1.0,3.0,2.0,25.51,-54.24,70.18,-27.59,-0.11,27.14,-1.66,-49.56,-2.5,-25.6,26.41,4.81,-34.59,3.85,11.65,-3.74,49.82,27.66,-16.59,-67.39,-64.21,2.0
1.0,2.0,2.0,226.78,-201.05,-6.46,71.79,16.13,-0.11,33.03,-2.95,-8.11,3.74,174.01,-105.66,61.07,-9.08,60.36,4.43,38.42,0.87,-10.54,-87.0,-77.93,1.0
2.0,1.0,3.0,88.35,28.84,52.48,-35.82,98.11,21.35,-42.35,2.11,2.49,5.14,-31.13,-105.6,-17.47,7.89,-45.84,1.56,59.53,-25.75,-1.98,-16.38,104.77,1.0
4.0,3.0,2.0,-6.03,305.24,31.1,5.64,-139.54,24.85,33.89,-9.39,8.16,-32.24,-58.04,-81.77,43.63,23.58,-16.97,-1.1,54.88,6.8,-16.36,-242.71,-18.27,2.0
2.0,2.0,2.0,-18.52,55.46,6.92,-53.29,-10.09,-15.57,-48.98,7.77,7.11,34.48,93.23,24.51,-14.23,3.25,35.54,1.36,-36.63,33.47,-29.96,-21.59,131.82,0.0
2.0,2.0,2.0,94.12,-22.78,1.83,36.06,79.56,-23.81,-34.18,-42.73,3.86,-22.33,59.47,75.08,-7.2,-12.01,-23.89,3.74,-76.96,22.98,1.83,140.56,194.46,0.0
2.0,3.0,0.0,-306.69,-31.54,103.89,74.65,-15.09,-113.39,-30.34,41.58,-2.93,-42.96,26.69,71.09,2.46,-6.53,-28.27,3.41,-164.43,-52.75,92.37,7.35,-109.15,2.0
2.0,2.0,2.0,-117.83,78.81,-6.87,-59.62,6.08,-30.3,-41.26,-35.92,9.97,-27.97,-12.45,-182.48,-75.65,-8.06,34.5,0.89,11.32,-2.64,63.6,-108.42,-112.96,2.0
2.0,2.0,1.0,22.29,76.1,-41.76,31.79,29.57,139.53,-25.23,-32.05,3.71,-99.79,-41.31,140.1,-11.65,-8.02,71.72,3.3,-22.29,-0.93,-14.67,-181.04,-67.46,2.0
2.0,2.0,2.0,-68.92,127.9,-7.18,-14.9,108.06,50.95,1.53,-62.27,15.89,-10.5,-91.1,45.88,7.03,-7.14,-11.5,0.43,74.71,23.16,49.55,-48.83,2.31,2.0
2.0,2.0,2.0,149.58,25.88,42.55,-27.69,1.53,-19.73,-42.17,36.33,-6.22,-68.16,-68.03,-84.35,55.89,18.87,0.47,2.52,-46.14,37.04,-8.41,23.8,51.8,0.0
1.0,2.0,2.0,-162.58,-47.4,-81.21,-16.63,59.92,-51.15,53.68,-14.32,10.77,-159.7,11.88,7.15,-16.47,8.41,-10.77,3.65,65.06,13.47,17.4,98.38,-5.23,2.0
2.0,2.0,3.0,201.44,-142.8,-9.09,5.19,96.38,59.58,11.71,8.8,-6.4,-100.12,55.12,40.59,-3.97,-1.63,19.31,-0.27,-102.82,-8.25,89.56,103.27,-18.4,0.0
3.0,1.0,2.0,156.29,207.56,-6.95,-6.8,-152.48,-95.14,-82.92,36.1,13.96,-20.63,46.96,26.6,26.96,-10.38,44.06,0.62,87.03,7.99,-8.79,-190.83,-59.78,0.0
2.0,2.0,1.0,401.87,-187.64,-23.28,8.47,125.92,-30.63,-52.4,-26.17,4.91,-4.93,79.73,-171.56,95.04,-18.8,6.47,-3.11,186.44,33.87,-2.67,201.1,57.27,0.0
2.0,2.0,3.0,-214.15,183.72,40.51,32.55,-164.45,108.08,17.29,-32.05,5.0,-80.74,-8.07,-26.38,45.86,-8.18,98.13,2.07,157.57,21.96,-130.79,-192.45,30.05,0.0
1.0,3.0,2.0,6.52,20.58,-7.18,-5.45,140.27,11.71,0.14,59.47,3.34,-57.8,-10.56,2.55,-47.19,-11.31,37.53,-3.12,128.76,-31.75,17.68,-98.07,73.09,0.0
2.0,2.0,2.0,342.87,-43.62,13.18,-36.03,-12.02,-83.93,23.43,1.16,1.22,-20.81,147.79,99.35,16.7,-7.19,-20.19,2.76,-44.23,-16.55,-63.03,-117.57,60.83,1.0
2.0,2.0,3.0,344.49,-27.52,119.54,-12.63,-17.95,40.36,-52.65,0.71,-1.66,16.4,-32.3,-78.46,-32.5,2.12,28.31,-0.44,-31.92,39.37,-49.05,-67.3,-76.16,1.0
1.0,1.0,3.0,-116.57,19.22,-18.09,-60.23,-52.15,-99.78,49.41,14.23,-2.24,5.71,97.79,80.46,22.7,-5.58,-35.29,-2.25,37.56,90.83,-20.53,-145.12,32.58,1.0
2.0,1.0,1.0,77.48,-42.09,87.21,80.5,-31.01,-17.64,15.55,12.76,-8.96,45.26,16.39,-9.13,32.68,12.37,11.64,-2.75,-11.22,-19.47,15.45,-45.43,-72.05,2.0
1.0,2.0,1.0,280.28,-322.73,-30.69,-16.13,18.37,46.92,98.01,89.69,-14.25,57.0,-80.15,-110.89,-26.32,10.97,6.23,-5.2,3.18,-9.89,31.12,172.91,-346.18,0.0
2.0,2.0,1.0,356.44,-54.49,107.37,-81.91,-16.68,57.01,-45.65,-50.94,5.37,-58.81,55.44,-205.64,22.55,-19.68,-12.56,-4.62,-191.19,-31.29,-5.76,-193.73,-244.24,2.0
2.0,3.0,2.0,-176.67,54.15,-14.71,70.72,-24.74,54.35,29.11,-15.77,2.18,131.37,-0.29,-136.45,41.15,-0.28,44.72,0.95,-16.71,17.0,-21.22,-168.87,-71.0,1.0
2.0,2.0,2.0,0.47,8.41,-5.05,102.29,-72.79,-6.31,-60.94,-2.58,-2.87,28.45,-32.28,-36.55,33.4,-3.47,44.56,2.5,91.4,-43.01,14.71,-39.7,-129.0,2.0
1.0,3.0,2.0,83.2,74.77,-4.78,78.91,74.57,47.48,-68.8,18.59,5.59,-97.6,-128.19,229.27,-19.24,-24.21,54.91,5.05,1.92,2.98,-73.92,-80.51,43.11,0.0
1.0,2.0,2.0,-121.15,12.71,44.3,-0.56,15.92,-127.17,-25.45,0.73,-1.76,-75.37,-9.87,118.0,66.19,0.87,-88.69,1.05,-18.1,36.44,-13.79,-28.66,70.14,2.0
1.0,3.0,1.0,47.97,-76.33,29.26,3.11,131.24,51.66,-9.68,-56.07,-7.96,3.14,148.62,27.14,0.85,15.63,6.65,1.73,-32.71,7.33,-67.71,-270.47,138.53,1.0
3.0,3.0,2.0,60.1,125.49,65.46,-69.45,-23.84,-30.31,23.2,-74.78,3.6,85.17,-6.19,15.06,85.21,-21.43,33.78,-0.27,-26.94,-60.1,5.82,-56.37,77.82,0.0
3.0,3.0,3.0,338.29,116.51,2.13,99.29,-18.76,-34.91,39.62,-36.53,3.24,22.19,34.87,-167.45,-31.63,-0.62,-16.24,2.5,92.45,6.79,7.27,-214.99,0.14,0.0
2.0,3.0,1.0,-222.7,-35.83,42.65,52.92,77.85,-38.3,41.0,-18.95,-2.55,73.23,-29.49,-95.69,-2.31,7.57,20.49,0.95,-5.78,-16.86,70.81,129.01,41.44,2.0
1.0,3.0,3.0,148.47,-157.95,-16.68,36.52,176.78,97.77,60.18,28.89,-10.28,82.47,18.39,-158.96,52.31,12.85,92.95,2.08,35.34,-18.32,36.2,95.09,106.87,2.0
1.0,3.0,2.0,82.05,39.94,39.54,-21.95,73.65,108.55,-15.53,-128.82,18.74,164.14,-28.98,87.05,-2.3,-15.23,20.89,0.08,61.16,-43.88,-25.14,-81.47,-82.35,2.0
1.0,3.0,2.0,-102.86,-109.77,-27.83,113.93,20.87,84.44,-113.79,-15.63,2.99,19.57,106.7,26.37,-32.07,13.41,-46.15,-0.94,-36.77,-41.84,-26.91,-22.03,-46.15,2.0
2.0,2.0,1.0,306.11,-152.91,40.07,-162.65,136.46,-43.72,18.95,-16.79,4.48,45.98,45.51,128.82,32.92,-2.88,-11.81,5.44,93.81,-21.77,-17.96,227.54,129.5,0.0
2.0,2.0,2.0,-235.46,146.17,-19.77,-79.06,-29.01,-24.98,-16.38,-48.82,9.42,55.57,-40.01,-279.14,-131.53,20.51,18.43,-0.76,-48.02,-15.33,-37.62,-128.27,27.93,0.0
2.0,2.0,1.0,-148.35,21.38,52.36,23.98,-148.69,-83.93,14.44,10.52,-5.89,-7.17,9.73,75.45,48.14,-3.16,-27.19,2.75,-88.43,28.03,5.09,-43.36,-121.04,2.0
2.0,2.0,1.0,134.49,160.48,45.19,-41.34,48.45,23.12,-168.53,52.93,8.66,3.26,-95.71,6.43,51.52,-6.04,32.3,1.39,87.87,1.04,-33.21,-241.55,-22.2,0.0
2.0,1.0,4.0,-21.86,64.81,-93.64,-120.3,-23.6,3.78,25.53,-18.73,6.78,-33.1,88.06,-113.16,-64.32,-9.73,35.14,-0.31,-61.55,3.89,-35.54,-151.7,56.08,1.0
2.0,3.0,1.0,-194.13,-4.09,-19.28,30.62,-83.26,-88.76,-4.18,-56.9,-5.34,-15.13,9.99,45.1,-131.74,-0.7,-48.63,2.32,-160.24,-1.86,50.06,56.95,-67.98,2.0
2.0,3.0,2.0,232.01,-45.7,5.05,88.77,-57.25,82.1,3.6,9.32,-6.89,1.63,95.81,-198.36,79.91,1.76,43.61,-3.84,136.19,-27.26,-32.14,-116.46,-43.78,1.0
2.0,3.0,2.0,-85.5,23.97,-26.0,-52.44,18.54,-42.22,-55.14,-19.64,7.3,-5.66,89.06,-14.58,30.78,-2.81,54.58,-4.69,-11.79,50.55,2.26,1.77,101.84,0.0
1.0,2.0,1.0,-409.97,-118.24,-62.71,49.24,16.85,-14.32,-7.75,-83.11,-12.27,-4.71,115.42,81.7,0.47,-3.69,-10.09,3.78,-88.48,33.33,0.55,-187.94,-58.05,1.0
2.0,2.0,3.0,178.79,35.99,-29.77,84.06,9.1,17.27,12.09,35.14,-2.04,61.99,25.79,-22.3,-41.5,-8.39,-24.85,-0.37,-145.57,10.92,16.17,-28.3,69.4,0.0
2.0,1.0,1.0,236.3,-91.0,-71.46,-0.39,10.35,15.36,96.01,27.08,-3.56,21.05,14.37,-20.34,25.02,-0.62,-49.68,0.86,89.8,1.46,-37.97,76.16,10.51,0.0
2.0,2.0,2.0,31.19,175.95,16.76,53.87,-35.8,9.53,-3.96,15.47,17.19,21.45,108.42,105.72,40.8,4.45,-14.97,-0.1,-64.15,-46.75,-57.8,-218.14,99.01,0.0
2.0,2.0,2.0,13.64,-15.14,-101.36,-11.46,-56.18,-0.4,43.05,41.16,-11.03,-81.23,-102.43,18.88,89.99,31.18,78.43,3.37,22.89,26.39,8.33,259.67,74.36,0.0
1.0,1.0,1.0,64.0,-99.99,6.88,-10.97,18.5,-123.5,-2.37,38.98,-0.73,24.16,38.58,243.98,40.71,-8.06,-2.22,-0.14,130.93,21.25,47.6,8.88,-112.19,2.0
2.0,2.0,2.0,-178.11,77.4,-38.66,-5.44,-146.4,-80.07,-72.15,-21.89,3.4,35.15,-28.57,-116.61,-1.92,2.32,-61.52,-1.68,47.5,5.74,30.56,169.56,-17.25,0.0
2.0,3.0,1.0,3.43,-22.89,-13.38,34.58,-60.4,-48.1,-16.74,12.29,-0.83,-95.61,43.4,-95.73,-26.28,13.98,-20.92,2.95,2.38,-27.49,13.23,-64.81,-116.23,2.0
2.0,2.0,2.0,149.67,89.7,-94.3,87.61,74.74,6.3,-75.48,-60.27,0.5,-48.58,-12.35,57.05,-32.1,6.61,2.75,-2.05,207.31,44.08,-24.27,-162.35,116.45,0.0
1.0,2.0,2.0,-242.18,192.73,60.25,-2.12,-104.12,64.38,53.13,-0.38,17.68,90.58,-17.28,-13.63,5.83,2.39,85.81,0.56,52.59,18.03,-61.44,-384.18,-205.76,0.0
2.0,3.0,2.0,-43.91,110.38,108.31,100.97,15.96,-19.1,40.68,-54.86,7.68,19.26,88.17,1.77,19.26,4.02,85.06,1.72,-100.83,-11.23,3.37,-122.46,126.58,0.0
2.0,1.0,2.0,-66.11,123.62,35.67,-83.84,-58.18,-9.07,-80.52,-0.1,4.89,-5.07,88.89,1.0,60.3,-20.16,68.24,-0.42,-43.51,-4.11,-28.96,-123.48,113.47,0.0
2.0,2.0,2.0,222.82,-42.83,-98.31,44.79,-78.51,-18.23,49.97,-10.16,-6.07,-36.65,0.84,91.16,-3.23,-11.43,25.08,-0.34,42.3,30.51,26.49,-64.07,-183.89,1.0
2.0,2.0,2.0,4.94,50.57,-25.26,-114.81,-239.31,3.34,13.68,-0.18,5.27,61.3,-43.4,74.33,-69.2,5.08,-53.94,-5.49,171.39,0.85,-31.71,100.5,-194.94,2.0
2.0,3.0,2.0,-115.89,56.08,-4.26,-76.52,-42.11,-7.28,56.35,-15.02,5.51,5.71,-38.56,177.01,35.63,-0.21,-89.31,-0.18,-128.82,11.67,11.65,30.73,-36.71,1.0
1.0,2.0,0.0,259.8,-218.48,61.92,-52.51,178.15,-122.11,-10.23,10.74,6.38,-47.98,41.12,119.75,-2.09,-18.76,47.78,3.57,-29.13,3.63,28.0,287.63,61.09,0.0
1.0,2.0,2.0,71.02,-26.12,-40.69,37.57,51.07,-43.91,52.34,-20.35,0.85,8.27,-19.97,43.88,-28.46,-1.12,61.16,0.69,119.02,12.52,50.35,-22.53,-65.26,0.0
3.0,3.0,2.0,54.84,148.78,-53.68,-83.52,-97.69,-17.05,42.41,17.92,6.87,45.24,21.14,-63.57,-13.13,2.07,-25.78,1.12,-44.0,-0.68,-34.84,-69.82,55.77,0.0
2.0,3.0,2.0,36.0,-59.61,106.49,-58.56,-30.7,-2.28,45.0,42.03,-16.65,42.91,-52.44,165.87,41.57,10.12,61.07,2.9,-9.11,-30.46,2.03,78.42,9.95,0.0
3.0,2.0,1.0,-161.34,20.85,60.77,56.71,-332.33,-174.86,31.54,36.76,-18.56,23.63,35.7,46.55,39.02,2.66,9.57,10.48,31.81,-18.63,-53.13,116.44,-21.97,2.0
2.0,3.0,2.0,252.03,-124.09,74.41,-43.84,-37.65,-20.72,-40.06,-0.7,-10.37,58.35,75.45,-139.43,-9.24,0.93,28.62,2.99,56.44,8.0,6.5,-43.95,-99.61,1.0
3.0,4.0,3.0,-10.67,38.22,19.79,6.77,-138.61,-11.15,4.65,-13.22,2.77,79.21,100.12,-82.81,-50.0,-13.6,85.83,0.5,-29.26,85.15,112.3,-53.54,-194.28,2.0
2.0,3.0,2.0,-7.29,125.46,75.55,-82.98,50.27,67.76,3.98,-39.73,15.66,38.11,-46.55,-62.63,-13.44,3.12,92.6,-0.41,115.11,-91.77,45.62,-234.94,-157.8,1.0
2.0,1.0,3.0,11.05,100.36,88.79,-13.24,-80.15,-57.06,5.18,-30.35,4.91,-15.3,-48.06,23.56,6.52,5.76,-67.87,-1.89,-35.66,-47.92,2.57,40.6,2.32,1.0
1.0,3.0,3.0,-8.77,-28.25,37.08,-7.7,13.53,-93.36,55.65,34.03,-5.92,-7.01,9.84,25.65,-6.42,-23.01,45.34,1.42,-184.19,-38.4,-33.68,150.76,214.77,2.0
2.0,3.0,1.0,-231.94,115.02,111.07,56.82,1.7,-53.78,-1.83,38.05,1.72,-73.39,-119.82,-21.76,-3.08,-10.69,13.2,2.66,-27.17,-42.74,-13.68,12.23,66.69,2.0
3.0,2.0,3.0,130.47,84.72,59.69,59.64,-198.36,-107.33,-75.91,80.93,-7.13,12.74,-131.89,-37.35,-29.66,6.09,-9.48,-5.42,-48.93,0.28,-11.72,101.49,-86.89,0.0
1.0,2.0,1.0,-100.64,-114.1,27.99,-66.89,62.44,-46.23,87.06,10.83,-1.32,87.76,38.02,122.11,79.1,-2.45,-72.77,-1.45,109.01,35.88,3.18,1.56,-45.33,1.0
2.0,3.0,2.0,89.59,26.67,-58.42,-70.78,-84.43,-32.1,70.94,-9.55,2.64,-67.37,25.76,-99.8,22.34,15.16,78.92,-0.14,-4.74,33.22,-2.34,-82.03,-108.25,1.0
1.0,1.0,1.0,20.73,31.55,-20.29,-23.18,115.23,-102.23,-55.49,1.87,1.71,-1.48,70.6,-74.86,-37.22,-0.34,64.96,-5.38,18.95,-16.22,10.33,-244.93,74.28,1.0
3.0,2.0,3.0,211.23,-37.76,63.69,50.23,-123.19,129.32,34.65,1.62,-8.96,60.49,46.82,-93.02,-19.8,-8.79,14.05,3.6,-107.59,37.62,23.12,85.81,-67.54,2.0
2.0,2.0,1.0,74.79,44.8,-12.94,16.59,111.0,-63.62,18.0,30.23,13.07,-139.03,31.25,53.04,57.53,-2.51,-17.73,-0.78,-44.11,-21.98,-36.89,89.85,237.78,0.0
2.0,3.0,2.0,-22.04,-97.25,31.07,-73.29,-144.03,163.39,-39.59,-77.35,-12.97,-14.02,23.13,-150.49,27.49,-1.29,-34.8,0.63,100.89,-3.17,-87.9,-5.63,-116.38,1.0
2.0,2.0,1.0,-299.2,125.04,-11.72,-35.76,-116.19,-72.69,-59.48,-6.11,0.45,-28.56,-99.36,-0.65,-16.08,12.19,-27.22,-1.27,85.52,-32.92,14.46,40.71,-51.96,2.0
