cat_0,cat_1,cat_2,num_0,num_1,num_2,num_3,num_4,num_5,num_6,num_7,num_8,num_9,num_10,num_11,num_12,num_13,num_14,num_15,target
2.0,1.0,0.0,-14.78,-26.77,-176.14,-52.06,337.96,-49.62,-44.8,-1.04,-78.18,19.08,126.69,234.03,31.33,10.96,170.07,-29.58,1.0
1.0,0.0,3.0,-5.71,67.18,-150.21,24.02,188.03,-57.98,97.37,-41.82,-134.0,82.04,11.26,-72.79,-28.09,61.17,-4.98,15.67,0.0
2.0,1.0,2.0,-10.1,11.86,-4.06,-5.48,114.67,41.61,-19.11,22.08,-63.31,41.99,-175.17,66.06,-45.33,6.38,-12.85,-19.08,2.0
1.0,1.0,2.0,1.83,22.83,-69.28,0.13,98.73,-52.19,-9.27,-15.52,-13.5,-83.74,84.19,-14.91,-70.17,-21.54,84.92,-52.84,2.0
2.0,1.0,2.0,30.55,31.7,-57.33,-38.78,-35.3,-28.73,68.02,-9.99,-54.04,-74.9,15.31,141.01,-46.26,-61.47,-35.95,-56.89,1.0
2.0,3.0,1.0,-29.1,-54.03,106.65,36.56,205.13,-16.31,31.85,-24.54,194.48,173.97,80.84,97.25,-54.13,64.36,59.2,-34.45,1.0
1.0,2.0,1.0,16.17,42.92,-76.93,44.15,-78.36,-30.41,-1.7,-17.88,88.68,69.07,-270.13,-142.54,-2.74,16.3,-223.91,-7.96,2.0
1.0,2.0,2.0,-12.24,-29.09,8.13,19.38,136.96,11.53,11.04,-10.52,88.58,159.3,-27.95,-17.54,-35.84,0.32,-158.04,-10.13,0.0
1.0,2.0,1.0,9.49,34.31,55.84,29.02,49.38,-7.67,-37.37,8.95,125.98,33.67,52.62,-32.23,15.58,28.59,-34.63,-89.45,2.0
1.0,,1.0,6.85,35.85,67.06,94.94,46.11,66.92,21.75,-84.43,224.48,-54.18,-100.63,10.09,28.68,-147.92,-12.29,-33.81,0.0
1.0,2.0,2.0,-25.51,15.82,96.52,35.28,28.4,19.88,9.96,8.12,50.75,-15.71,62.64,-30.02,59.48,-60.8,46.64,-30.55,2.0
2.0,2.0,2.0,4.82,-3.43,-160.24,-30.36,-26.07,32.05,141.83,-17.84,-58.15,69.53,-5.56,128.27,28.03,-44.7,-109.28,-25.5,0.0
1.0,3.0,1.0,-28.97,-37.39,-25.49,6.4,-160.27,9.73,-0.2,-14.83,185.66,34.38,-13.59,-82.8,11.45,52.55,378.88,-25.13,1.0
1.0,2.0,3.0,1.27,-16.36,-65.55,44.07,71.08,27.75,5.74,-3.1,72.82,40.9,-17.42,-53.07,19.17,-11.78,95.79,-6.61,0.0
1.0,2.0,1.0,39.98,65.46,6.67,19.24,244.06,-26.6,70.52,18.39,-53.68,16.23,-65.36,-22.88,32.86,145.95,-157.91,52.55,0.0
2.0,1.0,2.0,-18.25,43.4,-58.26,-49.04,-102.89,-48.72,-68.76,42.8,-129.97,238.64,-16.51,125.87,17.03,-78.07,-99.64,-13.99,1.0
2.0,2.0,1.0,2.07,-31.56,-34.28,46.21,221.38,-34.75,-10.94,62.35,-2.77,106.79,21.83,-11.62,54.67,104.75,85.56,12.27,1.0
1.0,1.0,1.0,-22.1,-21.44,3.36,3.05,-9.49,2.22,-167.58,5.69,114.85,-112.55,-3.82,-141.64,-52.56,96.24,-160.56,-37.71,2.0
1.0,2.0,1.0,-7.4,49.73,-100.83,17.06,35.63,6.93,55.44,-54.73,52.9,-53.92,83.02,17.92,56.91,-18.03,190.43,-19.41,2.0
2.0,1.0,2.0,-1.21,7.16,94.62,14.61,206.97,-16.1,-11.97,32.6,-50.11,,-117.53,130.16,96.46,12.34,-63.39,-58.29,1.0
1.0,3.0,2.0,-38.67,9.07,124.86,-64.31,-269.66,-56.08,-35.68,-34.51,235.07,53.12,-74.5,99.59,45.17,21.28,-73.06,-142.28,1.0
1.0,2.0,2.0,-36.22,31.47,-154.62,-85.38,-345.07,-30.91,204.04,-50.12,-55.3,50.4,83.29,73.05,31.62,-69.44,3.13,19.14,0.0
2.0,1.0,1.0,13.98,41.2,-46.08,-66.25,25.68,9.16,-102.95,-31.7,-44.11,78.43,24.21,160.06,12.5,-27.87,-55.42,-1.4,1.0
2.0,2.0,2.0,-34.55,-38.07,-5.87,-95.64,112.41,-22.2,-46.81,-1.18,-65.05,-48.64,-100.24,292.15,81.34,-39.96,92.71,5.65,1.0
2.0,1.0,2.0,-13.6,6.49,96.5,19.43,130.03,-59.59,46.7,-31.7,-71.52,5.14,166.14,50.01,6.35,15.0,13.55,-17.88,2.0
1.0,2.0,1.0,10.9,-76.92,-34.17,24.33,-382.58,-68.13,-66.76,-28.03,208.02,7.04,38.45,-250.48,15.87,8.89,-95.95,108.59,0.0
2.0,0.0,1.0,-17.59,4.28,73.44,-31.82,-56.92,70.63,3.01,-16.34,-101.73,-15.18,-25.52,-17.2,0.65,-17.22,15.35,1.47,1.0
0.0,2.0,1.0,-29.65,-40.19,-38.12,48.55,-21.67,38.03,54.5,19.29,77.92,37.91,-97.11,-193.6,14.34,14.31,8.04,17.0,0.0
1.0,2.0,1.0,26.94,-28.14,-96.47,-20.5,36.78,-58.11,-117.18,29.39,122.94,-24.31,-141.76,-15.04,69.51,74.34,71.9,-83.58,2.0
2.0,1.0,1.0,-9.3,-21.45,-75.46,12.38,122.94,13.44,-46.7,12.9,-54.84,-100.16,9.76,60.43,59.1,-30.53,-63.98,-13.82,0.0
1.0,1.0,1.0,21.76,146.09,-9.28,2.67,-81.1,-6.0,20.03,-25.09,-25.94,-0.98,3.35,-82.37,-68.64,60.95,24.61,-112.07,2.0
1.0,2.0,2.0,11.64,-50.78,53.8,-6.46,83.18,4.07,4.93,5.93,66.93,-29.09,-36.18,7.06,7.3,30.49,-78.94,-13.81,1.0
2.0,1.0,1.0,-7.51,1.39,-20.96,-24.96,137.85,-29.8,24.65,50.76,-161.65,-134.7,-54.42,81.37,-37.92,43.97,-42.72,-31.57,2.0
1.0,1.0,1.0,7.2,32.14,-63.34,10.73,1.2,16.11,91.68,17.95,-68.12,2.89,48.36,-75.14,-25.01,39.79,-86.72,-10.37,0.0
2.0,2.0,1.0,28.02,55.01,-6.65,-33.72,135.76,40.04,136.6,-22.5,-88.74,62.32,33.49,291.24,-36.53,-31.46,30.2,78.68,2.0
2.0,1.0,3.0,-41.86,22.91,-75.65,26.84,84.15,-18.19,44.98,15.05,-17.96,68.74,-54.79,-2.16,82.02,64.27,248.89,-70.84,2.0
2.0,1.0,2.0,1.61,31.41,-50.76,36.58,22.84,-3.59,-90.41,-10.09,0.79,71.15,-25.58,11.44,-34.39,22.51,-28.73,18.32,0.0
2.0,2.0,1.0,25.45,-15.4,7.78,57.29,-85.6,-74.55,-7.01,-5.44,94.16,-74.28,-79.77,-58.64,46.04,9.4,-39.05,54.09,0.0
2.0,0.0,2.0,-17.89,-5.35,72.67,-68.69,-42.43,36.59,23.28,3.27,-179.99,142.72,-73.84,5.41,14.5,11.14,-39.44,21.36,0.0
2.0,2.0,2.0,1.62,-29.32,-15.8,47.51,195.8,-109.35,15.94,38.38,55.99,-95.67,-92.23,18.99,49.34,54.82,27.1,-140.61,0.0
2.0,1.0,1.0,1.33,37.2,76.14,-49.33,222.83,10.64,61.27,0.72,-170.49,-60.44,34.61,293.95,23.96,-41.86,1.53,14.49,2.0
1.0,3.0,2.0,-6.84,-18.07,2.1,6.45,222.15,54.15,-24.92,-61.37,191.58,20.42,-59.0,137.79,10.43,2.37,18.78,-79.88,0.0
2.0,1.0,1.0,-21.64,-37.29,-6.57,-33.1,1.91,-25.36,88.53,12.56,-144.07,-21.87,-8.12,-23.23,-47.14,8.04,34.28,1.28,2.0
2.0,1.0,1.0,-0.14,2.29,-6.04,66.36,105.78,25.07,-75.55,-22.74,91.04,-44.68,-26.34,81.08,-31.4,-92.88,-15.67,-59.73,0.0
2.0,1.0,2.0,14.68,25.81,36.54,-48.44,-148.97,3.97,-4.45,27.78,-79.1,-69.89,-77.71,-55.93,11.67,54.69,42.8,-30.02,2.0
3.0,1.0,1.0,18.55,-7.53,69.53,-19.19,114.88,21.97,-36.27,49.5,-100.61,-63.65,-135.28,210.26,20.64,-5.87,36.37,13.66,0.0
1.0,2.0,1.0,-10.69,43.77,-50.29,79.69,-15.56,46.86,-32.42,-32.67,104.73,-56.78,259.15,19.21,9.34,-132.44,-104.56,8.96,0.0
2.0,3.0,3.0,20.91,-33.79,12.33,-9.45,-188.1,49.43,-57.41,4.42,166.99,-196.97,-40.27,63.24,-12.1,-15.13,-66.22,-16.46,2.0
1.0,2.0,2.0,-13.03,-80.79,-13.88,-70.71,143.75,-18.08,53.47,-12.11,18.16,-34.26,-19.36,149.98,15.67,23.77,-4.85,37.59,1.0
2.0,1.0,1.0,8.13,24.51,-47.24,13.87,87.73,18.73,-106.94,-19.91,19.26,10.31,124.14,154.33,5.9,-52.87,48.89,22.83,0.0
1.0,2.0,0.0,29.19,11.21,-108.63,-22.84,38.55,46.26,-73.45,-44.39,70.73,-15.85,146.39,106.4,21.14,-17.58,60.35,11.55,1.0
2.0,0.0,3.0,-0.67,30.9,-58.64,21.37,101.34,-4.68,40.85,-29.67,-118.75,42.34,109.64,-118.68,68.4,88.13,-60.91,0.57,0.0
2.0,0.0,2.0,12.19,-27.79,15.36,-54.17,325.41,86.81,60.14,-12.31,-250.33,76.93,-19.99,257.46,-42.1,-81.29,-74.07,103.93,2.0
1.0,1.0,0.0,-9.56,-24.45,5.44,76.65,157.71,35.18,-14.87,-4.1,71.24,47.31,70.34,-105.16,33.39,-9.34,142.5,-21.66,0.0
1.0,1.0,2.0,5.35,-7.31,-30.31,-18.45,101.41,87.55,-6.22,1.12,-15.83,-106.98,28.51,-37.77,-80.5,80.5,30.02,-17.21,1.0
1.0,1.0,2.0,-8.73,48.5,-38.31,-81.27,-100.5,-3.89,10.28,15.43,-123.75,-41.23,63.1,55.14,19.63,3.92,83.02,-61.02,2.0
0.0,1.0,2.0,18.62,-13.94,-63.9,37.28,139.77,1.65,-83.92,12.18,81.0,38.37,-125.5,-155.95,48.15,34.07,-23.6,-2.87,2.0
2.0,2.0,2.0,12.78,32.68,-24.19,40.57,-287.38,36.96,-75.48,5.31,195.58,14.31,145.63,-93.93,-14.51,32.33,-126.94,-79.5,1.0
1.0,2.0,0.0,-10.84,-42.42,13.57,68.98,-73.9,-52.76,25.6,15.18,197.53,94.13,-77.6,-170.97,-39.31,3.89,-143.48,-25.91,1.0
2.0,2.0,3.0,3.08,-39.53,-106.6,47.71,1.73,19.54,-54.96,-19.68,181.09,-122.69,0.55,2.33,77.62,-10.58,-23.07,-19.18,1.0
2.0,1.0,3.0,-12.84,22.3,38.95,33.17,33.34,18.45,1.84,7.8,-7.94,90.85,83.83,-91.75,-77.17,91.03,21.84,-78.42,2.0
2.0,2.0,1.0,1.11,37.7,-1.09,-57.38,146.7,-33.32,104.75,9.03,-161.51,155.74,24.55,234.37,-19.55,-14.66,14.08,66.98,2.0
2.0,1.0,1.0,-21.47,110.91,5.06,-15.14,121.3,-17.21,-105.62,-1.73,-94.6,62.23,-30.39,8.86,-21.75,95.17,-104.29,61.7,0.0
2.0,0.0,3.0,23.53,-47.38,-243.89,-15.26,68.04,61.78,84.52,25.25,-151.12,-11.74,61.96,-31.25,-33.95,30.12,-78.07,-22.39,2.0
1.0,2.0,1.0,-2.98,31.95,27.76,57.8,-228.26,-57.26,-41.49,-22.56,135.49,130.45,-14.43,-195.3,64.07,23.91,-76.44,18.67,2.0
2.0,2.0,1.0,-0.69,25.37,-96.51,-4.21,-161.03,32.26,-26.65,45.63,-21.06,-104.99,-24.99,-108.95,39.4,113.34,-107.61,-1.78,1.0
2.0,1.0,1.0,2.65,40.34,-102.01,-83.92,-42.53,7.22,-46.92,43.77,-161.32,-112.96,101.63,77.97,21.5,30.58,-190.22,23.99,2.0
1.0,2.0,1.0,17.71,-23.99,61.48,92.28,-189.49,52.75,-116.16,-34.5,232.83,99.48,30.24,-444.16,-40.2,126.94,-122.53,87.87,2.0
2.0,1.0,0.0,7.05,47.97,-4.56,-15.4,-85.42,34.61,83.6,5.28,-111.34,46.72,-85.73,180.08,-32.34,-126.01,106.93,-24.03,1.0
1.0,2.0,2.0,-18.29,31.21,41.57,15.36,-67.48,-0.3,46.15,-69.37,106.84,-18.86,98.85,58.45,21.62,-130.97,18.45,-3.52,0.0
2.0,2.0,2.0,2.05,44.8,-22.09,-44.6,-17.0,-8.02,64.08,19.42,-91.15,12.62,25.4,131.73,12.77,25.39,189.75,37.1,2.0
2.0,1.0,2.0,76.56,-9.97,23.67,-50.74,-14.17,-9.21,88.76,-0.27,-149.2,-24.04,22.49,24.32,-26.01,15.0,-59.29,60.06,2.0
1.0,1.0,2.0,-5.34,50.89,28.28,55.37,-95.27,23.89,-50.32,-31.3,122.04,7.56,13.77,-241.16,52.17,89.12,-161.24,-201.57,2.0
2.0,1.0,2.0,13.52,21.76,48.05,84.6,-21.28,-12.03,-88.33,42.47,6.46,-14.06,-28.34,-131.83,-5.58,22.76,0.21,33.72,1.0
1.0,3.0,1.0,20.43,-60.0,-73.0,-20.82,101.58,-27.73,104.96,2.03,78.98,-134.22,88.22,30.43,14.96,53.38,70.98,31.83,1.0
2.0,0.0,0.0,-12.89,56.53,41.01,-3.8,171.16,60.52,-34.67,2.61,-123.4,14.33,108.58,23.63,-41.05,96.84,113.09,-94.69,0.0
2.0,0.0,3.0,-19.29,-20.25,-68.88,-75.52,-13.2,23.87,-27.32,19.98,-185.14,69.99,31.14,71.15,-40.85,-35.94,122.35,34.54,2.0
2.0,2.0,1.0,-13.57,5.3,-60.79,17.21,34.2,19.39,15.41,9.25,12.52,182.86,93.6,99.6,-60.19,-66.11,-120.83,0.12,0.0
2.0,0.0,1.0,26.76,-6.05,39.78,97.83,55.35,22.64,273.35,-18.67,-133.4,-125.06,-103.79,-330.57,88.7,130.98,97.21,31.49,0.0
1.0,1.0,1.0,19.53,66.71,-81.09,10.68,149.66,-17.35,3.54,-38.28,-73.76,-11.6,103.37,-17.61,-18.19,52.29,39.61,53.31,0.0
2.0,2.0,2.0,-12.83,-32.29,-88.9,-12.16,21.69,-34.01,-79.67,15.13,51.87,-110.59,47.15,71.28,-8.06,18.93,-148.75,-36.45,1.0
1.0,2.0,2.0,4.65,-9.71,-10.62,-27.18,-122.05,-66.77,236.28,-15.1,-49.4,-114.45,7.19,-70.21,14.22,0.27,-117.89,31.13,0.0
2.0,1.0,2.0,35.17,-44.24,26.09,1.47,160.51,45.81,107.66,-16.49,-72.9,-105.74,-153.54,36.74,-30.14,22.86,-49.61,59.95,0.0
1.0,3.0,1.0,10.44,-10.65,-19.85,12.33,26.41,15.35,19.28,-9.99,153.32,35.23,171.72,-1.19,7.51,25.22,-142.5,-8.74,2.0
2.0,2.0,2.0,39.94,-30.47,-88.74,16.5,1.82,47.04,-133.09,-17.34,118.74,-14.19,146.17,-7.63,-12.25,0.5,44.73,7.1,2.0
2.0,1.0,2.0,25.2,54.31,-92.72,31.87,136.32,7.26,135.13,6.73,-157.69,-49.27,-90.89,-67.03,17.51,57.4,-135.29,13.98,0.0
2.0,2.0,1.0,14.4,34.93,-17.58,36.7,109.25,-38.26,-35.53,37.81,-2.07,160.65,59.71,-34.47,-47.42,100.56,-58.03,-60.39,2.0
2.0,0.0,3.0,-6.59,-37.4,-7.67,73.4,240.92,-89.22,95.1,25.54,-91.58,45.98,-2.96,-101.1,-50.7,120.88,-98.11,-90.45,2.0
1.0,1.0,2.0,-17.53,-36.82,-28.3,-59.96,-21.04,-65.93,135.0,10.62,-145.47,34.47,-65.7,39.36,-26.7,-7.64,17.63,9.51,1.0
2.0,1.0,1.0,-7.33,66.09,9.3,-76.69,34.17,59.19,-6.19,-12.54,-116.68,76.96,-6.09,235.83,8.19,-66.3,62.21,-5.74,1.0
1.0,1.0,2.0,7.23,139.58,138.33,18.12,97.9,28.32,-59.57,-30.4,-27.88,-111.43,63.08,-108.73,-18.33,116.3,-106.36,55.03,0.0
1.0,1.0,2.0,-0.12,96.36,73.12,-111.35,193.75,52.24,-132.19,37.87,-232.47,-36.84,98.56,263.64,-31.7,-10.79,-114.39,-23.19,1.0
1.0,2.0,1.0,-1.31,11.12,21.92,79.61,200.76,9.65,-39.03,-33.85,116.94,7.26,-90.77,49.32,-83.98,-91.96,-47.09,41.69,2.0
1.0,0.0,1.0,-18.71,13.37,-24.79,-88.89,67.21,-33.16,115.4,-41.12,-229.43,117.52,89.53,88.71,1.88,-26.95,36.03,56.46,0.0
0.0,2.0,3.0,-7.09,6.73,113.58,-7.99,-50.42,-14.22,-32.68,-6.0,77.56,-38.56,-6.69,-227.51,77.34,126.22,192.29,-49.13,2.0
1.0,3.0,1.0,8.4,-56.33,25.82,40.22,325.75,-42.38,31.84,-49.01,252.47,133.77,-102.44,119.4,-12.91,28.89,-7.63,-138.52,0.0
2.0,2.0,1.0,-14.4,-61.24,-165.55,-108.09,299.4,70.68,-60.02,17.62,-76.33,55.26,-11.44,468.8,-36.53,-44.14,74.9,-26.05,1.0
1.0,1.0,1.0,19.92,16.38,-82.47,24.17,-135.13,-7.5,65.85,-31.91,48.36,137.88,45.16,-72.73,46.42,-92.0,76.95,21.05,0.0
0.0,3.0,1.0,22.48,-105.67,87.73,13.58,314.23,-1.05,-9.53,26.45,178.64,-59.02,90.23,-12.47,13.48,25.86,69.86,44.28,2.0
3.0,0.0,1.0,-11.53,-8.94,48.55,-57.16,208.04,-50.37,-30.49,59.32,-293.18,12.69,-113.17,161.23,-16.99,52.1,20.23,107.68,1.0
2.0,2.0,2.0,-22.98,26.71,137.39,-66.41,168.32,24.55,93.41,9.61,-165.15,-55.85,-25.66,293.86,56.27,-69.87,-21.59,29.2,2.0
2.0,1.0,1.0,-44.28,24.84,-26.87,-28.05,156.77,0.62,21.2,-0.56,-146.26,-49.21,30.08,49.23,-11.42,40.88,97.25,13.68,2.0
1.0,1.0,1.0,-7.15,25.87,35.64,31.23,113.03,8.48,144.29,-30.51,-28.31,113.99,83.01,-59.8,-53.14,22.03,-41.12,14.01,0.0
1.0,2.0,2.0,0.31,50.59,93.48,1.48,-106.91,41.18,48.91,-15.82,69.81,-191.4,54.44,16.5,-73.16,-8.14,-81.22,-93.31,2.0
1.0,0.0,2.0,1.24,-19.18,-14.8,-16.83,85.29,32.2,-5.2,-33.82,-115.98,73.38,-65.12,-23.83,-26.67,-11.36,66.15,0.96,2.0
1.0,2.0,2.0,1.29,-1.82,34.57,54.21,195.16,28.1,-76.22,-34.92,119.09,20.53,-85.54,96.47,-15.28,-96.42,-57.08,-47.61,0.0
2.0,1.0,3.0,18.82,25.04,-53.84,41.8,128.42,-32.31,81.92,-3.2,-65.45,-104.77,-24.09,-69.02,4.51,89.08,-14.48,11.57,0.0
3.0,1.0,1.0,4.37,13.47,-32.74,63.6,122.2,24.54,116.46,18.02,-75.15,-218.5,114.7,155.51,-69.29,-82.49,-72.61,-32.79,1.0
2.0,2.0,2.0,-19.73,41.95,102.65,57.62,-220.31,36.38,-128.07,34.19,116.05,-75.28,73.98,-108.21,-90.73,32.08,-65.8,-63.71,1.0
2.0,2.0,2.0,7.1,32.41,30.73,5.95,-32.67,-28.54,15.77,-18.85,-25.46,-25.16,-6.92,210.24,1.4,-126.7,-58.4,43.15,1.0
2.0,2.0,2.0,-2.57,50.35,-72.45,-70.88,176.45,52.25,99.35,-36.84,-182.87,-112.22,32.68,347.39,45.26,-71.14,69.46,103.3,2.0
1.0,2.0,2.0,-9.96,-34.89,-118.09,-59.52,52.15,-43.51,-79.9,-27.44,120.0,-82.12,34.71,207.21,-80.93,-43.44,52.36,-116.0,1.0
2.0,1.0,1.0,-14.23,18.3,107.83,-13.56,-117.2,-18.19,57.92,-10.4,-99.01,-22.88,85.06,57.81,36.12,-76.67,166.19,1.41,0.0
1.0,2.0,3.0,25.09,37.26,7.44,-6.42,109.31,-12.89,-0.46,-12.27,-25.92,135.76,-20.08,17.97,-7.33,53.98,-74.95,51.64,0.0
2.0,1.0,2.0,0.23,57.23,46.63,-6.56,236.9,55.98,-5.66,18.1,-113.94,21.21,29.22,122.29,32.04,62.11,-39.97,31.79,0.0
2.0,1.0,1.0,-23.22,27.07,-71.72,-8.77,277.11,-42.16,29.08,-44.5,-112.41,-41.91,-59.9,130.73,3.69,20.2,74.72,84.23,1.0
0.0,2.0,2.0,14.58,25.14,24.78,22.73,137.44,-5.47,-24.42,-8.12,96.94,-66.25,-0.4,-82.98,-2.17,55.12,123.27,-63.22,2.0
2.0,1.0,1.0,3.75,121.32,-46.51,-81.24,-45.13,32.1,-20.32,7.31,-130.4,11.33,-113.26,89.55,39.22,87.29,-46.03,-88.18,2.0
1.0,2.0,0.0,-9.31,11.34,-35.5,47.16,-110.9,-84.93,-31.53,-0.85,107.09,-2.67,-79.48,-160.6,-36.51,8.94,80.26,17.23,2.0
1.0,1.0,1.0,5.94,24.77,53.28,33.67,-187.84,-79.4,-114.64,8.83,51.05,-126.9,-79.34,-226.89,-67.86,30.56,-48.86,-41.52,2.0
2.0,1.0,2.0,2.47,20.93,-64.26,-38.21,374.63,73.64,60.15,18.26,-250.11,67.52,-123.88,222.14,-13.21,68.31,282.45,39.63,0.0
1.0,1.0,1.0,-0.84,31.8,-59.27,56.29,132.44,2.54,200.07,-72.73,-36.06,71.23,-19.79,-84.19,-21.97,-11.92,85.86,12.67,0.0
1.0,1.0,1.0,30.84,11.85,-112.46,-84.7,13.32,-19.47,37.46,0.6,-62.39,-0.69,-25.37,69.0,-10.81,28.86,-47.65,-111.72,2.0
2.0,2.0,2.0,-32.73,56.76,40.24,63.99,-352.59,25.88,-116.31,13.55,152.94,49.74,-44.07,-218.56,72.51,53.38,286.44,-41.65,1.0
2.0,2.0,0.0,-6.56,37.57,-31.62,78.33,-32.22,30.61,13.42,-31.21,94.25,115.28,42.45,35.89,-29.01,-131.65,-106.0,-11.77,0.0
1.0,2.0,2.0,29.32,4.81,140.48,109.35,166.91,14.47,-57.12,-45.13,211.32,116.3,4.76,0.83,-9.82,-83.05,-31.17,-63.74,0.0
1.0,2.0,3.0,-6.17,-38.02,-19.94,-17.17,67.3,59.78,108.41,20.27,-68.38,35.08,-180.76,125.28,35.09,-75.0,197.34,37.61,2.0
1.0,1.0,1.0,-20.43,-0.17,169.1,-24.65,-7.46,-15.82,33.11,-19.43,-29.52,-85.4,-26.75,38.66,24.55,-22.81,-90.45,49.84,0.0
1.0,2.0,1.0,-20.21,-22.67,-22.43,-148.8,19.15,-23.95,-38.84,-19.0,-52.84,11.36,170.23,207.64,10.4,51.1,-128.72,-62.61,1.0
2.0,1.0,0.0,9.25,30.77,-92.26,0.56,100.5,-42.59,38.35,13.75,-73.29,-115.45,-70.99,64.25,-34.78,4.44,40.6,-4.53,2.0
2.0,2.0,2.0,-12.6,20.82,-120.22,-53.29,167.82,17.24,-108.57,51.39,-94.07,89.75,-48.55,252.56,55.89,18.23,-101.41,-6.65,1.0
1.0,2.0,2.0,-19.15,-11.82,98.92,0.07,9.16,84.5,53.81,-12.12,59.27,-73.68,54.58,29.33,59.91,-0.73,73.29,-14.91,0.0
2.0,1.0,1.0,-17.76,3.84,98.51,-33.87,70.23,-0.43,114.53,2.69,-178.0,-7.28,34.09,80.0,-0.95,47.01,19.99,18.11,2.0
2.0,2.0,1.0,11.37,-11.73,-24.15,1.94,-65.84,52.51,8.97,-1.1,64.49,147.62,-29.5,-7.05,-8.58,29.18,58.88,6.54,1.0
2.0,2.0,2.0,27.32,69.15,4.08,16.66,235.71,-54.21,32.65,18.21,-12.21,-5.66,97.99,223.42,17.77,14.01,-229.61,-44.08,2.0
0.0,2.0,2.0,-10.33,-33.9,-111.29,38.7,-100.53,53.37,75.34,9.79,96.77,27.57,-125.22,-219.92,-28.35,3.76,73.34,22.29,0.0
2.0,1.0,1.0,21.86,30.73,14.02,25.95,-103.18,-29.86,48.47,-7.47,-56.52,-69.92,-31.16,15.37,34.8,-105.4,116.68,23.18,0.0
1.0,2.0,2.0,9.72,-17.7,-111.45,-3.92,111.0,-71.29,22.16,-15.36,69.54,62.5,93.62,104.97,-27.21,-26.19,-69.28,-14.5,0.0
0.0,3.0,2.0,-10.85,-33.88,40.24,-14.68,-61.34,25.91,30.78,-55.79,224.52,-8.54,-119.37,-71.15,50.18,50.45,-53.89,-66.08,1.0
2.0,1.0,1.0,-7.71,43.72,-89.34,4.49,142.07,-29.9,82.07,4.25,-125.42,-43.89,-39.93,218.29,38.59,-68.68,-177.52,-51.11,1.0
2.0,0.0,2.0,-18.84,24.85,22.18,6.7,45.19,32.09,78.21,-27.46,-134.33,-73.33,-23.02,-56.13,-4.33,8.39,179.03,-5.65,0.0
1.0,2.0,1.0,25.75,-37.81,85.18,10.97,338.67,-31.68,33.21,34.92,-39.32,43.28,-65.55,126.15,52.23,40.35,-31.48,15.76,1.0
