cat_0,cat_1,cat_2,num_0,num_1,num_2,num_3,num_4,num_5,num_6,num_7,num_8,num_9,num_10,num_11,num_12,num_13,num_14,num_15,target
1.0,1.0,1.0,-136.7,-75.02,-42.68,-27.43,3.12,15.77,0.27,-101.31,-2.48,17.55,-115.35,12.43,-100.4,26.09,-105.17,-16.39,0.0
2.0,1.0,1.0,-45.47,-85.14,37.1,73.35,6.43,43.01,4.91,-29.96,-14.63,-77.14,122.75,52.77,60.66,-19.41,-17.92,5.45,1.0
1.0,2.0,0.0,-131.44,-91.64,48.28,-85.65,1.48,-34.31,12.88,7.7,11.06,-20.99,-437.87,-14.19,65.11,96.38,286.3,35.51,1.0
1.0,1.0,1.0,-121.01,-47.55,-16.08,-151.46,-0.17,-62.16,2.34,64.54,8.69,-25.98,-324.08,41.96,-61.3,-113.95,-51.71,-12.36,2.0
1.0,1.0,0.0,-112.76,-14.27,-33.52,-20.17,-2.49,-24.17,3.28,-39.21,10.83,44.4,29.02,-34.25,88.27,155.1,-71.97,-15.16,2.0
1.0,1.0,1.0,96.12,72.89,-82.97,-41.33,-2.53,8.91,-0.3,-16.1,14.41,-55.77,79.58,-21.36,-14.92,8.75,59.43,6.95,0.0
0.0,1.0,1.0,44.72,-11.75,-31.97,-38.73,2.64,-10.2,-1.5,-79.99,25.26,90.23,-494.54,13.18,-138.76,-210.35,-109.45,0.67,0.0
0.0,1.0,1.0,-197.89,-39.69,-58.92,-9.0,6.37,25.02,-4.79,17.55,7.6,-2.54,-371.87,-31.78,-66.32,85.08,37.33,-15.6,2.0
0.0,0.0,1.0,2.08,-39.88,49.12,114.04,2.32,73.24,-8.4,116.75,-12.26,99.56,72.4,-1.55,-77.96,177.27,-195.36,-8.84,1.0
1.0,2.0,1.0,38.94,-53.66,20.82,-40.59,1.23,-29.97,2.92,-132.98,23.88,-117.62,-418.58,-0.1,-42.14,23.82,70.32,-5.65,2.0
2.0,1.0,2.0,30.98,-45.87,-17.22,-26.87,-4.37,-42.63,7.02,-5.07,-1.63,64.13,225.43,11.91,122.0,-202.11,-155.64,-19.63,2.0
0.0,1.0,1.0,190.12,79.8,43.2,4.92,1.22,-32.71,-3.46,-68.66,27.29,35.79,-639.99,-58.47,60.34,-121.42,-154.05,51.06,0.0
1.0,1.0,0.0,43.97,-50.81,32.94,-52.91,3.41,51.08,-2.39,50.35,3.35,-53.05,-67.22,-32.65,84.11,28.74,-123.51,-7.96,0.0
0.0,1.0,1.0,-134.22,-13.47,-23.78,-50.12,3.62,75.0,-5.48,-155.05,3.18,49.58,56.0,-61.97,98.08,199.14,8.82,-27.8,0.0
0.0,1.0,1.0,-75.54,16.85,46.47,33.72,0.94,-4.33,0.07,26.41,5.43,-63.24,-230.99,-7.89,-86.09,-0.75,-50.55,12.41,0.0
1.0,0.0,0.0,-109.93,17.39,-27.74,-76.82,10.27,39.45,0.89,168.07,-16.88,71.97,57.95,29.42,135.45,-138.52,-67.49,9.08,1.0
2.0,1.0,0.0,186.34,-21.85,0.94,-118.92,3.97,57.38,-0.75,225.85,-25.17,76.56,447.05,9.96,90.42,-167.74,-16.39,-3.0,1.0
1.0,1.0,1.0,66.89,-18.23,-10.37,-184.18,-2.56,-42.16,2.9,107.99,0.58,86.13,-75.16,-3.5,-58.87,20.21,-3.34,-5.3,2.0
2.0,1.0,1.0,158.15,8.69,17.0,34.23,-4.93,29.42,0.98,-68.96,4.22,7.9,254.27,45.04,-73.83,-83.73,-135.68,23.84,2.0
0.0,1.0,1.0,29.47,32.91,-10.61,-139.18,1.88,30.76,-4.46,139.84,11.16,81.56,-261.04,36.61,-46.63,-98.24,-66.47,23.73,0.0
0.0,1.0,1.0,75.28,26.46,20.94,-8.31,-2.6,-64.27,-2.32,-16.76,17.94,-52.82,-474.92,28.35,-44.88,17.62,-145.74,16.8,0.0
2.0,1.0,1.0,-109.74,-31.73,-7.46,-200.79,1.31,23.97,-2.08,122.03,12.56,51.15,-133.07,38.6,-42.19,-168.84,-43.58,8.78,2.0
0.0,1.0,1.0,161.06,-43.18,1.46,-35.27,3.59,-53.74,0.66,-15.1,9.65,-67.96,-542.12,13.17,61.31,-106.35,52.9,-8.31,0.0
1.0,1.0,1.0,109.77,-32.64,-82.96,120.73,-5.71,80.63,0.69,-92.0,13.39,50.6,203.82,-30.7,46.09,-166.39,-169.38,23.65,2.0
0.0,1.0,1.0,28.64,37.14,-0.58,57.45,8.25,18.53,-6.29,-130.19,-4.34,62.98,-197.04,63.38,107.67,-80.96,-38.1,3.94,1.0
1.0,1.0,1.0,-20.79,-32.15,-18.06,-74.37,-0.98,-47.43,1.11,84.53,14.45,15.15,-270.69,-50.3,194.21,-70.88,-37.41,-5.75,2.0
1.0,1.0,1.0,53.73,-28.48,-39.03,73.54,-4.04,20.08,-3.25,-9.44,2.89,161.09,49.6,46.04,-221.53,50.31,-150.46,4.0,2.0
1.0,1.0,0.0,35.44,4.8,-14.66,-30.85,-0.76,16.18,1.81,-68.84,-29.83,174.15,361.8,15.44,-36.71,-14.19,248.53,-2.3,1.0
1.0,1.0,1.0,86.85,-8.07,42.82,68.48,-2.91,10.25,3.06,-60.37,17.06,74.73,-1.41,0.18,11.91,-67.44,33.94,-4.47,2.0
1.0,1.0,1.0,115.57,74.68,-27.81,-57.58,0.8,13.43,-1.27,71.77,-5.05,50.86,174.02,3.62,-107.52,-133.79,-58.79,10.78,1.0
2.0,1.0,1.0,85.32,-56.31,0.65,16.95,0.3,-38.84,-0.06,77.0,29.85,3.79,-501.43,-22.38,21.87,-44.19,-56.06,-1.57,2.0
1.0,1.0,1.0,-14.27,-29.78,44.1,-49.12,3.29,8.27,-1.56,-130.21,-5.39,35.04,-139.93,15.5,-24.84,24.15,-84.3,2.69,0.0
1.0,1.0,1.0,114.44,-89.07,-31.95,-66.09,9.29,18.77,-4.81,-123.88,5.41,-79.96,-467.4,3.43,65.72,85.09,-4.87,-24.62,0.0
1.0,1.0,0.0,-61.56,-15.08,87.34,-95.91,0.81,16.63,-5.59,173.55,5.45,158.11,-192.91,-60.32,172.01,171.06,-81.28,23.42,2.0
1.0,1.0,1.0,-44.56,-11.03,-11.79,-19.74,7.04,-3.01,-2.07,109.67,-10.17,1.52,-259.2,13.86,-108.84,-182.06,-28.27,18.78,1.0
1.0,2.0,1.0,-57.88,-59.99,-43.66,-80.7,-5.2,-0.55,3.3,-72.98,-2.58,-153.45,-48.93,-22.15,-107.43,239.0,170.25,18.66,1.0
1.0,1.0,1.0,32.77,-12.18,-78.53,82.9,1.83,31.27,-3.49,32.7,21.86,-12.17,-170.9,-17.86,35.65,-67.49,-142.47,-19.8,0.0
1.0,1.0,1.0,53.9,-54.79,-57.48,-30.38,-1.87,61.89,4.27,-111.88,-18.54,-131.29,402.01,-15.93,-146.97,-191.73,64.59,13.46,1.0
1.0,1.0,1.0,9.09,-86.69,-3.12,-40.27,2.01,-49.61,-0.62,58.73,6.93,44.07,-503.98,-23.47,-5.65,-135.83,33.39,-16.1,0.0
1.0,1.0,1.0,73.97,-7.65,5.99,-45.95,2.48,63.43,6.21,-63.57,-4.2,21.67,269.06,22.91,122.94,16.67,148.97,2.45,1.0
0.0,1.0,1.0,63.93,-10.57,-2.66,28.79,2.42,-32.8,0.11,-91.36,15.92,86.41,-489.79,7.8,-113.47,-74.49,-47.93,7.09,0.0
1.0,1.0,1.0,-136.35,-42.59,-9.25,101.66,3.41,82.12,3.16,-76.95,-12.43,46.32,358.21,-33.95,-107.52,40.47,-22.97,6.29,1.0
1.0,0.0,1.0,-54.9,-19.93,63.67,-47.2,-4.25,21.24,-0.76,-197.35,25.76,29.02,-32.19,-47.3,-11.84,-51.36,-332.74,-14.81,0.0
2.0,1.0,0.0,43.39,-0.12,19.78,-6.14,-0.61,9.51,-0.97,82.42,-10.7,-32.01,180.2,19.7,47.01,35.85,-245.28,22.41,2.0
1.0,1.0,1.0,117.21,-42.16,23.6,-86.45,-0.87,-110.71,-7.68,-26.89,19.98,45.36,-926.69,11.79,73.26,-51.4,-62.7,8.25,0.0
1.0,1.0,0.0,74.77,4.04,25.12,-42.06,-1.79,50.97,-0.21,-60.34,22.55,81.51,123.8,37.55,20.82,-75.68,-254.34,-10.46,0.0
2.0,1.0,1.0,-30.79,-8.07,-6.34,108.22,-5.46,-13.57,6.71,-125.69,5.18,68.0,465.49,24.76,203.2,-97.84,-235.16,-24.57,2.0
1.0,1.0,1.0,-48.43,-73.49,10.9,58.98,3.64,35.46,4.28,-50.93,-20.35,161.82,119.92,-37.17,-92.03,6.12,55.01,11.79,1.0
1.0,1.0,1.0,4.77,25.85,-87.0,-50.71,-4.58,-34.31,-2.02,-37.7,4.71,159.3,25.65,-21.46,-260.74,-2.69,-101.16,-5.39,2.0
1.0,1.0,0.0,40.03,8.14,18.52,-14.1,2.41,-60.06,-1.06,-11.44,25.33,-79.2,-582.58,-9.7,113.71,-231.48,14.14,6.95,0.0
1.0,1.0,0.0,115.83,-15.1,65.29,-57.88,-4.29,25.43,0.04,-120.75,-0.41,59.03,226.85,-1.54,39.49,106.2,-240.99,3.23,2.0
1.0,1.0,1.0,-213.83,-11.38,7.75,48.6,-0.21,27.01,-2.39,-121.16,13.07,14.28,-65.32,-8.54,-148.11,-140.92,-138.79,-8.73,0.0
1.0,1.0,1.0,113.77,-8.47,27.39,-81.53,3.22,79.39,6.84,-139.83,-2.12,-106.91,257.69,-101.98,83.14,95.66,130.92,11.08,1.0
1.0,1.0,1.0,-53.67,-8.87,-8.64,-18.64,-5.06,42.21,-0.48,166.2,5.18,118.33,376.71,0.5,-70.85,-66.57,-168.07,-21.7,0.0
1.0,1.0,1.0,21.15,77.77,9.09,-71.91,-12.32,-92.07,-4.96,35.62,1.63,-19.16,83.26,37.53,254.56,-229.94,-218.05,1.54,0.0
2.0,2.0,2.0,-27.34,-111.56,-9.18,-72.82,-0.12,62.53,-0.82,-70.12,23.41,6.85,-310.13,47.32,-86.56,12.16,103.9,10.84,2.0
1.0,1.0,1.0,108.59,49.05,34.13,40.63,1.16,32.02,2.73,164.49,-16.58,42.68,368.21,-47.07,-186.76,14.22,-45.78,17.8,1.0
1.0,1.0,1.0,-64.32,-55.71,46.81,-102.84,0.48,40.66,2.6,-84.15,-13.87,-60.21,189.79,50.13,90.4,43.03,57.66,0.86,0.0
1.0,1.0,0.0,-124.24,-30.48,17.9,58.92,-3.32,-2.34,-1.24,6.65,-22.28,22.72,170.49,-27.09,30.96,244.78,168.34,7.52,1.0
2.0,1.0,1.0,83.78,-37.91,-3.36,-14.78,-3.29,-62.57,-4.23,49.35,21.18,75.32,-328.54,-17.42,-95.24,12.65,-249.32,-8.37,1.0
0.0,0.0,1.0,39.22,13.59,28.74,41.71,4.12,56.72,-2.54,-83.15,1.03,-17.98,-22.71,-37.38,130.22,36.72,-201.97,13.26,1.0
1.0,0.0,1.0,122.86,7.78,39.29,-32.85,6.73,103.57,2.02,-41.85,-28.84,140.99,660.51,33.65,-289.04,31.98,-165.9,-11.46,1.0
1.0,1.0,1.0,31.75,-39.6,57.96,-4.53,11.25,-31.56,-5.77,-30.3,15.07,-90.98,-710.3,-48.68,109.0,149.74,17.25,-18.56,0.0
0.0,1.0,1.0,-10.55,-25.36,19.87,63.12,0.89,-42.19,0.21,-3.96,6.51,111.85,-353.98,58.1,9.29,-82.1,-64.74,-5.41,0.0
1.0,1.0,1.0,-120.2,-84.97,58.66,87.33,8.03,92.16,8.53,-8.06,-6.46,83.78,258.69,52.89,96.53,79.58,-68.1,1.17,1.0
1.0,1.0,0.0,-131.8,58.22,-25.73,69.39,-1.93,-37.52,-2.48,103.21,10.75,28.06,-260.73,-3.51,-176.86,-96.76,-38.78,25.94,0.0
1.0,2.0,1.0,-64.82,-36.23,-80.83,47.81,2.38,25.54,6.77,-113.9,-7.9,-161.51,58.21,-14.2,-24.19,77.34,182.34,8.48,1.0
1.0,1.0,1.0,-84.39,-37.2,-26.09,61.68,1.52,78.36,4.75,-1.77,-5.78,115.59,307.85,19.03,0.85,68.42,21.19,4.61,1.0
1.0,1.0,1.0,-113.95,-24.62,-2.0,4.62,0.64,3.15,-5.3,9.62,7.68,-22.28,-240.74,18.25,-91.02,-181.66,-9.16,11.05,2.0
1.0,1.0,1.0,44.92,-13.48,37.2,50.71,-5.56,78.55,-1.05,-170.46,12.31,122.67,214.27,-55.33,84.38,-174.95,-121.38,17.77,2.0
1.0,1.0,1.0,-55.91,32.47,11.35,-144.5,-3.05,56.17,-4.78,-94.77,3.08,63.39,189.21,-4.67,-25.65,-18.3,76.74,2.59,0.0
1.0,1.0,0.0,-127.55,-40.33,24.06,22.15,-2.86,-77.14,0.38,-55.17,1.32,-6.79,-185.55,9.22,-104.65,153.86,-140.21,-10.81,2.0
1.0,1.0,0.0,-65.96,-8.55,27.15,-10.29,6.41,6.69,-4.1,165.14,13.07,40.09,-350.3,-31.0,79.25,-57.52,-29.66,-11.54,0.0
2.0,1.0,1.0,107.64,-10.3,-55.07,18.53,-4.7,106.26,-0.34,79.65,16.08,-198.34,254.96,-29.35,-114.25,-56.36,-18.18,29.99,2.0
1.0,2.0,0.0,-4.31,-50.3,49.22,-77.54,-3.64,-16.32,-0.21,-108.3,-3.18,101.94,-179.96,4.4,104.04,50.33,158.02,17.46,1.0
2.0,2.0,1.0,-56.81,-60.42,-5.45,86.0,0.71,8.74,-3.78,-2.87,18.21,123.45,-339.24,-46.86,-40.27,-125.85,104.96,-3.2,2.0
1.0,1.0,1.0,89.23,-51.54,9.35,-61.75,1.66,33.48,-1.39,-52.26,3.46,4.47,-123.88,22.82,-157.75,25.81,-72.13,-3.76,0.0
1.0,1.0,0.0,-23.38,10.61,-39.18,25.55,-5.3,44.64,-5.91,76.93,2.64,-53.28,155.8,-1.28,18.84,22.35,-62.52,2.76,2.0
1.0,1.0,0.0,10.43,-46.41,-6.85,132.02,-5.91,31.17,2.22,-57.91,4.92,-139.51,201.22,14.6,-23.47,189.71,-216.37,6.73,2.0
1.0,1.0,1.0,179.52,82.85,-91.74,-5.97,1.4,-32.9,-1.37,-33.72,-15.41,41.16,69.54,-26.1,-54.49,55.98,41.16,9.57,1.0
1.0,1.0,1.0,34.04,-81.1,-15.82,-72.17,3.09,-0.03,2.0,133.77,-9.61,13.14,-129.75,24.09,13.53,-27.29,42.37,8.48,1.0
1.0,0.0,2.0,-22.68,-37.85,6.3,25.91,2.27,69.56,-4.15,97.67,6.83,7.03,22.46,23.42,-128.65,63.99,-175.77,-18.22,0.0
1.0,1.0,1.0,-69.01,-36.47,29.96,45.9,-5.98,-63.84,-5.36,-37.75,4.56,-99.05,-316.35,2.41,-34.71,-68.65,-164.84,4.27,2.0
1.0,1.0,1.0,29.8,-29.7,-45.72,-8.64,-3.96,46.37,-2.26,-40.76,10.39,16.67,36.24,18.54,-14.17,10.71,-123.49,12.79,2.0
1.0,1.0,1.0,76.03,-66.54,97.52,-87.09,6.2,29.63,2.82,-47.59,-9.17,34.54,25.78,15.74,64.28,36.87,11.1,-1.02,1.0
2.0,1.0,1.0,-136.78,18.52,7.23,37.72,-5.57,-50.22,3.59,58.94,-10.38,-129.58,393.79,41.06,-5.78,37.26,-181.66,-19.05,2.0
1.0,1.0,2.0,-63.46,2.99,8.32,-52.29,-3.78,-11.92,-1.06,-3.61,16.69,-61.07,-65.36,9.47,-123.9,-174.91,-113.11,-7.77,2.0
1.0,1.0,0.0,-52.02,-19.09,-48.02,-7.88,4.3,63.34,6.82,-57.53,11.86,-113.42,-42.3,-0.14,74.39,-273.98,112.39,18.34,1.0
0.0,1.0,0.0,118.72,19.43,-21.19,-30.94,1.18,-5.28,-1.51,208.49,20.55,-20.11,-350.31,10.43,40.09,46.4,29.57,4.48,2.0
2.0,1.0,0.0,28.13,-21.8,64.77,23.71,-4.9,-26.86,1.56,115.03,9.76,-29.7,42.53,16.55,14.34,-90.76,-156.32,-5.58,2.0
0.0,0.0,1.0,66.96,60.9,8.2,103.82,8.59,38.06,-0.29,33.11,-2.21,-6.3,35.3,11.28,-5.25,121.86,-170.24,3.07,1.0
1.0,1.0,1.0,100.73,-94.04,-8.92,-67.74,-1.99,80.11,-0.46,45.18,14.09,-31.13,-66.85,-22.64,-18.34,144.04,-77.22,19.4,2.0
1.0,1.0,1.0,77.41,-27.54,-71.92,-127.49,-4.91,-1.55,3.11,34.1,12.16,-1.93,-9.77,-37.65,4.04,76.8,-100.49,6.96,2.0
1.0,1.0,1.0,-3.18,-59.52,-5.32,55.34,-0.74,-60.19,5.92,-7.43,4.48,13.17,-146.57,14.86,-95.9,-14.66,-31.81,-11.71,2.0
1.0,1.0,1.0,-84.66,-39.72,-48.85,-96.16,-6.53,66.07,-3.11,-7.96,8.12,54.95,100.67,1.22,-13.48,-9.05,-191.21,24.58,2.0
1.0,1.0,1.0,-125.38,3.08,-102.08,-110.36,-1.85,10.73,-2.18,86.21,-20.28,30.5,114.33,2.31,43.7,10.82,41.65,25.2,1.0
1.0,1.0,1.0,0.47,-3.75,-60.33,128.3,0.6,-6.15,-2.83,-44.86,7.12,24.59,-232.47,8.5,43.72,-91.84,-29.94,3.94,0.0
2.0,2.0,0.0,-45.73,31.25,25.19,-34.23,-8.51,-115.03,-5.57,-17.0,11.22,-63.65,-304.31,47.47,-182.24,40.32,-39.0,0.34,0.0
1.0,1.0,1.0,-8.69,-24.32,57.19,-43.79,0.76,-105.16,-1.78,65.82,19.4,-220.65,-709.4,61.48,-15.1,-108.18,-1.93,-4.43,0.0
1.0,1.0,0.0,22.23,57.85,-12.08,78.76,-0.73,22.37,-1.81,48.24,14.7,-64.37,-66.49,-45.03,-44.56,-12.16,-120.14,20.11,0.0
1.0,1.0,0.0,39.79,-66.29,-41.48,-11.99,1.55,61.5,-5.0,5.44,9.36,-11.43,-231.14,-2.7,100.59,-151.45,-3.9,16.61,2.0
1.0,1.0,1.0,10.31,-30.45,14.18,48.75,-4.08,37.22,4.05,-3.52,25.35,31.94,-9.39,-10.44,217.41,-86.65,-51.91,-1.21,2.0
1.0,1.0,1.0,-74.27,-95.19,-59.16,30.05,8.12,29.64,5.85,-87.86,-10.81,-23.0,-30.62,41.4,-133.75,-226.69,-16.93,0.59,1.0
1.0,1.0,2.0,-184.05,-3.89,47.66,-58.19,-3.86,2.93,-0.65,122.49,23.07,43.11,-100.44,15.9,152.12,10.22,-109.37,-0.7,2.0
1.0,1.0,1.0,-52.62,-72.24,13.73,83.34,4.5,41.76,-0.43,-2.08,-8.28,-124.91,42.26,30.42,-66.6,-121.5,-34.58,-20.65,0.0
1.0,1.0,1.0,-21.33,80.41,-21.52,-15.69,1.21,3.33,0.67,-66.53,7.52,-59.24,-78.23,-23.98,-19.11,7.48,-91.22,35.61,1.0
0.0,1.0,0.0,0.49,-21.3,-13.13,55.29,-1.64,-39.9,-3.81,151.1,7.01,-231.36,-426.72,-2.47,162.06,-13.14,18.57,2.75,0.0
1.0,2.0,1.0,83.19,22.93,-13.8,47.05,-7.18,-50.39,-4.36,76.6,-12.14,42.67,-119.5,64.11,-237.82,70.27,329.34,16.22,1.0
0.0,1.0,0.0,40.21,17.96,19.89,29.38,0.04,-91.53,2.53,-105.63,14.68,-17.3,-454.71,-7.09,152.17,5.55,-119.0,-1.29,0.0
1.0,1.0,0.0,-17.97,78.26,-2.22,24.17,0.28,28.92,-0.97,-3.0,-2.33,-13.06,242.4,-23.6,51.85,156.99,-52.89,16.42,1.0
1.0,1.0,1.0,29.37,-37.97,32.13,-38.75,-3.2,-55.03,0.48,135.51,5.74,25.57,-123.41,16.72,11.78,-106.49,-104.34,-17.37,2.0
1.0,1.0,1.0,36.22,-66.54,-44.0,59.26,-0.2,31.55,-3.36,140.25,12.86,-44.4,-237.15,32.61,-158.46,123.83,43.93,-0.2,2.0
1.0,1.0,1.0,29.98,-33.51,-54.9,54.67,-1.19,-77.0,-1.59,-79.7,9.0,-78.2,-432.88,-22.71,-18.34,-105.49,-80.87,3.62,2.0
1.0,1.0,1.0,29.94,-10.65,-35.23,28.53,-4.7,4.1,1.34,33.14,18.84,96.84,45.52,-8.29,108.86,157.81,-114.38,-4.19,0.0
2.0,1.0,1.0,20.55,-105.79,-26.54,139.06,-1.7,86.46,-1.05,-55.61,12.19,-23.81,-117.06,50.92,-101.23,114.5,-158.69,37.52,2.0
1.0,1.0,0.0,7.71,-64.3,37.8,21.82,9.72,1.55,-1.06,-100.3,-13.52,174.61,-271.07,-41.65,64.11,-18.32,63.15,-12.45,0.0
0.0,0.0,1.0,66.24,99.49,-22.77,-55.24,-5.32,-11.32,-7.22,-62.62,1.96,127.52,-27.75,-0.74,-118.86,-39.63,-309.35,34.44,0.0
0.0,0.0,1.0,15.06,45.2,65.59,-29.12,1.22,65.15,-5.97,83.83,8.88,-33.22,55.18,-21.02,38.47,12.42,-205.85,7.17,1.0
1.0,1.0,1.0,-160.52,42.29,50.51,-19.91,-8.28,63.37,3.58,-84.62,19.22,43.33,519.41,6.44,52.98,-40.67,-248.04,-1.13,2.0
1.0,1.0,1.0,159.92,-2.02,38.17,36.39,-7.04,60.35,2.55,-73.8,10.23,-51.6,376.21,-7.43,-168.42,120.96,-289.48,11.76,2.0
1.0,1.0,0.0,-192.54,2.31,13.03,-80.61,4.56,59.84,-6.01,125.76,6.33,93.23,-80.6,16.63,-3.89,86.25,13.55,-4.05,0.0
1.0,1.0,0.0,118.19,75.82,5.09,22.84,1.94,9.69,2.26,156.77,-19.19,-73.18,341.04,38.77,63.12,9.63,-5.58,10.99,1.0
1.0,1.0,1.0,48.18,-44.65,-6.33,-69.53,-1.92,-32.88,4.63,-18.35,8.85,67.93,-72.64,-4.68,-13.8,-113.44,-23.81,-14.86,2.0
0.0,0.0,1.0,49.99,22.32,-16.97,-22.22,-1.18,134.04,-6.33,-6.99,14.24,-101.44,182.84,-3.42,187.04,71.98,-73.14,9.15,0.0
1.0,1.0,1.0,128.2,91.09,21.48,-120.97,-8.49,-46.42,-5.38,73.22,11.89,64.46,-46.91,17.6,-25.77,83.56,-90.3,10.28,0.0
1.0,1.0,0.0,-116.73,-26.03,68.47,5.79,-6.83,-13.18,0.79,81.48,2.27,-27.21,7.01,-12.27,52.82,-83.96,-117.96,2.7,2.0
1.0,1.0,0.0,109.26,-3.13,12.57,36.96,-4.39,13.6,-3.04,-1.13,4.91,-72.07,9.32,8.41,-37.12,7.47,-253.98,29.45,2.0
1.0,1.0,1.0,42.35,-1.41,-20.72,-16.52,-0.74,-45.72,1.04,-20.99,12.45,-98.67,-150.27,-60.35,235.9,-35.82,-97.44,-13.48,2.0
1.0,1.0,0.0,92.24,-42.8,23.56,123.53,-0.72,1.82,-1.17,75.63,34.31,-52.6,-523.38,-53.53,114.16,-73.08,7.87,4.62,2.0
0.0,0.0,1.0,-66.76,-42.79,58.24,105.8,1.53,104.62,-7.57,-45.67,-1.97,-1.53,18.89,1.74,-96.45,-69.56,-325.45,2.51,1.0
1.0,1.0,1.0,-14.74,1.66,7.82,1.22,-2.68,-16.82,-6.1,45.6,4.58,42.07,-159.35,10.62,1.16,170.09,-135.76,13.2,2.0
1.0,1.0,1.0,57.93,0.74,-60.31,-91.85,2.28,59.93,0.82,1.62,-24.13,75.92,460.83,-89.45,28.54,-22.61,87.64,-1.76,1.0
1.0,1.0,1.0,-44.97,58.28,22.88,45.63,-3.69,48.78,-5.52,-36.44,-9.3,102.39,380.41,-5.96,-99.24,26.57,11.76,11.37,1.0
2.0,1.0,0.0,203.01,-28.01,-12.13,35.84,-1.47,46.85,-2.99,152.1,-4.7,85.39,124.9,-1.36,-5.7,4.84,-16.34,16.29,1.0
