cat_0,cat_1,cat_2,num_0,num_1,num_2,num_3,num_4,num_5,num_6,num_7,num_8,num_9,num_10,num_11,num_12,num_13,num_14,num_15,num_16,num_17,num_18,num_19,num_20,target
0.0,1.0,1.0,29.28,6.2,76.4,16.13,30.13,262.41,33.09,8.07,126.82,64.43,64.96,-6.1,332.51,106.86,11.73,-122.97,6.95,-3.05,24.19,189.76,-131.18,2.0
2.0,1.0,2.0,28.25,-2.49,-199.69,-0.66,-9.67,-97.62,-35.54,-16.4,-13.08,-31.16,66.72,-82.36,49.79,-115.72,7.87,-5.73,-44.23,-1.43,33.21,-75.79,-102.11,2.0
1.0,1.0,1.0,-80.81,-1.02,43.45,37.87,-9.94,-203.43,28.23,-6.34,-80.49,82.76,-67.85,-49.67,-18.58,71.29,128.49,-35.84,1.12,0.04,77.57,-102.35,-196.19,1.0
1.0,0.0,0.0,4.35,-16.28,-72.53,-9.26,4.78,-123.36,-77.01,-4.21,-13.32,59.99,-18.89,69.66,-305.82,-75.37,100.48,-23.02,49.84,5.74,-70.42,-250.63,51.79,1.0
1.0,2.0,1.0,-66.28,23.48,152.16,-35.36,9.51,42.01,48.06,8.15,69.39,31.9,59.11,-40.06,-173.93,8.23,-63.67,31.06,-16.96,1.37,46.66,-136.41,130.25,0.0
1.0,1.0,1.0,56.72,8.98,88.02,6.65,-8.19,-211.79,44.51,2.42,10.61,-49.51,28.33,47.02,-173.88,80.94,74.52,-46.43,-70.1,-0.45,-68.56,-207.52,-54.87,1.0
0.0,2.0,1.0,4.82,-33.96,-118.94,-27.22,-5.99,247.25,-30.67,-7.45,-36.43,-61.82,-25.86,-37.41,423.84,-33.04,107.44,-43.01,-73.4,1.79,-57.25,231.64,-255.83,2.0
1.0,1.0,1.0,-18.92,-2.84,-12.6,-5.0,-9.08,154.72,3.46,16.07,41.99,-33.31,-126.34,173.58,261.09,7.01,52.51,-104.57,-22.29,1.2,35.98,40.21,-220.83,2.0
1.0,2.0,2.0,16.61,-41.87,-123.88,-18.58,-11.55,34.83,-61.92,-8.36,116.31,72.87,-55.19,126.21,-97.77,-8.46,-23.15,39.23,-4.71,1.03,-165.38,140.16,264.17,1.0
2.0,1.0,1.0,11.16,-21.88,-130.79,10.6,-45.61,252.96,-81.42,11.08,0.25,1.08,-24.63,128.08,173.43,58.48,112.87,-356.81,-40.85,-3.76,50.56,-66.45,-121.59,0.0
1.0,1.0,1.0,8.5,22.15,113.6,12.49,-16.74,-12.08,50.23,3.89,-10.53,-92.41,57.51,226.27,-181.93,-155.22,-225.91,167.53,32.51,-0.18,-143.58,-173.63,130.03,0.0
1.0,1.0,0.0,-21.76,32.74,26.73,-40.62,15.31,141.86,46.27,-1.81,21.53,-54.56,25.19,65.99,52.39,-67.95,146.57,99.09,72.52,2.85,75.69,-75.74,-104.16,2.0
1.0,1.0,0.0,-72.27,4.25,-77.43,9.31,17.12,-36.05,-33.48,8.01,100.28,-4.84,-108.58,12.8,-17.52,-45.45,61.61,-3.08,80.67,-0.89,-48.32,-44.93,-52.69,2.0
1.0,1.0,1.0,2.97,-1.16,-236.5,15.69,-22.31,141.76,-142.84,7.64,54.02,-63.82,31.87,-90.81,-125.52,-43.62,65.73,-342.96,-26.49,-2.59,-55.62,-258.87,69.14,2.0
2.0,1.0,1.0,-38.68,-7.22,23.29,-8.44,-39.3,-240.0,42.64,2.63,30.73,88.94,-43.56,-66.21,-409.97,-145.05,-80.07,223.28,-17.01,-0.83,-49.02,-293.62,199.94,0.0
0.0,1.0,2.0,-38.0,-14.44,16.57,40.84,-0.81,-152.58,72.85,7.88,-81.13,57.33,7.5,-39.9,50.22,93.72,208.13,-8.94,71.71,1.41,45.37,-81.52,-203.8,1.0
1.0,1.0,1.0,-25.69,8.4,122.43,-0.16,-30.06,-147.7,80.3,-6.11,-6.83,14.69,87.51,73.96,-4.41,40.28,110.73,104.47,-35.82,0.56,-56.79,-60.13,-167.57,1.0
1.0,1.0,1.0,23.6,30.35,-30.43,-17.55,24.52,205.22,-33.61,7.0,-79.2,-4.95,37.27,-94.9,230.05,90.52,41.96,-129.44,-36.76,-1.93,-26.6,214.15,-32.63,2.0
1.0,1.0,2.0,16.73,2.54,-340.79,-28.15,55.39,157.35,-178.97,-10.73,-95.49,-102.33,-50.64,-81.89,-38.13,-102.94,81.66,-366.75,-17.51,0.43,-33.21,-247.99,-15.51,2.0
1.0,1.0,0.0,0.47,12.75,-224.77,-14.8,-7.61,-192.63,-63.23,-17.63,-4.59,81.86,42.24,-250.89,-238.95,-94.94,115.45,67.33,-26.11,-1.84,24.35,-129.7,113.95,1.0
1.0,1.0,0.0,-6.16,-4.82,-95.75,15.64,-21.62,64.25,-31.17,9.71,99.75,-95.29,-25.3,62.73,146.96,9.57,1.96,-283.69,-17.23,0.14,62.67,-161.05,-194.89,0.0
1.0,1.0,1.0,84.35,-5.66,59.84,9.58,-11.58,-45.21,-44.78,-2.07,45.28,-78.58,34.95,107.34,-323.43,-78.43,-46.95,64.96,-6.5,0.14,137.76,-166.83,175.14,1.0
0.0,1.0,0.0,-25.07,-30.77,29.94,-17.63,-1.02,186.61,-19.72,15.26,56.73,105.64,100.98,-9.12,213.07,59.54,8.72,-115.17,-26.6,3.18,34.67,139.16,-95.18,2.0
1.0,1.0,1.0,-45.26,5.94,13.71,4.55,36.35,-33.74,53.62,-7.61,78.69,27.33,-0.39,15.13,247.16,-144.64,182.19,390.03,32.93,7.6,-140.95,208.98,-317.77,2.0
1.0,1.0,1.0,38.73,2.49,49.87,10.41,-17.51,-36.25,-37.98,-8.38,-3.26,3.18,-107.64,-144.27,-374.82,-122.55,-127.45,203.6,17.37,-2.69,-19.26,-65.62,340.65,1.0
1.0,1.0,1.0,54.96,11.03,-129.8,35.16,-42.89,77.82,-59.78,-8.49,39.41,-30.86,53.2,26.48,110.72,-8.99,127.93,-101.71,54.05,0.44,-20.92,22.44,-110.59,2.0
1.0,1.0,1.0,-28.37,-4.84,-111.49,36.52,-15.85,-86.13,-70.91,-3.0,122.26,83.57,43.84,89.91,-216.33,-7.54,54.58,23.5,-28.02,-3.7,2.79,2.73,201.07,1.0
2.0,1.0,1.0,-32.63,61.27,-354.83,18.14,18.62,138.79,29.16,-1.59,80.53,-88.02,-96.27,-74.8,262.32,43.83,201.14,-95.44,-46.49,-1.69,-69.33,107.94,38.12,0.0
0.0,1.0,1.0,-4.34,-8.02,-45.86,-40.27,-5.04,-4.47,-14.09,7.43,16.6,38.11,118.25,13.75,-77.09,-40.9,-73.69,112.67,32.11,-3.23,28.18,99.19,192.34,2.0
1.0,2.0,1.0,5.32,51.03,50.51,17.92,14.0,56.29,-63.72,-11.28,90.17,10.5,71.43,-18.55,-99.28,73.99,79.02,-270.99,27.42,1.44,-175.35,-205.54,-76.98,0.0
1.0,1.0,1.0,-100.53,-10.42,-227.6,-21.51,-13.6,168.13,-0.64,-3.29,12.47,23.44,-31.54,-75.96,228.96,-137.92,65.02,-1.17,-11.18,2.42,-227.91,-17.49,-115.61,2.0
1.0,1.0,0.0,93.66,-26.21,-318.93,-19.84,23.64,147.61,-36.29,0.73,-90.88,65.92,29.1,245.65,183.71,-17.11,223.02,-100.22,-22.05,-0.58,-207.42,46.47,-28.59,2.0
1.0,1.0,1.0,-18.58,-7.08,-144.49,29.3,25.24,217.18,-59.71,1.13,-21.68,-77.19,-12.72,123.7,101.19,-106.46,160.58,-91.92,-0.92,0.53,-27.8,-110.12,-142.7,2.0
1.0,1.0,1.0,-53.96,-16.7,-17.75,16.74,-3.27,-188.75,66.94,-6.71,69.9,5.8,53.6,135.17,-180.04,-68.63,21.56,262.44,34.98,-3.36,26.38,-46.8,126.94,0.0
0.0,1.0,1.0,-63.15,-39.63,48.52,14.23,-2.03,279.74,17.95,7.99,-109.63,70.72,46.53,200.42,72.48,-94.57,199.07,0.41,-66.34,2.1,-71.74,-183.07,-195.77,2.0
1.0,1.0,1.0,-76.98,37.19,212.21,-16.8,17.85,-64.09,-48.72,-5.86,-85.69,-64.77,67.99,-77.59,-162.69,-54.86,-192.15,-29.22,-9.99,-3.34,82.43,-135.59,-54.11,0.0
1.0,1.0,1.0,123.38,40.96,-182.93,-2.34,12.61,61.88,-51.65,5.36,-74.38,48.16,-21.59,35.7,172.63,57.7,81.58,-266.78,7.48,-3.97,-128.35,-19.34,-118.89,0.0
1.0,1.0,1.0,-55.11,21.75,98.07,22.65,-42.39,-145.07,105.64,-3.28,45.35,22.15,-14.8,-11.37,6.53,75.34,137.82,139.07,-4.06,-0.86,-147.19,1.79,-96.72,1.0
0.0,1.0,1.0,-14.83,-8.09,51.89,8.03,13.73,-202.55,154.29,0.64,-20.52,9.85,22.47,-105.29,-181.39,-97.33,46.71,436.09,-83.15,3.46,106.84,-59.0,124.53,0.0
1.0,2.0,1.0,-3.95,32.29,-197.41,8.96,-27.72,-177.47,-5.75,-9.51,-25.31,123.54,-82.84,-13.38,-102.35,-48.38,111.02,104.05,-30.64,2.08,-109.67,-27.32,74.26,1.0
1.0,1.0,1.0,-0.06,42.82,-28.33,-3.38,-10.39,89.63,-59.02,5.97,-21.26,58.28,-59.83,-82.62,-51.35,73.82,76.74,-345.08,68.78,5.39,-75.76,-246.16,-74.05,0.0
1.0,1.0,1.0,-24.62,16.64,8.2,26.0,-26.55,211.47,-53.7,-15.09,-67.59,48.39,39.96,10.89,223.33,115.34,17.4,-205.91,8.27,-4.42,-44.11,189.24,-62.19,2.0
1.0,1.0,1.0,-35.93,-16.54,119.42,-5.9,-1.99,-24.41,66.67,10.43,12.53,-4.88,-65.64,-20.42,-178.64,-112.77,-119.89,201.25,-12.94,-0.83,91.11,-137.77,116.29,0.0
1.0,0.0,1.0,48.37,-0.95,186.18,24.16,13.12,-71.06,134.51,-15.42,130.05,14.97,-47.43,-2.27,-0.26,114.56,91.05,141.04,16.16,-0.26,23.62,27.81,-25.87,1.0
1.0,1.0,1.0,-24.65,-40.87,-393.18,-27.37,-16.16,-297.61,-29.01,4.42,-26.53,-129.14,-95.69,-182.87,-67.96,-56.0,146.24,10.35,47.52,-0.63,-74.09,-82.01,33.69,1.0
0.0,1.0,1.0,6.21,-2.78,-78.33,-1.1,-26.43,33.3,-68.02,2.02,9.78,33.59,-68.12,38.31,17.53,91.59,55.26,-359.09,-15.73,-3.82,-35.69,-167.98,-99.02,0.0
0.0,1.0,1.0,-31.35,-18.68,-180.26,-44.93,5.1,-115.51,-70.63,-7.86,-67.5,36.4,-30.73,-76.28,-172.85,-32.33,42.24,20.68,-37.75,-3.08,4.1,2.33,178.12,1.0
1.0,1.0,1.0,-26.44,-6.61,-189.11,32.42,-21.67,178.59,-83.54,-0.94,4.37,-70.75,24.96,-22.59,242.92,-10.11,136.57,-92.22,25.01,2.84,151.62,186.03,-103.5,2.0
1.0,1.0,0.0,80.89,-7.7,14.64,-21.47,-11.83,29.51,-66.22,-6.83,-60.53,-109.44,-178.83,-36.89,-116.17,56.02,31.35,-101.83,69.32,-2.64,62.39,-1.98,89.51,1.0
1.0,0.0,1.0,-93.87,27.27,287.63,-2.62,0.23,6.14,94.14,-7.4,-15.2,28.79,37.52,-15.51,-90.81,54.67,-103.7,54.5,31.58,-2.37,-26.4,-92.32,15.91,1.0
1.0,1.0,1.0,-4.21,-7.21,-139.71,-0.1,13.64,-122.58,72.93,6.46,19.43,5.62,-26.83,83.16,-29.95,-115.0,-46.87,283.62,40.89,0.45,61.91,62.15,158.21,1.0
1.0,1.0,0.0,27.38,4.84,-157.83,20.65,17.42,15.49,-146.0,21.85,-111.17,17.1,-41.18,-79.47,38.53,43.8,93.86,-248.61,11.7,-0.34,-46.23,37.66,-75.48,2.0
1.0,1.0,1.0,-2.94,-45.78,-179.79,19.96,34.15,7.48,-91.49,-12.68,63.18,42.0,23.2,-57.03,35.4,-31.16,-3.36,-281.59,2.27,-1.11,-133.09,-173.59,-109.82,0.0
1.0,1.0,0.0,60.31,14.12,9.28,-0.08,3.41,260.49,-64.97,-13.76,11.62,16.62,34.18,-0.61,118.91,138.61,19.08,-515.93,38.78,2.44,121.98,-192.58,-130.53,0.0
1.0,1.0,1.0,40.82,-2.97,151.3,-18.29,9.26,-246.08,116.2,8.14,-45.02,36.51,-32.27,-127.49,-309.04,-65.85,-11.63,284.97,10.71,0.34,83.84,-221.37,90.27,0.0
1.0,0.0,1.0,-15.93,28.95,241.56,16.48,20.55,-12.16,101.32,0.01,91.92,-19.42,-57.2,-5.18,-282.61,-12.96,-62.45,147.83,-20.08,-0.59,-14.29,-216.97,162.59,1.0
1.0,1.0,2.0,94.39,29.2,-34.73,-2.32,-1.55,-189.91,-8.18,-28.01,44.0,-124.48,90.01,-54.75,92.97,-12.57,-17.5,19.4,52.57,-2.46,69.41,44.39,-180.07,2.0
1.0,1.0,1.0,9.4,-18.1,151.69,-41.41,-8.2,-54.03,20.19,-6.82,11.89,0.78,-29.15,110.11,-215.78,-72.99,-169.79,62.97,-9.96,-1.26,86.93,-183.99,88.11,0.0
0.0,1.0,1.0,22.3,0.36,79.64,13.38,-13.27,-211.15,55.7,16.75,-61.2,24.79,-46.44,45.36,-165.05,-32.28,112.68,175.71,70.05,-1.13,-68.05,-144.03,-79.78,1.0
1.0,1.0,1.0,-14.33,-2.8,5.82,-8.2,8.44,-241.79,74.47,-3.79,65.73,54.45,-31.08,46.73,-32.06,-85.75,-34.94,318.63,64.22,3.63,80.0,72.53,-7.36,0.0
1.0,1.0,2.0,-6.08,25.2,131.99,4.37,-4.12,42.33,-62.0,6.71,-24.94,-43.38,-20.2,54.86,-309.61,-44.56,-233.84,-182.06,-9.71,-0.51,-42.03,-304.11,166.88,0.0
0.0,1.0,2.0,-43.09,13.61,-22.34,-10.78,-7.76,-98.99,-45.38,-9.79,-142.69,-32.79,-28.86,150.16,-309.09,-76.68,25.28,-62.06,15.01,0.17,130.43,-333.48,53.91,1.0
1.0,1.0,2.0,-22.72,33.8,-171.13,2.53,0.82,-107.35,-47.01,0.25,1.21,-106.46,87.21,144.25,-55.23,45.75,108.54,-75.19,39.43,1.24,-126.34,8.89,58.0,1.0
1.0,1.0,2.0,-25.59,16.01,4.34,-1.07,-24.8,245.97,-76.53,-7.79,-67.75,-2.19,-78.74,76.82,259.16,90.51,71.21,-308.25,-80.33,-3.21,79.95,63.31,-219.78,0.0
1.0,1.0,1.0,69.4,-18.08,-65.53,-3.08,-19.61,271.61,-21.84,8.21,-56.02,-106.54,-49.74,19.14,166.34,97.83,98.84,-329.93,-14.02,0.27,24.33,-80.73,-74.08,0.0
1.0,1.0,1.0,-22.22,-8.73,114.42,23.62,-0.63,-49.48,-23.05,14.97,30.77,-32.67,-25.71,24.44,-245.73,-12.72,-33.85,-191.56,-11.98,-2.2,42.39,-396.23,-56.16,1.0
1.0,1.0,1.0,-4.21,2.04,146.38,-21.16,4.93,-119.96,68.57,0.8,59.62,-87.76,-113.25,150.39,-83.82,65.12,71.23,74.13,-45.86,-2.76,-9.99,-66.21,-55.17,1.0
1.0,2.0,2.0,30.4,-56.72,-64.8,12.55,0.73,173.34,-80.42,2.92,29.97,49.25,-33.58,31.18,-108.11,17.26,26.11,-399.84,-23.83,-1.32,-62.12,-352.4,-9.21,2.0
1.0,0.0,1.0,61.22,18.62,-184.56,-24.7,21.34,-17.51,-57.75,-4.22,71.81,108.83,-113.13,184.0,-35.98,51.0,195.45,-113.58,103.62,1.18,-151.56,-14.94,29.79,0.0
2.0,1.0,1.0,-22.27,6.0,45.67,-3.39,-14.0,-42.94,-10.66,0.83,73.84,-26.6,15.52,44.08,112.66,15.34,99.3,50.69,-72.77,-2.28,-75.14,103.28,-195.73,2.0
1.0,2.0,1.0,-48.96,-16.87,-115.72,49.25,34.35,-112.27,-28.55,-16.58,-68.5,-0.32,-133.29,10.64,-177.75,-85.07,126.66,-22.86,-67.47,-1.51,158.06,-270.08,-46.79,1.0
1.0,1.0,1.0,-61.89,5.51,10.08,13.28,-12.37,-1.05,-90.81,13.67,3.75,-37.27,-53.59,-42.61,-322.83,-54.63,12.51,-107.42,56.7,1.88,-40.19,-267.22,111.98,1.0
1.0,1.0,1.0,130.02,16.42,-3.47,15.59,31.99,-94.68,5.03,-12.15,51.26,-68.53,-76.21,101.76,38.85,74.01,191.12,-164.23,-50.92,0.01,264.33,-175.39,-265.36,1.0
1.0,1.0,1.0,-59.88,-11.45,239.85,0.9,-16.71,12.19,36.39,2.03,-133.37,-38.63,92.38,-75.83,-178.74,-203.87,-126.16,322.29,-101.71,-1.26,-107.11,-112.53,-8.37,0.0
1.0,1.0,1.0,48.89,-5.22,-217.94,0.84,-16.82,-84.01,-89.79,-2.6,-89.14,70.43,-22.17,5.22,22.87,-76.29,18.95,-137.57,-10.82,2.38,-62.4,-96.75,-103.36,2.0
1.0,0.0,1.0,21.07,38.47,37.15,-9.59,-46.91,52.99,-137.07,0.42,3.03,-59.21,-114.08,137.25,-135.0,82.5,-16.61,-247.48,41.1,-1.33,-106.44,-13.77,65.51,2.0
0.0,1.0,1.0,0.97,-2.91,40.17,48.77,2.05,-174.6,51.7,-5.44,83.39,114.3,32.25,165.85,-11.71,111.82,160.63,-22.3,-22.01,-0.6,58.74,-59.7,-134.5,1.0
1.0,1.0,1.0,-90.07,7.54,-217.66,16.94,16.02,-21.11,-138.17,19.75,103.03,9.36,73.06,-145.54,-162.24,6.7,110.28,-211.72,34.69,-2.1,-63.39,-102.47,100.03,1.0
1.0,2.0,1.0,41.74,-8.97,-255.76,2.69,-22.44,188.96,-113.74,17.71,-0.51,-1.77,-15.7,118.76,217.38,141.75,209.0,-393.07,6.12,-1.48,-77.5,87.1,-73.96,0.0
0.0,1.0,2.0,88.63,-12.83,-77.54,-31.69,-40.64,-230.29,16.8,7.46,32.5,-81.52,79.54,20.15,-66.38,33.36,248.02,-14.59,66.99,-5.27,133.74,-168.21,-188.16,1.0
1.0,1.0,1.0,-82.7,-49.81,-289.82,-17.05,0.86,211.04,-73.38,7.95,23.49,15.77,63.76,80.3,411.77,15.22,175.82,-58.46,-23.57,-2.6,-160.4,371.65,-106.47,2.0
0.0,1.0,1.0,-11.87,3.05,119.05,-25.06,6.27,-198.88,78.53,-2.85,91.1,-12.38,-20.44,42.39,37.02,89.95,125.18,100.27,19.01,-3.55,62.03,26.48,-183.29,1.0
1.0,1.0,1.0,9.19,-43.68,-20.91,22.27,7.91,-0.94,-64.47,-8.58,-71.19,-24.7,-49.19,54.1,-167.09,7.22,108.28,-67.15,65.4,-1.45,133.68,-101.53,44.49,1.0
1.0,2.0,1.0,96.75,10.89,-94.3,39.7,-35.85,-121.19,-47.65,0.76,114.94,-15.51,-216.74,73.86,-174.01,5.99,110.79,-45.82,86.73,0.95,56.65,-115.19,46.27,1.0
0.0,1.0,1.0,-19.81,9.38,132.97,-0.32,-14.4,-164.85,87.23,-18.15,25.85,-120.24,-4.86,16.19,-59.29,94.9,87.6,38.48,71.94,-4.08,21.5,-92.36,-93.19,1.0
2.0,1.0,1.0,13.46,37.15,-173.21,5.55,-37.84,155.9,-58.97,10.17,68.6,129.43,-104.49,105.08,168.2,110.12,121.4,-343.32,-50.19,2.01,-1.46,-17.4,-69.22,0.0
1.0,1.0,1.0,31.4,56.77,-132.8,20.35,8.64,58.92,-111.68,-10.03,-38.93,120.7,-28.25,-81.32,125.79,91.17,89.27,-193.01,88.45,0.62,9.09,183.17,-33.52,2.0
1.0,1.0,1.0,-14.61,-18.72,72.28,-14.27,-17.72,39.25,64.07,6.24,-46.96,16.93,-219.43,110.86,218.37,93.61,192.44,-52.43,29.32,-1.74,45.48,8.69,-290.95,1.0
1.0,1.0,1.0,39.69,10.08,-299.72,11.76,1.52,13.78,-85.37,25.3,84.05,-198.29,0.15,10.38,225.7,-46.12,238.76,-85.7,10.26,1.9,-131.41,78.32,-227.84,1.0
1.0,1.0,1.0,11.72,10.79,-108.76,20.34,-42.68,139.11,-105.17,20.57,13.54,-35.16,-41.19,-6.06,68.57,-20.05,129.41,-235.29,7.18,1.76,6.04,-105.03,-165.69,0.0
1.0,1.0,1.0,-10.91,-15.23,84.33,-0.69,46.75,-131.93,52.62,2.32,-17.7,44.05,41.81,6.48,-114.05,43.95,92.05,35.39,18.12,2.23,-12.17,-133.39,-52.81,1.0
0.0,2.0,1.0,47.39,-34.39,171.21,33.91,-28.09,-29.55,37.11,-17.77,-2.44,-71.65,16.64,-177.53,-313.14,58.38,-69.93,-155.29,-18.15,1.19,-72.81,-368.62,124.31,1.0
1.0,0.0,1.0,19.37,-58.66,-479.73,12.84,28.66,322.88,27.39,8.49,-64.47,11.5,-12.86,138.74,388.16,37.63,175.0,-301.35,-29.52,1.23,40.76,6.87,36.03,0.0
1.0,0.0,1.0,95.45,-11.24,-52.55,25.23,-11.99,-205.65,50.48,-5.71,15.51,113.89,37.55,25.66,-206.57,-127.74,105.24,200.62,-55.49,-2.04,108.52,-240.59,-23.28,1.0
1.0,1.0,1.0,-56.41,3.55,-149.35,-21.04,34.01,-343.35,-51.55,-3.61,-34.43,39.29,88.98,21.76,-158.41,-134.99,-218.17,77.94,-15.13,0.02,74.33,-67.89,69.38,2.0
2.0,1.0,2.0,60.54,-6.16,238.69,-5.38,-7.66,-8.42,46.9,-8.67,-10.98,29.38,49.93,39.23,-312.6,-132.69,-117.64,184.45,-8.42,-3.3,67.97,-269.87,92.55,0.0
2.0,1.0,1.0,25.34,-10.13,-32.41,-1.01,-0.14,92.08,-59.81,-2.19,-67.35,-20.52,-60.39,84.84,33.88,86.08,45.69,-339.14,-20.96,1.18,-213.12,-152.77,-100.13,0.0
1.0,1.0,1.0,-1.19,-1.86,-121.85,19.39,10.16,-120.23,-76.67,-13.23,0.44,-125.44,57.01,-186.07,-269.33,-34.87,73.52,-16.43,-72.42,0.31,-154.1,-126.69,151.14,1.0
1.0,2.0,1.0,55.92,-11.39,-366.75,10.24,18.85,79.32,-203.22,-10.11,-101.16,36.18,122.39,-17.54,240.42,23.52,136.03,-260.75,-4.17,3.06,90.4,261.11,-86.9,2.0
1.0,1.0,1.0,-64.64,43.49,-297.03,21.82,3.92,172.43,-13.24,-21.6,-16.11,35.94,-80.89,-73.33,218.27,49.76,144.71,-227.72,-8.15,3.63,-62.68,11.93,-0.34,0.0
2.0,1.0,1.0,-151.52,-19.13,187.27,-18.82,10.98,295.69,64.14,21.19,-18.24,36.79,101.18,81.08,280.31,48.56,-45.41,-78.61,-0.07,-1.67,63.38,65.32,-169.13,2.0
1.0,0.0,1.0,6.82,-33.11,94.22,-19.16,4.18,-226.68,62.82,-12.18,-4.92,132.28,26.73,-12.72,-298.46,-193.7,-60.25,378.32,-40.42,6.08,162.19,-177.29,71.79,0.0
