cat_0,cat_1,num_0,num_1,num_2,num_3,num_4,num_5,num_6,num_7,num_8,num_9,num_10,num_11,num_12,num_13,num_14,target
1.0,2.0,-31.49,-35.96,-12.72,2.07,142.32,-56.19,-27.45,-1.61,-63.27,-319.18,-117.39,105.11,-59.97,65.7,-73.88,2.0
2.0,1.0,24.04,-65.2,-36.83,29.8,418.29,-34.05,21.6,70.37,6.32,-199.26,67.46,-200.29,-116.12,-17.96,49.96,2.0
2.0,1.0,-48.12,53.38,-41.31,-45.63,269.68,25.35,90.65,41.93,-45.48,-247.37,120.67,9.34,-95.68,80.14,-36.88,0.0
1.0,2.0,-27.83,24.06,37.83,-5.17,245.79,-112.49,-50.78,41.04,-14.69,-162.81,19.66,141.08,-200.64,86.28,-96.94,2.0
0.0,1.0,46.06,15.41,-20.0,-89.35,-208.51,65.61,113.99,66.64,12.28,-54.16,68.55,201.45,198.0,-29.86,-153.16,1.0
1.0,1.0,8.06,-56.28,21.56,27.54,-81.26,-12.56,-29.22,81.22,-11.78,-674.57,138.13,-168.14,336.99,97.04,-10.97,2.0
2.0,2.0,-2.94,49.7,-13.75,-14.46,156.36,48.44,-52.96,82.69,-11.0,-313.47,170.43,-47.09,-62.32,156.18,24.35,0.0
1.0,1.0,39.07,-69.62,24.84,-19.31,235.77,-14.32,56.08,-99.05,-52.91,31.44,20.49,-68.61,-213.46,-19.83,-4.11,0.0
1.0,1.0,-8.06,86.5,-3.6,-123.92,-195.09,-44.86,-98.89,82.76,-31.09,287.82,32.86,90.78,13.9,50.84,-3.51,1.0
1.0,1.0,7.06,-29.17,25.04,51.67,231.13,-16.66,-6.72,24.02,67.51,-149.85,53.1,-213.32,-34.21,-0.63,67.63,2.0
1.0,1.0,-3.0,15.83,-3.31,49.17,-19.81,-38.91,22.99,43.24,-45.9,29.24,160.32,-174.54,6.58,85.84,74.85,0.0
1.0,1.0,43.11,-38.19,-8.33,22.4,-245.09,-53.29,-37.22,-5.48,-38.61,-144.97,81.48,-346.4,151.81,128.43,232.39,0.0
1.0,1.0,2.1,45.38,29.69,-5.4,-90.31,78.64,-34.53,7.68,-97.34,-202.44,-17.85,52.98,80.3,115.1,-37.76,2.0
1.0,0.0,-18.21,82.32,-5.42,-0.74,18.67,-110.28,-32.49,94.14,49.58,-170.88,173.22,91.55,170.35,-45.56,7.1,1.0
1.0,1.0,14.12,79.71,31.95,67.11,-249.09,19.06,29.84,126.87,-32.17,-377.46,61.64,262.49,216.95,103.73,16.28,1.0
1.0,1.0,7.77,-4.48,-52.93,-11.02,270.69,-6.39,-4.51,-43.78,-6.57,36.1,18.84,-70.71,-140.73,-50.38,18.42,0.0
1.0,1.0,16.49,-80.07,-16.85,-4.8,-107.5,79.06,44.67,-26.61,6.12,155.29,-138.77,-281.86,-76.41,85.18,109.37,0.0
2.0,1.0,-7.54,92.62,-33.21,-40.82,252.21,44.97,-52.15,21.97,1.87,131.01,-34.9,-84.11,-108.85,-31.06,89.55,0.0
1.0,1.0,-12.67,48.52,-49.7,-37.91,3.67,-20.98,34.53,114.32,-12.3,-210.21,84.5,94.07,127.58,21.72,14.86,1.0
1.0,1.0,-24.14,-110.15,-15.43,37.51,-71.39,-45.19,-44.03,-18.37,-9.34,74.05,-85.03,-293.0,-35.74,65.3,22.35,0.0
1.0,2.0,-41.5,-83.28,-37.4,-28.2,157.04,2.9,45.06,-111.0,-39.48,123.55,18.33,-92.2,-292.61,38.7,100.12,0.0
0.0,1.0,0.76,8.4,-3.6,8.16,146.25,2.87,-137.75,67.53,-1.79,308.2,-64.3,190.24,-117.05,-83.28,-171.28,1.0
0.0,0.0,-18.0,183.51,6.0,-10.47,-55.96,-50.72,-71.86,133.16,72.07,-110.36,20.25,95.41,373.09,-103.3,-28.77,1.0
1.0,1.0,4.63,139.24,1.67,53.27,308.46,-18.62,-34.94,3.94,-89.05,-70.59,-85.59,-221.06,20.13,11.34,126.63,0.0
1.0,1.0,-57.9,-1.68,14.97,53.19,115.21,11.49,-1.54,25.35,-42.99,-145.02,0.21,117.55,-20.39,20.4,-134.99,2.0
1.0,1.0,-2.46,7.26,-16.77,-28.3,142.87,15.87,17.65,-52.57,-16.67,105.27,-56.05,-65.13,-135.98,-4.66,11.42,0.0
2.0,0.0,34.31,56.98,6.75,-18.92,317.68,-20.34,-54.96,-3.52,-87.96,-34.98,112.6,-368.13,1.11,-5.31,166.0,1.0
1.0,1.0,-6.36,-40.3,-14.12,-17.77,460.67,63.39,-74.87,-77.54,-47.05,52.8,-125.05,43.98,-119.75,-163.37,-268.5,1.0
1.0,1.0,-17.28,-9.78,-1.68,-39.69,401.98,65.63,-0.13,-107.9,-86.42,201.57,10.88,25.18,-283.65,-95.67,-32.27,0.0
1.0,1.0,-27.7,26.82,19.12,-5.67,130.32,28.67,-50.76,-12.59,15.04,-146.72,-62.69,-109.38,62.43,-3.32,-1.65,1.0
1.0,1.0,-47.41,-165.07,-9.19,49.92,173.2,-26.01,-29.32,-46.77,-94.76,-31.13,22.22,49.04,-150.63,-63.21,-41.88,0.0
1.0,1.0,-13.68,-14.99,8.68,43.29,139.79,1.99,-42.65,-5.97,-17.17,-94.21,-34.27,73.53,48.63,-78.93,-157.13,1.0
1.0,1.0,-55.19,-87.07,5.51,44.95,270.8,15.59,98.14,1.26,66.07,64.57,46.31,-22.71,-200.57,-91.97,76.92,2.0
1.0,1.0,60.04,-28.06,4.84,44.78,275.41,-40.36,48.24,-149.07,-94.29,224.66,-6.82,-60.76,-178.28,-87.11,-94.74,0.0
1.0,1.0,-1.44,-12.27,46.23,12.05,135.73,31.73,-5.56,140.8,61.81,-130.71,37.15,-80.71,-23.18,33.44,110.03,2.0
1.0,1.0,-33.92,65.76,31.15,-50.77,-152.56,-20.08,-22.63,-51.25,-42.24,-227.04,97.27,20.17,141.77,72.95,-24.76,0.0
2.0,2.0,-51.66,-2.93,0.93,-48.46,224.78,7.94,21.0,62.46,-21.46,-166.78,27.57,239.82,-199.04,49.01,-108.83,2.0
1.0,1.0,23.79,-1.98,-43.23,-2.82,-27.86,-7.82,71.81,10.85,69.69,-30.08,-12.16,-13.35,123.2,-53.51,-120.98,1.0
2.0,1.0,11.36,39.27,24.49,85.58,373.02,-54.14,82.42,50.71,-70.18,-108.5,-150.75,1.98,-193.0,34.38,76.89,0.0
1.0,1.0,-37.12,-30.76,26.71,4.7,200.18,-91.0,-18.49,-45.3,-44.42,68.92,81.32,-2.44,-120.27,-53.44,-46.32,0.0
1.0,2.0,-54.23,59.94,-7.37,27.29,267.85,35.06,17.06,100.32,-12.96,-184.72,164.71,-82.1,-142.28,116.88,185.38,0.0
1.0,1.0,31.86,30.03,-10.26,-24.56,-66.05,28.3,69.16,80.27,-71.39,-165.25,-19.99,-228.8,32.22,187.41,191.71,0.0
1.0,2.0,-46.58,-47.99,17.35,24.23,-72.82,-9.01,-58.33,-86.13,0.49,309.56,-10.19,-230.3,-290.99,142.78,247.02,0.0
2.0,1.0,43.08,-124.37,-13.37,-59.62,384.39,67.47,-8.89,143.27,-3.59,-132.45,-118.3,-89.12,-138.62,-28.56,-79.79,2.0
2.0,0.0,-4.6,35.64,-23.8,52.12,54.65,89.09,31.39,-14.68,25.24,184.67,64.14,-275.58,-52.88,18.55,65.36,0.0
1.0,0.0,-24.54,196.7,3.47,59.99,252.68,21.34,87.89,153.71,-51.14,491.24,80.53,317.61,-108.0,-137.44,14.23,1.0
1.0,0.0,-74.62,13.6,3.7,-17.01,146.98,-11.53,6.29,-11.52,-27.37,120.02,-43.57,-90.43,-24.28,-54.41,-76.23,0.0
2.0,1.0,-20.76,27.29,-21.09,-25.18,137.53,-7.06,56.21,87.92,-45.86,-258.76,25.43,-29.65,-128.98,155.25,157.12,0.0
1.0,1.0,-63.97,51.06,-34.32,56.99,119.91,30.36,13.15,-6.42,-46.55,9.93,182.06,48.85,19.99,-38.86,-109.96,1.0
1.0,1.0,-42.27,-133.41,41.54,40.3,105.06,-3.37,19.44,-68.87,-8.19,-254.99,-31.87,13.24,-99.79,7.67,-36.83,2.0
1.0,2.0,-27.45,119.61,11.54,51.09,120.31,2.45,-13.8,68.78,-70.62,-113.44,24.54,261.29,-97.36,102.66,-66.43,2.0
2.0,1.0,26.81,47.82,6.47,-22.99,146.72,142.61,37.85,10.36,-65.74,-290.45,-67.91,-92.63,25.56,97.61,-73.09,0.0
1.0,1.0,19.92,72.42,46.36,58.44,169.79,2.16,-4.37,74.35,-45.14,38.25,-7.61,305.74,-142.11,2.3,-75.15,2.0
1.0,0.0,-16.2,94.08,15.28,10.77,29.0,124.86,-30.24,108.29,41.49,-351.86,53.73,263.07,262.85,-86.42,-85.92,1.0
2.0,1.0,16.92,46.97,-49.83,-43.59,158.03,45.12,-17.68,22.56,41.55,82.6,-100.52,-298.68,-115.16,54.73,197.18,0.0
1.0,2.0,-53.87,-65.99,-61.44,-22.48,-112.45,28.4,-15.8,5.7,-18.6,146.0,27.25,-41.54,-210.6,111.67,244.12,0.0
1.0,1.0,-1.14,-8.25,-60.65,-77.71,74.19,50.25,25.1,70.57,33.83,31.82,49.42,-97.78,97.32,-60.05,-77.74,1.0
1.0,1.0,-26.44,36.5,8.92,-87.21,-60.99,34.7,39.26,-19.57,20.54,180.85,39.69,-120.39,-158.14,96.12,233.03,0.0
1.0,1.0,2.98,-20.59,40.16,-65.23,-180.73,-31.61,51.27,-3.29,-61.97,-335.64,150.11,-193.01,121.01,163.7,131.15,0.0
1.0,1.0,10.05,-10.48,-24.84,-30.51,4.45,63.24,-45.62,-11.89,4.08,109.4,44.8,-0.84,-200.73,60.46,199.85,0.0
2.0,1.0,-5.13,-92.55,8.15,-41.16,23.19,57.71,-0.07,99.36,-0.49,122.78,35.91,155.14,-266.84,55.09,61.44,2.0
1.0,1.0,-31.42,-220.23,14.87,35.39,79.0,7.19,26.66,23.03,-52.11,-53.7,12.4,-42.81,-181.04,15.69,125.86,0.0
1.0,1.0,4.54,-85.63,-20.31,71.36,223.81,-25.83,36.31,96.9,-65.22,-7.92,-20.67,-96.26,-87.02,6.26,-68.16,2.0
1.0,1.0,-1.25,93.9,55.53,59.54,-195.84,63.52,-24.84,44.07,71.55,-291.3,23.38,-6.69,265.39,85.36,-205.83,1.0
1.0,0.0,-40.19,83.09,22.38,-38.96,-125.85,-15.91,-39.18,66.19,31.49,-209.67,-1.0,149.55,206.48,-2.62,-55.04,1.0
2.0,1.0,-0.9,62.62,35.65,-40.53,184.24,-74.22,26.87,-50.59,-3.94,258.62,-120.53,-207.09,-200.26,19.67,142.37,0.0
2.0,0.0,8.04,-161.99,0.88,52.46,111.23,-4.8,8.78,87.34,54.8,-136.12,-76.03,-95.45,42.16,-94.71,-107.59,2.0
1.0,2.0,15.2,-42.8,27.12,-68.1,-264.08,5.85,-10.27,52.51,34.75,-73.74,-5.38,-78.73,40.04,147.95,68.13,0.0
1.0,1.0,-2.98,-45.15,32.47,-57.48,202.81,29.85,-2.51,-54.12,-46.93,208.96,13.28,-254.34,-189.64,13.5,31.83,0.0
1.0,2.0,16.29,-121.17,16.93,-8.0,18.54,-3.26,9.62,-63.42,-39.82,162.97,4.08,-197.8,-231.16,82.81,113.42,2.0
1.0,0.0,35.36,143.62,15.15,-4.15,59.59,-72.98,3.82,-38.76,3.78,-96.03,42.2,-20.14,164.01,-48.8,3.58,1.0
1.0,2.0,33.3,69.72,-20.12,-37.92,157.51,37.97,134.76,109.72,-4.57,-178.08,-52.43,-44.52,-95.06,150.93,56.1,0.0
1.0,1.0,-18.25,-150.93,2.82,51.01,117.44,-39.62,-2.38,67.7,-11.97,-117.48,116.44,118.99,-106.72,-14.01,-218.01,2.0
1.0,1.0,30.27,86.5,34.8,-18.38,185.26,-42.43,-110.1,-57.94,-9.14,255.04,13.54,59.73,-257.81,-8.18,147.07,0.0
1.0,0.0,-64.82,117.73,-10.41,-32.41,-41.87,19.03,60.35,123.44,3.02,42.62,-15.51,262.87,137.95,-72.74,-22.81,1.0
1.0,1.0,-55.61,-116.14,-23.09,-21.13,329.05,91.67,12.96,51.64,42.52,-44.86,-71.64,-67.68,-109.72,-117.84,3.2,2.0
2.0,1.0,-41.37,-106.87,19.21,83.98,102.28,9.7,-19.08,58.07,34.12,-252.22,76.88,192.25,-110.18,-1.02,-185.44,2.0
1.0,0.0,17.35,104.95,-5.98,-103.9,106.05,-50.73,59.09,48.65,-41.81,-228.73,93.31,-7.25,142.91,16.67,-103.21,1.0
1.0,1.0,-5.6,71.97,-3.04,81.52,103.18,5.96,-8.49,49.45,-40.96,-320.83,-166.05,-38.52,125.28,49.42,6.76,1.0
0.0,0.0,21.4,41.23,31.99,59.22,52.38,32.23,-51.19,105.86,-24.61,337.33,-23.87,203.58,43.5,-170.4,31.97,1.0
1.0,1.0,7.21,-74.52,-9.06,6.84,208.13,7.17,-13.35,71.52,-28.76,9.43,-74.38,-13.66,-89.14,-39.31,-62.55,2.0
1.0,1.0,16.54,-0.61,21.72,-52.27,232.16,17.37,82.51,23.56,-43.22,42.34,-41.8,155.77,-68.15,-86.53,-140.54,1.0
2.0,1.0,2.36,3.24,-5.89,-74.45,-54.84,-59.51,46.28,-27.1,11.08,-71.57,-26.11,-86.84,-106.06,110.39,210.09,2.0
0.0,0.0,16.25,47.74,-2.18,-44.08,381.3,58.57,-11.14,-7.21,5.56,59.52,-32.46,62.83,62.94,-215.24,-198.82,1.0
1.0,1.0,-21.1,-51.6,27.84,90.26,442.77,-10.95,12.5,155.85,-6.02,32.91,-60.68,66.71,-202.12,-61.93,-92.91,2.0
1.0,1.0,1.27,-58.59,-55.59,-71.26,571.61,23.34,-13.87,276.46,-71.61,143.76,17.13,10.23,-245.4,-49.13,-97.33,2.0
2.0,1.0,7.4,7.67,-3.25,-7.83,11.93,44.2,70.22,-85.9,-12.92,214.68,74.8,-253.36,-164.81,69.92,71.63,0.0
1.0,1.0,59.74,7.06,-9.84,56.95,196.17,3.58,1.4,7.51,-70.47,116.35,16.77,66.4,-106.34,-39.71,-93.43,1.0
1.0,1.0,-20.01,-83.3,-9.71,-43.44,-14.67,-4.51,-14.55,120.8,-10.15,-249.49,-4.47,27.68,-9.71,94.0,13.88,2.0
1.0,1.0,1.03,65.49,28.15,-6.85,-3.91,-48.26,-138.77,-31.9,-42.48,-72.38,-31.73,38.19,-10.72,12.12,285.76,0.0
1.0,1.0,20.52,33.66,4.2,15.89,-5.56,27.22,57.24,6.07,23.3,-3.08,109.08,-104.14,52.43,34.2,-23.54,0.0
0.0,1.0,70.16,31.35,-38.07,-59.08,180.77,74.05,33.02,122.55,-22.34,382.1,-58.03,289.52,-75.56,-175.15,-35.94,1.0
1.0,1.0,-8.28,-43.99,-31.06,-38.61,366.75,14.99,-45.7,-29.38,-45.7,73.54,-81.24,-72.42,-186.12,-94.63,49.36,0.0
1.0,1.0,-19.25,39.91,16.23,-16.52,239.55,-43.09,20.58,-29.09,-2.33,-111.93,-124.45,-15.16,74.39,-81.34,-212.89,1.0
1.0,1.0,11.48,76.29,31.32,-121.97,201.26,85.45,-44.52,69.32,-39.57,217.6,-19.38,150.47,-32.81,-105.96,-58.43,1.0
2.0,0.0,3.29,142.37,-28.96,16.38,271.8,2.48,16.67,28.37,-89.39,-209.49,44.17,-154.15,135.58,-3.22,-45.81,0.0
1.0,1.0,31.33,13.66,22.61,24.6,103.19,69.96,61.9,119.46,31.07,-402.47,-173.57,-315.6,197.32,83.08,88.78,2.0
1.0,0.0,10.04,88.39,-0.11,-90.02,173.32,-17.57,123.57,126.32,17.59,-259.07,-20.99,26.77,175.44,-61.84,41.74,1.0
1.0,2.0,11.67,-66.47,47.54,-19.09,504.01,47.88,-50.5,-111.07,-59.23,138.82,-56.74,-53.42,-416.06,-56.01,170.53,0.0
1.0,1.0,48.83,-103.23,-14.49,-23.43,36.82,6.51,-64.66,-74.69,-52.1,66.76,70.19,-158.85,-98.05,20.52,-7.69,2.0
1.0,1.0,-20.49,102.9,-46.75,-14.4,17.61,-0.07,100.91,-15.73,-5.65,-188.47,-198.31,-25.96,109.3,60.79,-75.5,0.0
2.0,1.0,-22.33,2.3,-17.42,-20.78,349.12,-30.25,17.67,16.06,-46.16,-212.56,14.2,-104.26,-148.32,22.93,183.81,0.0
1.0,1.0,19.59,28.76,13.95,-48.25,101.99,66.75,46.67,84.3,9.17,54.79,13.03,87.72,-22.96,-11.97,-122.05,2.0
1.0,1.0,-47.35,34.15,-36.46,-24.66,123.15,-63.77,-24.39,70.72,-57.64,-174.34,70.4,28.83,-131.6,119.79,191.72,0.0
1.0,1.0,-37.54,60.51,-13.7,-26.9,95.72,24.63,-8.16,58.23,-46.02,-28.88,26.63,-183.09,-25.28,87.34,163.95,0.0
1.0,1.0,10.15,101.02,-1.83,58.81,122.25,-116.9,129.76,-48.13,16.63,-77.5,-55.28,-82.26,76.35,-33.5,78.58,0.0
1.0,1.0,42.12,116.31,-58.98,-5.34,569.72,-29.82,-97.65,-27.82,-69.34,-26.41,24.62,-45.03,-137.65,-105.56,65.38,0.0
1.0,1.0,18.78,-15.52,13.8,11.37,174.87,-39.69,72.61,5.38,-53.11,26.55,-23.87,182.53,-22.2,-124.12,-96.43,1.0
1.0,1.0,-9.46,62.18,-13.31,1.71,195.43,13.21,-97.69,-60.37,-76.05,-72.31,-24.45,38.57,-16.47,-45.24,-35.78,0.0
2.0,1.0,7.6,-7.51,3.36,80.71,12.1,28.44,117.65,70.67,-71.0,-68.39,118.73,190.74,-77.18,57.68,-94.8,2.0
1.0,1.0,22.69,-1.45,5.57,-18.56,-38.39,-25.73,47.88,28.44,-35.69,114.09,11.47,-78.82,48.23,3.07,-17.15,1.0
1.0,0.0,-0.98,34.34,-0.34,-36.5,218.7,72.49,104.09,-25.66,-61.72,33.4,-43.71,-352.99,29.05,-32.03,238.97,0.0
2.0,1.0,0.18,-19.11,-0.35,-10.64,72.92,19.62,81.44,-5.71,52.95,322.57,-99.74,140.06,-331.94,-18.76,138.75,2.0
1.0,1.0,15.82,-47.15,-3.7,21.92,110.76,20.67,-85.47,-76.75,-30.1,211.73,-56.22,-169.76,-232.81,36.4,137.79,0.0
1.0,0.0,-30.43,78.09,6.42,13.23,22.86,37.24,2.16,38.23,58.4,-188.91,-17.49,-13.79,177.96,-39.48,31.6,1.0
1.0,1.0,-58.25,-25.59,0.03,-10.6,196.38,24.69,-9.68,-78.95,84.35,36.44,-94.1,-225.99,64.23,-113.64,-173.3,1.0
1.0,1.0,-23.31,39.22,27.17,-66.96,-223.73,46.86,-8.13,22.68,44.24,24.93,46.95,112.73,188.91,-36.92,-101.95,1.0
1.0,2.0,6.22,38.39,-18.06,112.37,166.45,-67.28,78.51,38.04,-43.03,129.59,60.22,166.11,-171.12,14.39,-54.4,2.0
1.0,1.0,18.02,-153.19,27.81,-11.88,-65.98,-31.79,50.44,-41.27,-42.0,88.74,-64.91,-100.06,-132.12,42.79,18.79,0.0
0.0,1.0,-25.21,-115.8,27.81,32.59,-354.64,-14.18,-72.75,-34.91,106.01,353.21,14.13,97.14,102.66,-89.34,-310.88,1.0
1.0,2.0,-46.29,-135.54,-15.53,-115.07,-161.66,21.68,-85.69,-50.41,-56.2,142.56,-106.43,-101.22,-155.58,96.24,90.52,0.0
0.0,1.0,14.22,-54.67,-39.24,39.61,-463.36,-36.18,82.93,66.2,73.14,33.51,56.63,257.64,206.99,-8.36,-115.82,1.0
1.0,1.0,5.76,-37.15,34.77,40.71,80.68,75.73,-1.35,-101.73,25.31,-146.02,54.4,-159.91,1.21,-23.43,67.6,2.0
1.0,0.0,-43.98,-33.01,-24.34,37.94,-224.61,-92.34,-61.41,79.61,64.94,-60.72,-97.42,155.23,214.18,-52.6,-217.71,1.0
1.0,0.0,57.49,96.24,56.23,53.97,281.32,8.08,-69.93,-30.92,-5.21,53.08,-53.94,-131.6,62.09,-88.6,-196.65,1.0
2.0,1.0,15.06,28.09,-22.56,-4.93,8.86,48.99,-80.16,-54.46,-3.4,216.65,41.44,-204.0,-76.59,33.15,5.59,0.0
2.0,1.0,-30.41,-35.24,24.14,-39.84,80.68,-17.56,35.95,35.43,-35.75,-231.86,0.46,131.13,-78.75,74.64,-149.98,0.0
1.0,0.0,24.09,62.04,-25.77,-65.42,-42.22,8.8,1.19,108.42,48.0,-193.02,32.07,55.42,163.1,-2.57,48.62,1.0
1.0,1.0,21.47,-76.46,27.47,-43.65,143.9,14.73,-18.15,125.89,25.74,-439.88,22.52,-149.75,183.67,-0.36,-6.94,2.0
1.0,0.0,6.23,114.77,-37.3,-29.69,351.25,-1.14,-4.97,-15.01,36.7,-94.18,-61.3,3.15,153.22,-165.85,-252.07,1.0
0.0,1.0,12.02,-43.07,29.98,-27.3,-11.88,-53.24,-18.57,58.7,-138.44,39.08,58.1,151.29,-0.61,39.89,-194.26,2.0
1.0,1.0,25.21,78.82,1.37,51.51,228.25,-91.75,30.7,-48.97,24.99,-59.44,-36.78,-118.28,106.0,-89.71,-140.66,1.0
1.0,1.0,45.44,58.07,-19.92,15.61,79.86,48.0,-45.28,-9.13,-18.35,87.91,-78.52,-238.11,77.3,-5.95,48.89,0.0
1.0,1.0,27.19,76.25,-28.09,-39.88,-115.28,64.49,-33.22,82.94,32.03,-150.84,-97.01,188.59,107.27,33.35,4.22,1.0
1.0,1.0,2.0,-63.43,1.4,87.86,245.58,23.34,56.26,12.78,26.68,-294.79,-51.41,-307.06,10.22,41.36,24.93,2.0
1.0,1.0,-27.59,-69.93,21.29,42.97,158.12,-105.66,4.66,-8.07,-2.74,27.12,-103.39,-149.34,-97.03,-17.94,42.48,0.0
1.0,1.0,-12.26,27.52,35.72,-45.08,-289.69,40.16,-69.79,31.69,11.88,-87.91,-22.34,132.0,200.2,37.37,-179.25,1.0
1.0,1.0,-19.65,-28.13,22.41,-23.09,405.32,81.28,-88.43,-2.36,-85.58,294.15,-45.86,214.09,-229.15,-172.03,-139.68,1.0
1.0,1.0,-23.25,66.5,28.61,40.97,30.78,124.06,-28.58,92.67,-35.25,-37.6,-57.09,-27.67,41.95,36.56,100.87,2.0
2.0,2.0,-59.47,-7.5,27.31,22.72,250.08,-17.07,-11.06,-13.28,55.41,327.61,65.96,-116.62,-422.18,50.58,161.59,2.0
1.0,1.0,77.52,-110.5,-12.22,-70.45,147.41,22.66,-27.19,-72.5,-39.37,47.05,-11.93,-144.66,-120.41,-25.1,-40.97,2.0
1.0,2.0,-40.38,84.47,-31.37,36.34,7.01,68.85,-45.68,-27.44,7.23,275.95,-34.33,57.94,-272.63,86.07,218.91,0.0
1.0,1.0,-9.92,-242.4,0.52,37.78,-108.07,3.32,108.22,-18.7,-40.7,-68.43,-26.62,-216.67,-56.97,63.71,29.66,0.0
1.0,0.0,51.93,-52.35,21.03,12.05,208.85,-48.61,-55.79,78.02,-15.54,87.27,-104.17,-23.37,-61.26,-99.68,75.89,2.0
2.0,1.0,-6.56,-22.78,28.03,24.05,168.69,-104.72,-18.94,14.1,34.31,28.19,79.49,-133.87,-177.45,36.17,117.39,2.0
1.0,1.0,17.96,-12.63,-31.67,-101.47,-177.98,15.88,-77.59,-25.08,-48.61,-365.5,-55.23,92.61,99.92,111.05,-78.06,2.0
1.0,1.0,45.97,107.6,-9.53,56.58,175.67,-39.9,41.1,24.11,-29.14,-201.15,32.56,-8.96,6.13,71.42,-29.23,0.0
1.0,1.0,-9.94,73.13,-22.65,22.63,115.17,-57.43,42.0,32.85,58.14,-179.4,45.67,-306.08,5.2,102.39,250.63,2.0
1.0,1.0,-7.21,50.04,21.44,9.49,104.53,-18.4,-109.67,-38.18,-8.72,145.31,7.51,64.76,-159.82,-7.06,88.44,0.0
1.0,2.0,-10.17,-74.06,8.81,-55.91,245.27,7.68,17.33,24.7,26.38,-129.71,-21.39,-249.06,-173.54,97.43,61.42,2.0
1.0,1.0,-18.72,34.99,-9.07,57.56,79.07,36.62,16.91,20.14,-18.6,52.69,6.76,94.0,49.72,-74.2,-113.59,1.0
1.0,1.0,37.6,-0.67,3.72,81.65,-40.19,-21.52,25.88,-1.12,-43.2,-64.52,33.61,66.38,32.69,-5.17,52.56,2.0
1.0,1.0,-19.97,-154.83,-58.94,25.18,272.11,-17.66,-87.0,54.4,6.43,-285.42,-18.74,-132.29,35.41,-68.75,-136.17,2.0
1.0,0.0,-24.48,33.31,-7.67,2.51,145.56,78.77,-46.98,50.18,-47.34,120.12,62.44,133.01,12.58,-120.06,-7.71,1.0
2.0,2.0,-22.06,14.27,40.64,-49.98,8.64,-7.87,9.7,-73.98,13.9,3.91,-94.34,-142.28,-190.74,122.53,190.76,2.0
1.0,1.0,-33.39,144.32,43.58,-62.78,266.96,-103.29,-31.81,11.93,-51.14,118.43,66.1,-45.52,-27.42,-32.02,-1.74,0.0
1.0,2.0,19.18,-144.62,-24.25,-115.4,219.83,-2.95,38.64,-36.42,-56.95,67.24,-56.86,-156.19,-246.69,15.32,127.33,0.0
1.0,1.0,-60.0,70.73,6.25,79.39,303.96,40.52,37.26,71.26,-66.28,-208.68,4.37,-113.09,-121.74,96.93,247.53,0.0
1.0,1.0,2.05,30.88,-9.5,52.45,226.42,-67.05,12.35,9.95,-46.26,138.55,18.28,78.44,-61.9,-85.71,-119.77,1.0
1.0,1.0,-18.69,-30.31,-41.15,-85.88,79.56,-9.77,-37.79,-120.22,56.8,33.29,35.56,7.4,-183.86,-24.85,129.41,2.0
2.0,1.0,-8.83,-99.78,-6.84,-45.56,-111.53,-17.92,-117.5,9.57,-15.38,85.19,-92.41,-147.01,-191.23,128.47,233.84,0.0
